TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
71.7913,0.972233,0.207021,1.07019,0.267458,0.374081,0.100287,0.359237,0.200163,1,62,62
71.9059,0.971672,0.20917,1.00312,0.295798,0.361722,0.123703,0.3863,0.200581,1,63,63
72.3895,0.993849,0.241609,1.06679,0.289083,0.387256,0.100471,0.282543,0.199388,1,64,64
70.4717,1.00188,0.236322,0.974316,0.293449,0.376383,0.195755,0.32144,0.199783,1,65,65
73.235,0.942116,0.218358,1.04137,0.305817,0.327252,0.101449,0.37273,0.199902,1,66,66
72.0706,0.948052,0.214089,1.03827,0.307233,0.358093,0.167197,0.273177,0.198047,1,67,67
71.5578,0.979925,0.237828,1.17715,0.318664,0.341905,0.153992,0.502953,0.203398,1,68,68
71.653,0.984172,0.235683,1.09389,0.3208,0.368006,0.139703,0.410403,0.196746,1,69,69
72.6801,0.952,0.228747,1.07101,0.324144,0.316507,0.162606,0.411726,0.202281,1,70,70
71.2893,1.00979,0.224179,1.0678,0.305996,0.346839,0.0957681,0.290116,0.202831,1,71,71
71.2678,1.01763,0.230375,1.00638,0.325888,0.340165,0.0458292,0.345965,0.198924,1,72,72
69.6723,1.07037,0.243041,1.06044,0.314573,0.35693,0.0360115,0.396535,0.202009,1,73,73
69.8282,1.05291,0.241437,1.05777,0.349342,0.328207,0.0345386,0.43257,0.20016,1,74,74
70.542,1.01872,0.23317,1.07548,0.305809,0.331673,0.00951243,0.31521,0.199449,1,75,75
69.504,0.971407,0.219822,1.12288,0.30151,0.421884,0.0566253,0.4012,0.202763,1,76,76
70.8879,0.968204,0.222405,1.10539,0.292429,0.39736900000000003,0.016073,0.409532,0.197334,1,77,77
70.5557,0.978099,0.22128,1.05708,0.284774,0.395426,0.0233544,0.384574,0.201694,1,78,78
68.537,1.01648,0.218147,0.97176,0.29127,0.470416,0.0672418,0.395762,0.196874,1,79,79
71.2253,1.00339,0.232877,1.06673,0.29743000000000003,0.371553,0.24042,0.374423,0.197098,1,80,80
70.8329,1.00185,0.24427,1.09006,0.290268,0.357178,0.204731,0.347649,0.198171,1,81,81
72.2735,0.996072,0.247459,1.06588,0.293661,0.361199,0.20773,0.396484,0.200583,1,82,82
73.9672,0.983618,0.244412,1.15944,0.288895,0.32536,0.10768900000000001,0.320741,0.20525,1,83,83
70.797,0.956151,0.242757,1.01906,0.265128,0.350546,0.0852156,0.306446,0.19718,1,84,84
71.1248,0.893859,0.21377,1.11646,0.312716,0.344058,0.0216065,0.353909,0.202119,1,85,85
69.6776,0.942286,0.222355,1.03464,0.286095,0.389046,0.0454576,0.367744,0.202325,1,86,86
70.3937,0.974933,0.233011,0.939825,0.305294,0.356334,0.0498098,0.360806,0.197873,1,87,87
71.1749,1.00911,0.249204,1.07174,0.288148,0.361059,0.0195428,0.350035,0.205993,1,88,88
70.8547,1.02387,0.243235,1.03385,0.292299,0.359881,0.00677095,0.356376,0.201311,1,89,89
69.4863,1.0303,0.239425,1.09097,0.283395,0.34446,0.0508543,0.355704,0.198951,1,90,90
70.4194,1.03593,0.253009,0.986315,0.290199,0.34808,0.0852755,0.261864,0.200887,1,91,91
72.0477,1.02801,0.236131,1.04602,0.278206,0.362023,0.0988572,0.441969,0.203463,1,92,92
72.5341,0.995477,0.238976,1.01517,0.276704,0.355658,0.104538,0.244731,0.198182,1,93,93
72.2583,0.950861,0.234682,1.01711,0.319109,0.379648,0.134374,0.479979,0.203725,1,94,94
72.1346,0.959929,0.233719,1.08248,0.328721,0.38897,0.0905627,0.535151,0.200722,1,95,95
69.5444,0.97497,0.232373,0.956438,0.294226,0.338276,0.0262425,0.343574,0.197802,1,96,96
71.9254,0.944121,0.22084,1.02311,0.286414,0.367383,0.076069,0.388891,0.201426,1,97,97
72.1756,0.979846,0.242409,1.08305,0.292285,0.363147,0.0805502,0.535117,0.199485,1,98,98
70.8501,0.985748,0.244925,0.945451,0.271901,0.347661,0.0989162,0.48279,0.201706,1,99,99
71.8449,0.952322,0.233028,1.00953,0.270899,0.349114,0.0711638,0.481334,0.20255,1,100,100
73.1586,0.918401,0.237208,1.06371,0.302272,0.336267,0.0432142,0.394245,0.199489,1,101,101
73.4672,0.914298,0.228502,1.12579,0.29274,0.373112,0.0731278,0.408317,0.200677,1,102,102
74.04,0.923872,0.239961,1.11683,0.297746,0.366755,0.0168088,0.425664,0.199032,1,103,103
70.4281,0.94468,0.231828,1.04854,0.261404,0.41281,0.0889991,0.254068,0.201601,1,104,104
72.1123,0.996997,0.247538,1.03295,0.285544,0.340448,0.00904974,0.338934,0.200417,1,105,105
71.0868,0.980552,0.234377,1.06637,0.295475,0.334861,0.0126919,0.428336,0.204357,1,106,106
72.6298,1.00842,0.212567,1.02393,0.303063,0.330039,0.0192163,0.377562,0.197857,1,107,107
72.86,1.00645,0.210506,1.03422,0.304656,0.329144,0.0126577,0.353128,0.198206,1,108,108
72.8376,0.993866,0.218362,1.03646,0.307405,0.326512,0.0624737,0.462451,0.203333,1,109,109
71.852,0.989359,0.225981,1.06206,0.291655,0.331838,0.00836459,0.355711,0.198114,1,110,110
71.4477,0.960898,0.212273,1.02107,0.321914,0.342844,0.0485074,0.38936,0.202044,1,111,111
72.5463,0.97215,0.238762,1.0501,0.290921,0.346139,0.00702178,0.356218,0.19885,1,112,112
74.2618,0.928526,0.215164,1.04931,0.273567,0.356133,0.0187154,0.424085,0.202511,1,113,113
74.1917,0.920811,0.214737,1.06866,0.280049,0.35285300000000003,0.0103121,0.387114,0.201652,1,114,114
73.5181,0.932871,0.225353,1.06992,0.269928,0.377705,0.00627836,0.394803,0.202143,1,115,115
74.4357,0.965863,0.235339,1.0517,0.282037,0.380508,0.0159267,0.407924,0.198672,1,116,116
74.0661,0.958229,0.225272,1.02256,0.275177,0.390647,0.052272,0.359018,0.20034,1,117,117
72.3675,0.978682,0.212349,1.03944,0.257919,0.375821,0.105104,0.336243,0.200968,1,118,118
74.8327,0.991263,0.20467,1.1329,0.26072,0.346094,0.0543495,0.329814,0.196275,1,119,119
75.2928,0.976072,0.210343,1.12683,0.266505,0.354024,0.0824495,0.327691,0.202907,1,120,120
75.5514,1.0318,0.271412,1.03715,0.284715,0.378837,0.0966102,0.388365,0.198671,1,121,121
75.2192,1.01678,0.265239,1.11218,0.292821,0.411756,0.193247,0.33728,0.202607,1,122,122
75.0915,1.00476,0.26018,0.937966,0.312072,0.392193,0.0685639,0.316228,0.200389,1,123,123
78.113,0.998025,0.262976,1.12598,0.305325,0.389506,0.143848,0.387685,0.201231,1,124,124
78.3721,0.992734,0.26584,1.02784,0.333838,0.38045,0.102021,0.346979,0.202178,1,125,125
77.8932,0.957116,0.221794,1.12858,0.355538,0.356081,0.122762,0.481959,0.198336,1,126,126
78.3525,0.903409,0.207016,1.20969,0.326323,0.37465,0.137468,0.45612,0.200619,1,127,127
76.9929,0.926986,0.228141,1.15269,0.321788,0.355663,0.151486,0.523586,0.20063,1,128,128
77.8518,0.902991,0.228477,1.16511,0.301614,0.373629,0.134213,0.420884,0.200987,1,129,129
76.0998,0.905914,0.219929,1.02825,0.278807,0.384499,0.0757482,0.437242,0.202198,1,130,130
77.1244,0.944864,0.241446,1.0427,0.280585,0.400668,0.147265,0.396101,0.201627,1,131,131
76.2638,0.954815,0.245158,1.08382,0.273005,0.39996,0.17207,0.381999,0.201697,1,132,132
76.5481,0.912856,0.228734,1.05682,0.273059,0.400645,0.194266,0.421774,0.200917,1,133,133
73.954,0.949376,0.234987,1.02119,0.254761,0.398664,0.163708,0.33763,0.19942,1,134,134
76.2697,0.929429,0.212961,1.01734,0.273221,0.37843,0.155201,0.403471,0.199119,1,135,135
73.4229,0.96905,0.228285,1.03287,0.262356,0.377622,0.170968,0.364759,0.198739,1,136,136
72.52,1.0119,0.247449,1.07886,0.277488,0.354604,0.174362,0.247284,0.204068,1,137,137
72.5792,0.959355,0.222742,1.08274,0.282583,0.375851,0.18221,0.315783,0.195802,1,138,138
74.0198,0.92986,0.208134,1.16647,0.27464,0.40595,0.279568,0.317296,0.200645,1,139,139
73.578,0.994759,0.24039,1.03041,0.246162,0.326526,0.166911,0.42158,0.200324,1,140,140
74.1175,0.983766,0.230737,0.958938,0.247316,0.325581,0.245455,0.315377,0.197287,1,141,141
74.2953,1.02682,0.23363,1.09391,0.261341,0.326897,0.135169,0.342608,0.203763,1,142,142
74.3078,0.980946,0.204171,1.0676,0.271934,0.290416,0.161819,0.421925,0.200496,1,143,143
74.4659,0.980885,0.204407,1.09562,0.27428,0.290265,0.129747,0.415746,0.200601,1,144,144
75.8897,0.984253,0.233928,1.12252,0.271323,0.343837,0.0161291,0.373724,0.199988,1,145,145
67.6829,0.989456,0.21464,0.945018,0.318517,0.347478,0.0354101,0.395894,0.20271,1,146,146
69.9467,0.989994,0.232563,1.10177,0.3058,0.337259,0.0199304,0.341368,0.198583,1,147,147
70.8415,0.998891,0.234509,1.01029,0.307907,0.339572,0.0362246,0.422849,0.199561,1,148,148
70.6458,0.997891,0.226454,1.04643,0.281726,0.375472,0.044203,0.402803,0.201373,1,149,149
69.2654,1.00634,0.223341,0.98314,0.269603,0.374688,0.0600074,0.386008,0.198319,1,150,150
71.6225,1.00907,0.225622,1.04371,0.265898,0.333732,0.0457731,0.371119,0.201274,1,151,151
70.0571,1.00146,0.241665,1.00418,0.281705,0.359728,0.0110121,0.326051,0.199911,1,152,152
70.5524,1.00677,0.225536,1.01409,0.286399,0.333595,0.0259187,0.416366,0.199885,1,153,153
69.6429,1.01977,0.233249,0.950537,0.293107,0.322556,0.0418928,0.478623,0.199425,1,154,154
69.8174,1.0131,0.224075,0.930921,0.307727,0.326157,0.0356697,0.492356,0.197303,1,155,155
71.3391,1.01068,0.223758,1.04414,0.290187,0.347745,0.0699489,0.402089,0.201245,1,156,156
72.1391,0.995935,0.209775,0.978513,0.267808,0.313542,0.12978,0.407427,0.200346,1,157,157
71.8875,0.998591,0.211381,0.990259,0.264217,0.311528,0.134624,0.400216,0.20036,1,158,158
72.2024,0.99584,0.212917,0.99611,0.2673,0.316889,0.109282,0.424471,0.200038,1,159,159
71.5951,1.01712,0.221125,1.01827,0.316278,0.38125,0.261099,0.336577,0.200963,1,160,160
72.657,1.01515,0.236905,1.03142,0.2983,0.282825,0.115466,0.496037,0.200872,1,161,161
73.3293,1.01529,0.236841,1.01273,0.265562,0.333198,0.163286,0.359842,0.198543,1,162,162
71.6547,1.00903,0.236131,1.01723,0.297527,0.364081,0.0409946,0.380883,0.200687,1,163,163
72.432,1.0123,0.242673,0.979148,0.296451,0.345797,0.0211946,0.40768,0.203023,1,164,164
73.7574,1.02986,0.24817,0.932794,0.309644,0.355021,0.013307,0.439835,0.201381,1,165,165
73.6878,0.984583,0.22633,0.927155,0.314262,0.336964,0.0200133,0.385449,0.201539,1,166,166
71.1276,0.995892,0.230907,0.933527,0.314395,0.356856,0.0383443,0.416953,0.19739399999999999,1,167,167
72.2743,1.0065,0.235673,1.15448,0.282812,0.349261,0.102428,0.340512,0.201276,1,168,168
69.4696,1.00903,0.221635,0.897747,0.275526,0.303588,0.0723166,0.365971,0.202717,1,169,169
70.7688,1.05273,0.218725,1.08126,0.262187,0.377659,0.202594,0.346788,0.197678,1,170,170
71.6303,1.06305,0.233168,0.979601,0.2903,0.350117,0.146147,0.372595,0.20362,1,171,171
72.6699,1.03328,0.233676,1.04794,0.28486,0.411837,0.189703,0.318284,0.19669,1,172,172
71.9522,1.02892,0.235817,0.923294,0.317795,0.374448,0.171773,0.448037,0.203465,1,173,173
71.6261,1.02674,0.232913,1.07375,0.30959,0.371935,0.201309,0.291666,0.198023,1,174,174
70.308,1.00398,0.21445,0.983922,0.290172,0.377923,0.25991,0.307739,0.202293,1,175,175
69.7571,1.00627,0.231267,1.15129,0.297871,0.336933,0.229431,0.382131,0.1977,1,176,176
69.804,1.0015,0.22829,1.20112,0.300568,0.338944,0.255296,0.377372,0.197745,1,177,177
70.2382,0.991633,0.224796,1.17781,0.30554,0.328927,0.247097,0.37907,0.197189,1,178,178
69.365,1.01006,0.236605,1.11628,0.313819,0.34301,0.241831,0.258144,0.199863,1,179,179
68.9564,0.996036,0.231194,1.13725,0.318765,0.332765,0.290247,0.270622,0.201712,1,180,180
68.7016,0.99272,0.228726,1.13395,0.321038,0.33452,0.273517,0.263287,0.201923,1,181,181
68.9122,0.992804,0.228614,1.09935,0.313252,0.333151,0.252504,0.242335,0.201244,1,182,182
70.2065,0.934595,0.212657,1.08855,0.29501,0.35588,0.288664,0.236922,0.20329,1,183,183
71.1387,0.966605,0.226422,1.09781,0.291602,0.32951,0.246879,0.268531,0.198822,1,184,184
70.8792,0.972214,0.228631,1.09569,0.288017,0.334929,0.237105,0.265381,0.199654,1,185,185
71.0138,0.994697,0.236081,1.09156,0.292468,0.337771,0.25311,0.241051,0.198475,1,186,186
71.1792,0.992479,0.235683,1.10713,0.292693,0.331177,0.249011,0.236006,0.198708,1,187,187
71.6952,0.95134,0.200641,0.99841,0.286635,0.334436,0.208666,0.283511,0.20198,1,188,188
68.097,1.08675,0.243733,1.0507,0.324992,0.395808,0.153047,0.350092,0.199875,1,189,189
67.5412,1.10322,0.267907,1.07635,0.304906,0.319235,0.184407,0.32586,0.199243,1,190,190
69.1558,1.06277,0.261133,1.00645,0.297517,0.363477,0.139287,0.477325,0.201832,1,191,191
71.2487,0.961509,0.210615,1.05581,0.321134,0.372209,0.146422,0.438767,0.199182,1,192,192
69.1144,0.987142,0.234594,0.942631,0.312432,0.332804,0.0967164,0.408121,0.202083,1,193,193
69.2402,0.985539,0.243788,1.01311,0.324989,0.359397,0.0760091,0.350139,0.196825,1,194,194
69.1851,1.00161,0.212721,1.02738,0.291059,0.360375,0.133766,0.363314,0.202292,1,195,195
70.0743,0.988513,0.207671,1.04854,0.281878,0.366877,0.150794,0.352842,0.203408,1,196,196
67.3453,1.05417,0.234232,1.1216,0.282178,0.371515,0.121846,0.374083,0.197719,1,197,197
69.6497,1.01757,0.22107,1.02163,0.253141,0.3083,0.155259,0.420981,0.202889,1,198,198
68.5119,1.08002,0.244596,0.976117,0.274283,0.342727,0.154367,0.456797,0.19877,1,199,199
68.5575,0.983735,0.218092,1.00371,0.269456,0.345549,0.0784141,0.326988,0.199043,1,200,200
69.6734,1.0016,0.237105,1.01607,0.285713,0.395328,0.124497,0.36003,0.200512,1,201,201
71.2835,0.985229,0.221675,1.0446,0.312709,0.316973,0.135259,0.487884,0.199386,1,202,202
70.066,0.996936,0.221893,0.996765,0.330801,0.363914,0.200543,0.345696,0.203178,1,203,203
69.8173,0.998495,0.232839,0.993952,0.325815,0.366452,0.198328,0.401255,0.203628,1,204,204
69.5451,1.00447,0.259292,1.06074,0.329098,0.342148,0.0733322,0.396728,0.197844,1,205,205
68.52,0.886285,0.205066,0.918928,0.284184,0.368145,0.1689,0.295061,0.202372,1,206,206
68.9469,0.919653,0.229683,0.973751,0.284506,0.336404,0.125721,0.325246,0.202715,1,207,207
68.8363,0.903366,0.223172,0.903965,0.285533,0.350565,0.151886,0.351752,0.200288,1,208,208
70.7088,0.945112,0.239586,0.95383,0.301119,0.326059,0.0892108,0.44182,0.200613,1,209,209
70.9715,0.923165,0.229224,1.003,0.27545,0.306687,0.113034,0.3711,0.198209,1,210,210
70.6147,0.962811,0.244046,0.988169,0.279081,0.321263,0.155936,0.295788,0.202345,1,211,211
70.2363,0.965137,0.244132,1.04664,0.270514,0.345761,0.17613,0.321386,0.204145,1,212,212
70.5605,0.970341,0.241453,1.02977,0.26787300000000003,0.331143,0.168657,0.345295,0.203181,1,213,213
72.4483,0.924798,0.203381,1.13401,0.270161,0.389959,0.227635,0.386346,0.199436,1,214,214
71.8298,0.969476,0.241875,1.06503,0.276417,0.376904,0.300139,0.393106,0.203546,1,215,215
71.0472,0.985619,0.237756,1.08891,0.284588,0.373798,0.281529,0.421382,0.202579,1,216,216
71.1327,0.996042,0.240259,1.05685,0.281061,0.342585,0.287728,0.44345,0.201614,1,217,217
70.8351,0.98829,0.208249,1.03559,0.276946,0.307075,0.154956,0.312068,0.199649,1,218,218
70.0012,0.972088,0.213053,1.03147,0.267929,0.336047,0.162447,0.3683,0.19845,1,219,219
69.7692,1.05183,0.236705,0.938486,0.273299,0.333678,0.18513,0.275878,0.202985,1,220,220
70.8504,0.999789,0.236038,0.971409,0.256561,0.32862,0.174604,0.265949,0.197844,1,221,221
71.8793,1.03577,0.243025,1.00787,0.267794,0.332058,0.247016,0.284985,0.200161,1,222,222
72.115,0.978752,0.229427,0.99237,0.261261,0.351583,0.295307,0.324826,0.198932,1,223,223
71.8288,0.989435,0.229493,1.0131,0.267985,0.351641,0.300587,0.34636,0.201347,1,224,224
71.7325,0.987212,0.230796,1.01541,0.267857,0.352829,0.294152,0.344313,0.201308,1,225,225
71.3446,0.983711,0.229791,1.01309,0.264399,0.355358,0.324388,0.341556,0.200659,1,226,226
72.1622,1.0071,0.244735,1.05073,0.289056,0.33594,0.304573,0.404333,0.20171,1,227,227
70.8248,1.02213,0.245879,0.981833,0.298877,0.331291,0.285792,0.371922,0.1984,1,228,228
70.9935,1.01856,0.247825,0.989847,0.297235,0.327483,0.273034,0.365997,0.197821,1,229,229
70.2351,1.04116,0.250801,0.974682,0.300857,0.327164,0.285325,0.39614,0.197182,1,230,230
70.2707,1.03724,0.250428,0.977642,0.302972,0.325865,0.276289,0.398626,0.197208,1,231,231
70.2636,1.03889,0.250606,0.976698,0.302587,0.326748,0.272367,0.39897,0.197224,1,232,232
70.3904,1.02366,0.245732,1.00306,0.307051,0.331461,0.258172,0.399305,0.197139,1,233,233
71.9829,1.01046,0.253391,0.996477,0.322384,0.337975,0.282729,0.333788,0.19719,1,234,234
72.7036,1.02055,0.243521,1.00025,0.319913,0.293507,0.254936,0.366518,0.202483,1,235,235
72.6031,1.02936,0.228428,0.970141,0.309587,0.305031,0.266973,0.381299,0.200573,1,236,236
72.531,1.03261,0.238347,0.99528,0.309867,0.302492,0.251917,0.376633,0.199526,1,237,237
73.7282,0.960338,0.214837,0.893371,0.317424,0.331837,0.15738,0.378855,0.200959,1,238,238
71.0811,1.0199,0.25143,1.07792,0.319807,0.339374,0.161527,0.386877,0.199756,1,239,239
73.4852,0.939475,0.207478,1.02602,0.281571,0.331897,0.171252,0.322064,0.200025,1,240,240
71.5556,0.983382,0.220692,0.925926,0.279204,0.347255,0.214562,0.289877,0.197867,1,241,241
71.8431,0.982075,0.222395,0.971335,0.274419,0.322837,0.170257,0.328513,0.203136,1,242,242
71.846,0.996062,0.229306,0.982321,0.271148,0.322305,0.177302,0.306312,0.202581,1,243,243
72.2086,0.963966,0.229952,1.06152,0.292749,0.34382,0.141991,0.251878,0.197806,1,244,244
73.2822,0.932526,0.215323,1.05298,0.285791,0.334523,0.150874,0.247743,0.19666,1,245,245
72.2389,0.983475,0.239087,1.03809,0.281277,0.396879,0.202058,0.267612,0.202277,1,246,246
72.5506,0.992145,0.254641,0.960376,0.30222,0.392964,0.18346,0.231612,0.202122,1,247,247
73.938,0.977758,0.244869,0.99031,0.295923,0.391047,0.191373,0.228478,0.202476,1,248,248
73.6244,1.00629,0.26241,1.11503,0.314865,0.378287,0.211598,0.302327,0.199356,1,249,249
73.423,0.962774,0.216719,0.971681,0.287152,0.372935,0.0936904,0.325916,0.197326,1,250,250
75.6408,0.944943,0.213926,1.08511,0.28163,0.423154,0.138027,0.233713,0.202816,1,251,251
75.4269,0.965036,0.224521,1.10507,0.286791,0.434076,0.142875,0.253584,0.201466,1,252,252
74.9377,0.915394,0.210027,1.1415,0.324866,0.416834,0.166634,0.295388,0.199495,1,253,253
74.8339,0.87891,0.194994,1.15602,0.299367,0.433705,0.181098,0.354965,0.201646,1,254,254
76.1976,0.983693,0.2359,1.15624,0.319687,0.383528,0.121973,0.449059,0.19899,1,255,255
75.5807,0.994331,0.239234,1.16454,0.314379,0.383495,0.125899,0.421555,0.197973,1,256,256
75.9269,0.962908,0.240944,1.03361,0.298861,0.385866,0.150225,0.391062,0.202197,1,257,257
75.5525,0.986153,0.224408,1.08509,0.299319,0.394514,0.195814,0.308546,0.204043,1,258,258
73.9816,1.01334,0.245913,1.12017,0.301515,0.422447,0.115292,0.310549,0.198979,1,259,259
73.0365,0.918367,0.219147,0.990328,0.298848,0.343501,0.0745344,0.336492,0.198142,1,260,260
70.5894,0.912831,0.240404,1.03507,0.281771,0.384488,0.0592306,0.381139,0.201869,1,261,261
67.9107,1.05145,0.246506,0.993478,0.334924,0.3099,0.0332937,0.371814,0.198921,1,262,262
70.4467,0.983704,0.221882,1.0114,0.309556,0.378907,0.0785512,0.360784,0.200598,1,263,263
70.8322,0.936501,0.214826,1.09853,0.307213,0.320419,0.0298234,0.396962,0.20219,1,264,264
68.5982,0.980077,0.243209,0.96583,0.299679,0.347269,0.00742201,0.373746,0.198524,1,265,265
69.6153,0.972192,0.23564,1.06523,0.287344,0.350178,0.0254611,0.455235,0.202105,1,266,266
68.3466,0.937692,0.216108,1.04669,0.287056,0.344408,0.0255603,0.357144,0.196284,1,267,267
67.331,0.938801,0.223091,1.12696,0.291806,0.300398,0.135232,0.362538,0.203787,1,268,268
65.9217,0.95606,0.231507,0.949504,0.276405,0.358586,0.20213,0.345194,0.197511,1,269,269
66.6083,0.998909,0.241528,0.987423,0.274184,0.381919,0.284151,0.416701,0.202021,1,270,270
