TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
68.783,1.09339,0.319662,1.03503,0.303486,0.26,0.546971,0.324318,0.209852,1,31,31
68.4645,1.00662,0.279807,1.0355,0.3012,0.260063,0.519455,0.258278,0.1972,1,32,32
68.1453,1.01378,0.297712,1.00469,0.306356,0.288607,0.561145,0.256244,0.206104,1,33,33
67.1481,1.06989,0.342481,0.994837,0.324852,0.240724,0.484064,0.317021,0.203312,1,34,34
72.2294,0.960203,0.245943,0.968397,0.29666,0.263012,0.452841,0.265831,0.203777,1,35,35
70.9488,0.966928,0.278943,1.02464,0.294706,0.289835,0.507274,0.302498,0.199224,1,36,36
70.9031,1.03509,0.277871,1.01082,0.313152,0.233175,0.426929,0.29644,0.201206,1,37,37
72.653,0.984155,0.248935,1.00924,0.325083,0.229877,0.547883,0.294962,0.191367,1,38,38
69.3816,1.02081,0.281629,1.0507,0.31206,0.302494,0.483582,0.303324,0.210294,1,39,39
68.443,1.0015,0.27735,1.00026,0.303827,0.276202,0.466783,0.274144,0.197272,1,40,40
69.781,0.990799,0.265321,1.01546,0.299256,0.313931,0.445808,0.295209,0.207281,1,41,41
67.166,1.00487,0.282158,1.0298,0.308849,0.265337,0.425464,0.321534,0.195832,1,42,42
66.3694,0.922916,0.243764,0.975391,0.32542,0.381082,0.402317,0.267958,0.207036,1,43,43
69.5569,0.906594,0.246389,1.05523,0.35209,0.341897,0.429121,0.302873,0.201014,1,44,44
70.0662,0.932226,0.245851,1.05025,0.352976,0.349338,0.465463,0.276998,0.198209,1,45,45
67.7542,0.9195,0.240719,1.00797,0.294424,0.385509,0.527318,0.273434,0.203061,1,46,46
67.1528,0.996048,0.254799,1.02809,0.298959,0.324514,0.460017,0.294018,0.202463,1,47,47
68.0064,1.04035,0.27783,1.01792,0.298236,0.337738,0.449072,0.32484,0.200547,1,48,48
68.5957,1.07323,0.332552,1.02158,0.296541,0.312149,0.463163,0.292647,0.202618,1,49,49
68.8829,0.997663,0.262011,1.01207,0.331189,0.357297,0.443104,0.319146,0.198296,1,50,50
67.6541,1.05626,0.317353,1.02913,0.349685,0.393347,0.391625,0.268374,0.210471,1,51,51
67.7986,0.952676,0.249735,0.998656,0.342201,0.342084,0.377522,0.306122,0.197039,1,52,52
68.8187,0.91137,0.260711,1.0213,0.347369,0.41017,0.39077,0.308884,0.202354,1,53,53
66.2012,0.980786,0.264884,0.95534,0.309578,0.467676,0.423778,0.25155,0.200865,1,54,54
66.1508,0.926854,0.259837,1.00673,0.31766,0.231387,0.320653,0.325155,0.198097,1,55,55
66.2113,0.965155,0.264351,0.985323,0.342182,0.303779,0.344795,0.348448,0.210059,1,56,56
65.2476,1.018,0.265965,1.01861,0.353997,0.317121,0.248974,0.312144,0.192656,1,57,57
64.7358,1.02963,0.26812,1.00159,0.34531,0.340128,0.230677,0.305339,0.192627,1,58,58
67.2847,0.946134,0.271098,0.963144,0.354274,0.314262,0.31547,0.321643,0.204973,1,59,59
69.2821,0.937871,0.272018,1.00646,0.353931,0.261844,0.318998,0.336683,0.195506,1,60,60
68.0172,0.921134,0.241949,0.992129,0.343612,0.303648,0.386619,0.299594,0.205242,1,61,61
69.0532,0.844093,0.235138,1.05385,0.31852,0.452286,0.386984,0.313102,0.193241,1,62,62
65.1349,1.01651,0.278288,0.978566,0.351335,0.316108,0.351236,0.312656,0.19874,1,63,63
67.1427,0.970892,0.279926,1.00672,0.35987,0.290103,0.358523,0.294346,0.201665,1,64,64
65.5202,0.957453,0.282633,0.988434,0.342755,0.182212,0.384745,0.331662,0.202502,1,65,65
65.2982,0.985749,0.294188,1.05374,0.37066,0.294393,0.379463,0.302275,0.205859,1,66,66
65.0969,0.968623,0.262784,0.969118,0.342799,0.340039,0.375838,0.267239,0.199652,1,67,67
64.1471,0.961661,0.262013,0.936964,0.339664,0.343474,0.379025,0.235799,0.200624,1,68,68
66.8918,0.974234,0.289679,1.04738,0.356246,0.261909,0.392261,0.266089,0.205857,1,69,69
68.4484,0.967504,0.271387,0.995187,0.371546,0.332799,0.487449,0.232034,0.205714,1,70,70
67.3332,1.00295,0.272845,1.0318,0.371939,0.325489,0.440918,0.272203,0.204167,1,71,71
67.1889,1.0358,0.283986,1.04286,0.324921,0.306792,0.469108,0.259251,0.198266,1,72,72
66.9446,1.00262,0.29491,1.04022,0.32507,0.376086,0.592519,0.283989,0.202229,1,73,73
65.1844,1.01578,0.269138,1.10529,0.325881,0.262746,0.40568,0.296664,0.199795,1,74,74
65.7665,1.05808,0.313663,1.04331,0.335291,0.313224,0.380968,0.27095,0.202166,1,75,75
63.8077,0.953067,0.246407,1.02416,0.293274,0.224315,0.357198,0.303779,0.200705,1,76,76
66.3011,0.908601,0.263309,0.993935,0.32712,0.328134,0.409553,0.286335,0.198366,1,77,77
67.8667,0.902386,0.233175,0.986143,0.297162,0.242246,0.360421,0.308195,0.201106,1,78,78
70.4843,1.01652,0.280842,1.04481,0.300524,0.240081,0.348386,0.260903,0.198488,1,79,79
71.0238,1.04428,0.28667,0.965238,0.340129,0.238781,0.446764,0.294691,0.202812,1,80,80
69.4875,1.04363,0.290803,1.00833,0.312458,0.472485,0.420865,0.300674,0.196946,1,81,81
70.8226,0.927185,0.263488,0.992422,0.34913,0.400545,0.548289,0.345769,0.201841,1,82,82
67.6245,0.905368,0.230889,1.06087,0.34357,0.469738,0.398781,0.386089,0.199252,1,83,83
70.6378,0.894887,0.230732,0.990382,0.295086,0.367129,0.386819,0.279218,0.198145,1,84,84
68.416,1.02032,0.289745,1.02734,0.370206,0.364187,0.434879,0.304962,0.205132,1,85,85
69.6658,0.896727,0.243821,1.02774,0.289345,0.341563,0.445669,0.263277,0.198591,1,86,86
67.9218,1.00223,0.292582,0.995295,0.378101,0.154799,0.501021,0.313242,0.201828,1,87,87
67.0196,0.953509,0.27417,0.999829,0.347583,0.15882,0.481254,0.335459,0.204516,1,88,88
69.7069,1.03617,0.326409,1.03994,0.33806,0.209511,0.539695,0.264537,0.197378,1,89,89
68.0606,0.982576,0.279795,1.00504,0.342411,0.245874,0.431725,0.316546,0.197934,1,90,90
67.8692,1.04729,0.305428,0.941805,0.357111,0.259015,0.534003,0.26346,0.206852,1,91,91
68.3211,1.05914,0.317973,0.963624,0.36656,0.33635,0.595855,0.257219,0.201414,1,92,92
68.0251,1.06961,0.325366,0.979795,0.354943,0.325255,0.519855,0.263162,0.200264,1,93,93
67.0614,0.956584,0.27369,1.03522,0.3215,0.19746,0.537817,0.322368,0.198407,1,94,94
66.2132,1.08756,0.302115,0.977787,0.329555,0.343689,0.455899,0.333191,0.200369,1,95,95
66.2617,1.07388,0.305072,0.992004,0.313707,0.297143,0.408914,0.302749,0.200575,1,96,96
67.9975,0.979966,0.259824,1.01496,0.303887,0.300075,0.43087,0.33539,0.206808,1,97,97
72.0246,0.917458,0.240858,1.01499,0.317219,0.26378,0.418749,0.294078,0.198277,1,98,98
70.9293,0.97525,0.256085,1.06577,0.343827,0.36554,0.344031,0.257672,0.201261,1,99,99
69.1936,0.997715,0.304719,1.01025,0.376054,0.31405,0.36956,0.249882,0.201175,1,100,100
68.4676,0.945893,0.234926,1.01788,0.310193,0.361175,0.258375,0.261022,0.20211200000000001,1,101,101
69.998,0.948349,0.260498,0.996501,0.310269,0.447649,0.338559,0.265753,0.20022,1,102,102
71.162,0.966564,0.251248,1.00507,0.335833,0.330823,0.313297,0.288424,0.200361,1,103,103
72.5204,0.989482,0.274069,1.03668,0.354986,0.419697,0.343478,0.273942,0.198727,1,104,104
73.3335,1.03051,0.28858,1.00118,0.414646,0.288632,0.466758,0.304385,0.195092,1,105,105
72.208,1.00163,0.289829,0.986216,0.388205,0.34278,0.425568,0.302574,0.204861,1,106,106
70.8465,1.00931,0.283144,1.02077,0.329332,0.255004,0.437849,0.307053,0.198773,1,107,107
70.821,0.964084,0.261369,0.958872,0.317417,0.370714,0.363021,0.312151,0.201398,1,108,108
71.8727,0.937217,0.241152,1.0782,0.340654,0.342645,0.360308,0.295177,0.198438,1,109,109
72.1182,0.973909,0.255215,1.0778,0.312293,0.293598,0.419869,0.249981,0.203444,1,110,110
72.139,1.00281,0.275266,1.03191,0.332469,0.288487,0.367157,0.266096,0.196077,1,111,111
71.2285,0.946201,0.241328,0.976002,0.309409,0.30923,0.346515,0.289876,0.199856,1,112,112
67.6556,0.943708,0.280658,1.06814,0.292375,0.391988,0.290005,0.258601,0.200918,1,113,113
67.5691,0.959389,0.28242,1.04038,0.302227,0.412234,0.292189,0.269871,0.203602,1,114,114
67.2799,0.978839,0.284533,1.06746,0.304942,0.361924,0.304375,0.303798,0.205554,1,115,115
68.955,0.851051,0.206997,0.934449,0.294667,0.427454,0.299301,0.283617,0.199022,1,116,116
68.096,1.03236,0.299075,1.11143,0.328278,0.248675,0.297955,0.273928,0.201455,1,117,117
66.5382,0.936683,0.233844,1.01505,0.309302,0.305817,0.308649,0.293898,0.203817,1,118,118
66.8962,0.933498,0.244053,1.00593,0.326411,0.291886,0.342771,0.288253,0.206041,1,119,119
68.066,0.996156,0.257865,1.03776,0.321985,0.329256,0.281433,0.280871,0.195256,1,120,120
69.2007,0.951913,0.24443,1.04838,0.343886,0.352752,0.299287,0.283214,0.202203,1,121,121
67.4241,0.947252,0.238439,1.02003,0.344442,0.339027,0.277539,0.305535,0.207021,1,122,122
67.8152,0.960297,0.251305,1.0559,0.342904,0.402329,0.371628,0.320442,0.197861,1,123,123
67.0502,0.951952,0.249603,1.02017,0.352827,0.281089,0.295482,0.235491,0.204321,1,124,124
66.1812,0.934552,0.25999,1.03769,0.34497,0.285059,0.290914,0.311929,0.200148,1,125,125
66.3176,0.933084,0.263474,0.999919,0.336116,0.24973,0.310406,0.264588,0.201422,1,126,126
67.2934,0.884596,0.259092,0.975429,0.38104,0.316128,0.22129,0.267592,0.206782,1,127,127
68.2299,0.871237,0.25102,1.00519,0.366632,0.314289,0.236517,0.30303,0.209852,1,128,128
64.7741,0.931394,0.282588,0.93021,0.389873,0.324327,0.205114,0.29841,0.191791,1,129,129
65.6442,0.962957,0.268624,1.00181,0.327663,0.268652,0.308083,0.263585,0.209552,1,130,130
65.421,0.968792,0.2774,0.981809,0.349504,0.244136,0.3804,0.254032,0.192434,1,131,131
65.6807,0.937749,0.266174,0.996495,0.354176,0.24384,0.398988,0.26453,0.203343,1,132,132
67.2423,1.06807,0.279465,0.979527,0.3326,0.414846,0.398239,0.243175,0.200911,1,133,133
65.6367,1.00273,0.282959,0.999954,0.312474,0.256353,0.326634,0.302538,0.206424,1,134,134
64.6347,0.922429,0.279584,0.990728,0.285979,0.234794,0.296909,0.322865,0.200204,1,135,135
65.3514,0.875068,0.229433,0.990968,0.314472,0.206156,0.293262,0.313198,0.202418,1,136,136
64.6584,0.922843,0.243445,1.13026,0.329206,0.312595,0.223524,0.315486,0.200246,1,137,137
63.9455,0.972884,0.249687,1.05599,0.32678,0.274661,0.215315,0.274544,0.19601,1,138,138
65.1269,0.970889,0.280397,1.05176,0.310765,0.235937,0.316623,0.274771,0.206973,1,139,139
63.5819,0.963318,0.284476,0.981767,0.311731,0.333826,0.29014,0.245869,0.200911,1,140,140
64.6846,0.923978,0.270291,1.02905,0.331856,0.304329,0.244053,0.273717,0.203719,1,141,141
63.08,0.964936,0.300027,1.00537,0.329537,0.386824,0.323051,0.230522,0.199016,1,142,142
65.6482,0.977328,0.269897,0.994999,0.304351,0.327203,0.207933,0.291,0.203842,1,143,143
67.6655,0.995966,0.28141,0.994704,0.289585,0.358044,0.24883,0.314284,0.197867,1,144,144
67.1967,0.966363,0.267405,0.990121,0.297684,0.285264,0.231881,0.294255,0.201514,1,145,145
70.0459,0.907418,0.223193,1.00032,0.35294,0.313466,0.221585,0.247083,0.201524,1,146,146
67.8437,0.910774,0.254208,1.03241,0.302739,0.217862,0.290828,0.304325,0.204181,1,147,147
67.9962,0.947937,0.26529,1.03913,0.340067,0.313123,0.271633,0.295247,0.200987,1,148,148
68.5245,0.93617,0.260923,1.03295,0.331062,0.316082,0.262176,0.31849,0.2,1,149,149
67.7265,0.858214,0.218719,1.00993,0.288946,0.318601,0.149544,0.328446,0.198091,1,150,150
67.9407,0.999302,0.267622,0.998553,0.307729,0.31897,0.142024,0.302231,0.20492,1,151,151
66.1185,1.00523,0.275338,0.967676,0.304985,0.401066,0.158958,0.286581,0.195675,1,152,152
69.0739,0.865393,0.230216,1.06002,0.30042,0.297574,0.176912,0.334703,0.205854,1,153,153
67.8627,0.927008,0.254697,0.979294,0.333293,0.362064,0.185152,0.282388,0.195897,1,154,154
67.8945,0.961151,0.256867,0.990459,0.353726,0.256906,0.243464,0.298858,0.205083,1,155,155
66.9291,1.00389,0.280055,0.96387,0.377083,0.24092,0.310467,0.300833,0.199338,1,156,156
71.2009,0.853535,0.232728,1.02152,0.356635,0.353043,0.276871,0.274076,0.203515,1,157,157
69.3095,0.961949,0.257569,0.976742,0.329571,0.28814,0.194083,0.302571,0.201763,1,158,158
69.9274,0.834346,0.221518,1.01654,0.308711,0.395352,0.203529,0.242279,0.195318,1,159,159
68.7993,0.818745,0.210584,1.00009,0.317457,0.34897,0.153367,0.25945,0.199547,1,160,160
70.9812,0.793973,0.218566,1.00857,0.316088,0.3565,0.214059,0.262321,0.202739,1,161,161
66.5971,0.907945,0.24068,1.03113,0.325442,0.339869,0.115212,0.305668,0.200911,1,162,162
67.4454,0.897618,0.235799,1.02111,0.294026,0.292843,0.113279,0.279633,0.204462,1,163,163
68.0239,0.882966,0.227147,1.04373,0.283564,0.342211,0.0480238,0.294489,0.200353,1,164,164
66.5538,0.892733,0.259162,0.999399,0.296306,0.292374,0.135263,0.250444,0.204823,1,165,165
67.3013,0.98208,0.294271,1.02079,0.316266,0.310707,0.145932,0.259078,0.20233400000000001,1,166,166
68.1814,0.894758,0.236605,1.00731,0.332961,0.349313,0.156353,0.319207,0.205001,1,167,167
66.9962,0.845596,0.20509,0.997244,0.337563,0.396602,0.0430962,0.279798,0.190849,1,168,168
66.0022,0.846019,0.204903,0.972498,0.325224,0.390879,0.0836314,0.292697,0.189724,1,169,169
66.4866,0.971229,0.271316,0.994077,0.345224,0.35238,0.166195,0.357535,0.210588,1,170,170
68.8804,0.91886,0.245102,1.05083,0.367657,0.370234,0.203955,0.373903,0.206361,1,171,171
67.2139,0.850681,0.196756,1.05417,0.330763,0.333657,0.183463,0.295842,0.200447,1,172,172
67.8891,0.892255,0.250447,0.978664,0.343696,0.307683,0.238499,0.337293,0.20085,1,173,173
71.1932,0.851655,0.217088,1.04018,0.321135,0.266685,0.219136,0.321988,0.199148,1,174,174
68.6774,0.911602,0.251529,1.01154,0.330011,0.287519,0.161804,0.318493,0.197292,1,175,175
68.7869,0.891991,0.244012,0.972854,0.331812,0.30747,0.127067,0.324307,0.200967,1,176,176
67.5853,0.848999,0.231313,1.02562,0.336828,0.341804,0.111775,0.332072,0.200516,1,177,177
67.8102,0.841248,0.220571,1.02865,0.335882,0.328945,0.11786,0.317971,0.198205,1,178,178
63.8374,0.980987,0.261446,0.970064,0.32686,0.430238,0.047279,0.282302,0.199065,1,179,179
65.6569,0.944888,0.248894,1.04933,0.342012,0.384178,0.00842247,0.254683,0.200872,1,180,180
65.4959,0.92333,0.242964,1.04493,0.343049,0.393058,0.00527506,0.292356,0.203006,1,181,181
65.7834,0.965068,0.262096,1.03729,0.335035,0.382859,0.00834491,0.292449,0.194591,1,182,182
66.7166,0.911409,0.24007,0.98043,0.362324,0.328074,0.0241147,0.268524,0.209242,1,183,183
68.9659,0.851488,0.239309,1.03258,0.319626,0.317961,0.0494826,0.288982,0.202683,1,184,184
69.2733,0.847631,0.230974,1.03252,0.316203,0.307416,0.0536433,0.276605,0.205993,1,185,185
71.5527,0.886395,0.242579,0.968608,0.337179,0.303072,0.052049,0.278924,0.202762,1,186,186
69.6623,0.881342,0.244528,1.03045,0.339543,0.319343,0.0490047,0.306035,0.204521,1,187,187
70.0129,0.891574,0.241017,1.01405,0.315896,0.288634,0.0407657,0.316643,0.206309,1,188,188
70.1389,0.8814,0.234816,1.0082,0.319386,0.285104,0.0436741,0.311994,0.207095,1,189,189
69.5002,0.861771,0.234504,0.98874,0.336177,0.319778,0.0259173,0.251839,0.200005,1,190,190
71.3378,0.874295,0.247946,0.984461,0.306667,0.345061,0.0351066,0.342565,0.206799,1,191,191
73.6777,0.829543,0.212557,1.07211,0.289356,0.351453,0.0476569,0.280706,0.209006,1,192,192
72.7465,0.875455,0.228114,1.03496,0.293602,0.340955,0.0161083,0.31656,0.201773,1,193,193
68.6513,0.914704,0.265108,0.955276,0.366596,0.366966,0.00848067,0.261931,0.202412,1,194,194
67.3951,0.803985,0.212232,1.0791,0.356402,0.359084,0.0130409,0.293235,0.199546,1,195,195
67.4865,0.944103,0.277777,1.00204,0.34854,0.34478,0.0554123,0.309222,0.206158,1,196,196
70.8258,0.867383,0.248755,1.05556,0.353316,0.262176,0.168604,0.274187,0.20097,1,197,197
70.7156,0.94412,0.26551,1.00378,0.352208,0.320647,0.0948794,0.283357,0.206632,1,198,198
70.0418,0.961944,0.271523,0.966294,0.335624,0.344461,0.0938533,0.273841,0.203445,1,199,199
70.517,0.901018,0.257957,0.99576,0.33346,0.348776,0.102993,0.277718,0.204613,1,200,200
68.8108,0.925003,0.276414,0.944985,0.34693,0.377523,0.112134,0.290249,0.207149,1,201,201
70.3698,0.932731,0.265376,0.972332,0.358791,0.330632,0.14747,0.298277,0.19424,1,202,202
70.937,0.914667,0.249364,0.994124,0.350344,0.322556,0.135807,0.292795,0.198313,1,203,203
70.3895,0.890892,0.234304,0.989282,0.291191,0.329467,0.0990493,0.299961,0.205674,1,204,204
69.0741,0.917686,0.230226,0.993284,0.310143,0.301406,0.230184,0.298578,0.199021,1,205,205
69.3917,0.991388,0.264309,1.01416,0.322473,0.301882,0.229416,0.29373,0.205484,1,206,206
69.5497,0.902683,0.259526,1.08371,0.334005,0.353841,0.25487,0.352955,0.19908,1,207,207
70.8499,0.947856,0.244645,0.967241,0.321813,0.362579,0.208045,0.267805,0.199515,1,208,208
70.7916,1.00567,0.282072,1.04123,0.281923,0.229624,0.294487,0.285268,0.203119,1,209,209
71.309,0.964221,0.264834,1.04029,0.300469,0.255825,0.296051,0.302337,0.202792,1,210,210
69.2663,0.987501,0.291856,1.01413,0.305951,0.252127,0.295202,0.274449,0.198879,1,211,211
68.7466,0.992336,0.237289,1.09058,0.360011,0.277564,0.36475,0.356782,0.204433,1,212,212
66.5049,0.946728,0.273878,1.00867,0.338645,0.288277,0.277115,0.240105,0.202568,1,213,213
69.1968,0.982027,0.263971,0.999304,0.326035,0.298359,0.340328,0.302666,0.207542,1,214,214
64.5903,1.05754,0.32599,1.06354,0.286571,0.208535,0.349694,0.30148200000000003,0.200726,1,215,215
67.9887,1.01491,0.268025,0.965842,0.320265,0.302637,0.295882,0.320444,0.201875,1,216,216
66.5052,1.00775,0.270198,1.01513,0.258107,0.272486,0.383945,0.328723,0.201801,1,217,217
67.9039,0.919169,0.255971,1.01886,0.29338,0.207323,0.376339,0.280548,0.201598,1,218,218
68.2405,0.95161,0.258518,1.04566,0.284468,0.275771,0.325313,0.267785,0.202486,1,219,219
68.8289,0.892208,0.264948,1.05017,0.347934,0.313814,0.363663,0.312365,0.203201,1,220,220
68.831,0.959582,0.259398,1.00681,0.3535,0.344653,0.306999,0.245027,0.198351,1,221,221
69.1216,0.935832,0.26216,1.03165,0.340252,0.38397,0.376058,0.264292,0.207186,1,222,222
68.3662,1.01376,0.271683,1.02215,0.326998,0.333084,0.352246,0.258765,0.19492,1,223,223
69.6626,0.958521,0.26365,1.06047,0.334846,0.288026,0.34311,0.350674,0.211773,1,224,224
69.4869,1.03321,0.281217,1.06189,0.318592,0.19236,0.330441,0.280427,0.194314,1,225,225
69.1438,0.912427,0.231919,0.981165,0.34907,0.392969,0.39477,0.231002,0.208071,1,226,226
66.9792,0.90347,0.216127,0.992593,0.345324,0.331438,0.383948,0.306067,0.195198,1,227,227
67.7984,1.00236,0.280146,1.06232,0.34947,0.371262,0.37772,0.289392,0.206091,1,228,228
67.7587,0.932065,0.257967,0.972274,0.311816,0.345674,0.346187,0.312334,0.199369,1,229,229
68.5158,0.970492,0.264636,0.955195,0.355784,0.259306,0.354363,0.291122,0.202798,1,230,230
68.9867,0.909706,0.24432,1.03973,0.342236,0.278063,0.333978,0.327054,0.202698,1,231,231
70.8472,0.967199,0.250625,0.961186,0.350921,0.29579,0.359129,0.297186,0.198439,1,232,232
69.0709,0.916779,0.252067,1.02154,0.322452,0.310467,0.375246,0.317119,0.202232,1,233,233
70.2502,0.943854,0.250096,1.03266,0.348166,0.325649,0.426544,0.289349,0.199093,1,234,234
72.8614,0.936633,0.254466,1.06036,0.353099,0.315091,0.487343,0.261822,0.205367,1,235,235
70.9334,1.07163,0.328243,1.03437,0.36988,0.194193,0.394684,0.295539,0.196144,1,236,236
73.0976,1.03903,0.274829,1.08947,0.336011,0.359276,0.565486,0.307437,0.207201,1,237,237
69.3406,1.0658,0.339131,0.991286,0.34884,0.234936,0.432883,0.229136,0.196639,1,238,238
69.3894,1.00286,0.270879,1.01692,0.359275,0.250816,0.533866,0.276621,0.205227,1,239,239
71.4346,1.02644,0.295487,1.02497,0.319258,0.179741,0.430408,0.267736,0.201129,1,240,240
70.4809,1.06219,0.302129,0.987099,0.319749,0.228483,0.451266,0.246367,0.205001,1,241,241
72.1977,1.05039,0.2952,1.03715,0.301255,0.244702,0.469918,0.240966,0.206527,1,242,242
70.7306,1.01723,0.302846,0.98651,0.300351,0.230853,0.431362,0.258499,0.202625,1,243,243
70.574700000000007,1.03266,0.32266,1.02571,0.289748,0.289615,0.432889,0.254924,0.193777,1,244,244
69.6972,0.945685,0.236074,1.01025,0.285271,0.242862,0.421933,0.251513,0.209911,1,245,245
73.1737,1.09581,0.322677,1.03764,0.300163,0.274688,0.361985,0.254164,0.198268,1,246,246
72.4761,0.960097,0.247878,1.01778,0.30968,0.217553,0.376507,0.352049,0.211133,1,247,247
69.8966,0.912861,0.244585,1.01953,0.303606,0.280911,0.365968,0.264644,0.199264,1,248,248
69.9499,0.869822,0.214276,1.00697,0.298307,0.300476,0.446643,0.268184,0.20296,1,249,249
68.2698,0.944902,0.268446,1.0595,0.27808,0.272492,0.3682,0.263985,0.197945,1,250,250
66.8358,0.895966,0.231179,1.02522,0.297013,0.262477,0.412223,0.251882,0.192237,1,251,251
67.7202,1.0007,0.284378,1.01662,0.319598,0.256278,0.367777,0.315753,0.211035,1,252,252
66.3715,1.02593,0.281043,1.06004,0.335186,0.265628,0.335594,0.28543,0.195109,1,253,253
67.7212,1.01893,0.281377,0.989515,0.323455,0.302682,0.394937,0.342529,0.203101,1,254,254
68.8969,1.0575,0.307053,0.973512,0.300787,0.264922,0.358475,0.241796,0.196676,1,255,255
69.5715,0.934986,0.265358,0.98784,0.292856,0.322456,0.292896,0.335322,0.200985,1,256,256
69.0582,0.984316,0.257523,1.05619,0.309088,0.235448,0.450345,0.302017,0.198245,1,257,257
67.1656,1.00609,0.298213,1.01227,0.294344,0.309971,0.435562,0.288395,0.202191,1,258,258
65.553,0.982267,0.23504,1.00933,0.302129,0.321161,0.48069,0.289414,0.196751,1,259,259
65.2482,0.942505,0.210622,1.01006,0.290235,0.288799,0.373069,0.289276,0.199081,1,260,260
66.0986,0.945984,0.211745,1.02038,0.281344,0.300181,0.395608,0.292435,0.199138,1,261,261
67.6339,0.989386,0.279066,1.05538,0.321839,0.343961,0.553992,0.302494,0.19817,1,262,262
70.4927,0.965481,0.26783,0.980685,0.311998,0.364368,0.54677,0.302186,0.201253,1,263,263
69.1106,1.08049,0.300029,1.03866,0.29361,0.37066,0.42073,0.334363,0.202854,1,264,264
69.6434,0.938479,0.249304,1.01091,0.300388,0.254407,0.512337,0.296358,0.202325,1,265,265
67.4511,0.970494,0.282756,1.06569,0.289659,0.257592,0.470007,0.313957,0.19932,1,266,266
68.0775,0.986407,0.265379,1.04331,0.289677,0.306887,0.514196,0.290411,0.205191,1,267,267
67.1068,0.97075,0.258436,0.975233,0.322515,0.301614,0.454907,0.299938,0.199106,1,268,268
67.1106,1.0896,0.330204,0.976917,0.321631,0.252156,0.575843,0.261189,0.203542,1,269,269
66.0738,1.09455,0.34384,0.973892,0.322844,0.267585,0.54151,0.259592,0.206112,1,270,270
68.9871,1.08393,0.334527,1.01505,0.304812,0.279187,0.494724,0.275443,0.199979,1,271,271
69.2881,1.0449600000000001,0.299929,0.998702,0.357348,0.213328,0.629788,0.276502,0.204232,1,272,272
