TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
70.8055,1.03018,0.248107,0.98959,0.243049,0.346211,0.203408,0.332662,0.200478,1,109,109
69.9705,1.03061,0.246137,0.974093,0.243157,0.349109,0.194449,0.329223,0.200394,1,110,110
71.5882,0.943821,0.224508,1.0711,0.272955,0.34908,0.0641136,0.343614,0.200424,1,111,111
70.989,0.936972,0.220729,1.16695,0.272726,0.342869,0.0966463,0.371915,0.200075,1,112,112
68.6501,1.02042,0.237958,0.937143,0.258699,0.382485,0.177697,0.346308,0.199978,1,113,113
68.1142,0.988486,0.229871,1.02706,0.261562,0.322078,0.0800368,0.364972,0.201274,1,114,114
69.0818,0.986538,0.223678,0.995302,0.246566,0.409112,0.213768,0.42508,0.19963,1,115,115
70.8359,0.979481,0.21978,1.00641,0.270569,0.370333,0.0898814,0.407986,0.201973,1,116,116
70.7416,0.985174,0.221349,1.00375,0.268993,0.355295,0.0806926,0.393946,0.202442,1,117,117
74.8748,0.971007,0.221087,1.15156,0.296274,0.361652,0.0477976,0.380676,0.203707,1,118,118
72.904,1.00781,0.250389,1.02645,0.265197,0.31383,0.134419,0.4487,0.197578,1,119,119
78.5072,0.970334,0.241782,0.972566,0.299604,0.349434,0.125763,0.345515,0.204144,1,120,120
74.8516,0.982561,0.24528,1.06403,0.292156,0.384206,0.117753,0.389603,0.199424,1,121,121
75.6879,1.01563,0.266612,1.01388,0.255706,0.316886,0.157589,0.302335,0.201057,1,122,122
73.4592,1.03739,0.281957,0.889681,0.262517,0.332847,0.228265,0.41735,0.200841,1,123,123
74.9894,0.937002,0.214522,1.05964,0.296731,0.365154,0.122674,0.378498,0.200098,1,124,124
74.4856,0.990616,0.222707,1.15087,0.300006,0.398138,0.217408,0.422158,0.199955,1,125,125
71.2001,1.01925,0.231074,0.985763,0.288526,0.395907,0.177643,0.355496,0.198926,1,126,126
71.1762,1.01122,0.228182,0.973733,0.283325,0.370547,0.211892,0.349018,0.199988,1,127,127
71.8782,1.03161,0.234366,0.975124,0.272476,0.374431,0.299167,0.318437,0.198004,1,128,128
72.2635,1.02512,0.234988,0.941976,0.293016,0.406607,0.338483,0.301315,0.197739,1,129,129
70.1368,1.05586,0.252337,0.956124,0.286257,0.314708,0.204569,0.463676,0.203134,1,130,130
70.1828,1.0599,0.255476,0.96425400000000006,0.280141,0.308234,0.196749,0.443156,0.203734,1,131,131
68.1394,1.0213,0.227127,0.980695,0.340334,0.342031,0.276397,0.352418,0.196532,1,132,132
69.6221,1.04181,0.235034,1.06036,0.305517,0.320432,0.262979,0.430034,0.198924,1,133,133
69.3439,1.01079,0.252997,1.0113,0.318502,0.32160300000000003,0.174989,0.402975,0.202413,1,134,134
72.576,0.951369,0.215987,1.10637,0.275426,0.337151,0.237864,0.452049,0.196749,1,135,135
72.5242,0.953036,0.218006,1.10525,0.273781,0.337466,0.240013,0.450088,0.196779,1,136,136
70.7948,0.987968,0.233553,1.01701,0.297263,0.387795,0.2032,0.376679,0.201561,1,137,137
68.7281,0.977566,0.231598,1.01879,0.301479,0.40569,0.167575,0.390904,0.203066,1,138,138
71.1439,0.994798,0.253226,1.00566,0.300282,0.330028,0.0814276,0.341279,0.197542,1,139,139
72.4477,0.959836,0.232778,1.04272,0.291269,0.344976,0.077776,0.433957,0.202973,1,140,140
73.7162,0.998189,0.235606,1.04062,0.302426,0.351445,0.00667318,0.419962,0.199462,1,141,141
74.8,0.970005,0.229676,1.04689,0.293758,0.334411,0.00121419,0.317017,0.196659,1,142,142
73.072,0.995203,0.219339,1.11809,0.298635,0.29752,0.0462564,0.31158,0.204113,1,143,143
73.7169,0.956019,0.207084,1.02865,0.262594,0.287257,0.0176271,0.314986,0.198128,1,144,144
71.7678,1.00922,0.232786,0.986222,0.275671,0.346705,0.0784933,0.363606,0.203597,1,145,145
70.4055,0.976428,0.228106,1.02767,0.267183,0.349309,0.108633,0.304759,0.198758,1,146,146
71.0953,0.996112,0.224391,1.04325,0.273959,0.325561,0.109054,0.326325,0.201521,1,147,147
72.882,1.00103,0.233372,1.00637,0.291071,0.360508,0.0505702,0.358397,0.199805,1,148,148
75.2948,0.971119,0.233545,1.05787,0.287715,0.345515,0.0368873,0.330627,0.205246,1,149,149
74.4235,0.950429,0.217932,1.05279,0.28415,0.35408,0.0910095,0.366167,0.196765,1,150,150
72.9025,0.966188,0.210651,1.01031,0.284496,0.336894,0.0424959,0.416731,0.199206,1,151,151
74.9351,0.994784,0.237179,0.983803,0.306408,0.354744,0.0507493,0.346372,0.199358,1,152,152
74.9334,0.980053,0.232888,1.00588,0.289422,0.360192,0.0161319,0.419678,0.200396,1,153,153
75.8628,0.9652,0.223197,0.951868,0.279299,0.35028,0.00465604,0.333234,0.20206,1,154,154
74.7877,0.956076,0.2514,1.18458,0.302394,0.354508,0.0471801,0.339374,0.197543,1,155,155
74.4371,0.979704,0.245778,1.17418,0.290667,0.325515,0.0619477,0.293428,0.199505,1,156,156
73.6643,0.958017,0.241257,1.01289,0.301079,0.344408,0.0653788,0.309578,0.2023,1,157,157
73.639,0.962461,0.235013,1.08769,0.294346,0.340982,0.0622261,0.32711,0.202473,1,158,158
70.1035,1.01017,0.265964,1.02836,0.300313,0.325735,0.0469252,0.483927,0.200179,1,159,159
69.8942,0.92664,0.221624,1.04097,0.287325,0.393946,0.0323968,0.412439,0.19995,1,160,160
70.4432,0.954516,0.218591,0.990564,0.294832,0.335705,0.0735744,0.281434,0.199952,1,161,161
74.2628,0.952562,0.230524,1.06246,0.316378,0.343653,0.0650815,0.371901,0.200997,1,162,162
74.0068,0.959636,0.232984,1.05842,0.304202,0.342828,0.103171,0.360021,0.199885,1,163,163
71.064,1.01392,0.236722,1.02358,0.322387,0.335946,0.0343512,0.296114,0.201416,1,164,164
71.034,0.99187,0.217035,1.01962,0.309529,0.292471,0.0832361,0.30219,0.199645,1,165,165
72.3239,0.982749,0.210256,1.06436,0.297241,0.316368,0.0756826,0.329178,0.202023,1,166,166
72.1104,0.978067,0.205063,1.01274,0.286783,0.324312,0.0741068,0.280392,0.201752,1,167,167
72.5189,0.969863,0.204109,0.969755,0.342139,0.330775,0.0587759,0.381117,0.19983,1,168,168
70.7185,1.00102,0.23009,0.970522,0.310722,0.335275,0.0521632,0.386387,0.201119,1,169,169
71.4738,0.977237,0.220895,0.976088,0.323741,0.315277,0.0110732,0.384388,0.200896,1,170,170
71.3913,0.975829,0.22376,0.976539,0.326451,0.312581,0.00468078,0.396266,0.201052,1,171,171
71.3183,0.983073,0.230731,1.00032,0.313446,0.31753,0.034419,0.412821,0.199017,1,172,172
69.4968,0.980615,0.237212,1.03589,0.310905,0.292272,0.12006,0.386277,0.199705,1,173,173
71.1012,0.9875,0.21667,1.02447,0.30472900000000003,0.272125,0.139255,0.375973,0.200497,1,174,174
71.6877,0.971255,0.212873,0.942482,0.291766,0.328163,0.222151,0.405427,0.198493,1,175,175
72.3507,0.979902,0.215843,1.00636,0.298587,0.37018,0.160697,0.380172,0.199299,1,176,176
72.0809,0.997308,0.208217,1.04964,0.285924,0.383737,0.090365,0.420604,0.200543,1,177,177
72.6318,1.04735,0.252959,1.14441,0.321417,0.39426,0.0705867,0.510841,0.202059,1,178,178
72.021,1.06015,0.253538,1.07804,0.31547,0.373355,0.0580403,0.478415,0.203226,1,179,179
72.0431,1.06069,0.255972,1.04976,0.301819,0.373432,0.0469583,0.420092,0.201556,1,180,180
71.883,1.03156,0.232982,1.00925,0.257085,0.356399,0.0518689,0.38954,0.199823,1,181,181
71.2381,1.02505,0.227363,1.04262,0.278016,0.326384,0.0605365,0.398863,0.201389,1,182,182
70.3405,1.05146,0.247138,1.05967,0.283251,0.348264,0.0552067,0.353558,0.203748,1,183,183
72.2251,1.01353,0.244372,1.04658,0.288714,0.374432,0.101749,0.376236,0.201855,1,184,184
70.5562,1.04381,0.232249,0.954143,0.264963,0.345179,0.0972873,0.29774,0.197898,1,185,185
71.6599,1.01586,0.214359,1.00429,0.268071,0.377287,0.203824,0.379203,0.204753,1,186,186
73.2644,1.05154,0.248445,1.10581,0.272724,0.318727,0.136645,0.307229,0.197441,1,187,187
71.587,1.01622,0.232599,1.02525,0.290279,0.392753,0.122589,0.330315,0.201954,1,188,188
72.4347,1.02716,0.232228,1.06557,0.316595,0.378131,0.137202,0.298848,0.199439,1,189,189
72.6956,0.956035,0.200426,0.985034,0.294766,0.36743,0.17686,0.271096,0.201834,1,190,190
74.4459,0.940318,0.229766,1.06174,0.310803,0.371754,0.142356,0.288731,0.198433,1,191,191
73.0077,0.963939,0.241455,0.973346,0.304828,0.365463,0.126296,0.282082,0.204815,1,192,192
73.7082,1.02961,0.227575,1.1116,0.339445,0.369913,0.132073,0.273708,0.19573,1,193,193
72.6908,1.0188,0.248071,0.957072,0.306742,0.370211,0.146534,0.38198,0.205229,1,194,194
73.2323,1.01731,0.241393,0.969755,0.294081,0.387624,0.162863,0.351952,0.200922,1,195,195
74.6892,1.01766,0.232329,1.07681,0.276629,0.431885,0.204841,0.424542,0.199363,1,196,196
72.5682,1.03722,0.233208,1.02898,0.297909,0.396832,0.160116,0.348954,0.199999,1,197,197
71.8351,1.03,0.231694,0.983305,0.294129,0.411012,0.138542,0.370964,0.198777,1,198,198
73.3708,1.02365,0.235726,1.16706,0.297559,0.365296,0.0934326,0.42536,0.200251,1,199,199
73.0106,1.01157,0.227952,1.02566,0.298056,0.367935,0.141532,0.418756,0.197867,1,200,200
71.7465,0.997053,0.22706,0.965668,0.292561,0.393088,0.233851,0.452108,0.200395,1,201,201
72.5263,0.974073,0.223883,1.02575,0.297571,0.384934,0.268108,0.446133,0.198399,1,202,202
72.107,1.02046,0.24501,0.969964,0.312784,0.395282,0.188132,0.287465,0.199831,1,203,203
71.6916,1.00948,0.237053,1.00113,0.309078,0.383163,0.248853,0.327003,0.19815,1,204,204
71.1497,1.01315,0.238189,0.999175,0.313808,0.376997,0.249459,0.303888,0.199184,1,205,205
71.3837,1.01685,0.238174,0.995115,0.318495,0.376916,0.244595,0.30371,0.199138,1,206,206
71.3021,0.990928,0.220931,0.963166,0.300832,0.37501,0.254139,0.364274,0.199638,1,207,207
71.3109,0.995818,0.220552,0.914794,0.304802,0.389041,0.316313,0.338312,0.200225,1,208,208
71.0579,0.996604,0.221475,0.895948,0.298676,0.390253,0.298903,0.318166,0.19942,1,209,209
72.0367,0.988219,0.218308,0.894229,0.309416,0.393077,0.323263,0.314183,0.200115,1,210,210
72.0099,0.98587,0.228176,1.01144,0.301975,0.388202,0.296756,0.325668,0.198159,1,211,211
73.016,0.986189,0.22399,0.948098,0.318112,0.39157,0.344957,0.312902,0.197513,1,212,212
71.6728,0.990424,0.225096,0.931331,0.319152,0.391194,0.359186,0.322336,0.198519,1,213,213
72.4802,1.0101,0.226825,0.920057,0.302675,0.39238,0.39097,0.32229,0.198329,1,214,214
73.8703,0.994112,0.231772,1.07935,0.290148,0.389062,0.302027,0.280517,0.202268,1,215,215
73.872,1.02483,0.240231,1.01185,0.293974,0.350246,0.261881,0.29272,0.202842,1,216,216
72.6117,1.00026,0.224782,1.05758,0.302587,0.333505,0.312281,0.402871,0.197648,1,217,217
71.1672,1.01094,0.216851,1.13493,0.309808,0.317533,0.321997,0.381349,0.199202,1,218,218
70.6337,1.02485,0.221756,1.10742,0.301432,0.335264,0.366149,0.34432,0.197953,1,219,219
70.2653,1.01039,0.216654,1.04241,0.305469,0.334296,0.278635,0.346119,0.199858,1,220,220
71.6056,1.06761,0.245023,1.00341,0.281996,0.324759,0.335665,0.332533,0.196334,1,221,221
71.341,1.07207,0.250871,0.957147,0.28859,0.31362,0.298597,0.295573,0.198789,1,222,222
71.2676,1.0639,0.250535,0.991887,0.278257,0.328387,0.285945,0.274244,0.198088,1,223,223
71.317,1.03683,0.230541,0.992787,0.307087,0.320001,0.229649,0.404225,0.203532,1,224,224
72.0555,1.03512,0.232356,0.963416,0.298654,0.31322,0.239254,0.384259,0.202268,1,225,225
72.1203,1.05442,0.264736,0.967559,0.28286,0.330409,0.20684,0.259349,0.197088,1,226,226
71.2472,0.942329,0.219739,1.12914,0.274889,0.350043,0.165501,0.265545,0.20498,1,227,227
72.2987,0.99045,0.235528,1.15395,0.252124,0.34025,0.222751,0.33811,0.197171,1,228,228
71.0696,1.00352,0.24949,1.07295,0.261235,0.345578,0.298765,0.368456,0.200073,1,229,229
72.2918,0.988291,0.245276,1.06232,0.243657,0.353006,0.293195,0.428464,0.201152,1,230,230
71.8835,0.983941,0.244692,1.05194,0.246959,0.352947,0.297474,0.405391,0.201295,1,231,231
71.9647,0.982337,0.243444,1.03369,0.252721,0.356828,0.284207,0.397474,0.201182,1,232,232
71.3877,0.979464,0.247823,1.04376,0.246934,0.369168,0.302297,0.385335,0.201225,1,233,233
71.3877,0.979464,0.247823,1.04376,0.246934,0.369168,0.302297,0.385335,0.201225,1,234,234
71.3751,0.980372,0.247402,1.0447,0.247296,0.368518,0.301121,0.383569,0.201236,1,235,235
71.39,0.981839,0.249644,1.0301,0.25074,0.363096,0.281423,0.390482,0.201039,1,236,236
71.4187,0.991555,0.259119,1.01833,0.257698,0.384485,0.277729,0.438088,0.201734,1,237,237
70.8137,0.982974,0.256394,1.00746,0.254553,0.399487,0.275563,0.410563,0.200986,1,238,238
70.7578,0.982965,0.256352,1.00622,0.254507,0.39982,0.2775,0.412031,0.200982,1,239,239
70.255,0.994379,0.272011,0.933793,0.257838,0.382595,0.293337,0.360679,0.198481,1,240,240
69.7162,0.992143,0.264497,0.925458,0.267109,0.38152,0.290422,0.338003,0.200201,1,241,241
70.88,0.955893,0.254991,0.991066,0.266059,0.398464,0.272534,0.368902,0.199841,1,242,242
69.6483,0.970276,0.256995,0.974803,0.267854,0.407897,0.256549,0.364419,0.199621,1,243,243
70.5311,0.930781,0.231105,1.02208,0.268482,0.378277,0.263936,0.370225,0.201897,1,244,244
71.6041,0.931908,0.225286,1.05811,0.260888,0.38366,0.269489,0.365515,0.201376,1,245,245
71.3507,0.931812,0.236608,1.03268,0.27135,0.396317,0.273797,0.386454,0.198844,1,246,246
71.065,0.924937,0.225588,1.07028,0.270765,0.392243,0.307161,0.394188,0.199845,1,247,247
70.6932,0.943805,0.218902,1.13089,0.28121,0.39435,0.26462,0.486278,0.198507,1,248,248
70.5991,0.943395,0.218724,1.11197,0.279926,0.391597,0.266418,0.485512,0.198166,1,249,249
70.5529,0.972698,0.232736,1.04456,0.283506,0.352323,0.283764,0.392815,0.203663,1,250,250
69.5562,0.962422,0.225395,1.00479,0.276673,0.363834,0.295036,0.42105,0.203741,1,251,251
69.8611,0.966902,0.21699,0.964168,0.283001,0.37667,0.260312,0.367588,0.204141,1,252,252
72.102,0.986121,0.239624,1.04701,0.274555,0.362591,0.229909,0.307119,0.197542,1,253,253
71.1108,1.00294,0.258774,1.05817,0.288629,0.318804,0.24111,0.355538,0.200709,1,254,254
71.245,0.979068,0.234937,1.01759,0.274879,0.354514,0.209127,0.334052,0.20123,1,255,255
71.7273,1.01833,0.262061,0.984881,0.285193,0.356217,0.26576,0.35432,0.198745,1,256,256
71.064,1.01778,0.263859,0.928776,0.281653,0.337073,0.282364,0.290156,0.200582,1,257,257
70.7263,1.02557,0.267114,0.985029,0.271189,0.33324,0.256919,0.258673,0.200389,1,258,258
71.6123,0.971673,0.237128,1.00629,0.27754,0.349774,0.242327,0.289709,0.199511,1,259,259
72.2452,1.00153,0.243211,1.0223,0.290919,0.342992,0.227832,0.280296,0.202095,1,260,260
72.102,0.993204,0.241085,1.01845,0.280551,0.337723,0.24762,0.305869,0.201769,1,261,261
72.9309,1.00871,0.23889,1.10001,0.330474,0.30848,0.244356,0.365317,0.200815,1,262,262
71.5988,1.02533,0.255793,1.02659,0.352989,0.297709,0.258323,0.362562,0.199877,1,263,263
71.5299,1.02144,0.256892,1.05849,0.34972,0.307071,0.239759,0.357533,0.199294,1,264,264
72.9197,1.02002,0.268466,1.08611,0.333185,0.268691,0.286108,0.436867,0.202484,1,265,265
71.8913,1.02168,0.256245,1.054,0.337474,0.301041,0.272158,0.400693,0.20162,1,266,266
72.8374,1.02006,0.255121,1.0289,0.338327,0.308786,0.261573,0.380744,0.201604,1,267,267
72.5279,1.01932,0.254849,1.05508,0.351069,0.255932,0.275437,0.346327,0.202749,1,268,268
72.1244,1.01498,0.261335,0.97182,0.354959,0.329066,0.285832,0.291613,0.201438,1,269,269
71.5167,1.00706,0.254222,0.995424,0.358977,0.307685,0.258522,0.293285,0.202128,1,270,270
