TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
68.694,0.902094,0.229275,1.0648,0.287423,0.316635,0.37037,0.26309,0.208872,1,122,122
66.2494,0.924799,0.242614,0.993139,0.320331,0.279865,0.236581,0.286516,0.200538,1,123,123
65.6204,0.952496,0.240081,0.973577,0.359059,0.304245,0.267357,0.350768,0.204758,1,124,124
64.7073,0.987816,0.289862,1.03759,0.336817,0.256792,0.252322,0.301779,0.199857,1,125,125
65.4492,0.88573,0.254561,1.04908,0.353367,0.35152,0.281446,0.268751,0.197514,1,126,126
65.6871,0.971694,0.259394,0.966993,0.343503,0.26994,0.249355,0.333285,0.194383,1,127,127
67.2332,0.949057,0.24718,1.03153,0.348891,0.292374,0.289125,0.317747,0.202871,1,128,128
65.0863,0.978387,0.268215,0.99087,0.343868,0.265568,0.373398,0.34755,0.197035,1,129,129
67.8692,0.87905,0.201548,1.03666,0.339611,0.341752,0.263118,0.291837,0.200986,1,130,130
67.0035,0.865329,0.201748,1.05187,0.341897,0.343553,0.26077,0.298595,0.201307,1,131,131
67.0062,0.971329,0.262296,0.973239,0.310542,0.282995,0.237063,0.277578,0.202296,1,132,132
67.3986,0.957427,0.261432,0.978853,0.300589,0.252401,0.291868,0.288806,0.200911,1,133,133
68.388,0.901989,0.238324,1.02155,0.298873,0.252998,0.272025,0.250683,0.197458,1,134,134
68.07,0.968037,0.251554,0.969227,0.291805,0.268332,0.289076,0.357107,0.206087,1,135,135
69.7196,0.9885,0.255806,0.987561,0.303998,0.233905,0.248239,0.248742,0.204062,1,136,136
69.1142,0.981246,0.247591,0.978237,0.286598,0.294998,0.239512,0.275679,0.198261,1,137,137
67.9567,0.971652,0.255386,0.999558,0.324695,0.264778,0.31008,0.265359,0.208922,1,138,138
68.7568,0.930176,0.251456,0.946502,0.306767,0.281401,0.27095,0.278413,0.20247,1,139,139
66.8371,0.88074,0.234351,0.98091,0.31075,0.291803,0.296272,0.279622,0.200348,1,140,140
66.4431,0.913243,0.25517,0.973213,0.317217,0.289903,0.328501,0.264183,0.201818,1,141,141
67.1444,0.90737,0.252609,0.97141,0.313187,0.285141,0.343843,0.261926,0.202677,1,142,142
65.9322,0.913969,0.252007,1.01002,0.31831,0.25874,0.362686,0.28952,0.19845,1,143,143
67.0415,0.919101,0.243344,1.02525,0.320307,0.242723,0.352483,0.289329,0.200756,1,144,144
66.7285,0.898349,0.243032,1.02053,0.315649,0.241363,0.35682,0.275097,0.199633,1,145,145
66.9293,0.872161,0.217139,1.03825,0.315587,0.42108,0.340005,0.338791,0.203252,1,146,146
67.1544,0.950672,0.255955,0.99812,0.331322,0.310167,0.25743,0.269135,0.19901,1,147,147
67.8139,0.949099,0.270618,0.999813,0.322019,0.312802,0.386454,0.272306,0.208455,1,148,148
67.1141,1.05279,0.315652,0.99448,0.301272,0.335105,0.221462,0.292334,0.200624,1,149,149
71.186,0.860347,0.204362,1.0449,0.354267,0.246958,0.217142,0.293707,0.202317,1,150,150
70.8588,0.948907,0.270096,1.01801,0.293943,0.362629,0.202743,0.265544,0.196946,1,151,151
68.7742,0.951551,0.259673,1.01338,0.345679,0.220928,0.278379,0.290074,0.202317,1,152,152
68.984,0.919674,0.238205,0.99364,0.332955,0.310168,0.337752,0.253724,0.204354,1,153,153
67.1067,0.96473,0.261584,0.994825,0.348558,0.288475,0.311727,0.252758,0.200041,1,154,154
68.5722,0.895927,0.203148,1.06598,0.329114,0.285464,0.315726,0.253644,0.207692,1,155,155
67.3209,0.876856,0.202719,1.03813,0.341759,0.308893,0.335847,0.254849,0.201171,1,156,156
66.8577,0.887215,0.223653,1.04438,0.339887,0.360302,0.270905,0.246279,0.207872,1,157,157
65.9997,0.883911,0.215064,1.08582,0.341692,0.339045,0.299055,0.255123,0.203414,1,158,158
66.3737,0.880699,0.212559,1.07003,0.337606,0.35953,0.28815,0.266184,0.201387,1,159,159
68.1977,0.897224,0.225789,1.03145,0.294376,0.29472,0.213529,0.302101,0.208383,1,160,160
64.5612,0.996727,0.283612,0.9863,0.30181,0.263007,0.191977,0.254514,0.197801,1,161,161
64.832,1.01979,0.291655,0.976709,0.295808,0.289338,0.219136,0.233218,0.210068,1,162,162
65.2697,0.975513,0.288718,0.985018,0.333966,0.320456,0.192127,0.29601,0.194281,1,163,163
69.4876,0.947058,0.237573,1.05938,0.310511,0.363076,0.250461,0.210573,0.207667,1,164,164
70.3793,0.937843,0.229821,1.0391,0.294985,0.312921,0.168582,0.270007,0.199752,1,165,165
70.6081,0.926588,0.231147,1.02809,0.320281,0.360752,0.279977,0.247709,0.209372,1,166,166
70.1083,0.901202,0.219062,0.989942,0.310145,0.304556,0.2492,0.246542,0.208222,1,167,167
68.483,0.925044,0.249539,1.04982,0.309115,0.36178,0.240205,0.226581,0.202275,1,168,168
71.4136,1.00168,0.286077,0.982618,0.299853,0.289167,0.25573,0.307504,0.197969,1,169,169
68.4485,0.939627,0.253147,1.0714,0.28832,0.308714,0.325728,0.340763,0.205101,1,170,170
68.3679,0.950568,0.244634,1.01343,0.314215,0.319605,0.300845,0.300461,0.1978,1,171,171
68.543,0.931058,0.242292,1.03559,0.301657,0.324061,0.32424,0.283308,0.196755,1,172,172
69.2712,1.01218,0.296884,0.990152,0.317888,0.464316,0.292473,0.25892,0.205926,1,173,173
69.2578,0.923485,0.245182,0.998482,0.3063,0.349083,0.163097,0.300617,0.196061,1,174,174
71.0835,0.902931,0.23393,0.989101,0.306863,0.418491,0.200688,0.3165,0.204398,1,175,175
68.6164,0.965139,0.279952,0.995083,0.294275,0.327894,0.108878,0.290115,0.198539,1,176,176
70.6516,0.914444,0.262437,0.984784,0.296815,0.373893,0.16159,0.306412,0.201306,1,177,177
69.945,0.921898,0.252487,0.996475,0.285504,0.358146,0.0571557,0.32779199999999997,0.203608,1,178,178
69.6362,0.926189,0.254472,0.97030400000000006,0.296606,0.385791,0.0681714,0.291274,0.209318,1,179,179
68.2913,0.863381,0.244319,0.96818,0.31281,0.376197,0.129707,0.303025,0.198225,1,180,180
68.0279,0.914225,0.254365,0.966707,0.330405,0.372416,0.172294,0.289624,0.201151,1,181,181
69.0073,0.915329,0.2552,1.01549,0.346853,0.357603,0.158181,0.306552,0.202482,1,182,182
68.2877,0.949169,0.240469,1.00456,0.310095,0.341442,0.186633,0.260251,0.202189,1,183,183
68.682,0.889497,0.246794,0.991102,0.364674,0.262263,0.251216,0.315589,0.199942,1,184,184
68.8276,0.869798,0.233909,1.03826,0.356436,0.283588,0.293493,0.277513,0.198212,1,185,185
68.009,0.866858,0.236284,1.02289,0.328591,0.386661,0.259092,0.256423,0.198396,1,186,186
66.4669,0.985491,0.276936,0.972198,0.317556,0.283562,0.272875,0.284228,0.20323,1,187,187
68.5238,0.997398,0.302265,1.05637,0.308378,0.264821,0.253639,0.288689,0.206862,1,188,188
66.2584,0.915522,0.233302,0.990972,0.326274,0.286499,0.452844,0.283478,0.199468,1,189,189
66.7385,0.904133,0.232106,0.994922,0.337266,0.271245,0.361955,0.280767,0.199124,1,190,190
66.9645,0.981828,0.274416,0.973393,0.314166,0.271689,0.397307,0.249119,0.20286,1,191,191
66.5818,1.00705,0.276072,0.998528,0.293134,0.272689,0.427919,0.259216,0.202221,1,192,192
66.6044,1.00879,0.277615,0.998996,0.297035,0.278105,0.432342,0.262198,0.202849,1,193,193
66.5907,1.02793,0.284402,0.967248,0.304513,0.256416,0.466223,0.281944,0.207406,1,194,194
66.9171,1.04022,0.283896,0.988124,0.316701,0.289811,0.39972800000000003,0.271794,0.20768,1,195,195
67.1282,1.05517,0.292075,0.989155,0.308822,0.309212,0.409326,0.269795,0.206058,1,196,196
67.7661,0.926279,0.236161,1.03374,0.361418,0.347133,0.38742,0.285023,0.204204,1,197,197
68.1457,0.976274,0.25837,1.04579,0.372605,0.267379,0.299745,0.281373,0.20561,1,198,198
65.3753,0.921641,0.261821,1.00114,0.33378,0.329566,0.316922,0.245014,0.201359,1,199,199
65.6143,0.913719,0.255855,0.993174,0.328832,0.334134,0.345818,0.236484,0.202041,1,200,200
65.7009,0.911126,0.254672,0.994426,0.329969,0.339679,0.345048,0.236103,0.202344,1,201,201
65.1906,0.94629,0.279822,1.02656,0.339388,0.302291,0.304169,0.257885,0.205882,1,202,202
65.0436,0.923543,0.265423,1.0273,0.322985,0.229283,0.328379,0.249404,0.200451,1,203,203
65.7453,0.851026,0.210406,0.999472,0.287255,0.401638,0.242086,0.265838,0.205644,1,204,204
64.286,0.927679,0.280735,0.977624,0.322851,0.409793,0.212814,0.243803,0.196813,1,205,205
68.6719,0.942219,0.242913,1.01707,0.313792,0.335936,0.290765,0.29044,0.199991,1,206,206
69.1659,0.898261,0.234544,1.04413,0.320431,0.308088,0.297941,0.299734,0.200459,1,207,207
67.5661,0.932309,0.236214,0.98522,0.316346,0.316704,0.318372,0.28901,0.201342,1,208,208
66.5243,0.94553,0.254318,1.04752,0.320166,0.364416,0.300082,0.311191,0.197504,1,209,209
65.6929,0.961263,0.261843,1.01363,0.34971,0.283165,0.311843,0.284134,0.199736,1,210,210
64.596,0.929567,0.27805,1.00493,0.356766,0.340019,0.259446,0.300762,0.200142,1,211,211
65.2819,0.906303,0.238393,0.971088,0.344974,0.346951,0.234703,0.274241,0.203834,1,212,212
66.093,0.97453,0.262593,1.01041,0.351011,0.211752,0.271952,0.27309,0.200468,1,213,213
68.0652,0.969971,0.263773,1.0504,0.321853,0.251944,0.279825,0.246764,0.200864,1,214,214
67.834,0.982885,0.272749,1.02878,0.324476,0.224789,0.290593,0.297084,0.199747,1,215,215
68.0058,0.997019,0.274326,1.04558,0.334281,0.22956,0.288179,0.30836,0.201832,1,216,216
68.1481,1.00381,0.27544,1.04161,0.33464,0.237536,0.285614,0.307616,0.201819,1,217,217
67.3962,0.992222,0.273808,1.05502,0.330643,0.261222,0.280361,0.301694,0.202824,1,218,218
70.5359,0.896911,0.24499,1.07682,0.339637,0.305957,0.287913,0.32057,0.206172,1,219,219
68.4307,0.928328,0.231091,0.978167,0.344354,0.382807,0.321661,0.290688,0.198583,1,220,220
70.6974,0.904878,0.253057,0.988411,0.31342,0.324984,0.3491,0.26101,0.206538,1,221,221
68.4579,0.982141,0.270477,1.06395,0.321128,0.367893,0.353145,0.275886,0.205414,1,222,222
67.7202,0.97548,0.260766,1.01834,0.324038,0.408893,0.436056,0.262879,0.203872,1,223,223
68.1671,0.981145,0.263124,1.01863,0.321243,0.413848,0.451775,0.265934,0.204224,1,224,224
66.1823,1.03582,0.300017,0.993535,0.318209,0.302015,0.378939,0.287136,0.205645,1,225,225
67.3433,0.958692,0.269562,1.00599,0.307914,0.291277,0.315431,0.296383,0.202102,1,226,226
68.1007,0.948377,0.268309,1.01986,0.294018,0.314316,0.325209,0.316952,0.196264,1,227,227
68.0192,0.950042,0.267453,1.01931,0.293498,0.318029,0.32034,0.314741,0.196553,1,228,228
68.1178,0.962052,0.272766,1.01058,0.299844,0.325141,0.320091,0.302457,0.195855,1,229,229
68.1105,0.965354,0.273551,1.00928,0.299629,0.324922,0.32383,0.303386,0.195978,1,230,230
67.8825,0.959929,0.276854,1.01565,0.298927,0.325446,0.328325,0.308852,0.195509,1,231,231
66.2078,1.00154,0.284553,0.960021,0.307231,0.312956,0.342251,0.278425,0.203261,1,232,232
66.2256,0.998447,0.282052,0.959295,0.305356,0.308347,0.358239,0.281835,0.203363,1,233,233
66.3032,0.985803,0.276294,0.963089,0.303284,0.310564,0.355098,0.277917,0.202452,1,234,234
66.5329,0.964321,0.261133,0.989486,0.308133,0.335136,0.322745,0.281563,0.198283,1,235,235
65.6505,0.978959,0.273603,0.97006,0.306751,0.330622,0.341617,0.291338,0.198276,1,236,236
65.7767,0.979076,0.274671,0.970528,0.306844,0.329456,0.3552,0.291374,0.198049,1,237,237
66.5986,0.975753,0.273276,1.00448,0.304132,0.324794,0.38064,0.326832,0.191137,1,238,238
65.8732,0.978346,0.279331,0.975706,0.304268,0.313001,0.377737,0.356336,0.190667,1,239,239
64.4431,0.966332,0.265327,0.965453,0.307265,0.301801,0.360023,0.334433,0.1923,1,240,240
65.6989,0.979491,0.258166,0.995937,0.325256,0.420333,0.330024,0.327222,0.200672,1,241,241
65.7509,0.984019,0.260891,0.998394,0.322268,0.423502,0.336892,0.326736,0.201316,1,242,242
64.622,1.00358,0.254009,1.00559,0.336378,0.403641,0.373374,0.290603,0.199133,1,243,243
64.9952,0.997932,0.25099,1.00569,0.349198,0.377857,0.358359,0.28519,0.201343,1,244,244
65.878,0.974109,0.262974,1.02785,0.327252,0.271489,0.320025,0.252422,0.203339,1,245,245
66.9517,0.937885,0.266702,0.980804,0.321756,0.279681,0.239642,0.27007,0.200109,1,246,246
66.6717,0.888616,0.236061,1.00637,0.289083,0.293512,0.16993,0.308353,0.200061,1,247,247
65.2608,0.890417,0.260497,1.00552,0.325852,0.320454,0.249582,0.275401,0.204734,1,248,248
65.8152,0.868703,0.225511,1.00948,0.295435,0.276405,0.206922,0.331669,0.202938,1,249,249
66.4045,0.858448,0.231458,0.989816,0.310989,0.377952,0.133517,0.290142,0.203198,1,250,250
66.6949,0.895908,0.255919,0.995264,0.336568,0.334451,0.205698,0.294127,0.202824,1,251,251
67.586,0.830867,0.209456,1.00602,0.307478,0.361675,0.173178,0.27169,0.202289,1,252,252
67.3786,0.857619,0.22485,1.01708,0.331259,0.340497,0.201404,0.275201,0.200764,1,253,253
67.0885,1.00846,0.295458,0.956598,0.32639,0.252992,0.250097,0.306578,0.204043,1,254,254
73.4514,0.857567,0.202772,1.07244,0.336584,0.395894,0.268958,0.26762,0.210451,1,255,255
71.0215,0.876514,0.215369,1.02669,0.31734,0.398862,0.279817,0.279091,0.203955,1,256,256
70.8482,0.856323,0.224262,1.01408,0.32602,0.298249,0.241575,0.299684,0.199611,1,257,257
66.9728,0.99964,0.302982,0.981909,0.281233,0.296778,0.296883,0.248163,0.208076,1,258,258
70.1933,0.859473,0.233542,0.979883,0.318282,0.353827,0.196677,0.294186,0.197021,1,259,259
72.2583,0.857544,0.238597,1.03072,0.340891,0.363245,0.187678,0.29597,0.205543,1,260,260
69.9253,0.962552,0.282467,0.9943,0.362189,0.314555,0.208674,0.234016,0.201107,1,261,261
70.5375,0.922703,0.22497,1.00565,0.31953,0.295506,0.164074,0.299822,0.202566,1,262,262
66.719,0.922492,0.252149,1.00552,0.349227,0.387056,0.206347,0.293282,0.201467,1,263,263
68.5543,0.965376,0.268487,1.07039,0.300103,0.253116,0.272787,0.250126,0.201409,1,264,264
66.6841,0.928977,0.236314,0.977843,0.311802,0.331474,0.137514,0.279237,0.201003,1,265,265
65.4762,0.958767,0.260909,0.983671,0.325299,0.340365,0.0850541,0.268187,0.199752,1,266,266
65.2257,0.963288,0.266888,0.960399,0.325688,0.32688,0.111846,0.284068,0.201668,1,267,267
66.6796,0.788963,0.195399,0.995907,0.310135,0.414895,0.166031,0.28487,0.201487,1,268,268
64.9404,0.981241,0.268883,0.97088700000000006,0.325651,0.33392,0.14875,0.301011,0.203637,1,269,269
66.0576,0.90497,0.245027,1.04412,0.330438,0.443127,0.267091,0.297984,0.199293,1,270,270
69.6097,0.949377,0.26944,0.985546,0.337657,0.317553,0.22725,0.295253,0.200862,1,271,271
69.944,0.918677,0.251961,1.0198,0.326814,0.345777,0.194601,0.289276,0.199906,1,272,272
