TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
3.95556,67.7972,4.14916,53.7607,0.311291,0.299395,0.381826,0.428333,0.198414,1,78,78
3.99962,67.527,3.93824,53.6536,0.30631,0.304331,0.333564,0.365813,0.197424,1,79,79
3.92951,65.9232,3.54293,52.4467,0.302056,0.296908,0.440114,0.294124,0.198237,1,80,80
3.94854,66.2549,3.59099,52.2639,0.312201,0.301935,0.405241,0.303818,0.196856,1,81,81
3.9501,65.221,4.12083,52.7885,0.280927,0.305486,0.308522,0.299263,0.199156,1,82,82
3.99538,66.597,3.98687,49.5592,0.266912,0.274972,0.409791,0.329809,0.198081,1,83,83
3.93582,66.8286,4.23544,50.6985,0.279177,0.275638,0.333595,0.431796,0.198161,1,84,84
3.98311,66.7732,4.00521,57.6634,0.271116,0.298991,0.308558,0.342317,0.201034,1,85,85
3.99292,67.5629,4.08233,54.4396,0.27867,0.271258,0.325038,0.315424,0.199763,1,86,86
3.98868,68.9246,3.6792,53.4427,0.267746,0.299779,0.268287,0.258204,0.200637,1,87,87
3.98707,68.1087,4.47231,52.8738,0.248394,0.291257,0.381096,0.253138,0.202,1,88,88
3.96491,70.2862,4.61353,53.6833,0.28098,0.264159,0.377619,0.25805,0.199866,1,89,89
3.99037,68.228,4.13042,51.0583,0.279781,0.283981,0.263884,0.260912,0.20249,1,90,90
3.95207,67.8456,4.09003,54.4902,0.271149,0.310431,0.285871,0.23709,0.208516,1,91,91
4.057,67.2805,4.68427,49.4649,0.281075,0.310361,0.356639,0.284005,0.199431,1,92,92
3.98809,69.9484,3.87268,51.0109,0.281344,0.290825,0.254734,0.310805,0.20179,1,93,93
4.02958,68.2814,4.26018,53.1778,0.276639,0.270184,0.337309,0.315926,0.194803,1,94,94
4.00277,69.4173,4.27991,54.0086,0.283963,0.267185,0.350118,0.274782,0.19354,1,95,95
3.99116,67.9836,3.85665,52.8746,0.272241,0.256432,0.340982,0.38623,0.202025,1,96,96
4.03501,68.699,3.91011,51.9845,0.274612,0.268805,0.323379,0.319327,0.195074,1,97,97
3.96159,69.1992,3.55734,55.9021,0.294691,0.293514,0.417624,0.329414,0.207032,1,98,98
4.04395,69.7867,3.67003,58.5868,0.296531,0.303057,0.411452,0.352217,0.205506,1,99,99
4.06832,71.5717,3.73386,57.1051,0.283374,0.293989,0.357284,0.338325,0.203204,1,100,100
4.08454,69.9596,3.60159,55.7437,0.283454,0.292983,0.332941,0.287843,0.204811,1,101,101
4.07403,68.93,3.88049,52.5971,0.269639,0.302099,0.429954,0.261354,0.19677,1,102,102
4.02911,69.6388,4.06475,55.2029,0.274341,0.297951,0.345609,0.348462,0.20411,1,103,103
4.10363,70.8395,3.94924,48.4205,0.273822,0.29257,0.407122,0.238517,0.194987,1,104,104
4.06433,70.5476,3.94392,49.2315,0.271374,0.293963,0.396453,0.242209,0.195282,1,105,105
3.95774,70.5579,3.89397,55.1254,0.287139,0.293511,0.358824,0.2848,0.199451,1,106,106
4.11055,70.0954,4.34418,55.3617,0.278839,0.273716,0.387573,0.265326,0.200658,1,107,107
4.08534,70.5974,4.12537,57.6923,0.273526,0.286164,0.406957,0.266728,0.202211,1,108,108
4.11445,70.0369,4.32093,55.5298,0.275753,0.29084,0.381302,0.282691,0.201135,1,109,109
4.11048,70.405,3.93322,52.7552,0.272787,0.287493,0.261122,0.285845,0.201875,1,110,110
4.04862,69.2492,4.16505,53.0022,0.266593,0.291483,0.317056,0.302904,0.196313,1,111,111
4.09714,69.6893,4.03546,53.9658,0.270927,0.329699,0.380006,0.265295,0.19804,1,112,112
4.10549,71.9198,3.74406,51.5548,0.275471,0.2777,0.346457,0.233002,0.197438,1,113,113
3.9481,69.4228,3.6674,55.0546,0.272322,0.333055,0.355338,0.347263,0.201218,1,114,114
3.99943,67.0275,4.32885,54.1199,0.272453,0.313297,0.364373,0.277388,0.195753,1,115,115
4.03807,70.4212,3.91396,55.9033,0.317122,0.286477,0.261717,0.312746,0.20369,1,116,116
3.9891200000000002,69.1244,4.30326,52.5855,0.291815,0.309992,0.279138,0.341401,0.194562,1,117,117
4.09797,68.4637,4.06245,50.7103,0.300701,0.320948,0.270542,0.271872,0.20056,1,118,118
4.03382,69.076,3.96289,50.7733,0.287962,0.307551,0.275097,0.226611,0.194921,1,119,119
4.16324,69.1495,4.23118,54.918,0.264858,0.305599,0.45725,0.279156,0.203386,1,120,120
4.14311,69.1097,4.41783,56.3819,0.266759,0.326784,0.387603,0.263728,0.201797,1,121,121
4.10497,68.0219,4.40216,55.2819,0.264202,0.315948,0.391777,0.302098,0.199178,1,122,122
4.00863,69.0832,3.62194,52.9545,0.276573,0.2773,0.351188,0.247218,0.196865,1,123,123
4.07899,68.3396,4.48973,52.0968,0.275873,0.302296,0.41454,0.257427,0.200253,1,124,124
4.05146,67.7021,3.77042,53.7995,0.283263,0.291572,0.342523,0.253599,0.197383,1,125,125
3.96341,67.4643,3.71689,53.496,0.293864,0.250107,0.256827,0.228064,0.208343,1,126,126
3.96753,66.5452,4.02047,55.9501,0.29437,0.262814,0.31755100000000003,0.32649,0.197769,1,127,127
4.01655,66.1145,3.63194,50.146,0.29431,0.298033,0.157507,0.269799,0.199907,1,128,128
4.14161,65.7649,4.01185,53.8099,0.26638,0.311508,0.220457,0.284283,0.19755,1,129,129
4.08091,65.1246,3.64106,54.149,0.282546,0.296448,0.301829,0.251045,0.203656,1,130,130
4.04582,66.2097,4.12302,49.246,0.284886,0.293352,0.202989,0.299715,0.201902,1,131,131
3.97027,66.9818,4.14079,52.5704,0.309904,0.272129,0.291444,0.270148,0.198963,1,132,132
4.03673,67.0494,4.13767,52.7824,0.2988,0.300081,0.333807,0.282805,0.201235,1,133,133
4.1227,67.8069,4.39716,51.7788,0.286844,0.275203,0.305629,0.300013,0.204614,1,134,134
4.07409,69.5272,4.34165,52.7128,0.274801,0.270864,0.24215,0.290096,0.19994,1,135,135
4.03525,69.986,3.71201,51.62,0.267009,0.282205,0.255474,0.31525,0.20007,1,136,136
4.07326,70.6996,4.09008,49.6189,0.281638,0.262653,0.265156,0.306642,0.196975,1,137,137
4.05514,69.5679,4.04624,50.2571,0.271751,0.273855,0.257344,0.306649,0.19627,1,138,138
4.071,70.9353,3.87271,48.6572,0.267954,0.273038,0.229616,0.249471,0.19713,1,139,139
4.08983,69.2273,3.89514,50.8181,0.277218,0.253245,0.387934,0.301257,0.203225,1,140,140
4.1071,70.6968,3.73317,48.3053,0.28194,0.298639,0.286727,0.248526,0.198067,1,141,141
4.09205,70.3722,3.75632,48.2704,0.278731,0.294377,0.278965,0.251909,0.198268,1,142,142
3.95855,69.2732,3.7746,49.8434,0.286934,0.255264,0.331857,0.280546,0.203117,1,143,143
3.97748,68.3362,3.52937,53.9462,0.277971,0.294836,0.343611,0.290366,0.197089,1,144,144
3.99715,69.86,3.9655,52.8919,0.276145,0.296377,0.376273,0.303986,0.201643,1,145,145
4.00232,67.194,3.74207,51.0944,0.275978,0.298535,0.275819,0.23999500000000001,0.202295,1,146,146
3.9395,66.6591,3.73981,53.4778,0.279112,0.299414,0.288759,0.356316,0.190307,1,147,147
3.98257,66.0808,4.14045,54.1235,0.265029,0.260648,0.408223,0.304621,0.210564,1,148,148
3.87992,67.5754,3.73593,53.1441,0.269477,0.275828,0.264083,0.321666,0.195019,1,149,149
3.84942,66.8383,4.25514,57.9072,0.280243,0.301364,0.294612,0.427679,0.209391,1,150,150
3.88234,67.0932,4.0076,60.914,0.27719,0.304058,0.195172,0.398782,0.209577,1,151,151
3.88762,69.1638,3.61086,58.8625,0.289956,0.295076,0.209581,0.380031,0.202157,1,152,152
3.8922,68.5901,3.7853,57.7731,0.281181,0.302447,0.151218,0.373844,0.208393,1,153,153
3.9246,67.7176,3.76332,52.7015,0.266532,0.287151,0.227744,0.361156,0.199858,1,154,154
4.02005,68.4824,4.0893,49.256,0.27057,0.311517,0.204282,0.346255,0.201607,1,155,155
3.9409,67.3036,3.86687,50.0716,0.266855,0.292055,0.304439,0.272869,0.199818,1,156,156
3.92933,67.9651,3.62129,51.6214,0.280836,0.278213,0.193887,0.349355,0.202641,1,157,157
4.17374,69.7367,3.80112,51.0681,0.272749,0.274288,0.204218,0.319924,0.199606,1,158,158
4.13048,70.4915,3.71078,50.541,0.257784,0.283745,0.253097,0.391259,0.207376,1,159,159
4.15001,69.5149,4.01435,50.9257,0.258674,0.267372,0.164682,0.297083,0.201969,1,160,160
4.22115,71.697,3.90431,49.3502,0.241229,0.271882,0.303331,0.319121,0.198401,1,161,161
4.16278,68.3691,3.61058,48.7795,0.256925,0.282251,0.234981,0.31594,0.204064,1,162,162
4.11014,68.6264,3.64769,52.0487,0.271753,0.269102,0.162928,0.329783,0.204573,1,163,163
4.10564,68.7074,3.59073,53.3064,0.28288,0.304892,0.238564,0.351565,0.200404,1,164,164
4.05697,69.0245,3.67828,50.5581,0.291519,0.274193,0.327971,0.336199,0.200138,1,165,165
4.14333,69.1094,3.84534,54.1178,0.283752,0.284473,0.291843,0.34969,0.197953,1,166,166
4.15453,68.1826,4.05325,56.0676,0.279757,0.27097,0.329804,0.297603,0.202959,1,167,167
4.13393,69.3461,3.9156,53.5053,0.266699,0.292572,0.430164,0.327334,0.198293,1,168,168
4.12604,68.6352,4.30624,50.3706,0.280034,0.262723,0.3223,0.281625,0.202046,1,169,169
4.07842,68.883,3.70615,53.7559,0.265218,0.308474,0.335723,0.284632,0.190806,1,170,170
4.12189,67.9904,3.85287,54.1411,0.268415,0.292112,0.400358,0.282274,0.197621,1,171,171
4.08096,69.7533,3.72948,52.5521,0.265039,0.296723,0.325386,0.316672,0.201869,1,172,172
4.13395,70.3372,3.96192,51.821,0.260467,0.267704,0.341989,0.294184,0.202676,1,173,173
4.03714,70.7614,3.85655,53.9342,0.259695,0.272191,0.433493,0.243903,0.19782,1,174,174
4.04503,73.3708,3.63265,51.803,0.310622,0.291123,0.289247,0.390549,0.20025,1,175,175
4.00851,71.6013,4.18311,54.1867,0.294617,0.29698600000000003,0.404961,0.270291,0.200094,1,176,176
4.04375,72.5765,4.01354,55.9954,0.320988,0.273385,0.457242,0.30216,0.197841,1,177,177
4.16489,71.2282,4.33163,54.2011,0.302081,0.288567,0.446402,0.290147,0.200375,1,178,178
4.18379,72.091,3.69121,54.8385,0.297041,0.287688,0.397365,0.205469,0.203175,1,179,179
4.19198,71.145,4.12173,55.4054,0.287358,0.309185,0.568647,0.29714,0.197923,1,180,180
4.14474,71.3906,4.22887,57.7469,0.299491,0.318751,0.555553,0.233271,0.201257,1,181,181
4.11583,69.9063,4.3764,55.812,0.295265,0.306511,0.555913,0.214735,0.198931,1,182,182
4.12823,69.8397,3.66535,58.8497,0.293296,0.285656,0.465583,0.282858,0.19528,1,183,183
4.1812,66.9686,3.7777,58.018,0.304225,0.289513,0.403626,0.323068,0.201533,1,184,184
4.18602,68.6018,3.89848,55.9673,0.29635,0.289213,0.403243,0.272432,0.199858,1,185,185
4.17573,68.6809,3.74537,59.1731,0.26137,0.297186,0.391671,0.331174,0.198433,1,186,186
4.20887,69.1562,3.86343,59.6458,0.256934,0.294467,0.362975,0.328558,0.198112,1,187,187
4.25909,70.5323,4.01902,56.2069,0.26474,0.282582,0.332831,0.381992,0.199235,1,188,188
4.25309,69.5722,3.97766,56.7795,0.278893,0.27912,0.337534,0.36188,0.201752,1,189,189
4.23937,69.532,3.96173,57.1839,0.256556,0.286078,0.275756,0.297873,0.195828,1,190,190
4.30339,68.4456,3.85008,51.6591,0.252273,0.281866,0.390262,0.300468,0.202406,1,191,191
4.2205,68.4968,3.76071,58.7884,0.257861,0.278037,0.423594,0.314395,0.19443,1,192,192
4.22999,67.3576,3.70408,55.762,0.27124,0.286753,0.490962,0.247409,0.202842,1,193,193
4.33362,69.009,4.28987,53.489,0.277687,0.283663,0.408389,0.328487,0.194154,1,194,194
4.28782,69.8224,4.05287,51.632,0.273811,0.276525,0.402675,0.269653,0.199834,1,195,195
4.27081,70.18,4.01632,53.3316,0.265276,0.255379,0.394113,0.285296,0.201475,1,196,196
4.22187,69.8796,3.6369,49.978,0.26585,0.255568,0.390354,0.302501,0.205509,1,197,197
4.24375,69.3715,3.92856,51.2214,0.272539,0.259501,0.404559,0.31312,0.204675,1,198,198
4.32415,69.5544,4.57382,54.4491,0.261091,0.253184,0.387154,0.299855,0.192677,1,199,199
4.34583,69.7782,3.82384,53.4791,0.286349,0.249362,0.325103,0.297004,0.194349,1,200,200
4.34653,68.1822,4.09801,52.6708,0.278701,0.256525,0.305724,0.26774,0.191644,1,201,201
4.35931,68.6603,4.0599,51.8597,0.284949,0.258655,0.286503,0.287493,0.192492,1,202,202
4.22643,67.104,4.09764,52.0461,0.295947,0.263563,0.338723,0.333062,0.198188,1,203,203
4.18284,67.6274,4.10494,52.9767,0.297839,0.26795,0.32801400000000003,0.330306,0.197917,1,204,204
4.22278,65.8832,3.65285,51.854,0.273179,0.263067,0.299276,0.364505,0.197577,1,205,205
4.33441,66.8316,4.23645,53.2793,0.287802,0.27236,0.327552,0.286985,0.203507,1,206,206
4.17291,66.105,4.08419,53.4582,0.284027,0.295431,0.386815,0.36279,0.19728,1,207,207
4.20794,67.193,4.01034,53.7687,0.265984,0.282053,0.357738,0.265252,0.203078,1,208,208
4.23149,66.6627,4.70496,55.9732,0.27826,0.250042,0.400232,0.281437,0.198389,1,209,209
4.1879,66.454,3.92924,56.9292,0.285394,0.280462,0.293872,0.411908,0.197839,1,210,210
4.21605,66.171,3.77242,58.9519,0.28193,0.317569,0.376291,0.346774,0.199126,1,211,211
4.20519,65.012200000000007,4.04864,56.2058,0.288727,0.288939,0.375363,0.337548,0.198253,1,212,212
4.28749,65.5849,4.28718,58.733,0.281631,0.296676,0.424653,0.312825,0.196479,1,213,213
4.14516,67.3496,3.78181,59.0737,0.314428,0.270593,0.375832,0.304302,0.199917,1,214,214
4.12357,67.0417,3.66234,51.8016,0.281954,0.264217,0.436126,0.373342,0.204465,1,215,215
4.04456,71.0067,3.96302,58.9478,0.282648,0.309811,0.360177,0.390149,0.197496,1,216,216
4.08952,69.0454,4.17991,52.9245,0.276019,0.320399,0.459936,0.259578,0.201234,1,217,217
3.99946,68.9391,3.65815,59.7606,0.25884,0.288087,0.33275,0.405858,0.196104,1,218,218
4.0598,69.9577,3.92175,60.6488,0.273979,0.289197,0.440463,0.247346,0.203745,1,219,219
4.02117,67.8134,3.63532,52.7271,0.272238,0.292293,0.474537,0.291688,0.192844,1,220,220
4.01881,68.8138,3.79619,52.9975,0.29133,0.280501,0.365815,0.288969,0.203675,1,221,221
4.0372,68.3279,3.91612,51.6904,0.297743,0.2902,0.300127,0.263463,0.197177,1,222,222
3.94355,68.4342,3.46352,52.8965,0.303533,0.296565,0.294633,0.260507,0.202637,1,223,223
3.99662,66.4958,4.2129,54.3626,0.304411,0.276487,0.450964,0.222801,0.203049,1,224,224
4.03979,65.4104,3.69552,54.4761,0.310716,0.290716,0.407034,0.213474,0.199561,1,225,225
4.07813,64.5189,4.67444,56.0071,0.311056,0.31078,0.528109,0.211147,0.197741,1,226,226
4.04093,63.9889,3.94115,52.7397,0.310063,0.308215,0.397575,0.214384,0.197844,1,227,227
4.05468,64.3067,3.84003,59.1815,0.281482,0.305413,0.47385,0.339594,0.191948,1,228,228
4.08942,64.9524,3.85009,58.7803,0.274148,0.311219,0.507585,0.310843,0.192572,1,229,229
4.12975,66.72,3.88386,54.3272,0.268032,0.276913,0.463101,0.408011,0.202905,1,230,230
3.89044,63.9236,4.20079,52.4713,0.315756,0.292748,0.390296,0.300185,0.193351,1,231,231
3.86248,64.7218,4.08641,52.8865,0.312104,0.28476,0.406433,0.316584,0.189608,1,232,232
4.01532,64.8642,4.59334,51.8011,0.305701,0.278342,0.361259,0.302739,0.195837,1,233,233
3.93706,66.571,3.56502,54.5938,0.301113,0.277454,0.35608,0.417674,0.201328,1,234,234
4.10365,64.6438,4.03911,51.5582,0.293432,0.302778,0.339596,0.198817,0.200312,1,235,235
4.07454,64.9688,4.17373,49.5168,0.27726,0.307283,0.411047,0.296369,0.19838,1,236,236
4.1087,66.657,4.36034,55.2825,0.273639,0.28964,0.405732,0.294424,0.198767,1,237,237
3.97561,68.7927,3.58007,56.8451,0.289621,0.335912,0.349794,0.25492,0.197835,1,238,238
3.98597,67.5002,3.68748,56.1641,0.29829,0.360803,0.351306,0.272042,0.19684,1,239,239
4.0528,67.001,3.96957,55.6883,0.303143,0.291879,0.362515,0.270709,0.200572,1,240,240
4.06586,67.3412,3.77306,54.3925,0.289677,0.277925,0.259973,0.266233,0.201596,1,241,241
3.96397,67.2625,3.69984,57.165,0.313328,0.30621,0.360582,0.314575,0.203104,1,242,242
4.04571,67.15,4.16411,54.054,0.265756,0.301822,0.360532,0.299316,0.199783,1,243,243
3.9278,72.0517,3.68699,56.1607,0.309365,0.29215,0.315724,0.264984,0.19876,1,244,244
4.00838,68.5042,4.03204,58.3602,0.284746,0.274101,0.321239,0.241945,0.195474,1,245,245
4.00399,69.5684,3.67927,53.6656,0.270125,0.249533,0.452648,0.282356,0.203592,1,246,246
3.89119,69.438,3.69687,53.7697,0.266663,0.265948,0.323617,0.36408,0.194736,1,247,247
4.01023,68.1761,3.72776,55.2073,0.236248,0.265156,0.503776,0.365868,0.20449,1,248,248
4.01083,68.473,4.22119,54.5671,0.243917,0.296693,0.350291,0.282888,0.198101,1,249,249
4.0613,68.3086,3.66077,51.9551,0.246949,0.282162,0.441651,0.271654,0.202506,1,250,250
3.89648,71.4532,3.7521,57.6496,0.283135,0.29435,0.318979,0.308411,0.198365,1,251,251
3.94362,69.8337,3.78881,54.614,0.273416,0.273631,0.480405,0.254122,0.200748,1,252,252
3.9265,70.4683,3.53445,54.5201,0.27155,0.288139,0.400852,0.284146,0.20200099999999999,1,253,253
3.87608,69.7498,3.78105,53.8692,0.277186,0.265811,0.35,0.26792,0.199679,1,254,254
3.82528,69.6331,4.15888,55.9389,0.315734,0.294209,0.416762,0.329552,0.19777,1,255,255
3.82837,69.6365,3.91514,54.8974,0.294004,0.293138,0.449856,0.201977,0.201168,1,256,256
3.94537,72.2457,3.80823,55.089,0.299535,0.29188,0.40221,0.29458,0.202809,1,257,257
4.014,71.4238,3.62164,55.2458,0.299367,0.278307,0.430742,0.275286,0.195463,1,258,258
4.05293,69.3605,3.65485,53.9609,0.303078,0.284306,0.470954,0.254076,0.194453,1,259,259
3.98691,72.1996,3.51335,57.0786,0.304074,0.284635,0.431195,0.290525,0.190275,1,260,260
4.08045,70.5857,3.55296,54.0104,0.289947,0.30419,0.486964,0.322634,0.189201,1,261,261
4.01353,70.5142,3.76022,52.9037,0.304717,0.32205,0.400149,0.335417,0.201648,1,262,262
3.95326,70.2394,3.57603,56.324,0.319013,0.301048,0.441247,0.32196,0.199611,1,263,263
3.88212,70.4041,3.52439,59.714,0.292903,0.306542,0.377707,0.264729,0.204666,1,264,264
3.81748,71.8776,4.01491,59.8759,0.302638,0.313349,0.424826,0.322535,0.19641,1,265,265
3.80006,70.9937,3.80704,58.1846,0.305751,0.306478,0.347616,0.311244,0.201604,1,266,266
3.80898,72.3652,3.90867,59.5802,0.314029,0.255257,0.444588,0.313523,0.201453,1,267,267
3.82951,73.3319,4.03706,56.8302,0.304696,0.285528,0.548198,0.273008,0.199277,1,268,268
3.81541,72.2098,3.89322,57.0693,0.287771,0.262999,0.530635,0.222419,0.198398,1,269,269
3.87235,69.2551,3.48576,57.3408,0.292205,0.245533,0.35571,0.279263,0.20034,1,270,270
3.9156,68.7995,3.77265,50.4891,0.296082,0.274307,0.371706,0.265193,0.201222,1,271,271
3.95621,70.1306,4.14069,61.4388,0.301734,0.294845,0.403202,0.283562,0.199536,1,272,272
3.89802,70.2039,3.74575,58.4228,0.287733,0.284639,0.381946,0.34522,0.195914,1,273,273
