TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
4.45098,71.9836,3.78374,53.4567,0.278065,0.290075,0.322299,0.228791,0.202152,1,112,112
4.38986,70.0984,3.85623,52.6607,0.293166,0.275116,0.335741,0.265571,0.204535,1,113,113
4.40587,70.3477,3.68587,53.2568,0.295811,0.278345,0.367855,0.296744,0.201099,1,114,114
4.44436,69.9868,4.0043,53.7404,0.299131,0.272451,0.39962,0.326983,0.199048,1,115,115
4.40745,70.6863,4.01553,54.0854,0.294767,0.269659,0.380388,0.33036,0.200157,1,116,116
4.38271,71.1496,4.10091,57.8801,0.267906,0.289649,0.453699,0.313483,0.197692,1,117,117
4.36484,70.3931,4.02948,54.0733,0.285094,0.274564,0.413896,0.364923,0.198672,1,118,118
4.24394,67.7668,4.323,55.7097,0.266899,0.279198,0.465784,0.291037,0.200678,1,119,119
4.24399,68.0514,3.93825,53.7671,0.281861,0.248301,0.364969,0.307642,0.202139,1,120,120
4.2489,67.145,4.52109,55.159,0.284678,0.259419,0.453705,0.221693,0.205251,1,121,121
4.19063,66.988,4.47426,55.0101,0.279385,0.278252,0.397833,0.255983,0.199037,1,122,122
4.15676,66.7278,4.45982,53.5253,0.276522,0.275073,0.335937,0.312791,0.205788,1,123,123
4.14212,66.2785,4.53652,57.067,0.276227,0.262545,0.446644,0.288638,0.196559,1,124,124
4.18549,64.9414,4.43126,58.6189,0.25484,0.253673,0.519852,0.316623,0.200423,1,125,125
4.06871,63.6083,3.54811,55.4509,0.255951,0.258451,0.386668,0.339699,0.195705,1,126,126
4.06405,63.4315,3.49756,58.0575,0.2637,0.269101,0.351937,0.269766,0.192322,1,127,127
4.06333,65.1121,4.0731,56.9295,0.278691,0.24892,0.305988,0.311333,0.206111,1,128,128
4.10365,65.2546,3.96085,52.3711,0.275111,0.270825,0.312263,0.24705,0.197722,1,129,129
4.19785,66.0152,3.94491,52.7197,0.276204,0.279452,0.289725,0.279725,0.203722,1,130,130
4.18985,65.9611,3.93886,52.9172,0.273949,0.279284,0.298468,0.283634,0.203669,1,131,131
4.17918,67.5502,4.0105,50.872,0.295022,0.29536,0.344559,0.207716,0.203476,1,132,132
4.2535,71.2395,3.57066,55.9449,0.250573,0.291501,0.270032,0.367806,0.197213,1,133,133
4.27472,70.4709,3.86652,52.3637,0.244001,0.27982,0.256392,0.279058,0.202076,1,134,134
4.25212,69.7431,3.42801,49.5169,0.282033,0.265651,0.140034,0.320645,0.207887,1,135,135
4.14609,69.2452,3.62341,51.7688,0.286003,0.285356,0.113306,0.323217,0.200038,1,136,136
4.16765,69.2606,3.94715,48.1336,0.279685,0.279495,0.143294,0.320295,0.20388,1,137,137
4.03826,71.6157,3.90475,50.4838,0.247769,0.267359,0.183549,0.337758,0.200244,1,138,138
4.0404,70.7572,3.97566,49.0466,0.262627,0.287293,0.189051,0.298323,0.201522,1,139,139
4.02981,70.2417,3.79245,49.7203,0.263712,0.290999,0.175016,0.255247,0.205789,1,140,140
4.04472,70.6754,3.98339,50.9571,0.270179,0.290893,0.153909,0.267176,0.204416,1,141,141
4.02606,71.5023,3.90595,49.1344,0.268546,0.287489,0.224837,0.26083,0.198902,1,142,142
4.01622,70.0314,3.71087,53.015,0.253837,0.279952,0.26988,0.265804,0.205569,1,143,143
3.96978,69.8436,4.42183,51.5609,0.258402,0.293554,0.35467,0.265759,0.197364,1,144,144
3.98312,70.2172,3.83317,49.7623,0.257927,0.271063,0.292102,0.298147,0.204292,1,145,145
4.03357,71.9235,3.6214,56.2884,0.269804,0.285729,0.334341,0.268431,0.201164,1,146,146
3.99522,70.1075,3.6792,57.9225,0.291465,0.275963,0.307328,0.219453,0.20258,1,147,147
3.97468,70.1442,3.69119,54.8091,0.293247,0.270794,0.309873,0.289843,0.20378,1,148,148
3.9991,70.1011,3.97438,56.7604,0.274632,0.271828,0.306993,0.331748,0.206093,1,149,149
4.09878,70.3925,3.7717,58.3889,0.262237,0.26713,0.263174,0.322787,0.200407,1,150,150
4.07933,70.1561,4.07404,52.7266,0.270618,0.271298,0.364266,0.327648,0.200707,1,151,151
4.10188,68.6015,3.64064,54.8108,0.25418,0.258007,0.263072,0.346347,0.199776,1,152,152
3.99657,67.8419,4.00739,60.7968,0.295819,0.269425,0.41167,0.316094,0.200352,1,153,153
4.00685,69.2672,4.02675,55.2076,0.313861,0.292974,0.288424,0.36636,0.197053,1,154,154
3.94648,69.9938,4.03706,57.6919,0.281771,0.255418,0.375021,0.32463,0.206019,1,155,155
4.06,69.9457,4.11354,56.1835,0.288798,0.240729,0.372819,0.303349,0.200413,1,156,156
3.98802,69.9658,3.80451,55.9718,0.282485,0.267327,0.412491,0.271179,0.198638,1,157,157
3.96772,70.4824,4.02262,58.1786,0.27666,0.239503,0.407194,0.304042,0.199534,1,158,158
3.96814,67.3818,3.92182,56.2566,0.274859,0.271304,0.437568,0.260627,0.196346,1,159,159
4.02306,68.9059,3.7803,54.0814,0.262476,0.264854,0.410375,0.29791,0.197441,1,160,160
4.01674,67.9216,4.26546,53.6086,0.280028,0.262208,0.426841,0.250503,0.195797,1,161,161
4.04999,66.5088,4.49775,51.9619,0.271285,0.261635,0.313028,0.267085,0.197531,1,162,162
4.08761,68.6798,3.91898,49.9854,0.261238,0.254495,0.336546,0.244979,0.204315,1,163,163
4.0408,70.2625,3.81452,53.8311,0.274536,0.273251,0.247452,0.26628,0.196359,1,164,164
4.15079,70.7053,4.21856,49.6022,0.262615,0.298259,0.35205,0.244794,0.201588,1,165,165
4.11103,71.7434,4.29347,54.3028,0.280871,0.292449,0.371721,0.243153,0.200869,1,166,166
4.11071,69.5322,4.35743,53.2651,0.263203,0.293021,0.363019,0.262852,0.200012,1,167,167
4.12137,71.2778,4.33022,54.8733,0.278305,0.29056,0.412105,0.2766,0.199651,1,168,168
4.18437,70.1685,4.11989,52.8778,0.294679,0.302875,0.36037400000000003,0.210552,0.199461,1,169,169
4.09192,69.4037,4.01425,56.4454,0.312901,0.284145,0.289199,0.304229,0.202086,1,170,170
4.00692,67.5276,3.95754,56.3657,0.314563,0.295136,0.308503,0.290536,0.19622,1,171,171
4.09711,68.8277,3.78817,54.5638,0.317191,0.293589,0.306934,0.300717,0.202011,1,172,172
3.98742,68.2257,4.0322,56.8552,0.282784,0.280355,0.380315,0.273619,0.197806,1,173,173
4.01078,67.0134,3.85183,50.776,0.278374,0.295266,0.405351,0.258111,0.203799,1,174,174
3.98727,67.3546,3.81498,50.1293,0.285246,0.30845,0.432972,0.236091,0.20039,1,175,175
4.08906,68.7886,4.46732,52.8385,0.263697,0.286144,0.346528,0.308625,0.198137,1,176,176
4.09288,69.3313,4.20815,52.9523,0.273934,0.26917,0.363972,0.301056,0.203475,1,177,177
4.08123,69.4633,4.17727,49.7166,0.277341,0.266951,0.317179,0.316134,0.200737,1,178,178
4.08338,68.6895,3.80465,49.644,0.278716,0.291693,0.226695,0.259373,0.201212,1,179,179
4.08671,68.806,3.98597,49.0284,0.280148,0.295223,0.24736,0.295001,0.200046,1,180,180
4.09535,67.7847,4.12882,54.6584,0.285926,0.272114,0.337317,0.308979,0.199171,1,181,181
4.17563,67.8828,4.36426,54.5603,0.269913,0.25518,0.289118,0.314307,0.208346,1,182,182
4.09418,69.4936,4.19529,53.5013,0.29666,0.272136,0.363243,0.289397,0.196965,1,183,183
4.13771,68.579,4.31672,52.0924,0.283924,0.281508,0.345746,0.277276,0.201529,1,184,184
4.04026,69.3269,4.442,48.6228,0.305723,0.272871,0.394703,0.288219,0.197913,1,185,185
3.96863,69.4148,3.84142,61.2185,0.288239,0.286107,0.338022,0.269413,0.202379,1,186,186
3.96573,70.5538,3.6652,57.1276,0.270272,0.286039,0.478855,0.323843,0.196749,1,187,187
3.96652,69.6287,3.84064,60.8402,0.272718,0.248717,0.352228,0.375573,0.201264,1,188,188
4.05418,67.8394,3.81827,52.6694,0.290893,0.260544,0.307781,0.299719,0.196514,1,189,189
4.09537,68.9926,3.93412,57.7061,0.292489,0.27209,0.338932,0.354134,0.206101,1,190,190
4.05083,67.6188,3.88833,51.6763,0.276204,0.303525,0.334818,0.322214,0.200462,1,191,191
4.09701,70.1504,3.98237,55.1161,0.274113,0.292612,0.329362,0.329218,0.202725,1,192,192
4.14242,68.4745,3.95519,52.4976,0.285969,0.292837,0.286261,0.303884,0.197223,1,193,193
4.19798,70.662,4.10906,55.2244,0.306122,0.310076,0.287548,0.274587,0.201333,1,194,194
4.19222,71.2398,3.69329,52.8632,0.29788,0.282169,0.319986,0.322308,0.200431,1,195,195
4.14223,71.245,3.6731,54.5394,0.302078,0.281235,0.351935,0.303521,0.200798,1,196,196
4.13923,71.7359,3.84515,53.0013,0.28589,0.27147,0.343897,0.24168,0.195256,1,197,197
4.09046,71.0948,3.84777,52.8921,0.281237,0.268019,0.319467,0.241619,0.195425,1,198,198
4.10132,71.8416,3.57013,51.6642,0.278426,0.255683,0.338414,0.260511,0.200774,1,199,199
4.13203,72.4483,3.82166,51.1128,0.264534,0.267666,0.375828,0.294487,0.201504,1,200,200
4.06866,72.4567,3.88379,53.4313,0.267662,0.26362,0.313638,0.319748,0.199355,1,201,201
3.98436,72.2986,4.07183,56.7917,0.259508,0.283539,0.36548,0.242862,0.204576,1,202,202
3.98641,70.5099,4.01038,57.758,0.256341,0.286807,0.398411,0.252495,0.205211,1,203,203
4.02724,70.8235,4.0791,58.3761,0.275994,0.284588,0.364656,0.26907,0.200373,1,204,204
3.96123,71.1432,3.38059,54.547,0.293502,0.297887,0.307194,0.320959,0.2058,1,205,205
3.91727,67.1277,3.8433,55.6834,0.298708,0.288671,0.401331,0.268404,0.203825,1,206,206
3.9577,69.3545,3.6863,49.1003,0.276392,0.284267,0.297646,0.379281,0.196407,1,207,207
3.97869,66.9988,3.91378,48.1193,0.277564,0.297886,0.387083,0.393996,0.19617,1,208,208
4.01509,68.0256,4.00405,49.6036,0.276899,0.273046,0.334157,0.36745,0.199903,1,209,209
4.02637,67.3671,3.98219,50.1034,0.262222,0.297195,0.381371,0.350324,0.196605,1,210,210
4.03932,67.3433,4.08388,53.3886,0.249534,0.295376,0.321869,0.367228,0.201149,1,211,211
4.021,66.7511,4.10448,53.9606,0.249525,0.292452,0.341018,0.350624,0.20174,1,212,212
4.00264,66.0554,4.20957,53.6434,0.249855,0.311038,0.352784,0.360977,0.202208,1,213,213
4.06563,67.1649,4.20017,51.9456,0.245162,0.299997,0.332868,0.355025,0.202829,1,214,214
4.08677,67.3865,3.92717,50.6658,0.256644,0.271394,0.2786,0.313542,0.198416,1,215,215
4.11769,64.688,4.34927,55.3262,0.262486,0.297058,0.280516,0.32821,0.199938,1,216,216
4.12603,66.7956,3.74102,57.2077,0.260222,0.291432,0.301817,0.36242,0.202101,1,217,217
4.13525,67.5101,3.81025,51.8973,0.276651,0.316888,0.236093,0.317286,0.20245,1,218,218
4.05481,69.2381,3.71646,51.0546,0.274265,0.322034,0.136397,0.40617,0.204128,1,219,219
4.06031,67.5896,3.84102,52.507,0.268147,0.317738,0.172601,0.344426,0.202567,1,220,220
4.0082,68.8491,3.71289,50.6782,0.263122,0.266198,0.312109,0.320553,0.199699,1,221,221
3.94274,66.8057,4.08981,54.0026,0.284747,0.251261,0.348809,0.351701,0.195482,1,222,222
3.93533,68.3539,3.8039,54.3932,0.284372,0.259328,0.331478,0.368888,0.191292,1,223,223
4.01753,68.8621,3.73169,54.9479,0.277377,0.26111,0.364563,0.328359,0.19466,1,224,224
3.9292,67.4642,3.93519,55.0585,0.292533,0.254893,0.504137,0.391066,0.197341,1,225,225
4.03142,67.9877,4.29604,57.4784,0.254865,0.235587,0.406833,0.263577,0.195298,1,226,226
4.02534,67.1138,4.04099,58.1644,0.266338,0.2555,0.349085,0.275644,0.199621,1,227,227
3.9993,67.4831,3.82786,52.9811,0.274825,0.253974,0.38302,0.332092,0.202606,1,228,228
3.96981,68.2471,3.95907,52.024,0.27131,0.255308,0.349213,0.352935,0.201207,1,229,229
4.07416,67.8817,3.69506,56.2503,0.293262,0.258629,0.408849,0.340475,0.196663,1,230,230
3.90637,69.3103,3.51458,57.3774,0.301211,0.259285,0.32088,0.324407,0.196756,1,231,231
3.97301,72.1462,3.83187,54.1412,0.301474,0.26665,0.44667,0.287382,0.202207,1,232,232
3.90763,73.6535,3.59001,54.2211,0.30996,0.268348,0.414996,0.327449,0.192171,1,233,233
4.04867,72.9761,3.9995,59.6582,0.302196,0.263486,0.416962,0.291372,0.198949,1,234,234
3.97418,72.7279,3.63512,58.0704,0.305563,0.257566,0.42668,0.307021,0.196695,1,235,235
4.08633,70.5247,4.1485,57.2175,0.295478,0.269238,0.356364,0.33466,0.196884,1,236,236
4.05525,69.6836,3.65561,55.2149,0.291329,0.25964,0.305757,0.310863,0.19785,1,237,237
4.02406,69.0293,3.60423,54.75,0.307216,0.293072,0.303122,0.341206,0.196234,1,238,238
3.99368,69.4913,3.94616,54.9284,0.284559,0.300441,0.310871,0.312424,0.199783,1,239,239
3.92176,69.4018,3.75324,54.4106,0.286885,0.296134,0.285876,0.333091,0.198904,1,240,240
3.86578,69.6222,3.94533,53.8152,0.29301,0.262673,0.312756,0.30534,0.199816,1,241,241
3.86805,69.0018,4.05997,53.9476,0.300224,0.256615,0.321239,0.325507,0.200969,1,242,242
3.9199,67.2052,3.89215,54.0475,0.276636,0.273703,0.274916,0.282795,0.19326,1,243,243
3.93291,69.2315,4.09066,58.3134,0.284165,0.29617,0.299315,0.288617,0.202506,1,244,244
3.9924,70.4141,3.87439,49.545,0.298078,0.300824,0.248,0.294707,0.195963,1,245,245
3.97175,69.9496,3.71708,51.9769,0.291186,0.299472,0.304177,0.330169,0.202492,1,246,246
4.01959,70.5575,3.57536,51.1396,0.273092,0.317919,0.288674,0.435303,0.199533,1,247,247
3.94578,69.8955,4.11248,54.5993,0.265617,0.27045400000000003,0.251533,0.363714,0.202419,1,248,248
4.10708,71.2655,4.04307,54.3682,0.274498,0.261087,0.28756,0.384196,0.194388,1,249,249
3.98537,69.9887,3.85762,54.1931,0.265051,0.293346,0.277735,0.461124,0.200493,1,250,250
4.05854,71.7921,4.03104,51.1949,0.232388,0.257252,0.340276,0.366246,0.194507,1,251,251
4.01709,71.6789,3.7373,52.0916,0.255021,0.248665,0.290653,0.457609,0.203561,1,252,252
4.07487,69.9696,3.58455,56.9222,0.263051,0.248825,0.310755,0.286005,0.197052,1,253,253
4.04454,70.5839,3.42069,54.5261,0.255213,0.25474,0.304714,0.35499000000000003,0.195092,1,254,254
4.13863,69.4224,3.74071,54.5093,0.286634,0.28109,0.333637,0.38166,0.201407,1,255,255
4.17511,68.4289,3.94704,56.5033,0.281591,0.260639,0.376072,0.29315600000000003,0.197391,1,256,256
4.0497,68.5116,3.62738,55.9162,0.278946,0.271406,0.327246,0.332794,0.197811,1,257,257
4.06164,68.0588,4.04843,57.5513,0.310059,0.265914,0.336286,0.352255,0.198458,1,258,258
4.03746,67.7383,3.70225,54.0963,0.299304,0.265995,0.279949,0.288928,0.198696,1,259,259
3.92915,68.1224,3.6294400000000002,57.7292,0.290022,0.272421,0.282026,0.326407,0.198707,1,260,260
3.98698,67.0541,4.18022,53.012,0.270586,0.24919,0.568249,0.334059,0.195744,1,261,261
4.02857,66.3773,4.22826,55.1235,0.293367,0.250886,0.532216,0.332416,0.195556,1,262,262
3.9956,67.7256,3.6634,56.0648,0.278455,0.25366,0.45852,0.31014,0.196442,1,263,263
3.96419,68.4455,3.76873,57.7964,0.274248,0.254381,0.439687,0.335915,0.196846,1,264,264
3.9127,69.8505,3.38318,58.4625,0.256424,0.261322,0.314814,0.272709,0.203979,1,265,265
3.8715,69.4403,3.52919,58.3612,0.268055,0.273624,0.268375,0.310975,0.203739,1,266,266
3.81254,68.3959,3.85552,62.0608,0.264639,0.276588,0.40928,0.295929,0.20236,1,267,267
3.81744,71.3794,3.38309,52.979,0.260814,0.262382,0.287885,0.218157,0.202156,1,268,268
3.76569,69.0076,4.1413,57.2832,0.288347,0.250101,0.324886,0.317915,0.200139,1,269,269
3.77254,68.6545,3.76905,55.4241,0.272548,0.27343,0.492834,0.224942,0.195995,1,270,270
3.74897,69.0304,4.28078,59.9789,0.278927,0.251622,0.422004,0.285365,0.199272,1,271,271
3.8456,69.0959,4.06221,56.217,0.27307,0.262173,0.403988,0.221394,0.201484,1,272,272
