TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
4.04129,66.6764,3.94582,55.9136,0.30103,0.280367,0.415,0.276155,0.196524,1,44,44
4.11287,66.8844,4.19075,51.9482,0.304653,0.239158,0.256892,0.305764,0.205441,1,45,45
4.10934,65.9736,4.32333,55.8876,0.301869,0.232265,0.441027,0.323858,0.204666,1,46,46
4.21721,67.4852,4.43676,55.3066,0.286455,0.304935,0.344065,0.296607,0.199651,1,47,47
4.24779,67.1269,4.14906,53.8832,0.275366,0.256282,0.238288,0.367545,0.203213,1,48,48
4.24406,68.5877,4.18062,52.5807,0.262683,0.242081,0.255511,0.341602,0.203362,1,49,49
4.23888,67.205,4.31497,55.163,0.280145,0.270382,0.381523,0.33875,0.201571,1,50,50
4.28088,65.5634,4.2206,57.8032,0.27947,0.280827,0.309119,0.315758,0.198225,1,51,51
4.26488,67.5996,4.05542,56.7973,0.274068,0.256536,0.311897,0.299929,0.199421,1,52,52
4.26135,70.9504,4.25186,51.9201,0.289188,0.252378,0.339948,0.29145,0.203787,1,53,53
4.25895,71.9346,4.22667,53.4093,0.285669,0.281514,0.322495,0.311616,0.202848,1,54,54
4.19054,66.3199,4.39033,54.5209,0.313641,0.253403,0.475189,0.296548,0.203331,1,55,55
4.18517,67.7816,3.99212,51.7626,0.299531,0.257543,0.343982,0.272721,0.200716,1,56,56
4.17087,68.2888,3.9502,53.8963,0.289831,0.265052,0.281942,0.34886,0.199901,1,57,57
4.23036,70.1551,4.36543,53.1953,0.278963,0.2488,0.43948,0.313561,0.201098,1,58,58
4.18075,69.1335,3.62682,54.4789,0.283554,0.253411,0.414173,0.290858,0.204056,1,59,59
4.2446,69.9548,4.95763,57.6146,0.278581,0.26376,0.395014,0.339748,0.196554,1,60,60
4.15249,67.8505,3.97121,54.2926,0.296219,0.280156,0.253888,0.282837,0.205957,1,61,61
4.2453,67.8555,4.51228,55.0969,0.268397,0.268963,0.253755,0.301781,0.197978,1,62,62
4.19635,71.5448,4.34461,50.6263,0.271403,0.276855,0.316914,0.32401,0.199395,1,63,63
4.24199,68.4126,4.55129,54.0002,0.281356,0.276624,0.2645,0.294915,0.204668,1,64,64
4.18896,68.7181,4.09411,52.8532,0.277634,0.272092,0.357746,0.325776,0.204951,1,65,65
4.28329,68.0036,4.29801,55.3556,0.272506,0.308524,0.444793,0.292211,0.204203,1,66,66
4.18119,69.824700000000007,4.11757,52.9237,0.283286,0.294565,0.317403,0.297511,0.199161,1,67,67
4.12464,68.4942,3.82317,52.9835,0.286114,0.286507,0.354425,0.348319,0.205483,1,68,68
4.17961,69.0471,4.47881,53.7461,0.297129,0.273669,0.289858,0.304108,0.201966,1,69,69
4.04498,70.6835,3.59885,49.5814,0.295677,0.257271,0.328051,0.329753,0.201009,1,70,70
4.00883,70.9003,4.15345,56.8269,0.297838,0.248058,0.44379,0.357664,0.201189,1,71,71
4.05037,69.421,4.06382,56.89,0.286412,0.244731,0.421092,0.36404,0.202906,1,72,72
3.96133,70.0668,3.83869,49.9621,0.315987,0.269522,0.41356,0.309033,0.202577,1,73,73
4.02214,69.7277,4.4533,49.9234,0.304597,0.254582,0.416998,0.40438,0.203298,1,74,74
4.06101,68.3032,4.33615,55.0992,0.296898,0.253298,0.350546,0.299931,0.201444,1,75,75
4.02538,67.9019,4.6269,53.5202,0.304941,0.273662,0.43515,0.370945,0.200891,1,76,76
3.99921,69.645,3.59419,50.8113,0.291086,0.281827,0.411365,0.2982,0.200016,1,77,77
4.10106,67.5124,4.21363,52.3801,0.309763,0.290068,0.379983,0.369529,0.204034,1,78,78
4.13458,66.0421,4.09159,52.301,0.292165,0.279538,0.3886,0.297443,0.199593,1,79,79
4.02564,66.6452,3.95086,50.3719,0.302591,0.252879,0.303518,0.348355,0.203505,1,80,80
4.04683,66.2051,4.28772,55.8823,0.304783,0.259682,0.313269,0.33991,0.200865,1,81,81
3.95606,67.4787,4.55282,54.6547,0.320991,0.22117,0.427617,0.284243,0.203193,1,82,82
3.97724,68.046,4.42954,51.8679,0.30469,0.246905,0.38262,0.256245,0.202326,1,83,83
3.93343,67.4091,4.33476,51.3272,0.31087,0.239241,0.403575,0.261707,0.202028,1,84,84
3.99343,67.8166,4.2805,50.5006,0.305152,0.255663,0.278463,0.319569,0.201422,1,85,85
4.01228,65.9654,4.6562,59.0684,0.30415,0.238702,0.330119,0.223078,0.202916,1,86,86
4.00365,66.9274,4.5618,58.1404,0.305144,0.249371,0.381196,0.300059,0.200767,1,87,87
4.03038,65.7934,4.40663,56.8946,0.307578,0.233112,0.379765,0.301988,0.203867,1,88,88
4.05066,67.803,4.15864,52.2782,0.31785,0.27124,0.400351,0.302417,0.199787,1,89,89
4.12516,66.1737,4.30033,54.7546,0.293338,0.258144,0.334888,0.325181,0.202853,1,90,90
4.08849,67.1637,4.37074,52.8583,0.277062,0.273813,0.374842,0.346609,0.198608,1,91,91
4.0964,68.1011,3.85487,54.7629,0.28034,0.248733,0.392787,0.318156,0.203356,1,92,92
4.16136,68.4972,4.32471,55.0583,0.265723,0.289674,0.227694,0.305828,0.199,1,93,93
4.12683,67.733,3.98683,56.0738,0.248422,0.250324,0.27298,0.299032,0.203482,1,94,94
4.19609,68.0743,4.22561,51.489,0.266301,0.335523,0.190097,0.314873,0.200382,1,95,95
4.23433,66.7721,4.43609,54.3796,0.275329,0.346351,0.283412,0.341169,0.200482,1,96,96
4.27216,68.312,4.8731,55.3798,0.27249,0.270617,0.33661,0.340093,0.201049,1,97,97
4.21831,67.6117,3.86048,53.6616,0.285933,0.273752,0.31158,0.301073,0.202209,1,98,98
4.2196,69.2969,3.95142,51.4092,0.278154,0.283771,0.309854,0.302757,0.202636,1,99,99
4.12575,65.2138,4.22483,53.233,0.279894,0.270962,0.198924,0.330277,0.201571,1,100,100
4.20758,66.7478,3.99194,55.3751,0.281089,0.249404,0.279656,0.347963,0.20232,1,101,101
4.19187,68.932,4.21196,51.0208,0.26631,0.312512,0.293482,0.345012,0.197635,1,102,102
4.20368,67.9024,4.2231,54.5759,0.292778,0.26199,0.415089,0.285277,0.19647,1,103,103
4.16151,68.3554,4.07896,52.2026,0.290507,0.272842,0.204212,0.324164,0.208962,1,104,104
4.09259,65.1104,4.17483,55.213,0.282343,0.265832,0.281411,0.271663,0.197351,1,105,105
4.07399,66.8199,4.2288,52.8746,0.276148,0.311216,0.33126,0.322193,0.206381,1,106,106
4.15321,67.1828,4.72081,58.6556,0.282752,0.298067,0.340767,0.299508,0.19728,1,107,107
4.08924,66.5111,4.52692,57.9201,0.279978,0.285118,0.349513,0.317598,0.205701,1,108,108
4.08233,66.8518,4.65131,53.0087,0.262924,0.266128,0.28472,0.315471,0.196828,1,109,109
4.00422,68.028,3.96525,54.6139,0.286972,0.2785,0.50018,0.389732,0.197562,1,110,110
4.04173,66.3612,4.2986,53.9103,0.281729,0.290845,0.32839,0.31535,0.204894,1,111,111
4.00156,64.8478,4.7044,52.8565,0.299164,0.280326,0.328466,0.381964,0.203114,1,112,112
3.92812,67.207,3.82495,51.8521,0.291482,0.244052,0.297647,0.299507,0.199669,1,113,113
3.9494,67.4678,4.37703,52.3528,0.282688,0.255259,0.28497,0.337182,0.200511,1,114,114
4.05727,71.9253,4.38788,57.3241,0.294154,0.244224,0.357279,0.310649,0.202735,1,115,115
4.12967,71.3491,4.08023,54.1219,0.286489,0.292045,0.265889,0.305588,0.203289,1,116,116
4.23065,68.7199,4.03296,50.7208,0.305068,0.272029,0.27232,0.338004,0.201617,1,117,117
4.27247,70.1007,4.16955,50.2052,0.291415,0.27666,0.290269,0.329201,0.205557,1,118,118
4.27494,69.5075,4.33119,51.578,0.300319,0.280312,0.293825,0.339891,0.20513,1,119,119
4.33419,69.6498,3.85883,53.4703,0.310443,0.274808,0.30582,0.274556,0.1983,1,120,120
4.4135,67.6047,4.1769,54.1697,0.303571,0.302177,0.332848,0.333488,0.204455,1,121,121
4.42592,69.1867,4.48238,52.3543,0.319443,0.258867,0.371817,0.276095,0.202551,1,122,122
4.44521,69.0692,5.48434,54.521,0.320153,0.254081,0.472319,0.303394,0.202099,1,123,123
4.33112,67.4436,3.70069,52.9245,0.342222,0.266004,0.211386,0.269227,0.201371,1,124,124
4.29512,68.7586,3.68843,52.1535,0.314491,0.294755,0.36714,0.369016,0.200388,1,125,125
4.29509,68.4369,3.76843,54.9046,0.311664,0.254667,0.373677,0.283472,0.202925,1,126,126
4.34311,68.014,4.03059,54.5913,0.31665,0.246286,0.392589,0.310494,0.201598,1,127,127
4.40548,67.0737,3.98097,50.2971,0.315835,0.278517,0.357038,0.338088,0.201197,1,128,128
4.34519,66.4519,3.95711,55.4598,0.288595,0.27115,0.391065,0.3205,0.199454,1,129,129
4.32235,66.618,4.07056,54.6048,0.295784,0.273537,0.42332,0.353774,0.200146,1,130,130
4.30466,65.2975,4.02951,55.2747,0.291217,0.277089,0.338671,0.320352,0.19999,1,131,131
4.27554,67.5849,4.08418,53.8382,0.298903,0.292943,0.388716,0.277112,0.202244,1,132,132
4.19165,66.9946,4.25348,52.3704,0.314962,0.301363,0.345893,0.296206,0.202266,1,133,133
4.37297,64.7441,3.99493,52.9453,0.325842,0.297539,0.440687,0.274076,0.199844,1,134,134
4.29332,65.1918,3.81344,53.0256,0.310299,0.286494,0.378349,0.335168,0.200933,1,135,135
4.22919,65.2119,3.96803,55.9161,0.306398,0.290748,0.421451,0.35811,0.201763,1,136,136
4.18214,65.2915,4.11724,55.8971,0.300089,0.281887,0.40771,0.345961,0.201313,1,137,137
4.11198,67.3673,3.9294,53.5886,0.305451,0.293905,0.492954,0.337657,0.200014,1,138,138
4.15028,67.7089,4.31796,54.9594,0.292646,0.277085,0.356985,0.307618,0.200921,1,139,139
4.20818,68.0473,4.7381,54.4986,0.281006,0.289743,0.386249,0.314969,0.203125,1,140,140
4.11817,67.8012,4.07564,52.7915,0.280715,0.278171,0.313692,0.335517,0.200501,1,141,141
4.09264,66.1174,4.75814,55.9342,0.25032,0.292323,0.336759,0.280787,0.198976,1,142,142
4.11257,66.6831,4.14983,53.5718,0.250224,0.271198,0.301771,0.308578,0.198002,1,143,143
4.0719,67.8073,4.26814,53.7376,0.253385,0.272266,0.298737,0.389865,0.204496,1,144,144
4.00462,66.6532,4.50744,52.8668,0.252423,0.303488,0.291656,0.270492,0.198487,1,145,145
4.02623,65.1767,4.36822,55.8012,0.251471,0.249239,0.332501,0.337273,0.204053,1,146,146
4.13344,65.3163,4.18772,51.0419,0.249462,0.27954,0.313792,0.307697,0.198063,1,147,147
4.12769,66.6768,3.9608,52.3332,0.254087,0.291546,0.381311,0.334925,0.205539,1,148,148
4.16684,67.4353,4.33209,59.0333,0.245199,0.29987,0.334001,0.339482,0.203224,1,149,149
4.16188,65.6754,4.20115,50.3929,0.270495,0.264374,0.325389,0.277926,0.199976,1,150,150
4.13571,65.3525,4.14036,52.4505,0.267285,0.251742,0.36572,0.325591,0.19945,1,151,151
4.09587,66.2076,4.48207,54.8833,0.282511,0.276726,0.285286,0.356185,0.200274,1,152,152
4.07324,65.9317,4.07635,51.3349,0.282835,0.262262,0.335358,0.328921,0.202245,1,153,153
4.08797,66.3637,4.27667,55.4907,0.284486,0.255338,0.27863,0.363859,0.203067,1,154,154
4.06887,67.6309,4.20449,52.1303,0.285514,0.273363,0.29691,0.342118,0.198259,1,155,155
4.1197,67.1842,4.42526,52.9393,0.280892,0.281376,0.399387,0.3555,0.203527,1,156,156
4.12891,66.1352,3.99107,52.1231,0.273423,0.284607,0.378971,0.342323,0.200839,1,157,157
4.13084,65.6576,4.25493,54.3191,0.267885,0.285694,0.385755,0.328771,0.200572,1,158,158
4.06416,66.8147,4.18566,50.6646,0.289611,0.297559,0.283205,0.324316,0.203147,1,159,159
4.03082,66.9195,3.84205,53.8983,0.294056,0.260146,0.295211,0.295107,0.200837,1,160,160
4.08141,69.2405,4.08623,51.9135,0.292994,0.239541,0.204962,0.335144,0.201328,1,161,161
4.12033,66.71,4.30582,55.6489,0.296927,0.312561,0.258908,0.32174,0.203648,1,162,162
3.99672,70.294,4.20307,51.9588,0.285105,0.288678,0.214618,0.321128,0.204123,1,163,163
3.95935,68.4523,3.92925,53.6077,0.295791,0.277782,0.310488,0.341439,0.200926,1,164,164
4.10311,66.205,4.72355,54.7465,0.27395,0.287123,0.31828,0.305966,0.201923,1,165,165
4.15754,66.2458,4.64801,57.4902,0.278204,0.271974,0.30954,0.273002,0.200878,1,166,166
4.02294,65.4983,3.89427,51.1561,0.274873,0.237587,0.473833,0.319254,0.199805,1,167,167
3.95786,66.3814,4.15765,50.618,0.273964,0.257387,0.333726,0.358501,0.200913,1,168,168
3.95729,66.0908,4.16473,54.0499,0.287088,0.261406,0.349494,0.324287,0.200729,1,169,169
3.89154,68.2234,4.80929,58.3803,0.280092,0.24920900000000001,0.4724,0.318892,0.20221,1,170,170
3.98323,68.4853,4.3623,50.6877,0.276329,0.242228,0.341163,0.334849,0.2016,1,171,171
3.91692,66.8019,4.55363,59.1602,0.274065,0.256776,0.401653,0.365981,0.203221,1,172,172
3.93103,67.1218,3.85539,51.0674,0.31182,0.2748,0.476767,0.331364,0.200466,1,173,173
3.89964,66.0027,4.15809,54.5735,0.318972,0.266614,0.424587,0.337132,0.200109,1,174,174
4.02349,68.9109,3.85495,55.5424,0.327675,0.233061,0.421876,0.336317,0.202467,1,175,175
4.08411,66.0389,4.13307,55.2309,0.30934,0.275318,0.350314,0.270491,0.200011,1,176,176
4.08891,65.9492,4.0253,58.6919,0.315305,0.260655,0.343429,0.290411,0.204045,1,177,177
4.07903,65.0818,4.61352,53.3812,0.267041,0.241862,0.493379,0.325579,0.200343,1,178,178
4.05649,67.6787,4.6312,56.0744,0.286539,0.260213,0.416058,0.236767,0.20424900000000001,1,179,179
4.04026,65.9833,4.81923,55.6647,0.294218,0.239695,0.272345,0.319933,0.199709,1,180,180
4.05414,67.331,4.46342,53.3055,0.297287,0.271947,0.335732,0.289482,0.201011,1,181,181
4.02278,67.0776,4.38445,52.8607,0.305682,0.279492,0.279905,0.32747,0.202303,1,182,182
4.0324,66.5914,4.68728,52.608,0.30323,0.278512,0.30079,0.324143,0.204286,1,183,183
3.99436,66.2503,4.46191,58.1543,0.293195,0.243341,0.429446,0.339287,0.198794,1,184,184
4.1179500000000004,67.2799,4.42779,51.9106,0.305698,0.255481,0.344159,0.330543,0.20405,1,185,185
4.01611,68.1601,4.22379,50.036,0.338986,0.230269,0.338672,0.328057,0.198301,1,186,186
4.12089,68.3579,4.6185600000000004,56.7996,0.324116,0.263306,0.352567,0.3208,0.202927,1,187,187
4.05426,67.9205,4.24783,53.4575,0.328229,0.314055,0.317615,0.360378,0.198747,1,188,188
4.14354,66.8883,4.4981,57.7383,0.313823,0.293621,0.280349,0.302136,0.203722,1,189,189
4.11697,66.3847,4.40877,54.5083,0.319325,0.30287,0.332729,0.316843,0.199495,1,190,190
4.1857,66.672,4.23535,50.7209,0.300336,0.289208,0.438048,0.339888,0.200601,1,191,191
4.21551,65.3333,3.73933,55.9913,0.305973,0.261641,0.433971,0.33767200000000003,0.200972,1,192,192
4.15853,65.5415,3.71431,53.0542,0.307387,0.289194,0.367643,0.358472,0.197173,1,193,193
4.33162,64.6417,4.61617,54.253,0.301867,0.263869,0.337812,0.284742,0.205409,1,194,194
4.33784,69.5928,3.89555,52.462,0.315015,0.279226,0.36457,0.328779,0.198539,1,195,195
4.26086,66.522,4.26136,51.1956,0.30541,0.27503,0.353651,0.327086,0.204045,1,196,196
4.17531,70.1204,4.23206,54.5545,0.293508,0.272616,0.272577,0.370609,0.202989,1,197,197
4.08877,69.1812,4.4624,53.8081,0.276846,0.257519,0.356633,0.330541,0.198941,1,198,198
4.03409,66.9177,4.57478,53.5342,0.296169,0.232053,0.415647,0.358584,0.202533,1,199,199
4.04829,66.9088,4.32104,54.3524,0.301858,0.269808,0.456117,0.334416,0.197741,1,200,200
3.95344,66.8293,3.73103,54.9853,0.316241,0.25381,0.436979,0.293039,0.205829,1,201,201
4.03824,68.9672,4.30957,51.5212,0.313759,0.265287,0.563642,0.365107,0.197531,1,202,202
4.07804,70.0181,4.00358,50.8959,0.307592,0.264222,0.393106,0.403518,0.2041,1,203,203
4.19738,68.1697,4.47302,55.3359,0.274193,0.243506,0.431757,0.307583,0.201727,1,204,204
4.18483,66.5586,4.0381,51.4813,0.270165,0.252323,0.259387,0.32801400000000003,0.203391,1,205,205
4.30101,67.3297,3.92913,57.0562,0.283443,0.239689,0.267255,0.29327,0.203188,1,206,206
4.09728,67.9887,4.06712,47.4605,0.28213,0.267329,0.307843,0.322883,0.203545,1,207,207
4.08672,69.0343,3.86425,56.0466,0.305315,0.244443,0.24935,0.344506,0.201407,1,208,208
4.081,68.9417,4.11861,49.6997,0.285028,0.287786,0.318154,0.361424,0.202539,1,209,209
4.1214,68.8795,4.53161,56.3901,0.287676,0.257075,0.326008,0.343559,0.200255,1,210,210
4.12901,69.8943,4.70357,55.5623,0.280893,0.27367,0.432306,0.34694,0.19931,1,211,211
4.05089,64.9467,4.334,56.6999,0.29399,0.279652,0.362636,0.338294,0.203954,1,212,212
4.04573,66.8909,4.02231,58.3222,0.308938,0.273909,0.393803,0.391071,0.202475,1,213,213
4.05714,66.6317,4.35653,55.4914,0.295069,0.284934,0.237736,0.345025,0.199568,1,214,214
4.06141,65.4119,4.27103,56.4905,0.294621,0.285578,0.350221,0.374978,0.198725,1,215,215
4.06159,66.9065,4.69067,57.7145,0.293325,0.271359,0.318939,0.308256,0.203486,1,216,216
4.02492,66.9189,4.05238,58.0289,0.28932,0.279596,0.334947,0.348721,0.201847,1,217,217
4.04536,66.62,4.1038,59.5072,0.290421,0.264555,0.347541,0.375807,0.199299,1,218,218
4.06543,65.9907,4.33259,60.1081,0.298439,0.267081,0.395008,0.367305,0.201801,1,219,219
4.05323,66.5413,4.35026,53.3282,0.300788,0.277269,0.37433,0.322528,0.201411,1,220,220
4.1279,65.1899,3.80897,52.424,0.312714,0.316074,0.335419,0.318136,0.204265,1,221,221
4.11168,67.1751,4.38669,54.4155,0.310348,0.26345,0.375482,0.292685,0.197919,1,222,222
4.03961,62.6897,4.40328,53.1607,0.331781,0.302446,0.274008,0.34013,0.196679,1,223,223
4.04154,63.3247,4.30862,55.5031,0.327084,0.261411,0.303946,0.311881,0.198891,1,224,224
3.95724,65.2422,3.95322,54.5825,0.331943,0.269569,0.307538,0.34632,0.201019,1,225,225
3.9585,66.5542,4.31241,56.9221,0.336116,0.246653,0.318989,0.401542,0.203299,1,226,226
3.97708,67.2004,4.42413,55.8865,0.337874,0.231362,0.352715,0.373529,0.201817,1,227,227
3.97672,68.2171,4.00265,56.5987,0.333021,0.258016,0.423748,0.377143,0.199701,1,228,228
3.85092,70.54,4.27558,50.5926,0.317308,0.306517,0.339014,0.273427,0.202709,1,229,229
3.84709,66.1753,4.34792,52.8283,0.334176,0.282154,0.284521,0.333422,0.200688,1,230,230
4.01863,63.5471,4.1119,53.36,0.329517,0.274448,0.303765,0.28606,0.200036,1,231,231
4.01236,64.7727,4.1514,55.7079,0.351963,0.275637,0.387262,0.369479,0.202852,1,232,232
4.02572,64.9395,4.16933,56.6685,0.360177,0.276213,0.414405,0.29812,0.202927,1,233,233
4.06343,64.2054,4.44426,54.9521,0.320473,0.285243,0.446707,0.303023,0.198501,1,234,234
4.05681,64.6359,4.31718,54.3006,0.335202,0.283903,0.444815,0.259872,0.206518,1,235,235
3.81032,69.0437,3.8495,54.9396,0.347165,0.302644,0.5098,0.322759,0.197238,1,236,236
3.85837,66.404,4.68154,54.9387,0.323459,0.269363,0.400136,0.334283,0.204449,1,237,237
3.91754,66.7992,4.39717,50.2827,0.306435,0.264081,0.308153,0.387563,0.197961,1,238,238
3.90866,67.4007,3.88769,50.5759,0.313071,0.273594,0.358867,0.400328,0.202684,1,239,239
3.95285,67.7318,4.00629,52.5571,0.309931,0.286869,0.331928,0.261601,0.198648,1,240,240
3.96008,68.3022,3.98207,53.0168,0.30387,0.265266,0.258578,0.299782,0.200841,1,241,241
3.94226,68.0829,4.80797,52.3454,0.294841,0.293104,0.392933,0.318978,0.201308,1,242,242
3.92754,68.56,4.22648,53.0996,0.311594,0.285783,0.365167,0.299494,0.202191,1,243,243
3.94545,69.1645,4.24955,53.0918,0.313422,0.297472,0.294439,0.327954,0.200756,1,244,244
3.97289,68.0217,3.85365,52.8671,0.289484,0.280402,0.422544,0.30184,0.204979,1,245,245
4.03047,68.3952,4.46869,53.606,0.276467,0.267402,0.338076,0.291216,0.199558,1,246,246
4.02917,66.127,3.88156,51.9816,0.272978,0.301095,0.417662,0.321589,0.202647,1,247,247
3.99071,65.6386,4.2375,56.1123,0.279039,0.271066,0.310262,0.274847,0.200854,1,248,248
4.00947,64.9949,4.58396,54.2274,0.28083,0.271577,0.325739,0.254885,0.196246,1,249,249
4.04383,67.7435,4.10852,54.7867,0.27535,0.272162,0.3999,0.311292,0.207019,1,250,250
4.06387,67.8448,3.91958,54.7088,0.271804,0.27332,0.499008,0.272878,0.196584,1,251,251
4.0526,66.6083,3.88244,55.5731,0.267608,0.286621,0.53989,0.302748,0.194927,1,252,252
4.13522,65.7989,4.40247,52.9752,0.266564,0.283863,0.337698,0.312293,0.207837,1,253,253
4.04975,67.302,3.98993,53.8361,0.269682,0.283926,0.364055,0.396173,0.203646,1,254,254
4.13409,68.5782,4.16569,53.0721,0.273299,0.29159,0.349632,0.317792,0.199666,1,255,255
4.16796,69.5616,4.13861,54.9338,0.282187,0.246881,0.416384,0.331876,0.201218,1,256,256
4.17171,70.1401,4.02715,48.7457,0.280821,0.231278,0.380417,0.345053,0.200538,1,257,257
4.22502,68.9075,4.43779,50.7086,0.289018,0.241363,0.286439,0.348845,0.19761600000000001,1,258,258
4.10469,70.8342,4.3003,57.6219,0.297606,0.286916,0.466437,0.308528,0.199832,1,259,259
4.07758,68.4706,4.19958,53.1865,0.300499,0.25709,0.525369,0.304257,0.197064,1,260,260
3.95401,66.7714,3.85269,56.6741,0.29287,0.303083,0.44034,0.395788,0.201325,1,261,261
4.04004,65.4543,3.78131,54.2176,0.283179,0.259247,0.432501,0.327018,0.200005,1,262,262
3.97312,64.0329,3.93166,58.8849,0.285525,0.265916,0.468413,0.37519,0.202362,1,263,263
3.87043,65.0976,4.44084,54.0742,0.292807,0.255635,0.453972,0.355191,0.200256,1,264,264
3.90189,66.8566,3.96734,56.6759,0.310875,0.30266,0.4557,0.317452,0.199953,1,265,265
3.93245,69.0639,3.81795,53.5196,0.329461,0.257915,0.542513,0.333807,0.201765,1,266,266
3.93352,68.5023,3.73585,58.0527,0.304084,0.251777,0.400704,0.287229,0.201068,1,267,267
4.00313,69.5261,3.8861,52.9427,0.287578,0.269557,0.470859,0.285194,0.201864,1,268,268
4.01881,68.2347,3.92302,53.3374,0.29,0.268196,0.496056,0.314931,0.199524,1,269,269
3.98669,70.6195,3.62516,52.7514,0.294129,0.28441,0.437903,0.326201,0.203072,1,270,270
4.07005,68.6599,4.60363,53.2696,0.307084,0.263097,0.376993,0.309563,0.198835,1,271,271
3.98673,69.7777,4.00146,52.3582,0.321968,0.24601,0.515036,0.421251,0.202614,1,272,272
