TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
4.11793,67.4829,3.29617,52.2724,0.323396,0.300065,0.398296,0.343742,0.198717,1,29,29
4.08874,68.7128,3.88577,51.4595,0.314098,0.320029,0.353332,0.358357,0.201314,1,30,30
4.15742,68.64,4.77614,52.2215,0.303041,0.258356,0.383914,0.304186,0.201046,1,31,31
4.16407,68.3899,4.04022,55.5099,0.328314,0.260634,0.368837,0.415835,0.203383,1,32,32
4.22168,67.4463,4.03448,55.8625,0.334809,0.302328,0.38285,0.332738,0.201626,1,33,33
4.19119,66.2185,4.58456,53.5222,0.345746,0.273078,0.508682,0.297601,0.201846,1,34,34
4.23451,67.4728,3.89637,54.6643,0.325833,0.261827,0.373886,0.347487,0.201351,1,35,35
4.26795,68.2795,4.58577,55.0438,0.28801,0.291615,0.544184,0.314609,0.201117,1,36,36
4.18805,70.0513,3.96568,54.5558,0.299904,0.290135,0.418093,0.375713,0.199283,1,37,37
4.17432,69.3804,3.89026,52.0793,0.286242,0.294217,0.421865,0.354126,0.198263,1,38,38
4.11301,69.1015,3.29686,54.9747,0.312165,0.306441,0.556633,0.367725,0.204716,1,39,39
4.13085,65.8646,4.01369,54.3341,0.309392,0.312168,0.413509,0.32226,0.196833,1,40,40
4.09404,66.3473,3.62242,51.6635,0.313661,0.294898,0.568519,0.339766,0.199896,1,41,41
4.12784,65.5614,4.07667,53.8859,0.313344,0.305339,0.519171,0.325516,0.200489,1,42,42
4.11868,64.5671,3.83249,52.3958,0.305934,0.270663,0.368963,0.339484,0.200733,1,43,43
4.13235,65.1816,3.88363,49.2758,0.282219,0.274495,0.323272,0.36639,0.198592,1,44,44
4.1454,64.9208,4.29269,55.7265,0.306104,0.291747,0.362633,0.389935,0.203353,1,45,45
4.09993,67.5394,3.92159,51.5281,0.331553,0.256796,0.391398,0.376597,0.197969,1,46,46
4.0513,65.352,4.04711,50.3553,0.326681,0.266432,0.289079,0.415363,0.202757,1,47,47
4.0616,64.9951,4.43895,56.3642,0.318855,0.253214,0.220086,0.309355,0.199149,1,48,48
4.01478,64.9631,4.161,52.5388,0.316526,0.25016,0.216767,0.269171,0.199459,1,49,49
4.02847,66.3621,4.04321,53.4117,0.324317,0.304452,0.327592,0.304279,0.202598,1,50,50
4.00123,63.3407,4.06402,56.4411,0.315764,0.278021,0.0965565,0.31834,0.205214,1,51,51
4.00876,65.4587,4.29853,53.0892,0.31072,0.281131,0.169212,0.403625,0.202604,1,52,52
3.97344,64.6286,4.34617,53.9903,0.313077,0.282307,0.153844,0.406,0.201236,1,53,53
4.00748,66.6322,4.31651,54.7924,0.301515,0.306046,0.181644,0.323765,0.20208,1,54,54
4.06529,68.9264,4.0633,52.0326,0.306528,0.295362,0.288234,0.354111,0.201954,1,55,55
4.03991,70.0039,4.02984,49.8021,0.309043,0.263309,0.210581,0.336569,0.201715,1,56,56
4.05035,72.7806,4.00337,54.3461,0.287878,0.27101,0.222354,0.290582,0.201832,1,57,57
3.99664,71.485,4.26237,51.0263,0.305868,0.309361,0.169436,0.273918,0.201528,1,58,58
4.06972,70.0181,4.23946,50.4346,0.29548,0.299049,0.21088,0.294506,0.202727,1,59,59
4.00012,69.5561,4.29611,55.1152,0.301596,0.317959,0.247954,0.302523,0.203302,1,60,60
3.97406,69.1423,4.37654,54.3922,0.293743,0.314218,0.243686,0.273887,0.203565,1,61,61
4.00308,68.6627,4.7605,54.7152,0.306775,0.33246,0.235407,0.268638,0.203888,1,62,62
4.06533,64.376,4.16186,54.7914,0.288077,0.258804,0.38399,0.307114,0.199217,1,63,63
4.00934,66.9325,4.31383,55.2297,0.312157,0.303478,0.348927,0.348213,0.204967,1,64,64
4.0489,68.2717,4.64738,54.1654,0.329579,0.283337,0.26785,0.340333,0.198324,1,65,65
4.09598,71.7056,3.51168,58.645,0.311351,0.318533,0.361193,0.340188,0.203865,1,66,66
4.14527,71.3607,4.17157,58.8514,0.292144,0.294903,0.362341,0.32922,0.202959,1,67,67
4.09935,71.8584,4.29808,49.2492,0.2785,0.268264,0.410915,0.305648,0.199177,1,68,68
4.05374,70.1993,4.16431,55.1573,0.296532,0.262177,0.221202,0.281985,0.206569,1,69,69
3.89783,68.6086,3.82487,54.5324,0.30151,0.272469,0.429113,0.322949,0.203822,1,70,70
3.90672,65.9699,4.29413,55.4093,0.282484,0.285487,0.337036,0.315131,0.200917,1,71,71
3.96194,64.4376,4.46163,50.3476,0.274342,0.251627,0.422228,0.342354,0.202377,1,72,72
3.95363,63.9885,4.38426,51.9548,0.291979,0.284478,0.406097,0.304929,0.199799,1,73,73
3.95999,64.2232,4.4551,52.2397,0.294312,0.277789,0.390111,0.304653,0.200552,1,74,74
3.9319,64.8286,4.68879,51.3816,0.290232,0.284845,0.475994,0.336997,0.201937,1,75,75
3.86121,66.3323,4.50592,54.7499,0.291897,0.28957,0.467213,0.239205,0.198932,1,76,76
3.96471,67.3824,4.21731,56.0731,0.284431,0.274599,0.24332,0.420984,0.202801,1,77,77
3.97262,67.676,4.01686,58.0108,0.316185,0.287962,0.332115,0.375974,0.20039,1,78,78
4.00534,67.3938,4.14135,54.7309,0.304113,0.255032,0.314312,0.37997,0.201604,1,79,79
3.94896,68.4187,3.72325,55.6901,0.302227,0.253693,0.246014,0.4149,0.200497,1,80,80
4.05097,67.0237,4.15304,56.5353,0.291074,0.283576,0.40068,0.382415,0.202528,1,81,81
4.05953,67.0057,4.66302,51.7856,0.298631,0.278808,0.362214,0.354055,0.20003,1,82,82
4.04519,65.5727,4.58461,53.522,0.281188,0.267641,0.356151,0.394343,0.201908,1,83,83
4.07542,69.5976,4.36642,54.8126,0.265272,0.292679,0.248239,0.29118,0.201572,1,84,84
4.11886,66.8195,4.11978,55.6714,0.257026,0.249996,0.269469,0.249106,0.201094,1,85,85
4.08688,68.4204,4.41661,53.0474,0.26993,0.250124,0.354755,0.318712,0.206384,1,86,86
4.08653,69.3189,4.1204,54.6845,0.260538,0.255593,0.366392,0.332112,0.197704,1,87,87
4.11206,70.0964,4.38873,55.6736,0.259458,0.293898,0.423927,0.302545,0.196405,1,88,88
4.09203,69.7576,4.00285,53.568,0.250836,0.269257,0.371714,0.270333,0.199584,1,89,89
4.03212,65.9479,3.94226,53.9396,0.279039,0.29714,0.30028,0.352648,0.202074,1,90,90
4.11669,67.0633,4.52316,55.6624,0.270004,0.263517,0.323437,0.377991,0.200032,1,91,91
4.11024,67.0502,5.02312,52.5706,0.289067,0.302265,0.341143,0.335646,0.202381,1,92,92
4.01719,66.2881,3.97283,57.6286,0.282226,0.263512,0.247135,0.321577,0.200387,1,93,93
4.01965,66.5189,3.91546,56.1315,0.276584,0.260884,0.286096,0.316836,0.201823,1,94,94
4.00166,66.0061,3.69222,57.0181,0.282739,0.285818,0.323861,0.331959,0.200744,1,95,95
4.03155,66.3462,3.97995,57.1606,0.279674,0.273456,0.20118,0.336477,0.201076,1,96,96
4.04374,67.8959,4.37376,55.2479,0.264649,0.285848,0.371848,0.298962,0.203612,1,97,97
4.10724,70.0303,4.58993,54.8271,0.265918,0.252576,0.252985,0.275322,0.200221,1,98,98
4.12827,67.0466,4.18507,54.3597,0.294255,0.273327,0.235241,0.33364,0.204224,1,99,99
4.09883,66.3351,3.80786,53.6747,0.305408,0.260722,0.297562,0.366804,0.200648,1,100,100
4.0292,66.9847,4.61234,52.5149,0.308645,0.256398,0.374014,0.309843,0.203877,1,101,101
3.97904,67.3905,4.32168,53.1402,0.310426,0.284523,0.39323,0.270642,0.199113,1,102,102
3.9065,66.9252,4.63971,54.9782,0.309805,0.247669,0.328437,0.346784,0.202423,1,103,103
3.90215,64.9468,4.05302,55.0014,0.313769,0.259458,0.242454,0.327574,0.199528,1,104,104
3.93736,66.2277,4.01571,55.5781,0.307787,0.256359,0.340743,0.369605,0.200311,1,105,105
3.97023,67.1509,4.98131,53.9991,0.300747,0.271828,0.328403,0.306498,0.204088,1,106,106
4.00332,67.3169,4.09306,53.6084,0.287133,0.268359,0.372853,0.322964,0.200242,1,107,107
4.03306,67.3053,4.45037,51.8774,0.273732,0.283467,0.389612,0.371444,0.202884,1,108,108
3.98284,67.2877,4.17585,52.1101,0.268672,0.251104,0.344813,0.2949,0.200475,1,109,109
4.05389,68.3374,4.17075,53.2451,0.269503,0.272731,0.315117,0.334786,0.203624,1,110,110
4.10168,68.4969,4.44405,54.0045,0.27898,0.24003,0.314113,0.284354,0.20208,1,111,111
3.97387,66.6528,4.21114,52.4795,0.280778,0.294604,0.326653,0.336735,0.205066,1,112,112
4.00404,67.3491,4.69826,54.3392,0.273084,0.271268,0.377019,0.333652,0.201926,1,113,113
4.04274,68.9287,4.23403,52.8272,0.285882,0.253654,0.441784,0.33294,0.19839,1,114,114
4.12281,67.153,4.4364,56.6054,0.273044,0.292347,0.364437,0.330671,0.201879,1,115,115
4.03134,67.3316,4.41685,51.5609,0.269115,0.278623,0.156032,0.309213,0.2021,1,116,116
3.98791,67.7942,3.9974,55.3738,0.269204,0.301865,0.193871,0.312004,0.200425,1,117,117
4.02245,70.4218,4.12619,53.1674,0.261755,0.30418,0.381306,0.280132,0.204862,1,118,118
4.02535,68.7177,4.67536,55.8721,0.254964,0.260405,0.29461,0.30303,0.197404,1,119,119
3.99024,71.0568,4.25541,50.3388,0.257982,0.278546,0.226512,0.346655,0.205882,1,120,120
4.03076,68.5246,4.2297,54.1811,0.25828,0.253652,0.254769,0.257727,0.19836,1,121,121
3.99889,68.1783,4.41899,51.7493,0.2739,0.259585,0.185243,0.331336,0.205416,1,122,122
4.02228,71.3217,4.0098,52.0397,0.297117,0.284925,0.326415,0.362699,0.204098,1,123,123
4.02658,70.1666,3.76902,51.7173,0.285305,0.278602,0.29293,0.34785,0.203952,1,124,124
4.10233,69.6039,4.41313,53.9446,0.292796,0.259745,0.287928,0.347386,0.195859,1,125,125
4.03912,69.9306,4.30378,52.6949,0.300416,0.263094,0.287107,0.334509,0.197174,1,126,126
4.02514,69.3598,4.19959,52.1932,0.303936,0.27925,0.34241,0.339765,0.205312,1,127,127
4.03398,69.7631,4.39724,50.9955,0.3224,0.275,0.329016,0.35381,0.200153,1,128,128
3.94578,68.7006,4.23934,51.6835,0.317102,0.289264,0.460524,0.330752,0.204505,1,129,129
4.0446,68.2592,4.37712,54.4014,0.317488,0.297646,0.529952,0.340792,0.199841,1,130,130
4.05131,65.1433,4.14825,56.8623,0.313489,0.248748,0.29473,0.328715,0.205308,1,131,131
4.08825,67.0775,4.2837,52.8994,0.307971,0.25083,0.413657,0.310085,0.199936,1,132,132
3.97177,66.4648,4.22992,54.3645,0.305685,0.246243,0.394486,0.322798,0.204486,1,133,133
3.97315,66.4533,3.9685,57.4276,0.300309,0.274236,0.415852,0.328072,0.204168,1,134,134
3.94006,64.6971,4.11225,52.5221,0.31768,0.269653,0.261506,0.360065,0.199525,1,135,135
3.92281,66.5179,4.08272,54.3581,0.301232,0.314235,0.280565,0.282172,0.202895,1,136,136
3.98645,68.4231,3.85711,50.6441,0.27994,0.288477,0.442192,0.354918,0.19837,1,137,137
3.95564,67.1727,4.31763,53.0455,0.273492,0.282541,0.303335,0.307924,0.203802,1,138,138
3.96332,66.2475,4.78997,55.3978,0.279111,0.322741,0.318888,0.31952,0.197176,1,139,139
3.93964,66.2441,4.70571,55.4127,0.275366,0.321606,0.32252,0.289374,0.201323,1,140,140
3.93865,66.5523,3.98511,51.1724,0.269489,0.32403,0.486081,0.309259,0.201478,1,141,141
3.91065,66.0577,3.96244,52.5291,0.280783,0.309869,0.516877,0.319962,0.204182,1,142,142
3.965,66.716,4.12619,51.5073,0.274295,0.297513,0.414283,0.31529,0.201491,1,143,143
3.96666,67.2891,4.57496,55.9366,0.283444,0.299035,0.403555,0.327277,0.202039,1,144,144
3.99143,69.4856,4.47184,53.208,0.282349,0.28198,0.281706,0.304993,0.201289,1,145,145
4.02641,71.1083,4.15216,52.5038,0.290982,0.270608,0.366359,0.28806,0.203586,1,146,146
4.05815,69.971,4.2568,52.9285,0.269672,0.270379,0.374167,0.329822,0.200092,1,147,147
4.04961,70.353,3.95361,54.0917,0.279834,0.265875,0.325416,0.339526,0.200549,1,148,148
4.08651,67.8681,3.98589,53.1805,0.275346,0.245886,0.341118,0.29285,0.202872,1,149,149
4.07347,68.3055,3.97499,52.1228,0.289769,0.254456,0.379838,0.317942,0.200995,1,150,150
3.98424,64.9973,4.13002,53.7355,0.307526,0.287779,0.382746,0.366069,0.202361,1,151,151
3.98652,66.5172,4.02295,52.1133,0.288234,0.295054,0.190796,0.297847,0.202226,1,152,152
4.02767,67.7513,4.12223,53.7197,0.302682,0.264491,0.246761,0.335728,0.199934,1,153,153
4.02793,67.7267,4.14547,53.1951,0.301872,0.269871,0.259175,0.336089,0.200153,1,154,154
4.05579,68.3761,4.14953,53.1991,0.305839,0.283109,0.350029,0.369854,0.20166,1,155,155
4.08474,72.4514,3.98299,54.8497,0.287273,0.260558,0.44419,0.310773,0.202371,1,156,156
4.11522,70.9098,4.68863,54.6826,0.28031,0.263833,0.32756,0.340034,0.200807,1,157,157
4.07352,69.3598,4.28529,56.688,0.286654,0.262913,0.266845,0.336405,0.203707,1,158,158
4.14328,66.1928,4.43777,56.8021,0.28068,0.259615,0.303418,0.359013,0.203029,1,159,159
4.20412,66.0019,4.50706,55.2052,0.295949,0.267554,0.250642,0.304912,0.201119,1,160,160
4.20347,66.4056,4.34549,54.0457,0.286042,0.276689,0.273125,0.310181,0.199612,1,161,161
4.18591,69.1404,4.1019,53.1345,0.286236,0.262366,0.29019,0.392352,0.199367,1,162,162
4.17816,67.7193,4.52924,54.5207,0.288816,0.265181,0.340451,0.383804,0.202542,1,163,163
4.20251,68.9097,4.16494,53.6753,0.279774,0.247965,0.344875,0.343713,0.201428,1,164,164
4.16738,70.262200000000007,4.23002,58.1656,0.282472,0.244128,0.442593,0.308685,0.201908,1,165,165
4.2046,67.7517,4.05836,50.6287,0.294663,0.269415,0.393386,0.295194,0.202877,1,166,166
4.13645,66.8966,4.96332,56.8828,0.295624,0.258731,0.543861,0.286402,0.199272,1,167,167
4.12604,68.9391,4.16876,53.9723,0.305613,0.253028,0.457783,0.323511,0.202808,1,168,168
4.14986,67.1343,4.22739,55.2175,0.302843,0.286431,0.393768,0.302767,0.201928,1,169,169
4.15877,68.4308,3.87459,53.4555,0.296384,0.280317,0.432065,0.281539,0.200027,1,170,170
4.24305,67.6957,4.48645,55.5885,0.282229,0.271041,0.39514,0.347823,0.202966,1,171,171
4.27325,67.3029,4.20836,53.9737,0.281087,0.254025,0.302421,0.359122,0.199556,1,172,172
4.21053,66.732,4.01434,55.9091,0.283646,0.228791,0.353522,0.349994,0.204979,1,173,173
4.17399,68.1577,4.01833,52.4801,0.277185,0.249197,0.299855,0.351807,0.196919,1,174,174
4.20689,67.4146,3.84013,52.0916,0.286226,0.270378,0.336902,0.332795,0.205244,1,175,175
4.32707,67.454,4.72842,55.0783,0.272475,0.248802,0.348891,0.312984,0.198273,1,176,176
4.18316,67.1441,3.7197,54.0006,0.273317,0.282536,0.416458,0.315964,0.201488,1,177,177
4.27685,63.5289,3.76282,56.0231,0.282407,0.269281,0.417412,0.309522,0.201719,1,178,178
4.25383,67.215,4.02308,55.2483,0.266716,0.272182,0.331708,0.30187,0.200752,1,179,179
4.33063,65.6508,4.54482,53.5432,0.290145,0.243909,0.316983,0.288032,0.202601,1,180,180
4.27522,65.9517,3.66492,50.9405,0.281616,0.278539,0.497641,0.313267,0.201229,1,181,181
4.3094,69.3716,4.46716,58.9317,0.281543,0.245581,0.333486,0.389477,0.200875,1,182,182
4.26752,68.0472,4.27704,59.4255,0.286484,0.23628,0.330379,0.329351,0.202068,1,183,183
4.12193,67.5098,4.32856,54.6228,0.295091,0.257962,0.36605,0.312032,0.201883,1,184,184
4.1499,66.2798,4.23686,54.5547,0.302444,0.24774,0.563705,0.395441,0.200138,1,185,185
4.17604,67.4317,4.29816,56.8803,0.313463,0.27717,0.451379,0.407895,0.199786,1,186,186
4.13421,68.3999,3.96701,56.1522,0.293089,0.252546,0.436371,0.36437,0.203523,1,187,187
4.13695,66.8507,4.66897,55.6995,0.308445,0.27289,0.603918,0.328593,0.198583,1,188,188
4.14584,67.7001,4.56066,55.3387,0.299518,0.273118,0.531847,0.336844,0.199593,1,189,189
4.14254,67.2509,4.52518,57.7048,0.305448,0.25602,0.637782,0.329505,0.197748,1,190,190
4.17343,69.4696,4.35836,55.6736,0.314247,0.263702,0.390143,0.341306,0.199691,1,191,191
4.22956,68.6504,4.39598,57.1958,0.307784,0.24175,0.391649,0.342642,0.202452,1,192,192
4.07174,68.1894,3.82926,53.922,0.32732,0.265217,0.323787,0.287799,0.199737,1,193,193
4.09017,69.5872,3.80324,55.2001,0.316107,0.273116,0.31337,0.298256,0.201222,1,194,194
4.15067,67.4459,4.44899,56.0147,0.298687,0.27528,0.269784,0.296071,0.203228,1,195,195
4.13384,70.2901,4.06893,52.2172,0.275923,0.295985,0.275595,0.315875,0.202992,1,196,196
4.2345,65.6178,4.57847,54.9964,0.300422,0.27827,0.396941,0.265761,0.200688,1,197,197
4.27523,66.3034,3.97087,53.4786,0.303172,0.288767,0.425254,0.325357,0.202273,1,198,198
4.25132,66.0318,4.2823,53.5748,0.300229,0.279618,0.385138,0.322188,0.198386,1,199,199
4.25885,65.8648,3.80187,53.0324,0.286698,0.28759,0.386154,0.321543,0.202597,1,200,200
4.3302,66.0663,4.75493,54.3826,0.303886,0.297236,0.451096,0.303794,0.199583,1,201,201
4.31099,67.3086,4.01348,56.6689,0.311108,0.290448,0.342533,0.321265,0.201175,1,202,202
4.33106,65.9357,4.4842,53.1973,0.306629,0.298153,0.387757,0.351233,0.201399,1,203,203
4.3221,68.5538,3.97726,53.139,0.321843,0.274626,0.43955,0.321992,0.200551,1,204,204
4.28487,69.1763,3.99933,53.5451,0.31616,0.255135,0.504008,0.29619,0.202052,1,205,205
4.2353,66.1588,4.33336,53.2884,0.297902,0.265579,0.381829,0.353072,0.201202,1,206,206
4.2303,67.4658,3.95547,53.7696,0.282432,0.274857,0.323026,0.306921,0.201307,1,207,207
4.21566,68.6988,3.92551,52.3547,0.286569,0.275734,0.400995,0.329147,0.201344,1,208,208
4.19052,65.4289,4.29287,55.5765,0.283053,0.275099,0.342103,0.324352,0.20187,1,209,209
4.1728,68.4011,4.38193,53.3362,0.282908,0.239229,0.367161,0.295494,0.200528,1,210,210
4.1543,67.4803,4.20542,53.0491,0.278115,0.235121,0.343811,0.344321,0.201443,1,211,211
4.1139,69.3746,3.80476,55.0444,0.278036,0.290387,0.311249,0.359871,0.200431,1,212,212
4.16174,69.8533,4.56224,53.2142,0.262504,0.272276,0.345847,0.283518,0.202915,1,213,213
4.11978,69.9392,4.22159,52.6078,0.269127,0.25382,0.386718,0.368179,0.200114,1,214,214
4.2492,66.3339,3.9371,55.1955,0.244249,0.244519,0.420196,0.35311,0.205762,1,215,215
4.21698,68.0128,4.05649,55.8222,0.265174,0.251176,0.257568,0.39319,0.200248,1,216,216
4.25001,67.2408,4.13554,52.9555,0.274979,0.255437,0.263234,0.376219,0.203413,1,217,217
4.20878,68.2475,4.14038,51.5876,0.286319,0.264526,0.339851,0.365764,0.201019,1,218,218
4.18686,68.7321,3.76397,53.1447,0.280923,0.267961,0.396034,0.390339,0.20126,1,219,219
4.19684,67.0593,4.12767,55.6291,0.275181,0.2852,0.508712,0.414683,0.202198,1,220,220
4.23576,67.0922,3.84306,53.2875,0.267257,0.275453,0.49015,0.397619,0.200754,1,221,221
4.30024,66.1094,4.69938,55.3964,0.284469,0.262909,0.31377,0.388431,0.199865,1,222,222
4.15406,68.3731,3.64981,51.1199,0.304121,0.25151,0.361243,0.365846,0.200736,1,223,223
4.2455,66.7666,4.36657,53.6147,0.30307,0.266516,0.358637,0.34465,0.199963,1,224,224
4.36189,65.6972,4.10951,55.9902,0.309447,0.294027,0.469436,0.373126,0.201213,1,225,225
4.33463,63.5859,4.30345,55.3819,0.312555,0.270921,0.394082,0.352578,0.200837,1,226,226
4.28522,65.2825,4.19765,54.7917,0.286005,0.262655,0.381039,0.398786,0.200614,1,227,227
4.31862,65.68,3.47482,53.0444,0.313195,0.27904,0.38683,0.406638,0.201625,1,228,228
4.31754,65.6459,3.48989,52.7778,0.310435,0.277377,0.401601,0.398854,0.201465,1,229,229
4.30494,65.8784,4.05177,53.6363,0.301716,0.259949,0.357068,0.294813,0.197848,1,230,230
4.33496,64.9621,4.56749,54.1145,0.294884,0.276226,0.361588,0.321053,0.200246,1,231,231
4.3208,65.2682,4.42137,54.4901,0.300354,0.268164,0.392729,0.33687,0.201041,1,232,232
4.32272,66.3964,3.93328,50.7375,0.286924,0.282797,0.254366,0.303059,0.203908,1,233,233
4.36012,66.4431,4.45878,53.6648,0.281861,0.248137,0.368528,0.331223,0.197376,1,234,234
4.37543,67.1862,4.68789,54.5205,0.28577,0.250225,0.371894,0.321999,0.206965,1,235,235
4.26183,68.8662,4.26784,54.1325,0.278622,0.285332,0.241627,0.336848,0.198162,1,236,236
4.20174,66.1782,4.34496,55.4039,0.318058,0.25401,0.312222,0.294013,0.205234,1,237,237
4.14744,66.9435,4.37748,51.5234,0.317775,0.286284,0.31163,0.327062,0.198019,1,238,238
4.12175,67.2763,4.22623,56.5891,0.308878,0.292979,0.31483,0.350772,0.205254,1,239,239
4.17442,66.1235,4.2108,51.7807,0.303532,0.280946,0.28098,0.321714,0.200323,1,240,240
4.16714,64.8445,4.56977,57.5097,0.291288,0.279628,0.407725,0.331949,0.200905,1,241,241
4.20106,66.9074,4.46692,53.0293,0.292628,0.255344,0.38881,0.300278,0.202015,1,242,242
4.25908,64.0826,4.57024,55.0807,0.302973,0.268036,0.356558,0.300936,0.200998,1,243,243
4.22635,65.9473,3.89678,55.0591,0.304647,0.291199,0.471255,0.327936,0.199795,1,244,244
4.20023,66.4992,4.80028,55.935,0.279238,0.29984,0.58217,0.372018,0.200421,1,245,245
4.23779,68.253,4.19585,52.6508,0.281869,0.285895,0.421919,0.345172,0.199624,1,246,246
4.2783,68.3115,4.61628,56.9305,0.286261,0.300286,0.320636,0.336284,0.200589,1,247,247
4.25586,65.4944,3.53588,52.0551,0.29359,0.271517,0.359394,0.319792,0.202703,1,248,248
4.28605,67.3349,3.84798,53.8374,0.304007,0.275095,0.45968,0.317135,0.201406,1,249,249
4.22771,68.1141,3.72404,48.5267,0.295931,0.284812,0.35208,0.324668,0.204061,1,250,250
4.24027,65.0259,3.86836,52.1287,0.301248,0.308214,0.344673,0.338748,0.201979,1,251,251
4.16743,67.6503,3.60732,47.8313,0.297993,0.270949,0.360347,0.351419,0.204019,1,252,252
4.19782,68.1842,4.02829,56.3406,0.310031,0.273311,0.347112,0.317031,0.200369,1,253,253
4.22905,69.0458,4.37541,53.5883,0.283903,0.268739,0.399351,0.340257,0.202407,1,254,254
4.19687,68.3228,3.8861,53.9645,0.299612,0.269081,0.527528,0.333833,0.201839,1,255,255
4.15406,68.6113,4.04616,55.4821,0.280766,0.289655,0.426458,0.361761,0.201306,1,256,256
4.13268,67.0971,3.84095,54.13,0.28519,0.286959,0.369367,0.367851,0.200119,1,257,257
4.17071,64.7445,4.54879,57.5944,0.285427,0.262388,0.424114,0.356469,0.20075,1,258,258
4.12192,68.5565,3.66278,51.5336,0.286985,0.291588,0.488971,0.342022,0.20092,1,259,259
4.24603,65.3911,4.18319,53.5841,0.274685,0.249442,0.419714,0.381287,0.199531,1,260,260
4.24767,64.0293,4.39823,60.9257,0.299229,0.243958,0.451395,0.340657,0.201951,1,261,261
4.24202,65.8465,4.11553,55.5899,0.284069,0.272691,0.38041,0.33468,0.200002,1,262,262
4.27082,64.4275,4.29865,60.2516,0.294529,0.256259,0.345231,0.398651,0.202674,1,263,263
4.27676,65.596,4.44694,57.8074,0.282645,0.253878,0.267643,0.320046,0.200083,1,264,264
4.22521,66.9236,4.6404,53.656,0.295753,0.25812,0.299407,0.366781,0.204086,1,265,265
4.19915,68.0188,4.42877,52.5922,0.300447,0.257094,0.33997,0.347878,0.198775,1,266,266
4.19783,69.1737,3.84348,53.0314,0.27596,0.257908,0.33896,0.327436,0.202231,1,267,267
4.22469,67.5026,3.98497,50.7145,0.27141,0.271293,0.507755,0.363353,0.203646,1,268,268
4.17069,66.3923,4.18422,56.2349,0.263069,0.299519,0.383377,0.329324,0.203869,1,269,269
4.14167,67.2106,4.19317,53.8281,0.2612,0.303218,0.373767,0.296125,0.200421,1,270,270
4.20103,66.7347,4.45577,55.6362,0.258033,0.245156,0.451639,0.320079,0.20322,1,271,271
4.17272,67.4152,4.19023,55.0471,0.263811,0.277582,0.290952,0.283689,0.198602,1,272,272
