TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma_p,.chain,.iteration,.draw
3.98416,69.5657,3.77022,51.8889,0.280011,0.271206,0.361944,0.306566,0.199703,1,31,31
4.07422,70.0115,3.63713,51.4938,0.257227,0.291932,0.415602,0.291905,0.194388,1,32,32
4.09062,68.0081,4.22768,54.0016,0.260194,0.282763,0.467162,0.276023,0.199153,1,33,33
4.0727,67.3281,4.34319,52.4076,0.268795,0.263394,0.482228,0.215753,0.1898,1,34,34
4.11426,66.4996,4.3759,54.7263,0.27373,0.291489,0.383788,0.246912,0.204692,1,35,35
4.17515,67.4967,4.28548,54.1811,0.276665,0.295595,0.408775,0.264045,0.194411,1,36,36
4.1419,66.5836,4.50856,58.3188,0.284301,0.258444,0.444595,0.270854,0.199737,1,37,37
4.14621,66.4322,4.0661,55.5155,0.290243,0.268898,0.42176,0.262453,0.20067,1,38,38
4.06689,65.6081,4.28604,54.8911,0.303555,0.259488,0.518981,0.224441,0.195804,1,39,39
4.17831,66.3863,3.62323,54.3122,0.291884,0.237517,0.448341,0.197968,0.19963,1,40,40
4.14588,65.5338,4.14022,53.982,0.308587,0.239986,0.412839,0.181172,0.197475,1,41,41
4.10643,66.5377,3.78382,57.6615,0.288088,0.253225,0.416177,0.210886,0.200872,1,42,42
3.98869,65.3331,3.93154,53.5638,0.280602,0.225403,0.486011,0.256665,0.197212,1,43,43
4.02737,69.2443,3.80388,55.3881,0.276921,0.227396,0.340525,0.243623,0.205026,1,44,44
4.02755,68.0158,3.75594,52.4494,0.259541,0.230696,0.474012,0.294345,0.194986,1,45,45
4.18004,68.7923,3.68649,51.8424,0.262536,0.24549,0.418133,0.269244,0.201998,1,46,46
4.12581,68.4065,4.15434,52.6902,0.254646,0.2414,0.423476,0.227465,0.197771,1,47,47
4.19411,68.0467,3.68624,52.1213,0.247637,0.236381,0.355058,0.252093,0.198395,1,48,48
4.2193,68.4013,3.99424,52.0392,0.26761,0.234897,0.442789,0.246707,0.198367,1,49,49
4.21721,68.9118,3.72196,50.2245,0.263866,0.247198,0.333358,0.247351,0.199016,1,50,50
4.23382,66.8796,3.92927,51.0174,0.268842,0.263034,0.355258,0.271561,0.197224,1,51,51
4.20706,65.5865,4.10521,54.934,0.287218,0.258768,0.327336,0.277546,0.202269,1,52,52
4.29971,65.9494,4.01014,56.2595,0.280944,0.272874,0.417625,0.302783,0.20591,1,53,53
4.25287,65.6598,4.04234,53.766,0.314512,0.247832,0.379963,0.300217,0.198999,1,54,54
4.29865,66.1195,4.04661,52.6953,0.29747,0.256316,0.335706,0.258297,0.19477,1,55,55
4.05827,69.9719,3.5736,54.7772,0.268335,0.25163,0.419556,0.30442,0.193796,1,56,56
4.12437,67.6267,4.19323,55.768,0.284393,0.259984,0.467538,0.247351,0.198483,1,57,57
4.1279,68.3261,4.0159,53.6504,0.290666,0.251087,0.395462,0.267181,0.198598,1,58,58
4.19664,69.4883,3.99698,56.0202,0.268075,0.292467,0.511964,0.315348,0.18882,1,59,59
4.1846,69.8743,4.07912,59.9307,0.273039,0.288553,0.442106,0.280117,0.19591,1,60,60
4.19781,65.7957,3.88309,55.0054,0.260234,0.245102,0.522359,0.300375,0.196724,1,61,61
4.22644,66.517,4.15346,51.3948,0.271043,0.256313,0.471686,0.252729,0.197492,1,62,62
4.01746,69.2201,3.5531,57.4992,0.273787,0.231814,0.515459,0.292892,0.192181,1,63,63
4.07325,68.8205,4.03804,54.3515,0.273019,0.248076,0.441091,0.335119,0.201065,1,64,64
3.99361,68.6005,3.73463,55.8676,0.297721,0.235937,0.299767,0.332419,0.198114,1,65,65
3.99948,69.393,3.88782,54.6909,0.306566,0.24991,0.281876,0.307825,0.199253,1,66,66
4.03297,69.9759,3.82604,52.2243,0.311065,0.254402,0.374393,0.309243,0.190689,1,67,67
4.06473,69.8586,3.83274,53.0929,0.299887,0.242073,0.262781,0.26607,0.197866,1,68,68
4.1843,68.4615,3.65901,52.4406,0.29579,0.240161,0.236708,0.242624,0.198778,1,69,69
4.15743,67.9382,3.67123,54.9739,0.294572,0.25684,0.362159,0.307009,0.196653,1,70,70
4.09925,69.603,3.60383,52.2947,0.295282,0.253194,0.364923,0.35503,0.193769,1,71,71
4.08297,67.7413,3.92048,56.1402,0.283856,0.244877,0.466192,0.265352,0.194328,1,72,72
4.11529,66.1084,4.25864,53.268,0.268875,0.234793,0.490413,0.299949,0.194311,1,73,73
4.11848,66.3465,4.13962,55.1701,0.273014,0.23584,0.447784,0.292371,0.195287,1,74,74
4.14117,66.8248,3.85333,54.8835,0.287839,0.24473,0.320925,0.301409,0.195008,1,75,75
4.16526,64.8081,4.01274,53.3498,0.272122,0.249568,0.372783,0.314039,0.200824,1,76,76
4.13679,64.0541,4.04143,54.0389,0.266885,0.245485,0.344303,0.328431,0.199392,1,77,77
4.12758,65.0045,3.65371,52.9477,0.28408,0.244554,0.354739,0.277484,0.191599,1,78,78
4.20293,65.7369,3.99282,54.1955,0.270317,0.242483,0.450983,0.326027,0.200461,1,79,79
4.12487,67.1395,3.71113,53.371,0.25328,0.239903,0.35445,0.276225,0.199584,1,80,80
4.08172,67.6616,4.14121,58.7272,0.239681,0.244565,0.351973,0.368904,0.199566,1,81,81
4.05264,68.3046,4.06893,59.8217,0.238298,0.230685,0.328957,0.353362,0.201066,1,82,82
4.07833,67.2948,4.21924,58.0182,0.230524,0.241436,0.374905,0.388802,0.20098,1,83,83
4.18348,68.4075,4.15004,58.447,0.234088,0.245985,0.466653,0.291732,0.199607,1,84,84
4.10531,67.8825,3.69214,52.6996,0.239097,0.256079,0.391036,0.258916,0.195247,1,85,85
4.1142,68.2325,3.72387,51.9613,0.2612,0.236326,0.350085,0.260727,0.196059,1,86,86
4.21442,67.5008,3.63288,54.2722,0.294862,0.247604,0.35595,0.278157,0.196947,1,87,87
4.18306,68.4791,3.52109,53.7101,0.291849,0.259969,0.339074,0.295268,0.200059,1,88,88
4.22088,68.2109,3.85583,52.2546,0.291497,0.257469,0.393831,0.300927,0.200345,1,89,89
4.22111,66.2579,4.23651,53.9252,0.292151,0.271969,0.452193,0.303857,0.202805,1,90,90
4.25959,65.8115,4.21822,53.2073,0.281567,0.268224,0.407785,0.3037,0.19846,1,91,91
4.35135,66.2209,4.13986,57.1305,0.292752,0.255792,0.404831,0.286307,0.19584,1,92,92
4.15455,66.2861,3.68841,55.5163,0.283062,0.294514,0.426764,0.275303,0.195303,1,93,93
4.01311,67.3267,3.52926,55.7666,0.266775,0.247686,0.494956,0.269939,0.196998,1,94,94
3.9935,68.7781,3.41962,55.4594,0.248971,0.266265,0.41938,0.271451,0.196974,1,95,95
4.03981,68.5211,3.89925,47.6045,0.258538,0.291185,0.353664,0.273584,0.201094,1,96,96
3.9492,67.6381,3.76692,49.0139,0.266409,0.298175,0.280776,0.244663,0.200094,1,97,97
3.97685,67.0144,4.19606,52.1235,0.270591,0.328959,0.275496,0.34778,0.197186,1,98,98
4.02294,67.4389,4.23123,52.8537,0.268578,0.313581,0.283213,0.304717,0.197149,1,99,99
4.09389,66.3197,3.79944,53.416,0.285116,0.304253,0.333543,0.363062,0.198696,1,100,100
4.03228,65.9116,3.55491,49.8165,0.278625,0.283548,0.264017,0.294117,0.195937,1,101,101
4.19514,65.4089,3.92375,53.7262,0.241223,0.284099,0.474668,0.32096,0.198061,1,102,102
4.17905,68.1231,3.93698,53.8025,0.262162,0.288022,0.322774,0.287161,0.196542,1,103,103
4.29491,69.176,3.98321,52.2954,0.262852,0.285328,0.477777,0.293316,0.202686,1,104,104
4.11498,66.6956,3.86208,52.6823,0.267318,0.274742,0.386345,0.365856,0.194202,1,105,105
4.13699,67.2358,3.94662,54.3074,0.257771,0.259934,0.323064,0.318809,0.195945,1,106,106
4.15626,67.6146,3.86317,51.4689,0.259669,0.255136,0.308895,0.305643,0.198986,1,107,107
4.11836,66.8416,3.6841,52.8452,0.266221,0.244038,0.317975,0.291881,0.194376,1,108,108
4.19822,68.5422,3.85036,54.0483,0.281523,0.250019,0.297817,0.287916,0.202067,1,109,109
4.1551,67.616,3.90308,51.3607,0.258603,0.250987,0.276497,0.270453,0.207088,1,110,110
4.07724,69.1666,3.55159,51.0676,0.272479,0.217862,0.324285,0.297027,0.199339,1,111,111
4.11908,69.064,3.79524,53.6384,0.259358,0.230241,0.35411,0.349097,0.196477,1,112,112
4.13865,69.0206,3.60063,56.6628,0.279727,0.261589,0.283681,0.301565,0.202656,1,113,113
4.21629,69.9011,3.43149,52.0617,0.284241,0.247185,0.396986,0.225995,0.196813,1,114,114
4.18751,70.6508,3.83932,57.8464,0.292528,0.244468,0.359956,0.275653,0.197729,1,115,115
4.21679,67.7811,3.83026,52.4403,0.272291,0.285462,0.471444,0.267064,0.194023,1,116,116
4.21936,70.1339,3.86355,55.2331,0.285063,0.300089,0.471195,0.265764,0.197431,1,117,117
4.16016,67.6545,4.14464,53.6909,0.269042,0.270837,0.460685,0.293082,0.193182,1,118,118
4.18001,67.8707,4.16836,52.472,0.260037,0.25238,0.500032,0.247886,0.193144,1,119,119
4.18839,66.9992,3.88687,51.8597,0.267464,0.280194,0.535012,0.305364,0.198768,1,120,120
4.11075,67.2172,4.06427,56.0268,0.280945,0.261364,0.437393,0.312921,0.193027,1,121,121
4.1218,67.9063,3.6505,56.314,0.275256,0.271704,0.421016,0.358194,0.197994,1,122,122
4.17175,66.9838,3.86174,56.6581,0.298649,0.267925,0.321274,0.321398,0.193812,1,123,123
4.07327,66.443,3.79191,53.5644,0.262711,0.236653,0.323727,0.267388,0.198422,1,124,124
4.01136,66.7084,3.7511,55.1979,0.266696,0.263021,0.332485,0.270664,0.194253,1,125,125
3.99933,69.2772,3.58818,54.0558,0.279098,0.239614,0.398324,0.267481,0.194745,1,126,126
3.87796,68.2306,3.92145,57.5746,0.284984,0.226825,0.443705,0.222851,0.200993,1,127,127
3.95842,66.1502,4.39369,55.7525,0.269868,0.218334,0.510558,0.273209,0.197151,1,128,128
3.98247,68.1474,4.09888,54.2638,0.2789,0.230187,0.369582,0.226863,0.200145,1,129,129
4.00339,68.1653,4.05931,53.8782,0.278906,0.21127,0.30232,0.243644,0.20386,1,130,130
4.00125,68.5198,3.58933,49.9472,0.27802,0.212761,0.378149,0.17341,0.19551,1,131,131
3.99101,67.183,3.99602,56.2977,0.252332,0.222953,0.408994,0.211984,0.199096,1,132,132
4.07627,70.4976,3.5979,48.3101,0.258022,0.246869,0.331553,0.208438,0.199598,1,133,133
4.04662,70.5073,3.43891,53.6855,0.281639,0.25165,0.35887,0.23336200000000001,0.201985,1,134,134
4.12664,67.6868,4.49027,54.0263,0.266939,0.26412,0.404881,0.32719,0.201184,1,135,135
4.02294,68.2133,3.97757,60.4086,0.27369,0.281437,0.391592,0.314105,0.191831,1,136,136
4.06711,70.3899,3.58249,49.4074,0.276072,0.269031,0.392511,0.280272,0.193848,1,137,137
4.05365,71.0059,3.61525,54.0779,0.272576,0.242611,0.385029,0.305667,0.200578,1,138,138
4.09537,70.1652,3.69729,56.5413,0.295723,0.250162,0.289764,0.235426,0.198435,1,139,139
4.08571,70.1192,3.52128,55.7837,0.2824,0.242,0.385671,0.280083,0.19578,1,140,140
4.12576,67.5877,4.29366,56.0149,0.283661,0.254981,0.400954,0.265759,0.197738,1,141,141
4.12484,68.9949,3.69626,53.3315,0.260284,0.226521,0.353168,0.235209,0.198257,1,142,142
4.13943,67.9864,4.06771,56.1232,0.279547,0.236636,0.519815,0.236421,0.196043,1,143,143
4.12917,68.7329,3.55551,55.869,0.282922,0.270155,0.408933,0.285821,0.198916,1,144,144
4.20205,68.5469,3.60497,58.0704,0.27976,0.268197,0.462954,0.215231,0.195175,1,145,145
4.14546,68.7016,3.50746,57.0263,0.287887,0.264844,0.552687,0.262583,0.197367,1,146,146
4.09446,66.8799,3.82468,57.8754,0.284942,0.275311,0.587049,0.248594,0.201455,1,147,147
4.17366,69.0411,3.74964,59.4802,0.276336,0.256543,0.488397,0.223225,0.189679,1,148,148
4.25114,67.7665,3.87221,57.3621,0.283768,0.268606,0.490566,0.22803,0.199492,1,149,149
4.22556,66.5533,3.76695,56.182,0.289014,0.281554,0.423914,0.200345,0.19556,1,150,150
4.17137,64.8839,4.07071,56.4692,0.256965,0.271414,0.445985,0.308703,0.199762,1,151,151
4.26512,65.3764,3.30279,52.3084,0.259786,0.32151,0.370337,0.303684,0.191217,1,152,152
4.23205,65.9707,4.10419,54.9442,0.277042,0.300735,0.416323,0.310299,0.205475,1,153,153
4.05384,65.9595,3.92408,56.2728,0.281943,0.270064,0.441603,0.248539,0.190769,1,154,154
4.22952,67.4209,3.82271,51.9221,0.293926,0.27446,0.355089,0.311195,0.196111,1,155,155
4.07684,65.2334,3.8723,48.7742,0.293102,0.270249,0.289931,0.325156,0.198301,1,156,156
4.10476,65.8518,3.72481,49.0971,0.29544,0.262685,0.282548,0.285582,0.194238,1,157,157
4.28679,69.3085,4.212,54.126,0.269219,0.279697,0.372113,0.403652,0.194404,1,158,158
4.33865,68.6252,3.71534,51.8038,0.32349,0.230793,0.234894,0.299427,0.205501,1,159,159
4.20385,68.2529,3.59887,56.4077,0.331635,0.22883,0.250152,0.32063,0.198819,1,160,160
4.17227,67.3859,3.81026,54.1553,0.323361,0.2235,0.281165,0.287262,0.199064,1,161,161
4.18003,67.0852,3.47138,50.2871,0.312354,0.238974,0.310793,0.285966,0.201117,1,162,162
4.0905,67.7247,3.8299,53.1113,0.324468,0.233271,0.335363,0.3147,0.193865,1,163,163
4.01785,65.0398,4.17599,49.8614,0.280257,0.241757,0.266806,0.276211,0.200778,1,164,164
3.99968,66.1838,4.12977,52.9021,0.291564,0.242988,0.240184,0.238943,0.192362,1,165,165
4.00754,66.0188,4.07072,53.3519,0.292631,0.243193,0.255542,0.245745,0.192626,1,166,166
4.07322,66.1647,3.82945,51.136,0.279516,0.247575,0.197353,0.327794,0.197744,1,167,167
4.04214,65.2017,4.28701,57.315,0.261893,0.274949,0.354728,0.310223,0.197738,1,168,168
3.98049,67.1702,3.51706,54.2602,0.294066,0.279916,0.373596,0.304783,0.19639,1,169,169
3.89777,66.3477,4.44342,50.7907,0.293128,0.252826,0.387758,0.317957,0.19722,1,170,170
3.85296,68.3613,3.45797,54.9349,0.285674,0.236951,0.245278,0.322438,0.193697,1,171,171
3.93293,67.5899,3.78995,59.6078,0.299067,0.238126,0.426035,0.297332,0.196699,1,172,172
3.98346,67.0032,3.75224,51.5656,0.287743,0.256912,0.331793,0.338952,0.194117,1,173,173
4.02016,68.2998,3.96058,52.6882,0.257337,0.261796,0.308625,0.268871,0.20021,1,174,174
4.07322,67.5258,3.88562,53.4542,0.24854,0.260231,0.377886,0.260807,0.195042,1,175,175
4.0838,68.1255,4.09921,55.5702,0.255382,0.282577,0.488385,0.288489,0.198189,1,176,176
4.00738,69.2331,3.49277,56.45,0.267693,0.267755,0.318084,0.30747,0.190573,1,177,177
4.057,69.195,3.55595,53.5765,0.262398,0.268172,0.339326,0.332444,0.190036,1,178,178
4.07914,68.7255,3.53858,56.013,0.266356,0.272465,0.326735,0.328789,0.189175,1,179,179
4.08649,69.1276,3.62605,54.6809,0.274345,0.270863,0.333178,0.333793,0.192613,1,180,180
4.02785,68.7593,3.72478,53.4922,0.284224,0.258012,0.377142,0.337101,0.201476,1,181,181
3.98766,67.7356,3.72525,54.1742,0.293996,0.287923,0.339523,0.285239,0.194244,1,182,182
3.98476,65.4411,4.09637,53.0801,0.306423,0.264849,0.388433,0.27816,0.199088,1,183,183
3.97462,67.716,3.82304,48.3416,0.27922400000000003,0.269124,0.247289,0.377513,0.197851,1,184,184
4.00141,67.127,3.90081,51.3289,0.287051,0.257077,0.292781,0.342239,0.199424,1,185,185
4.09306,68.2772,3.92557,55.9785,0.280676,0.269757,0.365404,0.240893,0.199354,1,186,186
4.12505,66.6706,4.06276,53.925,0.286959,0.309463,0.413618,0.310667,0.194737,1,187,187
4.12303,66.6188,3.87204,52.9125,0.294715,0.29278,0.377954,0.346136,0.195917,1,188,188
4.09367,65.6557,3.84282,52.6861,0.293701,0.262858,0.342412,0.264821,0.197206,1,189,189
4.12062,63.8468,4.25898,53.3141,0.280479,0.275027,0.411537,0.283294,0.19784,1,190,190
4.0546,66.7185,3.37477,53.0296,0.277008,0.28397,0.300824,0.304405,0.19992,1,191,191
4.11165,63.8356,4.01545,53.0394,0.254664,0.288845,0.253157,0.270797,0.197736,1,192,192
4.14749,65.8036,4.12102,52.2893,0.276147,0.278174,0.271041,0.29489,0.199385,1,193,193
4.02835,66.2993,3.74535,53.2394,0.278733,0.302612,0.216137,0.278579,0.202885,1,194,194
4.05209,69.9872,3.49621,51.4932,0.266896,0.229054,0.324171,0.2569,0.202341,1,195,195
4.11653,67.9746,3.75784,54.6262,0.278669,0.216,0.334394,0.26483,0.195814,1,196,196
4.1391,67.074700000000007,3.72071,57.4986,0.287765,0.25854,0.366952,0.231482,0.198564,1,197,197
4.1834,67.7281,3.90937,49.4486,0.275617,0.272723,0.369327,0.311077,0.196319,1,198,198
4.14672,68.5679,3.87275,50.428,0.304703,0.262491,0.310272,0.236144,0.198302,1,199,199
4.16904,67.9798,3.58449,52.8086,0.277375,0.275652,0.375322,0.337098,0.195168,1,200,200
4.16575,68.4527,3.60504,49.9232,0.256492,0.269022,0.347386,0.346175,0.200668,1,201,201
4.1205,69.0113,3.99234,56.34,0.287356,0.269741,0.360924,0.330819,0.192853,1,202,202
4.04421,68.1864,3.64103,51.9362,0.265679,0.266054,0.343779,0.300951,0.200545,1,203,203
4.19402,65.7783,4.08159,50.7074,0.263238,0.256692,0.38347,0.256714,0.19936,1,204,204
4.13544,66.7867,3.64676,55.5337,0.303968,0.259047,0.404539,0.296775,0.196012,1,205,205
4.11434,66.5131,3.98501,53.2997,0.295282,0.259452,0.387329,0.265873,0.196416,1,206,206
4.10236,67.1069,3.56489,57.6152,0.283472,0.25798,0.442615,0.319418,0.196609,1,207,207
4.30721,69.5379,3.94334,53.1424,0.274823,0.246313,0.358571,0.380583,0.190697,1,208,208
4.33728,70.3435,3.95909,51.5671,0.270484,0.224352,0.410318,0.304862,0.201089,1,209,209
4.30489,68.9589,3.7311,48.4842,0.262947,0.249969,0.314641,0.329581,0.190776,1,210,210
4.11437,67.3404,3.49706,54.8136,0.306716,0.260347,0.407743,0.336873,0.196942,1,211,211
4.28704,68.6652,3.82441,49.9065,0.317041,0.230347,0.332007,0.262881,0.198664,1,212,212
4.27934,68.4298,3.67332,50.3481,0.267218,0.222896,0.286025,0.290209,0.195692,1,213,213
4.23111,66.7823,3.9237,52.5766,0.287189,0.233851,0.361893,0.263537,0.197714,1,214,214
4.20216,67.8223,3.71199,52.8777,0.285009,0.251761,0.406546,0.245797,0.193581,1,215,215
4.16421,69.2302,3.79037,54.4114,0.296722,0.283833,0.293673,0.247262,0.201285,1,216,216
4.18062,70.139,3.60981,54.481,0.306417,0.290401,0.35099,0.30482,0.204732,1,217,217
4.1963800000000004,68.1759,4.15354,58.4771,0.320794,0.269963,0.433552,0.283891,0.196759,1,218,218
4.31342,67.6505,4.41178,56.4695,0.335445,0.262241,0.517962,0.285416,0.191649,1,219,219
4.14252,69.7599,3.67893,51.6024,0.35889,0.27799,0.316608,0.312993,0.199579,1,220,220
4.20963,70.2566,3.81675,55.3459,0.342683,0.28163,0.420912,0.299395,0.198408,1,221,221
4.06258,69.6853,3.56549,56.3807,0.338749,0.278166,0.32823600000000003,0.277594,0.191471,1,222,222
4.12563,70.0046,3.69397,56.2538,0.34655,0.262175,0.367712,0.291428,0.191522,1,223,223
4.08144,69.0313,3.39346,55.3999,0.340589,0.274445,0.316778,0.32178,0.199022,1,224,224
4.03429,69.4858,3.59539,58.1464,0.330167,0.262776,0.438319,0.260825,0.197911,1,225,225
4.1708,68.2069,3.78714,55.5116,0.287407,0.25042,0.442527,0.242291,0.197917,1,226,226
4.10855,67.9585,3.81947,53.2783,0.282099,0.260357,0.416374,0.257528,0.198898,1,227,227
4.10373,69.3311,3.56125,51.3762,0.281773,0.262825,0.509965,0.244291,0.196817,1,228,228
4.1404,70.4972,3.67952,54.6402,0.258369,0.255769,0.24777,0.297531,0.192781,1,229,229
4.15033,72.2179,3.86,53.2342,0.263742,0.253968,0.405545,0.244213,0.201629,1,230,230
4.12401,72.2483,3.62502,50.3715,0.261084,0.272045,0.326482,0.281209,0.193112,1,231,231
4.17333,72.6121,4.20269,52.7378,0.278772,0.254211,0.302727,0.298825,0.203807,1,232,232
4.1475,72.5709,3.9007,53.7302,0.276737,0.251717,0.371969,0.271484,0.198342,1,233,233
4.16584,71.5571,3.92109,53.9926,0.270144,0.252626,0.320777,0.259317,0.195321,1,234,234
4.22953,70.9618,4.01584,53.545,0.274999,0.243288,0.322255,0.296046,0.196407,1,235,235
4.17904,69.9048,4.16379,54.2655,0.265414,0.253821,0.303383,0.284083,0.200553,1,236,236
4.23768,69.627,3.97797,52.9607,0.257715,0.247221,0.387182,0.375221,0.197374,1,237,237
4.18764,70.6331,3.82091,54.3513,0.251977,0.2363,0.288572,0.325926,0.19152,1,238,238
4.2318,71.0554,3.89569,51.8175,0.274478,0.264046,0.358001,0.358734,0.195606,1,239,239
4.28858,67.4723,4.0599,54.3855,0.250875,0.257106,0.444468,0.226087,0.201485,1,240,240
4.30348,67.4901,4.03232,54.1614,0.249841,0.262016,0.443714,0.223786,0.20129,1,241,241
4.28926,67.5158,4.2028,55.9327,0.259975,0.242058,0.456769,0.208288,0.19541,1,242,242
4.16169,68.1855,3.63757,55.1836,0.274891,0.279685,0.406204,0.241669,0.198952,1,243,243
4.16621,67.7854,3.67893,56.3966,0.264271,0.282215,0.456384,0.236814,0.203487,1,244,244
4.11567,67.5956,3.9528,58.4481,0.283468,0.244835,0.419924,0.246466,0.205958,1,245,245
4.16965,67.2195,3.79492,50.4782,0.244742,0.280396,0.351692,0.295146,0.192561,1,246,246
4.28728,65.9724,3.78743,50.9291,0.272587,0.238918,0.36797,0.219124,0.200656,1,247,247
4.23738,65.8746,3.83747,52.762,0.286868,0.250801,0.35732,0.213457,0.195064,1,248,248
4.29342,65.8363,4.03015,54.1238,0.296178,0.245789,0.374102,0.276111,0.204381,1,249,249
4.32897,66.5214,4.04404,52.2663,0.278091,0.2661,0.400594,0.295388,0.197226,1,250,250
4.35771,69.2624,3.96929,57.685,0.330888,0.265136,0.416054,0.298147,0.197227,1,251,251
4.36712,67.2961,4.23389,53.5627,0.294584,0.275395,0.403795,0.277953,0.193999,1,252,252
4.26601,70.1812,3.94311,50.4618,0.305137,0.224513,0.268679,0.311929,0.199008,1,253,253
4.26173,69.4072,3.77745,51.6183,0.325417,0.249187,0.292267,0.279403,0.199174,1,254,254
4.1904,67.0459,3.78639,51.1243,0.317996,0.238188,0.346599,0.344984,0.203775,1,255,255
4.23583,65.4114,3.90381,51.0743,0.271293,0.234179,0.268481,0.3205,0.195465,1,256,256
4.20729,66.8478,3.44069,52.4086,0.292283,0.222872,0.419281,0.280962,0.195382,1,257,257
4.28693,67.907,3.45062,49.9727,0.26381,0.22691,0.384764,0.256057,0.200627,1,258,258
4.27653,69.7646,3.5268,50.3458,0.270805,0.256064,0.497247,0.278421,0.190753,1,259,259
4.32686,68.534,3.76898,56.24,0.27564,0.258743,0.437687,0.27178,0.207346,1,260,260
4.31925,67.5065,3.87504,59.7081,0.275529,0.257364,0.450378,0.287078,0.19213,1,261,261
4.31615,68.956,3.50003,54.0325,0.266896,0.273073,0.370355,0.294206,0.201136,1,262,262
4.45029,68.5966,4.02856,52.3233,0.287222,0.237031,0.475095,0.310151,0.18581,1,263,263
4.28502,67.9345,3.4919,55.1904,0.266315,0.242498,0.362477,0.325747,0.199698,1,264,264
4.23331,65.5601,3.64962,54.4933,0.289371,0.268169,0.505954,0.245357,0.193091,1,265,265
4.21284,65.6419,3.44641,51.6549,0.297132,0.2728,0.468727,0.202501,0.196113,1,266,266
4.25335,65.4602,3.71421,55.941,0.290802,0.286434,0.481349,0.258575,0.197942,1,267,267
4.22844,66.6007,3.82067,52.9433,0.28617,0.288562,0.538904,0.234976,0.197736,1,268,268
4.10627,67.8852,3.77073,56.0363,0.275588,0.303993,0.383354,0.270939,0.192562,1,269,269
4.09771,68.1763,3.84051,56.4009,0.289098,0.27631,0.450391,0.228967,0.198474,1,270,270
4.14488,67.6887,3.84738,52.4608,0.298491,0.267887,0.452813,0.325699,0.19086,1,271,271
4.13138,68.6074,3.4931,53.2976,0.305832,0.254702,0.447861,0.292444,0.191645,1,272,272
