TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma_p,.chain,.iteration,.draw
3.97806,63.6105,3.56734,53.3319,0.274036,0.268282,0.325159,0.333861,0.200629,1,68,68
4.15416,66.225,3.7874,55.0913,0.270659,0.253416,0.32735,0.287832,0.196858,1,69,69
4.21471,65.0682,3.97478,51.4503,0.278381,0.24634,0.34018,0.341394,0.195436,1,70,70
4.19129,63.5626,3.77986,55.3524,0.267014,0.243216,0.382968,0.343002,0.194222,1,71,71
4.35498,64.7256,4.51434,52.0715,0.261091,0.246001,0.390776,0.312724,0.194178,1,72,72
4.20683,63.201,4.16333,53.7579,0.277327,0.260487,0.411051,0.319325,0.191578,1,73,73
4.20474,63.4318,4.19278,54.8435,0.282588,0.263284,0.423957,0.298395,0.19275,1,74,74
4.28031,64.6884,4.29816,54.1738,0.278872,0.250005,0.446489,0.279184,0.19668,1,75,75
4.1571,66.1618,3.94626,54.6015,0.279259,0.270218,0.369166,0.264781,0.196422,1,76,76
4.23658,67.0171,4.20463,52.0628,0.287633,0.251529,0.326971,0.270624,0.196161,1,77,77
4.20629,66.1999,4.07719,56.3209,0.314739,0.249748,0.30715,0.269791,0.200924,1,78,78
4.11861,65.3537,4.04612,53.0642,0.339761,0.244401,0.277273,0.295514,0.205897,1,79,79
4.19944,66.3883,3.5042,52.3551,0.310153,0.238517,0.344824,0.244497,0.194009,1,80,80
4.22933,66.0963,3.71472,55.8343,0.31635,0.258964,0.407374,0.312646,0.202845,1,81,81
4.32145,67.4087,3.68071,52.8705,0.328828,0.258067,0.404512,0.244448,0.197168,1,82,82
4.20098,66.2714,3.7637,52.1364,0.289843,0.287954,0.407552,0.250763,0.18634,1,83,83
4.1669,68.3788,4.10476,53.2258,0.293221,0.254838,0.40609,0.253019,0.201428,1,84,84
4.04545,67.7295,3.77568,51.0315,0.279187,0.257921,0.440761,0.317509,0.190406,1,85,85
4.10257,67.4294,3.82291,49.4866,0.287779,0.261791,0.485112,0.251438,0.203139,1,86,86
4.06348,68.2763,3.65817,54.3143,0.276221,0.264202,0.326927,0.292565,0.189211,1,87,87
4.00256,68.9154,3.6098,54.9579,0.269825,0.252129,0.32917,0.278976,0.189929,1,88,88
3.95567,69.98,3.65208,58.8599,0.281637,0.267171,0.369917,0.311622,0.193392,1,89,89
4.04613,68.8471,3.96818,54.7387,0.246754,0.28257,0.399576,0.281703,0.20276,1,90,90
4.06809,66.7503,3.6572,53.9544,0.264542,0.290962,0.403932,0.341463,0.191867,1,91,91
4.07221,67.0003,3.5078,52.4422,0.291267,0.26344,0.364862,0.3219,0.194063,1,92,92
4.11992,67.5519,3.517,54.0744,0.263687,0.27074,0.410153,0.275823,0.193149,1,93,93
4.08562,68.1255,3.52346,53.5734,0.281518,0.271262,0.397213,0.269182,0.192719,1,94,94
4.14964,67.8307,3.5644,55.0898,0.265811,0.288972,0.436984,0.261989,0.194327,1,95,95
4.13329,68.9165,3.48475,53.6579,0.278453,0.269663,0.434289,0.263647,0.195032,1,96,96
4.17204,67.6762,3.76396,55.4079,0.285026,0.27951,0.432043,0.25255,0.186738,1,97,97
4.24713,68.9162,4.12333,51.8698,0.273189,0.252268,0.351535,0.293152,0.195012,1,98,98
4.13358,69.1386,3.96427,55.5982,0.288839,0.270966,0.412152,0.294844,0.198118,1,99,99
4.08447,66.9487,3.8308,52.4798,0.279476,0.256359,0.29366,0.395642,0.201593,1,100,100
4.06391,69.2229,3.43793,50.1066,0.264433,0.278587,0.309254,0.311505,0.196284,1,101,101
3.99281,68.476,3.87545,53.8804,0.295316,0.261833,0.383252,0.363597,0.196573,1,102,102
3.98445,67.3759,3.43567,55.8593,0.280024,0.286697,0.372652,0.321852,0.198494,1,103,103
3.97375,67.2634,3.5636,53.3789,0.272246,0.284031,0.404257,0.279189,0.201463,1,104,104
4.03268,68.541,3.72475,55.566,0.284217,0.265683,0.33114,0.343122,0.195847,1,105,105
4.0892,67.4955,3.63398,53.2087,0.266717,0.274381,0.495623,0.266513,0.197646,1,106,106
4.12065,67.1666,3.72292,52.9226,0.280701,0.25243,0.516722,0.311373,0.193944,1,107,107
4.04685,67.5175,3.7415,51.1293,0.274074,0.263497,0.453809,0.277348,0.19561,1,108,108
4.06292,67.0163,3.78069,54.3807,0.275954,0.2637,0.391701,0.176714,0.198439,1,109,109
4.07257,67.8799,4.03972,56.2311,0.272334,0.26218,0.336285,0.244321,0.203611,1,110,110
4.01094,65.6538,4.00726,52.7082,0.267074,0.26716,0.323539,0.221121,0.195448,1,111,111
3.92954,65.3431,3.81494,57.1444,0.28157,0.284202,0.381408,0.245656,0.201887,1,112,112
4.02841,66.6388,4.32015,54.102,0.279417,0.290692,0.46783,0.161742,0.196897,1,113,113
4.09492,66.5219,4.41572,53.0277,0.286862,0.263632,0.580599,0.198462,0.191954,1,114,114
4.03466,65.6639,3.97341,57.0576,0.291898,0.263206,0.602854,0.2072,0.192147,1,115,115
3.96454,66.7322,3.89911,56.2615,0.30307,0.273157,0.44085800000000003,0.279682,0.197453,1,116,116
4.06956,67.5562,3.59826,54.964,0.28558,0.269986,0.48190500000000003,0.221571,0.196534,1,117,117
4.02953,66.6975,3.53967,55.474,0.271773,0.281853,0.446841,0.294249,0.194765,1,118,118
4.03974,66.729,3.70008,56.2443,0.291525,0.278052,0.445126,0.277882,0.201394,1,119,119
4.0056,67.3656,3.69729,55.7185,0.301571,0.279024,0.393685,0.259392,0.197649,1,120,120
4.01538,68.5467,4.00939,54.7821,0.270504,0.279643,0.417252,0.296486,0.191269,1,121,121
4.09265,68.182,3.80871,51.1608,0.252721,0.270015,0.453779,0.300658,0.191655,1,122,122
4.0171,68.6347,4.14532,54.5343,0.270617,0.273291,0.462829,0.324049,0.200218,1,123,123
4.00874,69.4457,3.9023,54.0099,0.273066,0.276833,0.494805,0.361712,0.196147,1,124,124
3.99176,67.5342,4.23962,55.1301,0.265377,0.268252,0.395819,0.351861,0.199011,1,125,125
3.89666,68.6179,3.60664,57.49,0.28132,0.241745,0.363968,0.276882,0.196899,1,126,126
3.87437,66.7258,3.91076,53.7179,0.279939,0.275468,0.337244,0.309084,0.200633,1,127,127
3.92791,66.1513,3.79607,53.544,0.280942,0.265011,0.305282,0.305966,0.20107,1,128,128
3.99463,68.5569,3.9071,52.5209,0.272057,0.282069,0.342207,0.269623,0.201575,1,129,129
4.07207,67.2235,3.93149,49.6834,0.243033,0.287194,0.31714,0.280585,0.198261,1,130,130
4.00445,68.4695,4.20576,51.9048,0.23639,0.279039,0.34233,0.303387,0.200169,1,131,131
4.03576,68.6352,3.91562,52.5811,0.240024,0.271335,0.320226,0.318173,0.193906,1,132,132
4.08433,69.3137,3.80454,51.3634,0.231724,0.288978,0.350638,0.287624,0.195406,1,133,133
4.05552,68.8627,3.75156,53.3018,0.242881,0.271168,0.323959,0.310406,0.197745,1,134,134
4.00133,68.7102,3.42776,51.9366,0.267118,0.270719,0.309901,0.301022,0.192663,1,135,135
3.99925,67.866,3.50654,52.1012,0.253187,0.265241,0.317119,0.324277,0.191915,1,136,136
4.06184,68.9539,3.65101,53.9037,0.256874,0.263513,0.357143,0.289625,0.193183,1,137,137
3.994,69.5138,3.37333,49.709,0.250505,0.265685,0.397011,0.35975,0.202319,1,138,138
4.1307,68.5297,3.66227,51.4309,0.248642,0.244584,0.360113,0.306563,0.194666,1,139,139
4.09597,67.2902,3.72596,52.7805,0.241612,0.240501,0.386179,0.287607,0.197345,1,140,140
4.07403,68.584,3.84176,57.1136,0.265128,0.272292,0.418554,0.261198,0.198652,1,141,141
4.07899,68.698,4.08919,52.8104,0.253296,0.253723,0.405513,0.24279,0.19724,1,142,142
4.21151,67.7992,3.88534,54.6009,0.2828,0.276914,0.349494,0.309697,0.202816,1,143,143
4.25986,69.4132,3.71449,53.2208,0.290838,0.269257,0.395114,0.264887,0.202432,1,144,144
4.21891,67.3409,4.02283,56.0039,0.273762,0.297131,0.444345,0.223384,0.190717,1,145,145
4.20261,69.2214,3.82545,56.8043,0.272375,0.287153,0.316568,0.272767,0.201706,1,146,146
4.19648,67.9924,3.84866,57.8363,0.27779,0.284731,0.359287,0.256713,0.196969,1,147,147
4.1835,64.9781,3.89839,54.2225,0.278915,0.262743,0.344837,0.265139,0.20152,1,148,148
4.1387,66.069,3.90103,53.1432,0.293338,0.256537,0.305918,0.24596,0.202754,1,149,149
4.16955,66.8685,3.65883,56.0452,0.262886,0.272679,0.27373,0.323037,0.192267,1,150,150
4.2522,67.6184,4.28884,52.0608,0.241969,0.23857,0.450047,0.282394,0.206074,1,151,151
4.1787,67.618,4.04934,52.2075,0.261277,0.243992,0.428704,0.319404,0.190403,1,152,152
4.11253,68.5292,3.98941,52.805,0.266224,0.246461,0.470663,0.361332,0.194518,1,153,153
4.20388,69.3185,3.6058,51.756100000000004,0.275234,0.235156,0.39734,0.289548,0.193777,1,154,154
4.09856,68.3148,3.64973,55.2237,0.281594,0.248855,0.336831,0.34509,0.199884,1,155,155
4.01305,66.6023,3.43816,52.8034,0.293446,0.248222,0.399323,0.331145,0.194415,1,156,156
4.01342,66.9044,3.4177399999999998,51.6937,0.294972,0.259634,0.370748,0.325195,0.192601,1,157,157
4.08636,67.6535,3.8786,54.3849,0.288709,0.257045,0.411773,0.338485,0.203502,1,158,158
4.11847,67.5145,4.13869,53.2904,0.264761,0.244105,0.328475,0.318876,0.190233,1,159,159
4.02886,66.4454,3.43158,53.2611,0.302235,0.241477,0.334014,0.301989,0.198038,1,160,160
4.06597,66.8227,3.55841,55.3537,0.292115,0.24583,0.356328,0.290146,0.201108,1,161,161
4.04379,64.5936,3.89144,53.0279,0.306522,0.260264,0.260631,0.316308,0.204902,1,162,162
4.01703,63.5125,4.1718,53.4555,0.301483,0.273034,0.349478,0.252166,0.195003,1,163,163
4.05026,63.8596,4.23204,54.0306,0.288575,0.271351,0.394697,0.245325,0.196268,1,164,164
4.02211,68.6505,3.83986,57.8781,0.295267,0.269576,0.417511,0.290033,0.198076,1,165,165
3.97832,67.7382,3.8599,57.6742,0.299766,0.283883,0.475547,0.31832,0.196505,1,166,166
4.02654,68.9593,3.93762,53.2,0.309818,0.255689,0.314705,0.286759,0.193733,1,167,167
4.07622,70.0366,3.89294,51.634,0.301647,0.263734,0.299519,0.283237,0.194675,1,168,168
4.10017,68.199700000000007,4.09502,58.2042,0.273274,0.26608,0.492234,0.258543,0.200483,1,169,169
4.04586,70.1438,3.6627,58.0316,0.285529,0.266558,0.529075,0.301506,0.19234,1,170,170
4.08921,67.033,3.94371,58.2574,0.283575,0.252782,0.357112,0.330247,0.196347,1,171,171
4.08857,68.1309,3.8763,55.764,0.274482,0.240682,0.391993,0.303203,0.199245,1,172,172
4.11508,68.2897,3.48674,51.7195,0.291236,0.258545,0.335633,0.242274,0.195125,1,173,173
4.10173,67.1278,3.63914,54.6441,0.289081,0.261786,0.283772,0.32803,0.199895,1,174,174
4.12528,66.7452,3.74084,56.3895,0.281032,0.238476,0.401595,0.337146,0.191462,1,175,175
4.22513,68.8815,4.06025,53.7812,0.30245,0.265079,0.451006,0.351312,0.194221,1,176,176
4.25253,69.701,3.42103,50.0331,0.300638,0.253442,0.361978,0.325278,0.198707,1,177,177
4.28534,70.0765,3.43645,51.3148,0.317812,0.268682,0.392941,0.273421,0.19586,1,178,178
4.26782,69.4584,3.98668,55.4016,0.314028,0.242457,0.36974,0.300683,0.195349,1,179,179
4.25971,68.5564,3.47234,53.7898,0.281607,0.258469,0.430559,0.275371,0.197695,1,180,180
4.23827,69.18,3.45114,54.7844,0.283809,0.244804,0.345636,0.342668,0.203813,1,181,181
4.25412,66.7822,3.88463,56.7448,0.28562,0.234883,0.339277,0.302311,0.195045,1,182,182
4.1726,66.4814,3.7758,49.89,0.280271,0.259363,0.324441,0.289118,0.199434,1,183,183
4.24529,68.1972,3.70838,53.2063,0.281641,0.267493,0.350285,0.33245,0.202337,1,184,184
4.23014,64.9607,4.48989,51.3821,0.299624,0.264304,0.373211,0.224782,0.193843,1,185,185
4.14284,66.4756,3.65169,51.2242,0.268063,0.27895,0.302073,0.250003,0.202332,1,186,186
4.12079,64.5559,4.40211,50.1495,0.272272,0.273658,0.388171,0.353211,0.193873,1,187,187
4.04128,64.903,3.77401,53.2468,0.28486,0.281363,0.340108,0.307189,0.202947,1,188,188
4.11273,65.7821,4.21045,52.5125,0.273385,0.263693,0.384757,0.254952,0.190296,1,189,189
4.16279,66.2226,4.22665,48.7827,0.282723,0.256823,0.440104,0.286291,0.191548,1,190,190
4.12725,66.8922,4.08689,53.8933,0.293149,0.264507,0.317234,0.284155,0.203354,1,191,191
4.05472,66.2443,3.91318,52.5994,0.276492,0.259438,0.353043,0.242639,0.200664,1,192,192
4.00805,66.3152,3.57557,53.9307,0.318199,0.265562,0.308957,0.273577,0.198724,1,193,193
4.02598,66.2975,3.80028,54.0527,0.31932,0.255786,0.327419,0.266714,0.198972,1,194,194
4.02172,66.2827,3.68978,55.6809,0.313415,0.265034,0.323231,0.28589,0.192683,1,195,195
4.09012,65.1843,4.09622,54.2316,0.320359,0.261697,0.452331,0.258135,0.197224,1,196,196
4.12175,65.6768,4.29168,55.0887,0.316907,0.255226,0.45089,0.241028,0.193314,1,197,197
4.12539,66.7805,3.86842,53.5718,0.304209,0.273827,0.367437,0.280107,0.196785,1,198,198
4.05589,65.5573,4.06172,55.5347,0.302613,0.276462,0.345637,0.272757,0.191111,1,199,199
4.20952,68.1758,3.98788,60.0549,0.285242,0.275207,0.369223,0.325923,0.205319,1,200,200
4.2676,65.3874,4.045,54.7856,0.272657,0.280473,0.383049,0.229415,0.194847,1,201,201
4.12624,66.7295,4.02713,55.0997,0.275908,0.268126,0.429876,0.324424,0.198616,1,202,202
4.12841,66.7377,3.94634,51.8309,0.263966,0.27503,0.370813,0.219304,0.193426,1,203,203
4.07228,64.1328,4.01474,52.5237,0.260423,0.267635,0.343822,0.236969,0.192988,1,204,204
4.11689,64.0606,3.84501,54.3484,0.304335,0.26893,0.445833,0.261668,0.193617,1,205,205
4.02533,62.3755,3.82323,50.3453,0.29734,0.244587,0.457285,0.238459,0.197415,1,206,206
4.03445,65.8199,4.22884,55.0614,0.294199,0.267579,0.384579,0.307792,0.19907,1,207,207
3.96406,64.4229,3.90762,59.3565,0.281201,0.283548,0.393136,0.285349,0.193863,1,208,208
4.01586,65.138,3.81123,53.5883,0.279538,0.278937,0.499724,0.280556,0.192123,1,209,209
4.17845,68.4789,3.68258,51.3221,0.295775,0.26345,0.346577,0.252597,0.201881,1,210,210
3.92821,70.8448,3.59237,52.6641,0.307517,0.263287,0.290044,0.278141,0.195805,1,211,211
4.02711,69.1534,4.04391,51.7747,0.307221,0.244462,0.413786,0.248372,0.198758,1,212,212
3.98215,69.7632,3.80673,53.4726,0.306048,0.244569,0.406767,0.290886,0.199439,1,213,213
4.0527,69.5572,4.62435,52.7125,0.29045,0.260962,0.427665,0.248291,0.193347,1,214,214
3.99272,68.5311,4.32427,51.8721,0.291137,0.268859,0.444332,0.266895,0.194133,1,215,215
3.94588,65.4889,3.73315,55.3887,0.292283,0.268633,0.494929,0.275758,0.196256,1,216,216
3.96832,66.3921,3.49452,53.3878,0.29874,0.25956,0.297365,0.317816,0.197215,1,217,217
4.01298,66.2258,3.63191,53.0002,0.285899,0.272735,0.321155,0.364399,0.197865,1,218,218
3.98705,65.4477,3.87336,50.4828,0.250858,0.277754,0.397456,0.347934,0.190772,1,219,219
4.01013,63.9334,4.02296,53.7514,0.267596,0.296051,0.299436,0.280765,0.196447,1,220,220
3.97537,65.246,4.28234,54.1508,0.261151,0.28097,0.406064,0.31077,0.19716,1,221,221
4.03673,66.4997,3.89642,48.7081,0.24271,0.272452,0.374099,0.265122,0.191991,1,222,222
3.99828,67.453,4.02698,52.1454,0.263251,0.283567,0.407306,0.306893,0.193177,1,223,223
4.02068,66.1494,4.13164,52.1003,0.247559,0.260183,0.477242,0.288273,0.195243,1,224,224
3.98232,67.1365,3.90858,52.4867,0.27887,0.28131,0.415474,0.293139,0.195556,1,225,225
3.98645,66.4483,3.88532,53.3904,0.273849,0.241753,0.427884,0.245878,0.19057,1,226,226
3.97022,67.2418,4.36511,53.8053,0.245918,0.249758,0.45201,0.286397,0.200083,1,227,227
3.90772,67.9216,3.94597,55.1102,0.274275,0.271241,0.484688,0.246456,0.197323,1,228,228
3.84686,68.6486,3.85269,56.249,0.27558,0.293782,0.404778,0.27997,0.197252,1,229,229
3.86414,70.4341,3.62651,54.4795,0.281873,0.283732,0.451563,0.285904,0.196065,1,230,230
3.90895,68.51,4.00335,56.0142,0.28549,0.29547,0.463343,0.337449,0.19533,1,231,231
3.9315,67.6646,4.05201,55.5596,0.284481,0.307699,0.421933,0.278945,0.197328,1,232,232
3.89633,68.8134,4.08369,56.2914,0.295557,0.306869,0.421556,0.341352,0.198972,1,233,233
4.0389099999999996,69.662,4.07558,51.6764,0.287429,0.273439,0.496423,0.260756,0.198461,1,234,234
4.01318,68.7659,3.49035,55.7834,0.29218,0.27604,0.405861,0.215896,0.196831,1,235,235
4.06545,68.383,3.7744,54.2526,0.280676,0.279158,0.455487,0.18187999999999999,0.195545,1,236,236
4.0613,67.65,3.97468,53.5763,0.268119,0.28405,0.389251,0.211407,0.19648,1,237,237
4.0182,67.8198,3.7776,57.7273,0.274625,0.285396,0.35729,0.199006,0.199147,1,238,238
3.97023,66.0042,3.65632,50.7945,0.2673,0.308163,0.367494,0.205322,0.197482,1,239,239
4.00986,65.2961,3.77601,53.3332,0.273666,0.267724,0.311269,0.223492,0.20276,1,240,240
4.09022,64.0036,4.13539,50.0118,0.277949,0.25318,0.39339,0.267071,0.194043,1,241,241
3.99814,65.1332,3.63149,52.4386,0.272484,0.266141,0.449667,0.291014,0.200344,1,242,242
4.14295,64.6407,4.03507,54.1882,0.266829,0.260149,0.425228,0.263651,0.19532,1,243,243
4.1632,65.206,3.55392,51.1382,0.260093,0.266362,0.419,0.246564,0.191772,1,244,244
4.15937,65.3139,3.71134,54.7336,0.289879,0.244778,0.407602,0.26671,0.204155,1,245,245
4.18136,65.686,3.741,51.3826,0.272479,0.237767,0.460793,0.273675,0.191732,1,246,246
4.13974,65.7,3.99931,54.7303,0.277239,0.223091,0.439237,0.274418,0.193551,1,247,247
4.06763,67.7354,3.79714,53.7282,0.276915,0.252818,0.473669,0.236913,0.197826,1,248,248
4.09405,67.1396,4.1503,57.9501,0.293627,0.264404,0.506315,0.257959,0.191984,1,249,249
4.09006,68.6929,3.49785,48.2239,0.26578,0.286578,0.407013,0.2917,0.199102,1,250,250
4.05928,68.859,3.59446,50.1027,0.271614,0.285222,0.431731,0.287457,0.199151,1,251,251
4.11685,68.511,3.96013,49.1001,0.283074,0.275898,0.307882,0.230458,0.196743,1,252,252
4.14891,69.8056,3.86735,50.6145,0.298592,0.300584,0.333031,0.236942,0.200656,1,253,253
4.14061,66.9,3.80074,51.8903,0.304202,0.283856,0.291436,0.25574,0.187272,1,254,254
4.03925,69.4997,3.748,52.255,0.280292,0.277663,0.363086,0.360772,0.204916,1,255,255
4.09426,67.8723,4.12306,52.8102,0.278447,0.293757,0.293017,0.271827,0.196979,1,256,256
4.05773,70.205,3.22743,49.8378,0.288278,0.291292,0.316717,0.299575,0.19156,1,257,257
4.08294,68.7109,3.34808,52.3058,0.278253,0.297001,0.296491,0.338986,0.188349,1,258,258
4.06308,69.1391,3.88764,53.5503,0.281548,0.326182,0.372268,0.244137,0.204209,1,259,259
4.09868,67.7578,4.26971,53.1491,0.275003,0.292671,0.391032,0.217834,0.190171,1,260,260
4.02484,68.5903,3.8966,54.2026,0.287924,0.327026,0.459605,0.258165,0.199725,1,261,261
4.03099,68.5389,3.64729,51.1771,0.282584,0.279655,0.292749,0.347423,0.195776,1,262,262
4.1138,67.2205,4.07065,54.3695,0.276906,0.276057,0.271915,0.330757,0.203811,1,263,263
4.06533,68.4925,4.61583,51.1524,0.287878,0.264058,0.380855,0.329169,0.187674,1,264,264
4.05856,68.5264,3.985,52.1375,0.276038,0.236307,0.347672,0.300938,0.205001,1,265,265
4.10708,68.6177,4.32208,52.6837,0.26017,0.273355,0.405485,0.306106,0.195336,1,266,266
3.85949,71.0489,3.58517,51.8024,0.318605,0.276074,0.373612,0.202917,0.203369,1,267,267
3.87882,68.9901,3.96732,53.8596,0.320754,0.270855,0.491314,0.255706,0.201993,1,268,268
3.81474,69.6324,3.29798,53.2661,0.319053,0.255375,0.45717,0.224073,0.194709,1,269,269
3.99853,69.944,3.69841,53.4559,0.286465,0.265773,0.437012,0.176429,0.205244,1,270,270
4.00947,67.9953,3.99702,54.8305,0.294896,0.268719,0.425113,0.191872,0.192198,1,271,271
4.00024,68.8217,3.85299,55.4544,0.303227,0.268946,0.469139,0.248416,0.202379,1,272,272
