TVCL,TVVC,TVQ,TVVP,TVKA,TVMTT,TVCIRC0,TVGAMMA,TVALPHA,omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omega[8],omega[9],sigma,sigma_pd,.chain,.iteration,.draw
3.20611,63.0312,3.83548,42.1073,0.86245,137.249,5.32548,0.154128,4.35856e-4,0.649317,0.297339,0.133117,0.169586,0.154018,0.302396,0.351388,0.317812,0.294616,0.183332,0.213805,1,36,36
3.19648,55.0255,3.27627,40.5657,0.765397,130.574,5.77293,0.17561,3.14079e-4,0.483634,0.192264,0.0400254,0.230771,0.0966988,0.386985,0.599676,0.403182,0.276568,0.206677,0.206675,1,37,37
3.88163,52.8202,4.50409,49.1803,0.839526,122.99,4.57908,0.0961676,3.73532e-4,0.472782,0.215418,0.2727,0.367441,0.0983442,0.0949826,0.536549,1.15233,0.485972,0.189132,0.206872,1,38,38
3.49312,50.6549,3.19344,33.7772,0.829739,110.353,3.13149,0.162943,3.4144e-4,0.482618,0.0954251,0.0211315,0.224891,0.252398,0.264056,0.444807,0.282779,0.28574,0.193492,0.210994,1,39,39
3.25307,52.9177,2.69116,37.6935,0.905586,120.675,3.30853,0.172109,3.06001e-4,0.574837,0.122656,0.217234,0.332471,0.277175,0.402431,0.547725,0.460954,0.243678,0.189847,0.212914,1,40,40
5.18325,55.3919,4.66993,58.2029,0.689064,120.522,6.0028,0.11382,3.77312e-4,0.47364,0.306713,0.178093,0.239473,0.0472384,0.449582,0.306114,0.526958,0.324828,0.180131,0.210409,1,41,41
3.39101,55.393,2.81382,36.3338,0.879936,116.143,5.41525,0.0916682,2.02487e-4,0.45972,0.137735,0.115694,0.232324,0.293063,0.383086,0.511294,0.566537,0.510475,0.181021,0.203309,1,42,42
4.45649,55.0704,4.61063,49.5324,0.777932,110.376,4.93094,0.119659,3.37039e-4,0.394793,0.183464,0.0375436,0.14706,0.296847,0.254752,0.268253,0.521412,0.335171,0.199154,0.216072,1,43,43
3.51022,44.471,4.91167,45.8262,0.73073,123.348,5.28747,0.145812,3.70845e-4,0.39091,0.150502,0.161125,0.134215,0.091106500000000007,0.283378,0.424683,0.357652,0.374154,0.202038,0.223239,1,44,44
4.4037,55.3261,5.30207,49.0726,0.730727,124.657,5.29145,0.152289,3.56804e-4,0.477595,0.310382,0.140193,0.234658,0.313163,0.227974,0.269319,0.487456,0.273626,0.182138,0.21403,1,45,45
3.65015,52.8271,3.30193,45.6499,0.837205,103.866,4.92804,0.0727598,3.62325e-4,0.268618,0.168184,0.263355,0.265739,0.302573,0.276331,0.373778,0.725616,0.279843,0.183387,0.229787,1,46,46
3.78843,49.7344,4.39084,50.7171,0.771455,115.949,5.19735,0.160241,2.94813e-4,0.246661,0.202851,0.208346,0.190497,0.415552,0.0451736,0.364727,0.42214,0.412084,0.203427,0.204937,1,47,47
3.71596,55.9573,3.95203,39.9789,0.901262,102.59,4.88817,0.0578397,2.42633e-4,0.348616,0.205271,0.062375,0.338346,0.250628,0.212518,0.280795,0.850787,0.466051,0.185046,0.22146,1,48,48
3.77537,55.9065,3.39822,40.2767,0.784778,108.938,5.24001,0.126718,3.63982e-4,0.272711,0.0489896,0.124424,0.318709,0.385035,0.399088,0.42174,0.385781,0.404902,0.19912,0.203205,1,49,49
3.81924,56.8494,3.56137,38.5114,0.764882,108.364,5.10817,0.128778,3.37561e-4,0.295587,0.0612137,0.131337,0.403671,0.592645,0.501116,0.427497,0.474684,0.384453,0.199795,0.213151,1,50,50
5.13425,50.5235,3.9435,51.8921,0.787566,116.227,4.6251,0.141403,3.93319e-4,0.389369,0.312079,0.174745,0.22312,0.29998,0.389036,0.411483,0.469369,0.310734,0.18447,0.202531,1,51,51
5.03735,51.9563,5.13232,57.8795,0.673609,126.151,5.19761,0.136413,3.51978e-4,0.365718,0.302913,0.116388,0.181021,0.286419,0.306019,0.491404,0.382104,0.441667,0.187312,0.217216,1,52,52
3.715,60.8425,4.13857,47.3639,0.880191,112.374,4.62677,0.106262,3.64392e-4,0.47617,0.267848,0.0167416,0.253759,0.189986,0.27956,0.433358,0.541586,0.601406,0.195665,0.203445,1,53,53
3.63737,52.2937,4.93139,52.1569,0.765279,131.803,5.24738,0.174547,3.95115e-4,0.312582,0.172399,0.260384,0.410536,0.237493,0.246202,0.405425,0.662077,0.350142,0.187528,0.209762,1,54,54
3.48472,53.1265,4.06125,49.8004,0.738316,128.099,4.90619,0.171936,3.13586e-4,0.413847,0.11865,0.0767256,0.161359,0.26462,0.329814,0.316065,0.566734,0.410715,0.197857,0.224203,1,55,55
3.45952,51.9057,4.13328,48.6933,0.78875,125.038,4.98004,0.145078,3.32203e-4,0.402086,0.0929032,0.0528734,0.174455,0.369452,0.269032,0.302891,0.677415,0.406813,0.194133,0.226926,1,56,56
3.46438,40.8234,5.38593,57.4488,0.589929,116.635,5.1872,0.0972199,2.82601e-4,0.341661,0.166303,0.0136506,0.209749,0.277069,0.169283,0.317957,0.777857,0.468894,0.190949,0.225745,1,57,57
3.59963,43.4739,4.84459,53.7442,0.628099,122.32,5.41642,0.0955626,3.50558e-4,0.380226,0.145373,0.0405548,0.258196,0.263425,0.208923,0.39309,0.571406,0.58598,0.181294,0.217057,1,58,58
3.69591,50.4528,4.62187,43.8287,0.68385,113.724,4.92092,0.152787,3.16718e-4,0.370565,0.238003,0.0636906,0.212996,0.283162,0.131452,0.324815,0.831827,0.259995,0.204367,0.21543,1,59,59
3.94619,46.9364,4.56094,51.1964,0.846183,125.209,4.77962,0.148066,3.87812e-4,0.283871,0.165225,0.0651587,0.172503,0.604805,0.378843,0.452482,0.26773,0.387873,0.179382,0.216905,1,60,60
5.41333,53.1558,4.19408,47.0067,0.746814,115.844,5.03478,0.146003,3.24997e-4,0.606358,0.225205,0.112817,0.215818,0.199403,0.264187,0.292321,0.533244,0.664173,0.190466,0.215926,1,61,61
3.77071,56.2831,2.95009,44.862,0.944252,132.018,4.94366,0.129774,3.64723e-4,0.337629,0.135317,0.207131,0.330957,0.168493,0.346377,0.345439,0.420476,0.246601,0.201895,0.211478,1,62,62
4.76602,46.2941,4.75194,52.2337,0.643118,87.6017,5.59766,0.100778,2.71932e-4,0.553609,0.201955,0.203454,0.106493,0.163958,0.308034,0.28851,0.560222,0.331163,0.199798,0.211609,1,63,63
4.1125,49.4593,3.5328,47.9643,0.969209,106.425,4.85534,0.11834,3.35616e-4,0.301058,0.296537,0.155275,0.251231,0.657764,0.094727,0.547275,0.394806,0.63861,0.18747,0.212561,1,64,64
4.20752,55.1324,4.97493,50.1594,0.690605,102.76,5.44207,0.142756,2.98438e-4,0.40726,0.218324,0.0417318,0.192387,0.511015,0.401213,0.374104,0.465914,0.290746,0.19438,0.209768,1,65,65
4.06288,47.2396,4.5589,58.2905,0.804544,132.36,4.98473,0.161148,3.08777e-4,0.31472,0.353502,0.116711,0.265614,0.31008,0.373611,0.544249,0.537047,0.57406,0.184827,0.20103,1,66,66
3.85871,46.4032,4.99921,51.4687,0.649486,115.127,4.62913,0.174303,3.20637e-4,0.430878,0.216119,0.0894088,0.240146,0.156842,0.451369,0.362618,0.468589,0.334199,0.199055,0.208239,1,67,67
4.34287,52.7879,5.12788,46.2671,0.728555,106.371,4.61174,0.0939404,3.15838e-4,0.377469,0.272823,0.16762,0.218092,0.184258,0.192566,0.344345,0.842363,0.568582,0.206523,0.209012,1,68,68
4.02305,49.7472,4.80718,44.8428,0.69967,129.083,4.85181,0.154138,3.72508e-4,0.43131,0.22932,0.154054,0.244923,0.306162,0.232849,0.454355,0.312724,0.264068,0.178022,0.218508,1,69,69
3.26609,49.2955,2.75624,44.5941,0.773579,129.189,4.23427,0.125402,3.64993e-4,0.555981,0.141847,0.0794556,0.253177,0.132427,0.481298,0.338777,0.727736,0.464585,0.200543,0.203552,1,70,70
3.15436,52.6791,3.8483,42.5617,0.887941,126.325,3.95959,0.161134,3.38262e-4,0.455155,0.196663,0.0802029,0.243442,0.128223,0.205091,0.359118,0.741485,0.436892,0.198705,0.194547,1,71,71
4.06348,51.9067,4.91641,53.3118,0.736299,121.47,5.68357,0.139948,3.54837e-4,0.329452,0.13159,0.0554523,0.22045,0.241093,0.270789,0.316397,0.366172,0.30443,0.1939,0.225334,1,72,72
3.87026,50.0775,3.99732,42.5883,0.753714,121.993,4.15463,0.140641,3.08733e-4,0.467491,0.11509,0.0108626,0.342329,0.296217,0.268315,0.327509,0.362315,0.493631,0.195279,0.194189,1,73,73
3.67873,50.9552,4.58226,47.7879,0.700525,110.713,6.3795,0.110314,3.44795e-4,0.396491,0.187981,0.127552,0.298356,0.282042,0.289554,0.428158,0.847284,0.458304,0.189784,0.230595,1,74,74
3.59348,40.4161,4.98015,44.5287,0.809323,76.2362,4.42552,0.0873252,3.35154e-4,0.383032,0.268276,0.0670236,0.12694,0.35849,0.608445,0.433667,0.537867,0.379542,0.195957,0.195474,1,75,75
4.6556,60.313,3.48512,49.6017,0.915012,121.448,5.69896,0.163068,3.13024e-4,0.45548,0.19677,0.128929,0.109327,0.424765,0.172837,0.455055,0.440451,0.372357,0.195449,0.221733,1,76,76
4.15792,57.5439,3.55805,44.8751,0.954461,114.857,5.68094,0.141059,2.36279e-4,0.402157,0.13317,0.35034,0.10409,0.510764,0.320237,0.419057,0.448776,0.446505,0.19479,0.197174,1,77,77
4.03984,45.9085,5.38393,64.0003,0.650614,122.217,5.86524,0.143496,3.28099e-4,0.37894,0.312727,0.230375,0.363933,0.222463,0.23286,0.348867,0.867909,0.528226,0.191808,0.216413,1,78,78
4.40581,40.6324,4.70882,51.5456,0.500554,111.541,5.67233,0.160573,3.04189e-4,0.309265,0.356741,0.139148,0.303775,0.464641,0.276298,0.380717,0.417351,0.495485,0.186209,0.210228,1,79,79
4.70966,50.764,4.43944,46.3066,0.796697,127.725,5.26208,0.134103,2.52424e-4,0.391398,0.315124,0.0171362,0.146703,0.362863,0.455649,0.347184,0.561207,0.430135,0.19169,0.226904,1,80,80
4.4811,57.2023,3.82819,43.8008,0.792061,123.505,5.25493,0.183937,2.53792e-4,0.391263,0.25993,0.0166799,0.196341,0.168912,0.392223,0.296364,0.427823,0.620096,0.191238,0.209671,1,81,81
4.86105,51.6494,4.05691,44.8921,0.789572,113.701,5.35432,0.0966798,2.94061e-4,0.426288,0.254521,0.0456863,0.0914801,0.313383,0.199362,0.569312,0.543272,0.490296,0.191033,0.214162,1,82,82
4.24159,49.7048,3.80146,49.0541,0.667322,100.426,5.22255,0.114761,2.90202e-4,0.325,0.106356,0.0284057,0.329769,0.169555,0.348652,0.292579,0.429052,0.692836,0.202123,0.188826,1,83,83
4.09065,51.6503,3.8432,50.4159,0.855786,105.784,4.94324,0.121432,2.70873e-4,0.467144,0.149236,0.22609,0.18598,0.168983,0.509737,0.60406,0.434434,0.236067,0.206457,0.220612,1,84,84
3.57532,54.492,3.80649,45.6875,0.789837,110.774,5.30722,0.0879497,3.20846e-4,0.301668,0.227892,0.278842,0.370273,0.266212,0.160916,0.30347,1.1074600000000001,0.648044,0.180488,0.201384,1,85,85
3.56659,53.673,3.71672,41.7421,0.787245,107.525,5.73784,0.132968,3.26413e-4,0.33665,0.0667987,0.0887606,0.189575,0.34043,0.106899,0.486583,0.628079,0.396328,0.190487,0.209685,1,86,86
3.56091,52.8789,3.82422,47.1118,0.742824,106.615,5.53053,0.131806,2.58832e-4,0.395001,0.189089,0.00726577,0.172381,0.284822,0.249778,0.353067,0.56985,0.459508,0.186195,0.211287,1,87,87
3.27273,48.4351,4.27195,44.2492,0.738737,110.189,4.80191,0.123849,3.09449e-4,0.35561,0.24729,0.386091,0.363667,0.269372,0.109693,0.221902,0.529972,0.499865,0.196201,0.21328,1,88,88
3.51629,42.4372,5.12762,50.9334,0.628872,107.315,4.67377,0.123831,2.56009e-4,0.440467,0.469095,0.229037,0.186739,0.20942,0.0610513,0.293765,0.712118,0.587768,0.18539,0.221732,1,89,89
3.1296,66.8768,2.46664,38.2785,1.02769,122.369,5.36814,0.149837,2.36421e-4,0.395652,0.132949,0.199886,0.30395,0.397157,0.108577,0.412014,0.833803,0.386418,0.196629,0.202603,1,90,90
2.72316,46.9821,5.25739,61.1614,0.569292,113.97,6.16132,0.122197,4.46357e-4,0.425957,0.192876,0.0187258,0.219551,0.171601,0.218991,0.508936,0.505267,0.27643,0.18337,0.218807,1,91,91
4.02472,54.3683,3.36747,41.0873,0.860491,139.79,4.01579,0.141976,3.0432e-4,0.247647,0.13239,0.033045,0.199614,0.291879,0.269613,0.393542,0.644763,0.533839,0.193917,0.208827,1,92,92
3.57093,49.3538,4.83101,52.7533,0.66776,107.241,5.34147,0.101346,3.66228e-4,0.403355,0.148158,0.0674841,0.121157,0.270509,0.0734587,0.432183,0.561652,0.340669,0.179582,0.221726,1,93,93
4.13447,60.0819,3.09984,42.4939,1.06238,121.914,4.43435,0.14934,2.6624e-4,0.409518,0.183207,0.0115963,0.245026,0.209108,0.117099,0.349599,0.840103,0.670478,0.2085,0.206731,1,94,94
4.0927,45.1402,4.69658,46.8759,0.579263,108.68,5.67779,0.143854,4.17987e-4,0.3797,0.197404,8.10114e-4,0.315829,0.362695,0.270976,0.424601,0.56272200000000006,0.345238,0.198975,0.212866,1,95,95
4.84904,50.7309,3.68535,52.1386,0.873784,143.036,4.37132,0.151742,2.57603e-4,0.282079,0.157001,0.141192,0.200156,0.282691,0.269353,0.311998,0.514084,0.380714,0.185915,0.219151,1,96,96
5.15112,51.3539,4.12306,49.1102,0.997992,144.059,4.28692,0.139829,2.68506e-4,0.297928,0.287382,0.311504,0.19317,0.232538,0.306906,0.285293,0.454452,0.390684,0.190636,0.225491,1,97,97
4.4344,51.1155,4.8529,46.5012,0.662069,103.326,5.40869,0.114844,3.84061e-4,0.396481,0.234525,0.192053,0.315418,0.220018,0.468433,0.269915,0.420947,0.412556,0.202185,0.196037,1,98,98
4.18397,45.9562,4.20988,43.9583,0.685709,112.543,4.59219,0.129415,2.874e-4,0.39127,0.192324,0.0505476,0.296884,0.165206,0.116287,0.28683,0.913165,0.4527,0.190373,0.21233,1,99,99
4.01752,54.4491,4.93491,52.9354,0.836609,104.194,5.02042,0.0877065,3.21432e-4,0.400902,0.172613,0.0617505,0.227216,0.298045,0.282099,0.334041,0.706018,0.509163,0.192084,0.209075,1,100,100
3.67103,52.474,2.79457,43.5055,0.86069,110.178,4.75763,0.14911,2.60413e-4,0.448335,0.142605,0.1678,0.25347,0.22556,0.0850533,0.452084,0.643082,0.469218,0.194001,0.211504,1,101,101
4.40496,48.3258,5.67813,53.4687,0.634398,132.361,5.29086,0.148461,4.1542e-4,0.358603,0.238743,0.0155435,0.235784,0.39372,0.3629,0.352524,0.244387,0.671218,0.203773,0.205911,1,102,102
4.36768,47.7584,5.26198,56.4799,0.625654,135.267,5.28026,0.16181,3.62357e-4,0.346138,0.252325,0.0222789,0.243555,0.384111,0.301438,0.343459,0.222394,0.649976,0.202518,0.203939,1,103,103
4.0289,54.794,2.37954,39.5322,0.957622,107.33,5.01684,0.149197,3.25523e-4,0.268474,0.346929,0.00188204,0.380941,0.265535,0.200486,0.277789,0.817276,0.323616,0.191621,0.221939,1,104,104
3.87756,49.0205,5.46172,53.1414,0.549103,131.878,4.24704,0.161765,3.87855e-4,0.414831,0.526022,0.192259,0.100848,0.620866,0.266177,0.47605,0.352326,0.380162,0.190562,0.21622,1,105,105
4.18331,53.938,2.13752,33.2065,1.15702,117.175,3.99665,0.145677,2.75803e-4,0.346373,0.202082,0.0257133,0.377885,0.40698,0.181137,0.448646,0.759123,0.482949,0.193609,0.214271,1,106,106
4.44589,52.444,4.9271,43.6053,0.803452,106.443,4.39165,0.0911254,4.13208e-4,0.417725,0.205176,0.186496,0.232629,0.113295,0.0774932,0.357253,0.924916,0.713378,0.196754,0.209452,1,107,107
4.07259,44.5489,3.44088,52.546,0.805064,112.183,5.52245,0.153505,3.61619e-4,0.360057,0.476565,0.0354043,0.24254,0.140658,0.190333,0.383532,0.747839,0.482677,0.194614,0.216611,1,108,108
4.70566,50.7397,4.31721,50.1669,0.753883,134.738,4.66748,0.150879,3.33385e-4,0.43092,0.142924,0.171523,0.22803,0.141339,0.540763,0.40189,0.401898,0.211014,0.188153,0.20427,1,109,109
4.68912,52.5805,3.86614,48.4952,0.830099,149.983,4.73914,0.151405,3.86041e-4,0.44134,0.277363,0.384793,0.237276,0.275083,0.479299,0.3569,0.317405,0.204735,0.183517,0.20605,1,110,110
4.98842,47.6609,4.77417,39.8552,0.743946,94.9543,4.3857,0.116907,2.38602e-4,0.479387,0.132873,0.24037,0.28859,0.249434,0.26236,0.386864,0.527493,0.411487,0.197636,0.219503,1,111,111
4.64332,51.2519,3.90276,51.2575,0.802593,111.162,5.04441,0.0784671,2.59247e-4,0.315312,0.261395,0.184404,0.209231,0.303009,0.313682,0.361746,0.932882,0.45831,0.193646,0.214253,1,112,112
4.45984,52.1128,4.64262,45.3129,0.829008,89.5516,4.51659,0.0830904,2.48021e-4,0.518399,0.329167,0.230337,0.479158,0.216213,0.39148,0.422412,0.57991,0.539338,0.176787,0.223108,1,113,113
4.68359,59.6608,3.31117,47.1161,0.856127,99.1077,4.69737,0.106841,4.04522e-4,0.50747,0.193356,0.109801,0.224056,0.364993,0.497211,0.405216,0.607471,0.326658,0.195707,0.201268,1,114,114
4.68196,58.593,3.31771,44.1193,0.731612,99.8688,4.6301,0.108604,4.06473e-4,0.515729,0.214918,0.114936,0.190665,0.341908,0.470338,0.418432,0.654284,0.312775,0.193573,0.200777,1,115,115
4.59874,49.3231,2.70653,40.2829,0.802554,85.5253,4.48827,0.104081,3.45793e-4,0.422999,0.250055,0.154528,0.192206,0.208639,0.310213,0.338704,0.703766,0.512178,0.189249,0.21366,1,116,116
4.38967,46.2867,5.19428,53.417,0.75321,119.164,4.20103,0.117739,3.15132e-4,0.27459,0.253141,0.0245853,0.352013,0.282311,0.229264,0.607276,0.444564,0.317321,0.198549,0.209297,1,117,117
5.12996,49.184,3.2774,54.015,0.88557,122.611,4.47367,0.0954793,2.74662e-4,0.585521,0.322473,0.449033,0.285571,0.0576865,0.0697407,0.308024,0.880199,0.265975,0.200115,0.222826,1,118,118
3.98151,55.2114,4.46757,44.3395,0.795044,122.294,6.20891,0.157781,4.1062e-4,0.24864,0.162393,0.0903898,0.177728,0.0687561,0.23243,0.499874,0.578013,0.426953,0.192235,0.208751,1,119,119
4.24648,56.2498,3.37107,44.0079,0.859684,120.423,4.27369,0.161474,2.93322e-4,0.407669,0.155596,0.136316,0.340405,0.281896,0.25224800000000003,0.356032,0.619711,0.614138,0.194853,0.211631,1,120,120
3.98773,51.9838,3.29764,40.3129,0.928091,136.669,4.47294,0.133359,4.21485e-4,0.314853,0.209514,0.168491,0.190867,0.381521,0.285584,0.515775,0.605512,0.442383,0.191582,0.212624,1,121,121
3.90697,55.8514,3.15946,35.5744,0.944435,120.669,3.74374,0.114553,3.46128e-4,0.375525,0.144162,0.0776312,0.346353,0.252224,0.325973,0.568659,0.707331,0.333066,0.186822,0.219862,1,122,122
4.07078,54.9643,4.16428,55.2492,0.679895,120.863,5.42553,0.126195,3.80821e-4,0.392428,0.265772,0.0523974,0.270271,0.273158,0.619111,0.356565,0.582326,0.523277,0.20081,0.20277,1,123,123
4.19123,62.5197,4.13984,50.9785,0.997951,126.147,4.62192,0.165529,4.15175e-4,0.488521,0.386622,0.0222191,0.177371,0.510112,0.615947,0.394053,0.499494,0.253992,0.204006,0.211817,1,124,124
4.11379,62.8914,2.79173,39.2236,0.896863,107.594,4.85166,0.119458,3.2768e-4,0.56868,0.138201,0.041437,0.137654,0.232213,0.23357,0.52318,0.266571,0.232211,0.193409,0.211354,1,125,125
4.48409,57.2271,3.58847,51.482,0.887522,130.823,4.65516,0.0964086,3.58283e-4,0.587478,0.199257,0.337502,0.120014,0.345092,0.459263,0.365789,0.774467,0.385849,0.189596,0.212874,1,126,126
