TVCL,TVVC,TVQ,TVVP,TVKA,TVMTT,TVCIRC0,TVGAMMA,TVALPHA,omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omega[8],omega[9],sigma,sigma_pd,.chain,.iteration,.draw
4.39885,53.8687,5.33327,51.7742,0.879542,123.716,4.56863,0.146369,3.3586e-4,0.396211,0.241588,0.208003,0.139868,0.571171,0.242467,0.413341,0.410794,0.387563,0.192346,0.209381,1,11,11
4.83161,46.3895,5.0254200000000004,61.7432,0.574223,158.732,4.20789,0.10533,4.25592e-4,0.577216,0.19641,0.0722186,0.290845,0.409715,0.59934,0.259144,0.590321,0.547859,0.194956,0.207729,1,12,12
4.24777,44.6197,4.79843,46.9684,0.642369,133.648,5.74517,0.118658,3.29122e-4,0.385173,0.0861617,0.497688,0.355419,0.310813,0.302523,0.440526,0.524975,0.261441,0.188764,0.206703,1,13,13
4.5727,47.1813,5.09112,48.2042,0.75184,115.303,4.94864,0.1249,2.85481e-4,0.388664,0.128196,0.130071,0.159026,0.343441,0.119205,0.477874,0.434836,0.441568,0.190134,0.211247,1,14,14
4.26652,64.2672,3.67873,43.133,0.895306,125.859,5.52841,0.132323,3.82755e-4,0.317676,0.41353,0.0770864,0.222812,0.126444,0.269271,0.454728,0.532584,0.367474,0.191706,0.199866,1,15,15
5.00707,44.6847,4.74318,50.9666,0.742893,110.903,4.61252,0.132976,3.55975e-4,0.389942,0.173533,0.0464092,0.0885749,0.262719,0.362858,0.514003,0.590635,0.397096,0.199733,0.198582,1,16,16
3.92271,51.7128,3.88612,45.7629,0.783433,105.344,5.35611,0.165132,2.99736e-4,0.403963,0.119683,0.199184,0.19259,0.457638,0.184901,0.36041,0.636806,0.534095,0.18777,0.220094,1,17,17
3.76157,47.9379,5.0955,51.9023,0.856345,109.281,4.63439,0.184899,3.46312e-4,0.33615,0.177368,0.141341,0.0959165,0.297212,0.00301949,0.268962,0.875581,0.385469,0.188254,0.214487,1,18,18
3.89833,60.4247,3.72774,42.9784,0.735952,106.963,5.35365,0.0844092,2.57415e-4,0.643998,0.201603,0.12643,0.135598,0.225338,0.085658,0.490551,0.610099,0.343291,0.191794,0.215301,1,19,19
3.84363,53.7604,3.40676,48.0515,0.928829,111.52,5.2227,0.164119,2.47132e-4,0.500769,0.169561,0.137112,0.247208,0.240699,0.33571,0.2552,1.00056,0.560862,0.195644,0.21152,1,20,20
4.4786,48.0527,5.43535,52.4414,0.739482,144.27,4.89861,0.148053,3.57364e-4,0.354136,0.257336,0.0564398,0.362894,0.13709,0.214083,0.322722,0.496892,0.329085,0.184199,0.199423,1,21,21
4.37436,48.623,4.62384,43.9837,0.567794,110.276,5.48798,0.0935029,3.17446e-4,0.320009,0.204139,0.225695,0.245278,0.494119,0.175401,0.344474,0.903327,0.427517,0.193027,0.221912,1,22,22
4.83945,50.7384,4.51605,47.738,0.616409,115.098,4.93732,0.154453,3.0169e-4,0.389147,0.154403,0.26024,0.465681,0.409898,0.146124,0.267906,0.756515,0.455699,0.192152,0.220522,1,23,23
4.63296,48.7095,5.69557,63.9726,0.657553,109.087,5.19088,0.132821,3.62101e-4,0.374982,0.256533,0.0907461,0.207395,0.256806,0.381252,0.341901,0.530905,0.353106,0.184936,0.212098,1,24,24
4.4478,48.5377,4.68489,60.4446,0.695584,109.554,5.55322,0.120763,4.00303e-4,0.37161,0.247073,0.109106,0.294585,0.235802,0.316982,0.299315,0.462409,0.349575,0.185635,0.216234,1,25,25
4.64023,47.679,5.09744,53.6828,0.766273,112.369,5.023,0.158407,4.28149e-4,0.356034,0.454163,0.127034,0.0980337,0.42962,0.206518,0.42243000000000003,0.517205,0.183522,0.187999,0.220816,1,26,26
5.2296,36.3986,5.17539,54.9972,0.648473,129.891,4.29989,0.146454,4.12597e-4,0.479875,0.404695,0.231201,0.161594,0.581521,0.399975,0.38716,0.357966,0.313283,0.185783,0.213809,1,27,27
4.33745,48.3844,3.9427,48.9022,0.64756,142.852,4.40368,0.145327,3.30788e-4,0.330002,0.328571,0.140934,0.186615,0.522299,0.432218,0.317164,0.63574,0.468565,0.19454,0.205348,1,28,28
4.34255,49.3731,4.28153,47.5433,0.62714,133.539,4.45785,0.145669,3.42234e-4,0.328396,0.340581,0.110477,0.230654,0.510016,0.432257,0.295764,0.581814,0.44766,0.190996,0.205056,1,29,29
4.3177,49.6462,4.07261,46.7107,0.592423,132.584,4.48921,0.145672,3.43418e-4,0.3123,0.358524,0.117166,0.230298,0.461861,0.347841,0.29105,0.571173,0.423495,0.189113,0.206407,1,30,30
4.31589,50.0373,3.95475,45.9999,0.853396,114.862,5.59807,0.136059,3.32407e-4,0.406593,0.0881365,0.01744,0.272908,0.240767,0.363158,0.326273,0.336903,0.35765,0.189534,0.224848,1,31,31
4.22089,53.6987,3.81614,41.7161,0.67978,114.501,5.87227,0.147777,3.74622e-4,0.384342,0.119536,0.0080956,0.439914,0.454196,0.178538,0.396375,0.620978,0.295534,0.196318,0.227034,1,32,32
3.99712,58.7657,3.43041,46.7516,0.89571,114.246,5.23546,0.101335,2.76589e-4,0.304941,0.221105,0.257103,0.168958,0.133441,0.33442,0.28809,0.648338,0.45376,0.18823,0.201495,1,33,33
3.90601,49.0999,3.21344,46.2866,0.815657,116.232,4.74441,0.166715,3.46139e-4,0.335522,0.202479,0.0977748,0.398796,0.194305,0.26216,0.234235,0.365346,0.287153,0.192559,0.206061,1,34,34
4.06237,52.6095,4.43873,47.4576,0.776995,131.996,4.65978,0.144141,3.34132e-4,0.424808,0.200126,0.197107,0.231429,0.332182,0.388002,0.376287,0.447871,0.375182,0.192581,0.224146,1,35,35
4.16762,57.7539,3.45837,43.2739,0.893108,135.061,4.59488,0.183147,3.35574e-4,0.383612,0.130902,0.0864069,0.231752,0.212722,0.171281,0.31757,0.408062,0.381012,0.196817,0.218922,1,36,36
3.98283,55.1032,4.87092,45.045,0.887917,140.687,4.4766,0.151049,3.40561e-4,0.284444,0.15462,0.0825126,0.336457,0.152196,0.266472,0.320204,0.538664,0.400371,0.193129,0.210404,1,37,37
3.8217,52.4457,5.30171,54.1603,0.79157,138.773,4.95385,0.18045,4.18448e-4,0.399524,0.236725,0.20593,0.0721911,0.224461,0.413335,0.378175,0.416129,0.580679,0.189113,0.218444,1,38,38
3.73297,41.3458,5.60164,55.1158,0.658494,121.794,5.12923,0.133209,3.72429e-4,0.27625,0.20686,0.413963,0.147495,0.180844,0.224526,0.346151,0.666247,0.413542,0.187302,0.211037,1,39,39
3.78073,45.9944,5.56385,50.4715,0.775287,107.137,5.03479,0.14601,3.43379e-4,0.288417,0.25051,0.143796,0.0875903,0.123121,0.318065,0.428697,0.444239,0.387406,0.193751,0.206605,1,40,40
3.68513,58.3609,5.36998,45.5681,0.850066,126.868,5.1943,0.132261,3.19012e-4,0.335119,0.260025,0.230393,0.207753,0.266727,0.283852,0.343697,0.465736,0.274974,0.19394,0.211986,1,41,41
3.5751,57.4823,2.68557,42.8005,0.980719,136.792,5.27864,0.235022,3.52648e-4,0.340824,0.24946,0.165761,0.236718,0.287141,0.287966,0.292694,0.51949,0.344718,0.185887,0.206672,1,42,42
3.82534,56.3211,3.14339,44.0239,0.916996,122.743,4.9247,0.133644,3.55408e-4,0.420259,0.217041,0.0250425,0.222698,0.609563,0.208067,0.379865,0.369274,0.457995,0.193991,0.218054,1,43,43
3.84685,55.1805,3.50065,41.3354,0.818488,123.041,4.41318,0.126236,3.541e-4,0.456579,0.169605,0.0206444,0.196799,0.369385,0.551754,0.33969,0.571447,0.477933,0.199871,0.221633,1,44,44
4.19041,41.0315,6.26802,55.2949,0.659203,101.22,5.18928,0.0744621,3.31905e-4,0.302902,0.197768,0.26283,0.269744,0.18008,0.246311,0.473345,0.708386,0.360159,0.192314,0.199313,1,45,45
4.38636,47.1384,5.05017,55.3702,0.775632,120.991,5.34128,0.200882,3.20251e-4,0.296802,0.231608,0.0998863,0.415759,0.260017,0.181751,0.332961,0.29136,0.436322,0.19889,0.225309,1,46,46
4.36702,46.7229,4.07014,44.8803,0.763224,109.372,5.40707,0.162211,3.57941e-4,0.311189,0.244789,0.269501,0.247847,0.185916,0.392659,0.339794,0.536582,0.381486,0.19545,0.198027,1,47,47
4.50044,55.3004,3.7816,49.0101,0.869653,115.991,3.85564,0.100559,3.5258e-4,0.404874,0.20684,0.06339,0.137461,0.130561,0.259118,0.352455,0.570177,0.428331,0.186273,0.225531,1,48,48
4.24263,54.1537,3.75778,45.6543,0.819346,113.466,3.79014,0.119524,3.73267e-4,0.358961,0.200361,0.0555585,0.211765,0.183861,0.336629,0.283904,0.535155,0.354018,0.191866,0.220046,1,49,49
4.22814,53.6021,4.11828,52.2089,0.9349,118.673,5.05024,0.126557,4.44091e-4,0.290731,0.149349,0.0558361,0.244204,0.32636,0.322456,0.307128,0.619917,0.492056,0.196777,0.219741,1,50,50
4.22683,48.5768,3.85239,50.9096,0.852042,112.348,4.62234,0.187659,3.76251e-4,0.288802,0.139919,0.140356,0.195042,0.160497,0.354288,0.380735,0.643458,0.516621,0.195215,0.219605,1,51,51
4.21729,52.0482,4.05787,50.0003,0.804649,102.194,4.89555,0.104653,2.91748e-4,0.348207,0.179889,0.172856,0.295177,0.255725,0.289145,0.42888,0.613322,0.465188,0.193124,0.220487,1,52,52
4.34752,46.8609,4.93374,57.3477,0.773146,97.7945,4.65549,0.0689387,2.31887e-4,0.352943,0.204232,0.488164,0.329599,0.245704,0.220464,0.427592,0.867673,0.613696,0.194389,0.208055,1,53,53
4.12951,43.8072,5.76515,51.8479,0.665641,93.8219,4.97174,0.0981289,2.56331e-4,0.450614,0.151108,0.0330682,0.267088,0.273915,0.473473,0.300131,0.582834,0.352058,0.19489,0.219417,1,54,54
4.25849,45.2705,5.61826,52.3256,0.666524,92.4657,4.88748,0.100872,2.71267e-4,0.472132,0.182664,0.102492,0.269086,0.32299,0.387364,0.351805,0.627054,0.368377,0.19397,0.215476,1,55,55
4.13287,49.5781,4.62405,54.8833,0.805121,121.954,5.88401,0.172174,3.44545e-4,0.390998,0.151215,0.182111,0.341236,0.416026,0.237414,0.530994,0.645326,0.714932,0.186422,0.21714,1,56,56
3.95631,58.2086,3.98675,40.9836,0.885544,123.106,4.89856,0.17309,2.73566e-4,0.300269,0.304184,0.0882401,0.218498,0.274632,0.232303,0.28928,0.187145,0.446585,0.185282,0.208357,1,57,57
3.73828,52.696,4.39321,41.0598,0.767098,123.046,4.786,0.166608,2.56958e-4,0.299287,0.289,0.223811,0.382262,0.21884,0.19829,0.300478,0.200339,0.447479,0.189038,0.194786,1,58,58
3.889,58.4021,4.00091,43.942,0.831331,145.423,4.77271,0.160196,3.82318e-4,0.322073,0.244758,0.239757,0.0719158,0.141794,0.468606,0.443694,0.426993,0.392693,0.182309,0.215937,1,59,59
3.62068,53.0156,4.74375,49.873,0.762191,143.304,4.81119,0.190567,4.30426e-4,0.366615,0.231072,0.189324,0.211151,0.05719,0.407593,0.335093,0.505243,0.488545,0.213125,0.222131,1,60,60
3.54886,57.183,3.53796,45.8696,0.86475,118.49,5.03737,0.149687,3.70589e-4,0.422111,0.243177,0.082684,0.171109,0.200306,0.376872,0.276073,0.381886,0.298582,0.185777,0.200364,1,61,61
3.52445,54.8495,4.23575,48.4417,0.90357,111.098,4.8665,0.175663,3.30049e-4,0.477783,0.297572,0.0131244,0.318882,0.142729,0.518486,0.232793,0.340284,0.391848,0.188132,0.202291,1,62,62
3.40684,56.2673,4.81793,44.2343,0.786741,102.654,5.59011,0.08148,2.59008e-4,0.506786,0.201919,0.413128,0.170157,0.0682533,0.282183,0.407658,0.680675,0.483886,0.20331,0.212295,1,63,63
3.8757,46.1234,6.13304,57.858,0.672527,127.909,5.35723,0.124864,3.23631e-4,0.440387,0.12164,0.282536,0.130841,0.218268,0.29976,0.266488,0.43751,0.372485,0.187876,0.198882,1,64,64
3.73621,62.6395,2.62692,45.9562,1.07545,96.818,5.01539,0.118752,3.25511e-4,0.487809,0.12567,0.0323692,0.280639,0.180288,0.470167,0.510467,0.644201,0.328815,0.195846,0.222464,1,65,65
4.07811,46.2427,5.55178,50.6789,0.702325,116.56,5.30324,0.0802073,3.40405e-4,0.395952,0.25615,0.445065,0.140131,0.153979,0.0514427,0.350691,0.912733,0.586788,0.191,0.21534,1,66,66
4.01304,40.6751,6.36656,62.1615,0.628633,100.075,5.13839,0.125527,2.16284e-4,0.335167,0.246337,0.141314,0.164372,0.355736,0.181927,0.289329,0.615651,0.504952,0.194541,0.212514,1,67,67
4.07678,53.006100000000004,4.02275,48.2655,0.937014,95.0196,4.18661,0.0936652,2.53752e-4,0.316041,0.117116,0.186502,0.10165,0.149135,0.424661,0.347451,0.791059,0.494542,0.198484,0.213923,1,68,68
4.03758,53.5947,4.28586,49.5358,0.921138,89.6627,4.26091,0.080151,2.37337e-4,0.285105,0.0957023,0.269152,0.126693,0.150004,0.216617,0.340582,0.656076,0.632611,0.202546,0.218246,1,69,69
4.03196,50.3843,4.50947,49.8865,0.857087,109.779,4.13534,0.0711748,3.31e-4,0.245618,0.254755,0.181277,0.0780291,0.26524,0.198457,0.354699,0.741405,0.37342,0.191006,0.213801,1,70,70
3.9068,56.1509,3.70195,45.852,0.854108,97.1058,4.8548,0.118482,2.69263e-4,0.287669,0.197128,0.580878,0.0502235,0.185688,0.293113,0.534234,0.692538,0.398277,0.194807,0.20636,1,71,71
3.95158,50.849,4.32731,45.7575,0.711408,116.11,5.1218,0.170915,2.91839e-4,0.313141,0.244723,0.0726654,0.0316459,0.395312,0.308215,0.267432,0.833087,0.331864,0.188199,0.20916,1,72,72
3.8639,48.8007,4.94028,44.2799,0.784496,120.288,5.05382,0.119651,3.95454e-4,0.31992,0.277788,0.170262,0.514545,0.360162,0.221816,0.300069,0.338696,0.547469,0.20026,0.212506,1,73,73
3.87485,46.2274,4.58309,46.6515,0.734357,123.951,5.07839,0.116009,3.6652e-4,0.336781,0.274031,0.132152,0.365426,0.34642,0.276806,0.292808,0.306352,0.49835,0.198641,0.216975,1,74,74
4.42594,57.7734,3.7329,46.0926,0.704164,114.69,5.11794,0.236519,3.75204e-4,0.427385,0.187407,0.139283,0.192187,0.478203,0.421685,0.297037,0.659406,0.312862,0.182834,0.204882,1,75,75
4.62104,56.7151,3.88752,51.0777,0.749771,121.367,5.27472,0.210943,3.3783e-4,0.488062,0.173984,0.146848,0.19141,0.480138,0.543417,0.325055,0.41386,0.37111,0.183744,0.199795,1,76,76
4.27752,53.3559,4.56315,50.1076,0.912871,131.22,4.88364,0.137384,3.78573e-4,0.362154,0.173784,0.0454837,0.193051,0.49655,0.370654,0.359994,0.482004,0.457015,0.181149,0.197078,1,77,77
4.43763,49.7521,5.00191,46.8877,0.714402,128.46,5.38653,0.138288,3.32407e-4,0.331812,0.192485,0.198865,0.395733,0.457125,0.465307,0.540244,0.554554,0.240105,0.212775,0.238475,1,78,78
4.37495,46.626,6.15702,57.9641,0.631937,143.019,6.38207,0.183112,4.01548e-4,0.320384,0.158166,0.15112,0.21262,0.277528,0.26844,0.345436,0.4438,0.25101,0.179933,0.215832,1,79,79
4.18811,48.148,5.5072,56.0017,0.611941,133.472,5.12062,0.12406,4.23173e-4,0.387626,0.290952,0.216873,0.252175,0.540834,0.440392,0.372286,0.44414,0.254321,0.200286,0.209499,1,80,80
4.27167,49.7218,3.08362,41.4128,0.897148,124.941,4.96368,0.107648,2.82205e-4,0.295488,0.241808,0.157115,0.388631,0.336473,0.185239,0.272729,0.533671,0.603686,0.199971,0.211362,1,81,81
4.33616,56.734,3.5923,50.0564,0.880014,132.552,4.87341,0.110605,3.66865e-4,0.299593,0.222833,0.230709,0.287445,0.377062,0.394785,0.288118,0.650805,0.429888,0.1922,0.19406,1,82,82
5.16925,53.3069,4.33333,48.2283,0.716133,104.906,4.61695,0.132301,2.60091e-4,0.321791,0.0934755,0.025497,0.484435,0.261016,0.124443,0.36392,0.687747,0.534191,0.199581,0.228069,1,83,83
5.30295,50.689,4.22249,46.3141,0.746027,108.652,4.92154,0.127978,2.50436e-4,0.355341,0.0968422,0.0191408,0.436783,0.212828,0.197611,0.359608,0.74348,0.576067,0.201576,0.232243,1,84,84
4.35955,42.9868,4.81833,52.1375,0.701367,107.044,5.03706,0.149354,4.05625e-4,0.394917,0.279969,0.0506899,0.14764,0.323981,0.230447,0.332321,0.492489,0.43794,0.198985,0.230362,1,85,85
3.77478,67.4173,3.22649,45.0902,0.832211,133.465,4.80568,0.18338,4.29229e-4,0.369171,0.28962,0.108855,0.183956,0.507762,0.257414,0.330517,0.329364,0.623311,0.184307,0.194163,1,86,86
3.5731,61.7586,3.78635,44.96,0.834008,130.112,4.88692,0.178387,3.69723e-4,0.421121,0.359104,0.040413,0.145086,0.428193,0.257636,0.448002,0.318868,0.348549,0.186633,0.195545,1,87,87
4.21761,48.8641,4.93258,49.0897,0.715081,113.303,4.90781,0.119423,2.98084e-4,0.547129,0.231391,0.109166,0.196081,0.235065,0.181935,0.544923,0.723176,0.457084,0.199708,0.203366,1,88,88
3.58842,50.489,5.21253,50.6532,0.732744,114.069,5.75907,0.105283,3.01268e-4,0.346827,0.172374,0.0342171,0.215862,0.130035,0.428927,0.354312,0.430495,0.29211,0.182369,0.224617,1,89,89
3.12182,55.1779,3.09484,51.3768,1.06927,116.38,4.54278,0.137866,4.08193e-4,0.510235,0.289293,0.290739,0.375731,0.266951,0.263571,0.365997,0.597756,0.60891,0.199057,0.209174,1,90,90
3.4773,55.6669,4.56914,43.7547,0.746982,108.535,5.68136,0.0883012,2.94993e-4,0.345462,0.159062,0.00195614,0.1478,0.234214,0.254191,0.443932,0.567104,0.248821,0.185852,0.211877,1,91,91
3.68491,59.2833,3.98446,48.5122,0.730216,109.903,5.48271,0.105295,2.09674e-4,0.331357,0.171883,0.0085141,0.466952,0.254504,0.14052,0.494286,0.782058,0.47514,0.191265,0.208567,1,92,92
4.01857,67.3546,3.34997,42.028,1.02725,110.97,5.55483,0.128565,3.27121e-4,0.395047,0.242673,0.24909,0.273427,0.11443300000000001,0.404515,0.321223,0.350217,0.454242,0.195015,0.214215,1,93,93
3.78798,57.7483,3.67445,41.7127,0.804482,131.721,5.76425,0.146705,2.87731e-4,0.326145,0.210598,0.377005,0.304996,0.0792336,0.279618,0.389283,0.256627,0.452051,0.186417,0.21628,1,94,94
3.94557,58.9624,4.07304,43.455,0.777839,122.917,5.37643,0.148293,3.40344e-4,0.305614,0.317933,0.0990969,0.290624,0.0680184,0.379515,0.436555,0.402287,0.324692,0.197434,0.219174,1,95,95
4.34897,50.091,4.01765,49.1972,0.858526,99.7099,4.82158,0.101753,3.36384e-4,0.588599,0.250141,0.362744,0.170701,0.335322,0.163422,0.320921,0.557561,0.484742,0.194426,0.20941,1,96,96
4.34661,53.6744,3.48474,47.0359,0.912442,106.853,4.63583,0.086554,3.25846e-4,0.570898,0.243263,0.276467,0.151468,0.326732,0.482306,0.33274,0.768275,0.318142,0.190777,0.213629,1,97,97
4.17893,54.3979,3.20953,46.3538,0.783361,132.28,6.18422,0.115656,3.21134e-4,0.385411,0.193322,0.122708,0.562785,0.322646,0.474921,0.369561,0.488264,0.419555,0.193429,0.205834,1,98,98
4.21609,47.6869,5.0137,48.4255,0.748353,119.994,5.71464,0.132191,3.06002e-4,0.386883,0.101635,0.309133,0.288211,0.302973,0.356628,0.371763,0.55959,0.313587,0.200545,0.206326,1,99,99
4.09515,53.6657,2.48279,40.3553,0.842599,113.999,4.38452,0.185449,3.97383e-4,0.337053,0.148457,0.00201315,0.17332,0.355622,0.29493,0.36992,0.482064,0.331182,0.183589,0.21396,1,100,100
4.27071,45.3648,5.25756,53.4876,0.677598,102.891,5.86454,0.127126,3.42146e-4,0.430969,0.107037,0.117581,0.308526,0.262375,0.411019,0.493326,0.421144,0.688788,0.192957,0.210447,1,101,101
4.23797,44.8151,5.59799,52.5584,0.668265,108.363,6.1105,0.11668,3.48662e-4,0.423555,0.12732,0.122226,0.281658,0.319785,0.672932,0.498008,0.457515,0.772745,0.194487,0.206802,1,102,102
4.2464,50.6872,4.38495,50.9408,0.769115,107.47,5.26885,0.136706,3.98168e-4,0.360046,0.153225,0.153609,0.132694,0.29163,0.237604,0.318406,0.425416,0.586129,0.173446,0.204127,1,103,103
4.72776,52.3104,5.1331,48.9316,0.754621,126.745,3.81788,0.113575,3.04134e-4,0.405365,0.357544,0.4699,0.310947,0.444208,0.229084,0.578069,0.981021,0.255381,0.197026,0.205193,1,104,104
4.62771,50.6997,3.78662,44.1679,0.744551,96.4988,4.36199,0.10161,2.95188e-4,0.398149,0.0926706,0.164556,0.247047,0.386231,0.328141,0.38401,0.421452,0.493254,0.181469,0.212493,1,105,105
4.13878,53.4498,5.28203,56.0095,0.704525,127.371,5.45197,0.133026,3.72631e-4,0.446955,0.297319,0.210353,0.507387,0.404181,0.204187,0.288222,0.635208,0.333356,0.199363,0.208383,1,106,106
4.12739,50.9396,4.39417,55.8533,0.640509,127.522,5.50072,0.107712,3.33777e-4,0.480847,0.22989,0.0572761,0.28083,0.379779,0.24137,0.382764,0.606336,0.36067,0.19345300000000001,0.209197,1,107,107
4.09521,52.1051,4.27681,54.5012,0.62613,126.037,5.48205,0.118233,3.39332e-4,0.471489,0.23209,0.0492463,0.274159,0.362691,0.247128,0.372823,0.626755,0.390255,0.194121,0.20738,1,108,108
4.24151,59.6368,4.46865,58.8783,0.71786,127.165,5.08662,0.125205,3.15229e-4,0.425251,0.18054,0.0725089,0.353762,0.484742,0.269814,0.34087,0.603759,0.439568,0.19547,0.206363,1,109,109
4.09207,58.659,3.43345,43.9779,1.00711,113.404,4.20236,0.16177,3.69558e-4,0.363545,0.246795,0.173651,0.256504,0.145571,0.266629,0.422748,0.497221,0.304222,0.187759,0.211613,1,110,110
4.92527,38.8335,5.9236,57.367,0.526026,110.449,6.30099,0.125602,2.94808e-4,0.466623,0.236821,0.264249,0.180793,0.385748,0.255871,0.421916,0.490453,0.36889,0.190081,0.21821,1,111,111
4.25089,50.8056,5.45246,50.1731,0.788989,96.4105,4.11733,0.115712,3.49207e-4,0.382851,0.115766,0.306704,0.309474,0.221069,0.225817,0.4298,0.600365,0.447963,0.18965,0.222793,1,112,112
4.22315,55.2192,3.23277,39.7354,0.730619,117.396,4.71747,0.160826,3.10248e-4,0.492063,0.261863,0.168459,0.103172,0.45866,0.174628,0.529133,0.363886,0.53512,0.189346,0.203374,1,113,113
4.50322,52.426,5.11762,52.263,0.871056,117.059,5.15091,0.120885,3.38799e-4,0.39527,0.224357,0.264352,0.0893748,0.180882,0.205128,0.298957,0.702124,0.582367,0.195834,0.217365,1,114,114
4.22257,53.8704,3.39275,45.3575,0.875978,107.973,4.36443,0.113678,3.02284e-4,0.374064,0.274857,0.172974,0.260501,0.190489,0.21754,0.468553,0.853484,0.50382,0.190742,0.223432,1,115,115
4.45164,50.6672,3.58668,46.0179,1.03869,107.335,5.18283,0.103467,2.88635e-4,0.388521,0.360976,0.0873523,0.106175,0.275212,0.122997,0.347951,0.758848,0.342908,0.201879,0.211588,1,116,116
4.08699,49.6344,3.65345,45.5498,0.660743,120.363,5.30943,0.136827,2.79499e-4,0.413008,0.138088,0.218316,0.238172,0.269206,0.375401,0.286967,0.931293,0.475591,0.182698,0.209783,1,117,117
4.04282,47.3516,3.72368,41.6674,0.700743,112.201,5.04063,0.0889811,2.59423e-4,0.359421,0.341188,0.137325,0.426398,0.350798,0.19789,0.309473,0.544062,0.68757,0.200164,0.211174,1,118,118
3.49651,51.7539,5.43251,55.5479,0.758813,116.137,4.67386,0.162773,2.64877e-4,0.379358,0.283037,0.418993,0.196204,0.273406,0.194166,0.466613,0.614857,0.416871,0.199164,0.202918,1,119,119
3.92047,50.5847,5.18845,50.4151,0.716179,115.376,5.78426,0.0905784,3.50544e-4,0.31538,0.232867,0.0172281,0.285724,0.0874073,0.158542,0.333498,0.753541,0.552783,0.187485,0.219691,1,120,120
3.33779,66.0764,2.64286,39.6569,1.00147,114.66,4.04608,0.15044,3.90952e-4,0.369127,0.305214,0.184424,0.284815,0.350114,0.37407,0.381365,0.402919,0.379864,0.207656,0.200481,1,121,121
3.36807,59.8854,3.23811,37.3782,0.996097,101.763,4.5896,0.133376,3.36217e-4,0.421245,0.24458,0.0838795,0.196743,0.111643,0.245943,0.341945,0.660632,0.28828,0.198092,0.204271,1,122,122
3.27214,58.0456,3.4509,44.2996,0.78521,105.893,5.10906,0.116221,3.1026e-4,0.375078,0.347623,0.0891617,0.142826,0.0976023,0.298179,0.367694,0.568809,0.367745,0.199928,0.204924,1,123,123
4.02403,53.7428,3.59034,43.7381,0.828553,123.126,4.57511,0.152901,3.37465e-4,0.40578,0.170428,0.0154079,0.0913505,0.315898,0.417111,0.655206,0.367169,0.401636,0.195638,0.209408,1,124,124
3.32184,60.832,3.47048,43.1395,0.819329,121.93,5.68214,0.164926,4.10235e-4,0.384176,0.126311,0.0778417,0.0395813,0.279671,0.388011,0.322545,0.643273,0.417415,0.200677,0.210755,1,125,125
3.3133,62.8235,3.37064,43.2312,0.852125,121.031,5.70441,0.171593,4.05237e-4,0.387985,0.134363,0.067227,0.0418988,0.274433,0.398088,0.335749,0.700494,0.425093,0.200565,0.210849,1,126,126
