TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma_p,.chain,.iteration,.draw
3.99952,76.3286,3.6093,46.5392,1.05394,0.252507,0.31799500000000003,0.176175,0.329299,0.380355,0.198095,1,74,74
4.03365,74.8745,3.7652,44.5804,1.03326,0.257987,0.298875,0.163484,0.317506,0.364963,0.196933,1,75,75
3.9922,73.5267,2.98882,43.3158,1.20099,0.268353,0.357108,0.258812,0.327135,0.406896,0.196079,1,76,76
4.01263,75.8891,3.12449,44.9446,1.20274,0.270576,0.363203,0.225759,0.349092,0.388753,0.196861,1,77,77
4.00747,73.6204,3.29873,42.6821,1.0526199999999999,0.260809,0.326928,0.23718,0.37799,0.421532,0.200018,1,78,78
4.03473,73.7372,3.28928,45.5054,1.12928,0.272207,0.354798,0.286263,0.295403,0.286004,0.196129,1,79,79
4.03534,77.3596,2.74132,41.7546,1.12931,0.306121,0.351545,0.257471,0.384183,0.472454,0.202812,1,80,80
4.06076,76.4364,3.47768,44.4981,1.11111,0.312109,0.372855,0.135871,0.330598,0.295123,0.197144,1,81,81
4.01795,77.188,3.10842,41.6529,1.16444,0.314111,0.338341,0.239644,0.337964,0.320891,0.202297,1,82,82
4.00736,75.9847,2.87989,44.087,1.14939,0.316994,0.321824,0.340025,0.306211,0.314221,0.199325,1,83,83
4.05705,78.9546,3.05846,41.0074,1.18426,0.314655,0.319009,0.130253,0.343329,0.407071,0.198025,1,84,84
4.0679,79.6476,3.0318,45.4346,1.09126,0.329149,0.317223,0.0183364,0.283796,0.298754,0.199999,1,85,85
4.14148,78.3859,3.20617,43.3073,1.1369,0.311867,0.311264,0.0891717,0.347339,0.286665,0.196037,1,86,86
4.17861,77.7929,3.46102,44.8662,1.14124,0.313102,0.302851,0.0446395,0.344846,0.321528,0.197617,1,87,87
4.17519,73.9666,3.71984,46.3777,1.10835,0.316776,0.31024,0.0993784,0.347696,0.325538,0.201508,1,88,88
4.04272,73.018,3.27811,45.0555,1.03337,0.316403,0.299225,0.0228138,0.326517,0.353731,0.196576,1,89,89
4.0389,76.9066,3.44865,44.0277,1.08932,0.309379,0.29869,0.145221,0.389154,0.37954,0.200585,1,90,90
4.08816,76.7211,3.63178,46.1149,1.14709,0.311709,0.303656,0.022349,0.318489,0.335825,0.197861,1,91,91
4.00019,75.2831,2.80367,42.2683,1.07676,0.311881,0.311447,0.117323,0.385063,0.318203,0.200363,1,92,92
4.01327,75.7838,3.73805,46.9506,1.05355,0.333437,0.290267,0.0193602,0.273448,0.297289,0.199213,1,93,93
3.99237,77.5818,3.1477,43.1787,1.11094,0.302827,0.35705,0.0362721,0.405848,0.349911,0.198164,1,94,94
3.97348,77.0974,3.11674,45.1159,1.09816,0.297005,0.3609,0.0271131,0.38991,0.344106,0.198475,1,95,95
3.97027,76.9761,3.2106,43.1781,1.10797,0.296929,0.38402,0.0502977,0.342933,0.343609,0.19768,1,96,96
3.9593,77.7666,3.11406,42.9167,1.11035,0.302906,0.316014,0.0786935,0.400012,0.356719,0.202868,1,97,97
3.94232,77.1154,3.08138,42.2256,1.12559,0.298594,0.313322,0.0904664,0.406052,0.34851,0.202866,1,98,98
3.89762,71.1092,3.45739,44.7355,1.06989,0.29358,0.315498,0.0495106,0.300126,0.345788,0.197824,1,99,99
3.92751,72.4106,3.19654,45.5073,1.14094,0.290242,0.259525,0.0540366,0.331921,0.30059,0.199729,1,100,100
3.92526,71.6684,3.35589,43.3688,1.14116,0.300274,0.357098,0.232353,0.316064,0.260175,0.204216,1,101,101
3.91451,74.919,3.05653,44.3229,1.14411,0.298025,0.29658,0.203985,0.321212,0.322228,0.195253,1,102,102
3.90585,72.0176,3.43965,45.2607,1.10705,0.307808,0.316632,0.253833,0.30417,0.312515,0.203296,1,103,103
3.82513,74.2373,2.9962,43.328,1.10453,0.318077,0.271436,0.189961,0.349533,0.306914,0.199023,1,104,104
3.76926,74.6094,2.92027,41.621,1.12484,0.325789,0.276243,0.182064,0.360756,0.320324,0.200651,1,105,105
3.82487,80.4157,2.91445,40.0144,1.16181,0.312444,0.326883,0.244628,0.399539,0.329968,0.20234,1,106,106
3.81065,79.768,3.09436,41.0934,1.17282,0.313838,0.345974,0.253574,0.406149,0.358829,0.20196,1,107,107
3.86113,79.8075,2.99693,44.735,1.19464,0.298001,0.356122,0.237434,0.297011,0.290011,0.204884,1,108,108
3.8939,83.4363,2.93798,41.3829,1.13775,0.304826,0.358817,0.130967,0.365508,0.319113,0.197709,1,109,109
3.94987,77.1449,3.5636,45.0862,1.06153,0.297949,0.351602,0.0748417,0.2717,0.301838,0.201189,1,110,110
3.91628,77.1466,3.31329,45.262,1.10519,0.309421,0.333571,0.0738536,0.292576,0.342263,0.201416,1,111,111
3.89887,76.2596,3.24499,45.4933,1.11984,0.297731,0.339826,0.0410668,0.340114,0.279521,0.200497,1,112,112
3.88165,78.8313,2.99558,40.7436,1.1699600000000001,0.293877,0.307657,0.0449487,0.28357,0.320107,0.199274,1,113,113
3.86579,76.8145,2.91341,40.0012,1.13759,0.332472,0.304052,0.0979484,0.339038,0.247511,0.201674,1,114,114
3.93051,76.189,3.57085,43.9467,1.05768,0.315312,0.299189,0.186613,0.280544,0.308232,0.198918,1,115,115
3.92801,74.1389,3.56914,45.0879,1.09725,0.321068,0.30891,0.101768,0.298598,0.318863,0.202688,1,116,116
4.02219,77.4173,2.48468,40.0152,1.20912,0.293091,0.28275,0.120115,0.37551,0.310166,0.200241,1,117,117
4.09986,70.9778,3.23216,43.4398,1.09076,0.296404,0.358604,0.294647,0.387338,0.351369,0.20044,1,118,118
4.0895,73.0855,2.7513,41.9173,1.08536,0.291343,0.31274,0.12427,0.37883,0.31554,0.200865,1,119,119
4.12611,70.9683,3.41793,40.9838,1.09859,0.290713,0.377152,0.14308,0.377801,0.275838,0.202567,1,120,120
4.17179,70.8425,3.64017,43.1032,1.13692,0.288078,0.344533,0.201754,0.341571,0.347985,0.203128,1,121,121
4.09244,69.8925,3.49369,43.8091,1.15896,0.298297,0.338227,0.136959,0.283649,0.331606,0.198267,1,122,122
4.16567,73.0196,3.23565,43.5157,1.13838,0.308774,0.326806,0.0262289,0.387446,0.362822,0.200438,1,123,123
4.17228,72.5869,3.36193,43.3429,1.16503,0.299756,0.334231,0.0443742,0.381692,0.354148,0.200288,1,124,124
4.17816,71.923,3.52233,41.8952,1.04964,0.303373,0.34598,0.00118483,0.316385,0.329798,0.201067,1,125,125
4.1757,70.2979,3.67035,47.322,1.09201,0.309728,0.337775,8.90661e-4,0.265151,0.424738,0.197544,1,126,126
4.13628,72.4243,3.73666,45.2074,1.04208,0.313548,0.335797,0.00174687,0.298451,0.384819,0.198155,1,127,127
4.11798,73.6664,3.05252,42.3427,1.02524,0.30832,0.332778,0.00501189,0.278817,0.391343,0.200122,1,128,128
4.08387,72.7402,3.84695,46.861,1.12298,0.316713,0.288015,0.0270351,0.31495,0.43155,0.198901,1,129,129
3.99186,78.244,2.36189,39.2405,1.14195,0.329469,0.321517,0.285785,0.357464,0.352102,0.198915,1,130,130
3.98895,78.5551,2.79562,42.3236,1.13139,0.336136,0.302294,0.266589,0.411172,0.34163,0.196971,1,131,131
3.97515,77.2746,2.46223,43.2964,1.16188,0.325022,0.287882,0.307246,0.363675,0.354767,0.199196,1,132,132
4.04036,78.6883,2.637,43.7431,1.16365,0.324244,0.303673,0.260261,0.345068,0.369934,0.19981,1,133,133
3.9767,72.8639,3.08437,44.0688,1.14397,0.332119,0.301645,0.296354,0.34536,0.30017,0.19753,1,134,134
4.01257,77.3646,2.69979,42.7808,1.1077,0.358963,0.352767,0.436797,0.457766,0.331124,0.20077,1,135,135
4.04941,76.7225,2.69055,42.9752,1.16592,0.359246,0.281591,0.302433,0.343767,0.305799,0.19737,1,136,136
4.09121,74.2248,3.06492,45.9102,1.07583,0.355751,0.318349,0.28164,0.346103,0.370599,0.199348,1,137,137
4.06177,76.2628,2.94733,41.8513,1.12983,0.328417,0.287865,0.331648,0.357401,0.260493,0.198278,1,138,138
4.06586,77.8002,2.64083,41.9865,1.11416,0.344708,0.326481,0.31813,0.417672,0.367261,0.198911,1,139,139
4.06006,73.0793,3.20766,44.8123,1.10961,0.312891,0.317929,0.253657,0.318263,0.366162,0.199461,1,140,140
4.04578,70.9177,3.80012,46.3511,1.04449,0.295321,0.300238,0.28082,0.35454599999999997,0.36219,0.199032,1,141,141
4.03373,73.0788,3.51778,43.5717,1.0549,0.307199,0.311856,0.198521,0.32755,0.312418,0.200616,1,142,142
4.04574,77.0264,2.78799,43.2987,1.15346,0.340688,0.345036,0.0538455,0.361638,0.422118,0.199488,1,143,143
4.04035,73.7115,3.61606,42.0821,1.08785,0.292063,0.377754,0.0952225,0.349469,0.318316,0.198529,1,144,144
3.94327,74.3706,3.26991,42.3745,1.14276,0.289187,0.319883,0.258419,0.303861,0.344048,0.201734,1,145,145
3.94724,71.1089,3.80336,47.3154,1.02737,0.288936,0.333741,0.143246,0.262863,0.341767,0.19802,1,146,146
3.89894,75.5114,3.12008,41.5572,1.10768,0.290186,0.324355,0.0753963,0.339493,0.302533,0.196873,1,147,147
3.95323,76.4185,3.0143,44.7373,1.12202,0.292662,0.286574,0.147874,0.352814,0.304995,0.201216,1,148,148
3.96767,79.0116,3.60874,44.6048,1.03685,0.279862,0.358407,0.0461817,0.274308,0.282458,0.198237,1,149,149
3.91871,79.5389,3.23034,42.8991,1.13089,0.28283,0.341648,0.0940278,0.3959,0.310927,0.198744,1,150,150
3.88966,78.0451,3.16046,41.7991,1.16047,0.291488,0.342406,0.207827,0.365904,0.312331,0.197451,1,151,151
4.01048,72.8616,3.4711,43.4588,1.03391,0.300282,0.347189,0.0576684,0.245949,0.298561,0.201591,1,152,152
4.00999,71.9084,3.20927,45.3237,1.16148,0.307295,0.310368,0.0578499,0.313472,0.364843,0.198966,1,153,153
3.95962,70.7873,3.61638,44.2542,1.03262,0.303645,0.293729,0.154932,0.315897,0.33894,0.201467,1,154,154
3.99057,70.0671,3.27159,43.6315,1.13198,0.296912,0.347462,0.181618,0.275141,0.330416,0.199665,1,155,155
3.98336,76.587,2.6416,44.4323,1.16772,0.2996,0.334534,0.170109,0.317522,0.330458,0.197483,1,156,156
3.9986,79.7071,3.05296,43.3075,1.16391,0.300265,0.329806,0.125219,0.305858,0.336872,0.202285,1,157,157
3.96294,71.8539,3.76985,47.7849,0.990473,0.289605,0.265639,0.156997,0.266442,0.400949,0.197203,1,158,158
4.00074,72.6526,3.53353,47.9973,1.05848,0.300932,0.261883,0.13812,0.310246,0.325402,0.197734,1,159,159
3.96522,70.9587,3.77153,47.2001,1.05601,0.299496,0.245073,0.180812,0.27944600000000003,0.366716,0.19731,1,160,160
4.00269,73.4988,4.01148,44.3802,1.04523,0.296171,0.288111,0.197552,0.294851,0.349212,0.200736,1,161,161
3.98227,73.2495,3.08374,43.5958,1.22872,0.310774,0.298873,0.207766,0.291239,0.39723,0.198525,1,162,162
4.04493,74.2546,3.32941,43.4243,1.08072,0.315163,0.280747,0.0668523,0.338606,0.307672,0.200788,1,163,163
4.05383,69.8289,3.4927,44.7136,1.12555,0.320055,0.293216,0.298093,0.304388,0.424653,0.199305,1,164,164
4.08028,71.7364,3.61949,43.8149,1.18895,0.317872,0.333693,0.321286,0.277544,0.357707,0.196407,1,165,165
4.09837,71.9883,3.42528,47.6571,1.03085,0.289618,0.300464,0.249851,0.311955,0.371994,0.201029,1,166,166
4.15117,71.1298,4.43382,45.775,1.02233,0.297603,0.314321,0.306781,0.219359,0.341294,0.196884,1,167,167
4.13718,79.6219,3.166,49.5636,1.04907,0.304937,0.302805,0.326412,0.227157,0.410467,0.198788,1,168,168
4.12727,76.2024,3.87151,48.6121,1.0905,0.295041,0.301966,0.340515,0.269789,0.373181,0.199983,1,169,169
4.1566,76.9764,3.13144,46.2545,1.12765,0.305781,0.346427,0.344146,0.262931,0.409181,0.197943,1,170,170
4.17114,76.7021,2.73523,44.4946,1.13825,0.307373,0.263933,0.32608,0.291124,0.330406,0.202066,1,171,171
4.20562,73.4398,3.66028,47.2708,1.02802,0.31216699999999997,0.306751,0.274949,0.233486,0.353598,0.199326,1,172,172
4.18839,73.7037,4.23252,44.4035,1.0162,0.31927,0.336846,0.299136,0.240368,0.349476,0.199656,1,173,173
4.15534,72.1054,3.93344,46.9845,1.01555,0.329709,0.293646,0.218061,0.236437,0.376674,0.200288,1,174,174
4.19064,73.7687,3.89419,45.7437,1.03024,0.311294,0.295003,0.257288,0.222116,0.297796,0.197327,1,175,175
4.21321,70.1981,4.12918,47.5229,1.03817,0.301322,0.310936,0.175587,0.235462,0.267845,0.203064,1,176,176
4.10912,74.0623,3.12923,44.9849,1.14338,0.293119,0.32641,0.291464,0.296237,0.24746,0.197636,1,177,177
4.06898,73.8863,3.56988,44.937,1.12636,0.283728,0.283402,0.159154,0.258014,0.302133,0.20135,1,178,178
3.98758,72.9001,3.13954,43.3145,1.16811,0.281113,0.340999,0.238434,0.286299,0.316398,0.199909,1,179,179
3.98351,70.6195,3.88595,46.7213,1.10167,0.284709,0.324504,0.211575,0.292253,0.332289,0.197325,1,180,180
3.96728,73.4505,3.30263,43.6044,1.06731,0.281597,0.30169,0.115752,0.327844,0.283644,0.199313,1,181,181
4.08641,76.1163,2.85587,45.3733,1.1766,0.282191,0.338037,0.158907,0.397566,0.334557,0.200121,1,182,182
4.03084,73.3675,3.30202,49.367,1.12427,0.290263,0.28759,0.159355,0.315888,0.366038,0.199302,1,183,183
4.06665,73.539,3.00184,43.984,1.14644,0.275441,0.339784,0.292271,0.3088,0.382676,0.199891,1,184,184
4.05012,73.2711,3.07891,47.8215,1.09982,0.281962,0.297626,0.36098,0.262245,0.338477,0.199665,1,185,185
4.02318,71.6086,3.45339,49.0597,0.986576,0.294152,0.352388,0.266397,0.26229,0.304727,0.20128,1,186,186
4.11929,75.3512,3.21101,43.4389,1.06627,0.285576,0.334244,0.137556,0.300645,0.308008,0.19902,1,187,187
4.03788,73.7114,3.4767,46.7019,1.04061,0.279382,0.375383,0.301371,0.285409,0.37634,0.201177,1,188,188
4.01941,73.9145,3.28079,46.7596,1.0849,0.270086,0.34227,0.458204,0.271697,0.367949,0.197631,1,189,189
4.02531,71.22,4.21282,49.5981,0.964619,0.300882,0.313869,0.329286,0.221603,0.409806,0.200543,1,190,190
4.05316,73.1512,3.66158,49.5334,1.01838,0.301193,0.325094,0.329807,0.256147,0.400863,0.19898,1,191,191
4.13429,77.6439,3.81583,43.8571,1.10559,0.287923,0.299189,0.254277,0.260047,0.425112,0.201597,1,192,192
4.05602,74.7974,3.22794,47.3107,1.06789,0.296574,0.324721,0.176734,0.297159,0.318804,0.198986,1,193,193
4.06492,75.9589,3.19846,43.6234,1.13803,0.300162,0.343406,0.230257,0.281403,0.384609,0.197919,1,194,194
4.0491,75.2954,3.2576,43.3424,1.05324,0.289668,0.316393,0.167252,0.241446,0.371966,0.195831,1,195,195
4.02067,75.2917,3.16366,45.5115,1.06945,0.287284,0.276216,0.236125,0.277448,0.414598,0.202855,1,196,196
4.02479,72.1656,3.6236,50.3189,1.06623,0.286329,0.322598,0.246639,0.228012,0.396034,0.200052,1,197,197
4.02433,72.2937,3.69401,50.0308,1.02424,0.288627,0.265765,0.238251,0.275923,0.401591,0.199342,1,198,198
4.04273,74.6983,3.52265,44.982,1.09488,0.293317,0.249618,0.207076,0.258775,0.396164,0.201271,1,199,199
4.00987,75.1068,3.82763,43.4548,1.01816,0.296578,0.307658,0.141973,0.287242,0.382049,0.197281,1,200,200
3.97852,75.0667,3.20213,44.8318,1.0596,0.287906,0.286297,0.178357,0.292685,0.375257,0.200836,1,201,201
4.01863,72.5494,4.00559,47.9813,1.04103,0.291891,0.2955,0.168259,0.275391,0.403537,0.200333,1,202,202
4.00657,75.7447,3.8412,48.3148,1.02159,0.295361,0.283566,0.194506,0.302752,0.432169,0.197602,1,203,203
3.98272,73.4816,3.98995,48.8244,1.02411,0.295454,0.286559,0.168582,0.30297,0.450498,0.199798,1,204,204
4.02687,74.407,3.4628,46.3978,1.08807,0.304748,0.303281,0.287558,0.261144,0.312068,0.198563,1,205,205
3.92968,70.5499,3.19074,43.9348,1.06845,0.305338,0.291326,0.210702,0.390943,0.386742,0.198899,1,206,206
3.92811,77.0175,2.98467,41.7657,1.16136,0.299678,0.28536,0.0636017,0.363568,0.283911,0.199474,1,207,207
3.98428,74.8681,3.25923,39.8164,1.15555,0.308379,0.262501,0.0364533,0.351656,0.333866,0.198962,1,208,208
4.01789,74.0883,3.44111,43.3682,1.09682,0.304923,0.330106,0.0268231,0.317523,0.355831,0.199957,1,209,209
4.02044,74.3656,2.89132,44.0519,1.10175,0.304542,0.309015,0.0751644,0.284257,0.403131,0.199019,1,210,210
4.06586,72.1121,3.75797,44.6411,1.02737,0.292935,0.291487,0.201637,0.35404,0.397417,0.201727,1,211,211
4.06341,73.0457,3.53033,46.6234,1.05988,0.297205,0.314453,0.221647,0.305046,0.336668,0.19463,1,212,212
4.04083,73.2448,3.37896,46.2924,1.0958,0.304208,0.286008,0.303095,0.30892,0.381948,0.199998,1,213,213
3.98491,75.8011,2.97966,46.2233,1.14872,0.29524,0.297195,0.263651,0.287356,0.400303,0.198991,1,214,214
4.08979,75.4568,3.79972,49.9537,1.01513,0.295796,0.311924,0.354583,0.293177,0.427343,0.19806000000000001,1,215,215
4.01635,74.4972,3.7326,47.5909,1.02602,0.28498,0.33953,0.460823,0.345339,0.322171,0.198139,1,216,216
4.01489,74.7116,3.36047,43.9885,1.1467,0.282825,0.327073,0.259096,0.286451,0.361079,0.200413,1,217,217
4.00828,76.7336,2.89527,46.2212,1.02768,0.284194,0.335715,0.489072,0.375266,0.405282,0.197277,1,218,218
4.03192,77.4281,2.81199,47.0652,1.11359,0.280468,0.321013,0.433287,0.327089,0.384507,0.196903,1,219,219
4.00609,75.8191,3.66147,46.6041,1.05223,0.27471,0.315504,0.382705,0.313661,0.390471,0.19991,1,220,220
3.99126,71.3697,4.04542,49.8171,1.09221,0.272586,0.324945,0.157152,0.279656,0.369018,0.197844,1,221,221
3.96086,71.7229,3.65234,47.877,1.09703,0.277619,0.302998,0.156573,0.278238,0.384957,0.198643,1,222,222
4.01858,72.9711,3.48476,45.0442,1.09317,0.275347,0.300287,0.01987,0.30459,0.349416,0.197351,1,223,223
3.97565,74.1177,3.18284,44.4059,1.0625,0.280127,0.305837,0.0163374,0.287405,0.399592,0.194691,1,224,224
4.02353,78.484,3.10359,45.4889,1.09716,0.295269,0.363847,0.242054,0.314939,0.32202,0.204311,1,225,225
4.02444,77.7893,3.47662,44.81,1.05719,0.319085,0.273736,0.0649519,0.31501,0.337453,0.198117,1,226,226
