TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma,.chain,.iteration,.draw
4.00066,74.4658,3.59235,46.0327,1.1074600000000001,0.284836,0.323272,0.0519623,0.343705,0.221187,0.198291,1,17,17
3.95968,71.4824,3.76775,49.4502,1.0243,0.288532,0.346456,0.123649,0.338676,0.229699,0.19841,1,18,18
4.00055,73.0559,3.80257,49.5881,1.02282,0.285319,0.352282,0.127471,0.357006,0.228712,0.197763,1,19,19
4.14411,73.6901,3.59397,49.6867,1.10038,0.298403,0.380737,0.324482,0.417718,0.214697,0.200743,1,20,20
4.09943,77.4322,3.00768,44.9809,1.05814,0.276325,0.323115,0.327257,0.391712,0.255732,0.195512,1,21,21
4.05287,74.5222,2.7356,45.692,1.16243,0.274874,0.38365899999999997,0.499805,0.358877,0.263144,0.199216,1,22,22
4.06374,74.22,2.75601,45.1039,1.15547,0.271506,0.378937,0.498427,0.377753,0.267048,0.199214,1,23,23
4.04518,74.6727,3.41698,46.6679,1.16061,0.303568,0.385539,0.322375,0.399861,0.321431,0.198428,1,24,24
3.99061,73.1472,2.97405,46.0105,1.02797,0.306995,0.3625,0.334465,0.358691,0.224189,0.197837,1,25,25
4.01302,74.9494,3.43857,45.8991,1.1036300000000001,0.304244,0.361006,0.246097,0.411476,0.228557,0.199516,1,26,26
3.98363,71.5281,3.50892,47.5882,1.06262,0.309409,0.37221,0.232683,0.337685,0.231367,0.20098,1,27,27
3.97876,73.9811,3.38547,46.6526,1.10316,0.301136,0.325995,0.224066,0.365979,0.169307,0.201415,1,28,28
3.97153,72.8573,3.24041,49.6442,1.10701,0.306588,0.308978,0.230502,0.391288,0.206926,0.199956,1,29,29
3.95044,75.2453,3.16236,49.9001,1.16114,0.285446,0.331094,0.192022,0.342065,0.19120500000000001,0.198379,1,30,30
3.95997,75.5571,3.15431,49.8927,1.16498,0.285363,0.330741,0.196607,0.338335,0.188213,0.198396,1,31,31
3.91188,71.9603,3.47122,48.6388,1.03167,0.302202,0.308078,0.148602,0.331136,0.276322,0.200466,1,32,32
3.97736,73.5578,3.93996,49.3399,1.08704,0.302227,0.328956,0.246809,0.303416,0.314811,0.197504,1,33,33
3.9702,76.7092,3.55301,49.8386,1.02462,0.283511,0.363152,0.329382,0.298382,0.284076,0.198992,1,34,34
3.98685,80.3914,3.5032,48.2825,1.10089,0.29187,0.357147,0.246147,0.314363,0.269687,0.198546,1,35,35
3.96325,72.5392,3.65036,52.5716,1.06233,0.302296,0.357332,0.294614,0.248382,0.269743,0.196624,1,36,36
4.01079,73.2427,4.48442,46.9897,1.0307,0.292681,0.329728,0.25539,0.258919,0.234019,0.201034,1,37,37
3.9951,71.613,3.83797,52.0388,1.0424,0.294489,0.33739,0.23947,0.303836,0.278026,0.197551,1,38,38
3.95697,71.0546,3.30958,49.4368,1.07643,0.298322,0.342598,0.226814,0.320883,0.261083,0.194827,1,39,39
3.94312,69.8396,3.13255,50.507,1.12522,0.297583,0.32182500000000003,0.278156,0.30649,0.243588,0.197704,1,40,40
3.92916,69.0266,3.87324,55.2378,1.17614,0.29294,0.361759,0.228753,0.279518,0.311984,0.200375,1,41,41
3.85427,74.6886,3.12817,49.9734,1.069,0.312288,0.323555,0.248386,0.248478,0.294022,0.196627,1,42,42
3.94015,75.0929,4.21172,49.8413,1.09703,0.289566,0.323409,0.350018,0.259715,0.354321,0.200712,1,43,43
3.93441,74.3869,3.58403,49.22,1.00235,0.289234,0.356359,0.337908,0.259362,0.288478,0.200307,1,44,44
3.93398,72.4521,3.93379,51.9721,1.14292,0.290257,0.345703,0.201246,0.27086,0.280634,0.199447,1,45,45
3.98624,71.5126,3.57507,48.9145,0.99523,0.305857,0.389809,0.147783,0.305889,0.276352,0.196398,1,46,46
3.98151,75.4264,3.79282,46.2872,1.12112,0.293148,0.356348,0.0755165,0.309168,0.329314,0.200915,1,47,47
3.95445,77.6405,3.49322,43.4245,1.09018,0.299968,0.342263,0.0306245,0.317361,0.221684,0.197252,1,48,48
3.99396,78.1366,3.54896,48.6034,1.18067,0.293983,0.336657,0.0249658,0.292939,0.185244,0.20119,1,49,49
3.92465,75.6176,4.06323,47.8711,0.997109,0.287616,0.358936,0.205983,0.274911,0.264627,0.197399,1,50,50
3.85405,73.2501,3.23972,51.3293,1.09187,0.313681,0.325034,0.19561,0.325865,0.258856,0.197173,1,51,51
3.94443,72.6203,3.53464,45.4854,1.05944,0.285205,0.313821,0.240819,0.304449,0.287792,0.200491,1,52,52
3.93702,73.9221,3.5463,45.2492,1.09246,0.286915,0.289528,0.212421,0.293113,0.235965,0.198166,1,53,53
3.95774,74.9425,3.39178,46.8938,1.1407,0.295409,0.331835,0.335901,0.348382,0.261686,0.199729,1,54,54
4.00097,74.9257,3.07849,44.7453,1.15144,0.297072,0.353919,0.307276,0.340963,0.261775,0.199912,1,55,55
4.04928,73.73,4.06892,50.8167,1.05906,0.31174,0.308995,0.154187,0.265041,0.37967,0.200474,1,56,56
4.04363,72.102,4.17015,48.1527,1.02178,0.311587,0.290058,0.127361,0.257552,0.306746,0.202968,1,57,57
4.06002,73.3715,4.10347,49.9683,1.05459,0.326442,0.327231,0.0992869,0.279386,0.365408,0.198138,1,58,58
4.12434,73.9445,4.08105,49.8474,1.05568,0.320769,0.31699,0.121143,0.262798,0.241382,0.19992,1,59,59
4.02983,72.6371,4.05412,48.8995,0.974932,0.307903,0.376506,0.349366,0.276393,0.250992,0.196422,1,60,60
3.9088,75.525,3.49275,50.8579,1.07536,0.315032,0.44019200000000003,0.192574,0.327461,0.359632,0.199891,1,61,61
3.93221,74.302,3.79147,54.5067,1.06489,0.329149,0.388003,0.249413,0.354249,0.309921,0.201461,1,62,62
3.97533,76.1925,3.89119,50.9187,1.1212,0.307095,0.347506,0.238065,0.259839,0.296297,0.198308,1,63,63
3.93125,72.1523,3.53016,50.2252,1.06359,0.321149,0.392697,0.337607,0.256507,0.284722,0.198671,1,64,64
3.92047,73.0869,3.87304,48.4358,1.07042,0.321242,0.365721,0.199078,0.304555,0.211159,0.201705,1,65,65
3.84467,72.3849,3.58815,48.9574,1.04313,0.319696,0.310672,0.156899,0.260969,0.25966,0.196245,1,66,66
3.97532,70.5198,3.79924,50.8281,0.992219,0.338834,0.359559,0.24356,0.315982,0.185622,0.200893,1,67,67
3.98986,76.1085,3.32326,46.8976,1.15811,0.341866,0.298865,0.14137,0.267594,0.297803,0.196355,1,68,68
4.03451,75.2194,4.17527,50.8828,1.00793,0.344994,0.339895,0.28589,0.281509,0.200161,0.203618,1,69,69
4.02279,77.1386,3.69973,47.5353,1.05995,0.357024,0.31041,0.0986828,0.254272,0.223131,0.196325,1,70,70
4.02153,76.2161,3.84915,45.7846,1.01684,0.343335,0.341228,0.119604,0.269644,0.22531,0.199324,1,71,71
4.09783,76.849,3.7253,45.5682,1.07813,0.327657,0.335004,0.115493,0.255418,0.244257,0.200531,1,72,72
4.06808,74.3526,3.99346,50.2815,1.06476,0.340149,0.32006,0.131032,0.246113,0.207213,0.197517,1,73,73
4.14105,73.9583,3.86597,50.0293,1.07604,0.334113,0.335208,0.14029,0.240146,0.14904,0.202699,1,74,74
4.21785,76.0006,3.56329,47.9984,1.08118,0.322435,0.305716,0.105699,0.317394,0.251829,0.19929,1,75,75
4.15959,74.7241,3.4335,47.3785,1.06265,0.320064,0.323078,0.0932771,0.3485,0.224773,0.200633,1,76,76
4.19965,73.3001,3.86753,50.2644,1.04684,0.353449,0.328153,0.262258,0.300385,0.235302,0.197597,1,77,77
4.24406,76.6367,3.35461,46.0582,1.13125,0.330291,0.324697,0.183158,0.294575,0.233798,0.199967,1,78,78
4.26392,71.5608,3.56713,48.3094,1.03397,0.347206,0.35589,0.254218,0.272678,0.148692,0.201993,1,79,79
4.26103,70.6897,3.62275,48.4416,1.04007,0.356223,0.361165,0.276831,0.27147,0.147141,0.202184,1,80,80
4.25811,71.393,3.81002,45.5296,1.11858,0.346559,0.340758,0.244138,0.292549,0.2092,0.199374,1,81,81
4.23824,69.6803,3.4539,45.6848,1.08436,0.348394,0.341725,0.180175,0.292619,0.184887,0.199712,1,82,82
4.10237,70.7739,3.74305,51.1973,1.03016,0.36818,0.346569,0.214812,0.309162,0.255988,0.19672,1,83,83
4.15285,70.5895,3.73818,48.5864,1.06592,0.376679,0.377376,0.164878,0.301896,0.248074,0.196106,1,84,84
4.10469,67.9225,4.13965,51.5994,1.0135,0.35646,0.343175,0.253416,0.2827,0.315613,0.195021,1,85,85
4.16905,68.7715,4.43278,53.5065,1.041,0.366702,0.356901,0.170967,0.282173,0.324145,0.202169,1,86,86
4.13379,73.3615,3.69616,48.512,1.05689,0.338862,0.376186,0.109687,0.336912,0.220326,0.194783,1,87,87
4.07941,72.1894,3.76375,50.3382,1.09165,0.343374,0.370326,0.140007,0.290816,0.239553,0.201701,1,88,88
4.11765,71.7224,3.67803,46.205,1.07852,0.33394,0.328215,0.265439,0.317414,0.373173,0.201879,1,89,89
4.16443,74.0694,3.90295,47.7747,1.071,0.325679,0.344513,0.140259,0.32154,0.268907,0.202202,1,90,90
4.17769,70.5151,3.93748,50.3281,1.05359,0.285467,0.387972,0.377439,0.242968,0.339032,0.197574,1,91,91
4.13532,66.7501,4.0974,54.3611,1.01072,0.285661,0.368352,0.495997,0.210745,0.269534,0.198246,1,92,92
4.10586,66.7385,4.07922,53.9766,0.996944,0.296032,0.37375,0.412519,0.211022,0.274111,0.198407,1,93,93
4.32981,73.5555,4.19803,48.9685,1.01707,0.318686,0.338198,0.139739,0.250744,0.351771,0.201788,1,94,94
4.2771,71.111,3.98138,48.2219,0.999426,0.323979,0.326459,0.186634,0.281772,0.337732,0.200011,1,95,95
4.31688,76.203,4.0544,49.4276,1.06489,0.31716,0.325642,0.140699,0.32479,0.330273,0.196762,1,96,96
4.30023,73.6653,4.01176,52.2037,1.04249,0.31196,0.352626,0.11748,0.259662,0.321268,0.198875,1,97,97
4.15759,72.2723,3.67049,48.5361,1.05582,0.293721,0.34768,0.098133,0.275033,0.34956,0.197817,1,98,98
4.15184,72.4738,3.89185,46.9839,1.02534,0.296267,0.353224,0.132172,0.270363,0.30653,0.196027,1,99,99
4.15546,71.056,3.92441,52.0482,1.08168,0.323841,0.322133,0.151146,0.250892,0.31408,0.20072,1,100,100
4.14893,74.3942,3.45019,43.9486,1.06469,0.334897,0.353848,0.108487,0.330037,0.20699,0.197907,1,101,101
4.17446,75.2471,3.73658,48.9994,1.13431,0.328394,0.356742,0.0390508,0.316876,0.257617,0.200665,1,102,102
4.16435,74.7628,3.9897,50.1723,1.10336,0.3321,0.342786,0.0276161,0.327232,0.281415,0.200145,1,103,103
4.25513,74.7593,3.53837,46.7086,1.08725,0.368622,0.318367,0.126765,0.320926,0.231734,0.200477,1,104,104
4.25638,74.5712,3.6925,49.5129,1.10807,0.356325,0.338498,0.148448,0.310833,0.234658,0.199569,1,105,105
4.2221,73.7175,4.02152,52.2206,1.04073,0.356059,0.327787,0.183019,0.286159,0.283438,0.197826,1,106,106
4.11032,71.6202,4.12008,49.1603,0.981361,0.378695,0.365672,0.241347,0.275441,0.252646,0.199267,1,107,107
4.25479,68.7334,3.93319,46.8361,1.09463,0.284899,0.382449,0.112228,0.312922,0.336566,0.198538,1,108,108
4.25889,70.3171,4.44271,54.7471,1.01629,0.298492,0.358376,0.300147,0.249199,0.323056,0.197936,1,109,109
4.0321,74.5584,3.42694,45.3164,1.11042,0.340773,0.3346,0.107282,0.324287,0.253569,0.198341,1,110,110
4.06668,75.315,3.30123,45.3404,1.04018,0.331219,0.316962,0.102259,0.321495,0.280086,0.196927,1,111,111
4.13825,78.4844,3.61663,40.0431,1.17867,0.313005,0.408004,0.153256,0.358132,0.242694,0.200592,1,112,112
4.13667,77.8224,3.57486,40.8586,1.19833,0.313496,0.421553,0.143987,0.343557,0.26996,0.200459,1,113,113
4.03483,80.2443,3.12795,48.0414,1.08622,0.330506,0.332532,0.206085,0.316849,0.295707,0.196171,1,114,114
4.0573,81.0659,3.66849,46.7886,1.12592,0.341177,0.386185,0.170953,0.254721,0.296008,0.20125,1,115,115
4.12166,78.5711,4.30568,47.7465,0.99066,0.332981,0.361959,0.32987,0.256092,0.327594,0.201592,1,116,116
4.0942,74.9622,3.92664,53.1347,1.03968,0.327144,0.361643,0.3067,0.240326,0.287465,0.199298,1,117,117
4.05579,76.525,4.15691,52.9459,1.00414,0.310218,0.362142,0.344236,0.226076,0.272547,0.200119,1,118,118
4.04602,75.8989,4.09212,46.6779,1.11213,0.326632,0.36987,0.225248,0.267195,0.249912,0.195726,1,119,119
3.97031,76.561,3.32238,47.1183,1.08173,0.32407,0.367385,0.183222,0.28373,0.260791,0.201467,1,120,120
4.02416,75.8721,2.94846,43.3982,1.16749,0.330778,0.381103,0.277776,0.375084,0.253256,0.198371,1,121,121
4.12702,74.5145,3.50704,45.2356,1.10483,0.324128,0.35892,0.203106,0.309204,0.264809,0.196983,1,122,122
4.15226,74.2917,3.33522,44.8984,1.12811,0.323751,0.381062,0.159944,0.362968,0.249853,0.199819,1,123,123
4.16979,72.7767,3.67485,46.6298,1.134,0.327227,0.376268,0.286949,0.310386,0.238848,0.202712,1,124,124
4.16216,70.5181,4.00992,50.2709,1.02806,0.328376,0.334613,0.177258,0.282139,0.234815,0.195288,1,125,125
4.0678,76.0045,3.42635,45.9922,1.19487,0.320191,0.352133,0.111606,0.331456,0.220028,0.203187,1,126,126
4.17952,74.8492,3.71889,51.6807,1.09683,0.318204,0.300164,0.141581,0.324667,0.209047,0.194013,1,127,127
4.30051,72.645,3.83534,48.3011,1.09842,0.325584,0.329313,0.19784,0.321654,0.206592,0.200497,1,128,128
4.14825,69.1805,3.70346,48.3037,1.11751,0.324497,0.28658,0.21579,0.262849,0.251873,0.199508,1,129,129
4.1356,71.1698,3.62717,46.4763,1.06515,0.304985,0.360259,0.211148,0.290143,0.318958,0.197634,1,130,130
4.08952,72.8332,3.47181,51.5796,1.16485,0.314831,0.302752,0.122876,0.255706,0.361278,0.198242,1,131,131
4.22712,74.1757,4.23243,49.0255,1.04274,0.322089,0.332251,0.201717,0.252677,0.305954,0.200573,1,132,132
4.16041,77.2037,3.42144,50.5918,1.14382,0.333015,0.315618,0.190187,0.258357,0.290241,0.198844,1,133,133
4.1479799999999996,76.0918,3.34816,50.6031,1.1535,0.339441,0.308508,0.197219,0.244091,0.311876,0.199324,1,134,134
4.15521,70.8288,4.39441,49.1514,0.989695,0.331966,0.325483,0.165602,0.212211,0.26263,0.200606,1,135,135
4.19557,71.3476,4.09479,48.5383,1.05715,0.354274,0.325662,0.211869,0.224723,0.264638,0.196279,1,136,136
4.24377,73.4516,3.19557,49.549,1.15954,0.341495,0.327222,0.116173,0.344617,0.250144,0.200246,1,137,137
4.23966,72.1243,3.88548,49.6572,1.00434,0.326975,0.355994,0.0605008,0.279445,0.297715,0.196296,1,138,138
4.26712,71.2945,3.9177399999999998,50.0665,1.12064,0.307343,0.38904300000000003,0.295113,0.282167,0.413865,0.198906,1,139,139
4.27211,71.6288,4.23432,48.3699,1.02841,0.307014,0.371476,0.120025,0.28718,0.30021,0.19664,1,140,140
4.00106,77.1709,3.59381,44.1723,1.1156,0.335866,0.309675,0.154103,0.378536,0.29959,0.197212,1,141,141
3.99096,76.8013,3.64987,45.2505,1.129,0.339222,0.290404,0.187284,0.383268,0.245261,0.195503,1,142,142
3.98313,75.2394,3.57462,45.6428,1.13584,0.356306,0.292837,0.165564,0.372197,0.266354,0.196804,1,143,143
4.00355,76.1594,3.60042,45.5889,1.12276,0.355342,0.297181,0.163992,0.366741,0.253979,0.198523,1,144,144
4.0244,74.5102,3.78512,45.3648,1.13402,0.348012,0.294098,0.130521,0.355416,0.2505,0.199447,1,145,145
3.99086,75.372,3.3028,48.2044,1.11429,0.325141,0.359611,0.043827,0.302443,0.264227,0.199872,1,146,146
3.95569,75.4493,4.19914,45.8533,1.07795,0.307134,0.289505,0.194895,0.325915,0.225898,0.200963,1,147,147
3.96918,75.4087,3.77648,49.5721,1.08899,0.298254,0.342901,0.025689,0.309857,0.282992,0.19812,1,148,148
3.98659,75.5051,3.84369,48.4353,1.07818,0.298427,0.342015,0.0187505,0.262358,0.265591,0.199082,1,149,149
3.96299,76.378,3.37302,49.3403,1.13265,0.288226,0.300462,0.00579976,0.322428,0.272064,0.198706,1,150,150
4.02538,74.396,3.82032,48.9064,1.13213,0.284318,0.31049,0.00824409,0.283291,0.325987,0.200781,1,151,151
4.00634,74.6064,3.72795,48.9645,1.14499,0.286642,0.31149,0.0093624,0.302594,0.318911,0.200499,1,152,152
4.01999,70.6061,4.12334,49.8236,1.04853,0.292137,0.308312,0.0103184,0.299788,0.301435,0.198455,1,153,153
4.11185,78.3914,3.73827,50.0536,1.10927,0.294192,0.289034,0.0417626,0.240183,0.303573,0.197739,1,154,154
4.11582,77.8235,3.95218,45.9283,1.08127,0.303718,0.342392,0.120422,0.393516,0.305194,0.199439,1,155,155
4.10776,76.6626,3.92728,46.8871,1.0694,0.321258,0.369497,0.0324948,0.289293,0.204783,0.198728,1,156,156
4.08505,74.8381,4.60555,44.8529,1.07963,0.318757,0.312996,0.200338,0.37629,0.284731,0.200301,1,157,157
3.99734,73.9149,3.46824,46.1342,1.07109,0.316261,0.33958,0.050036,0.296821,0.312479,0.197333,1,158,158
3.9861,69.5062,4.22871,53.0205,0.99868,0.326636,0.332694,0.194754,0.230205,0.309774,0.198423,1,159,159
4.12461,68.789,4.66711,50.3488,0.990507,0.315427,0.380533,0.201055,0.243773,0.264792,0.198888,1,160,160
4.17399,71.7722,3.83982,47.2591,1.15236,0.299143,0.385117,0.10366,0.376209,0.324439,0.198934,1,161,161
4.1694,73.8442,4.20565,51.3528,1.03448,0.314072,0.318732,0.177077,0.334685,0.319951,0.201204,1,162,162
4.16309,71.539,4.32328,50.5084,0.970685,0.305704,0.350908,0.20606,0.224523,0.30898,0.19845,1,163,163
4.23606,70.2855,3.86118,51.9325,1.1015,0.329529,0.26858,0.198395,0.299303,0.330928,0.199044,1,164,164
4.17083,70.4284,4.1485,49.884,1.08381,0.315805,0.365101,0.224166,0.288608,0.297887,0.197518,1,165,165
4.15495,71.5498,3.81366,46.7289,1.02079,0.311294,0.364217,0.266323,0.251775,0.340264,0.19933,1,166,166
4.2011,71.1233,4.30374,50.7127,1.06422,0.31491,0.356506,0.141349,0.257392,0.340817,0.198435,1,167,167
4.17717,70.3781,4.07422,48.6911,1.07016,0.309036,0.34004,0.111844,0.25867,0.299492,0.196819,1,168,168
4.17014,69.7206,3.66977,47.259,0.99416,0.327278,0.346802,0.17909,0.287792,0.293038,0.202453,1,169,169
4.19684,69.7426,3.88217,46.9811,1.01978,0.321552,0.341458,0.166655,0.284654,0.30208,0.203697,1,170,170
4.12402,73.7653,3.82015,47.6533,1.07497,0.316727,0.32731,0.0631446,0.261308,0.305844,0.195507,1,171,171
4.15038,76.269,3.38627,48.2187,1.09808,0.330185,0.336378,0.176958,0.280448,0.303416,0.196514,1,172,172
4.16077,76.3287,3.5384,46.9978,1.10144,0.322725,0.32455,0.143072,0.287396,0.304628,0.197067,1,173,173
4.15452,71.6107,3.89681,50.4269,1.00608,0.322523,0.320804,0.154898,0.263908,0.277389,0.198771,1,174,174
4.1583,72.2758,3.98753,46.3848,1.07998,0.30482,0.316019,0.11804,0.293134,0.252067,0.199417,1,175,175
4.05428,74.2865,3.54077,49.6773,1.10253,0.320624,0.334419,0.155791,0.304436,0.264178,0.19853,1,176,176
4.00446,80.6424,3.64591,48.4016,1.14171,0.29967,0.322419,0.165678,0.280506,0.29386,0.199687,1,177,177
4.00763,76.4839,3.08283,46.6625,1.11403,0.29755,0.366204,0.236374,0.35821,0.269719,0.197054,1,178,178
4.01549,75.7723,3.43388,47.6181,1.14484,0.315305,0.406271,0.20115,0.313875,0.310768,0.197562,1,179,179
4.17486,76.1595,3.35546,47.2553,1.04104,0.322481,0.336719,0.181421,0.303464,0.260526,0.200481,1,180,180
4.18907,76.2853,3.50237,45.5287,1.08129,0.311282,0.330429,0.264029,0.325051,0.252082,0.19972,1,181,181
4.20332,75.3052,3.58705,49.6092,1.09745,0.329075,0.367077,0.185312,0.303516,0.277471,0.196918,1,182,182
4.19257,75.0085,3.38429,48.7553,1.14787,0.32632100000000003,0.334293,0.169405,0.303384,0.229127,0.19991,1,183,183
4.19878,74.3528,3.6393,49.3563,1.12479,0.326036,0.365185,0.174877,0.337482,0.276169,0.199402,1,184,184
4.27129,74.5186,3.52863,47.7895,1.00973,0.333264,0.338464,0.278277,0.269198,0.209092,0.198384,1,185,185
4.25216,72.7596,3.28972,47.2613,1.07658,0.333756,0.302547,0.30731,0.330058,0.195175,0.197652,1,186,186
4.20619,80.2826,3.6743,47.3567,1.14841,0.326655,0.320968,0.169287,0.296392,0.337399,0.199578,1,187,187
4.15562,76.8983,3.12041,49.9975,1.06359,0.331011,0.334102,0.135403,0.319404,0.303601,0.198582,1,188,188
4.22118,76.4576,4.04456,48.3585,1.10169,0.328292,0.332219,0.0967821,0.314887,0.301097,0.198909,1,189,189
4.20889,72.6688,3.60854,47.3298,1.081,0.31754,0.335558,0.0447996,0.298482,0.275056,0.194942,1,190,190
4.10868,71.7257,3.71694,50.5443,1.10303,0.310257,0.319122,0.136999,0.324655,0.301319,0.198626,1,191,191
4.10994,72.8186,3.44534,47.8553,1.0679,0.298792,0.320449,0.257413,0.287936,0.228421,0.199838,1,192,192
4.09705,73.2157,3.4524,50.8256,1.12925,0.331108,0.322811,0.288144,0.34512,0.193654,0.197983,1,193,193
4.10342,69.9071,3.35006,47.7741,1.09325,0.31126,0.371535,0.281618,0.291575,0.246043,0.199403,1,194,194
4.1963800000000004,72.8806,3.62835,48.362,1.05574,0.311713,0.331666,0.16407,0.252772,0.300545,0.199138,1,195,195
4.24139,78.2802,3.20432,48.6849,1.14781,0.298146,0.353342,0.191793,0.348008,0.259662,0.199695,1,196,196
4.27068,77.4932,3.06033,47.233,1.1496,0.297926,0.310807,0.235156,0.291276,0.283128,0.198294,1,197,197
4.32239,74.1818,4.06489,50.8162,1.09874,0.282702,0.377906,0.141443,0.298202,0.249684,0.199509,1,198,198
4.30983,72.6184,4.16218,48.9767,1.04346,0.282686,0.365569,0.0504115,0.300411,0.246169,0.196489,1,199,199
4.30173,74.1578,3.52789,51.7355,1.09512,0.284622,0.345753,0.106844,0.312527,0.290501,0.196215,1,200,200
4.35446,72.0424,4.01314,49.2353,1.09788,0.299285,0.367644,0.112572,0.283656,0.278806,0.20159,1,201,201
4.27889,74.0117,3.49844,48.8129,1.09265,0.299933,0.337837,0.194859,0.239077,0.241271,0.196178,1,202,202
4.35158,70.1843,3.82486,51.5178,1.09177,0.301155,0.366593,0.253302,0.274427,0.286924,0.203148,1,203,203
4.38655,69.2529,4.56488,50.2872,1.01139,0.305266,0.334844,0.178029,0.278269,0.242026,0.201395,1,204,204
4.3379,73.6301,4.25948,50.8471,1.025,0.306024,0.331358,0.230145,0.274996,0.201262,0.201481,1,205,205
4.36165,74.4349,4.22154,50.5208,1.02799,0.308496,0.318561,0.294515,0.238933,0.189614,0.20101,1,206,206
4.31621,69.5718,4.55674,49.809,0.981363,0.319216,0.336437,0.135169,0.269165,0.254415,0.200171,1,207,207
4.19856,72.4793,3.78337,52.4307,1.09753,0.330541,0.310243,0.442688,0.29792,0.268474,0.199241,1,208,208
4.20299,69.7992,4.37191,52.287,1.04358,0.337181,0.304086,0.273984,0.335134,0.260802,0.197479,1,209,209
4.2802,72.9014,3.53926,46.2649,1.07104,0.33889,0.337836,0.220678,0.244871,0.188505,0.201162,1,210,210
4.30173,71.4868,3.48923,49.7518,1.11683,0.308293,0.413429,0.355758,0.281149,0.24499,0.195308,1,211,211
4.35212,68.6671,3.32342,50.6541,1.19128,0.315544,0.3891,0.339735,0.257544,0.235734,0.203022,1,212,212
4.41597,70.2798,3.71887,50.0259,1.07485,0.307812,0.360032,0.160993,0.30317,0.216662,0.197642,1,213,213
4.51502,80.6483,3.33323,45.0193,1.17237,0.323206,0.445849,0.275531,0.308089,0.196273,0.199544,1,214,214
4.50768,79.1618,2.87282,45.7436,1.17624,0.33554,0.362811,0.136511,0.332413,0.262902,0.197549,1,215,215
4.5015,78.6083,2.96123,46.9398,1.13623,0.327572,0.392984,0.171951,0.322815,0.211615,0.199231,1,216,216
4.50747,78.183,3.12192,45.2871,1.12109,0.323999,0.344117,0.148468,0.338138,0.200325,0.197166,1,217,217
4.46743,74.3863,3.93123,47.6993,1.07819,0.302416,0.324859,0.134565,0.345697,0.233017,0.201191,1,218,218
4.38768,76.7348,3.46027,50.6087,1.08321,0.327306,0.325886,0.118878,0.303089,0.220004,0.196591,1,219,219
4.38623,78.7364,3.52477,50.2701,1.07006,0.328842,0.346124,0.202454,0.31566,0.268657,0.196228,1,220,220
4.42958,76.8763,3.73626,46.412,1.15147,0.318272,0.325754,0.110595,0.339822,0.325038,0.199698,1,221,221
4.40872,77.4426,3.44147,46.767,1.10669,0.33954,0.345289,0.100642,0.304164,0.290067,0.198515,1,222,222
4.40746,76.4181,3.80514,47.4951,1.03673,0.33497,0.330358,0.0927524,0.296991,0.280036,0.200014,1,223,223
4.34794,76.0874,3.47068,46.7349,1.08067,0.330047,0.326366,0.190412,0.268322,0.277057,0.195764,1,224,224
4.18064,75.0701,3.25763,44.4956,1.08901,0.304475,0.308895,0.151181,0.364957,0.309862,0.199767,1,225,225
4.23972,76.2397,3.60417,46.9587,1.13623,0.305076,0.334585,0.237319,0.334912,0.250412,0.19797,1,226,226
