TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma,.chain,.iteration,.draw
4.10528,70.0059,3.85771,50.8406,1.00633,0.314116,0.415455,0.34148,0.289903,0.29075,0.195702,1,51,51
4.15312,68.8264,3.82955,53.1811,0.974934,0.314876,0.376916,0.343557,0.278528,0.286795,0.198315,1,52,52
4.10277,71.5798,3.93907,47.088,0.970303,0.300383,0.300911,0.298954,0.415418,0.384036,0.191645,1,53,53
4.08901,68.8951,3.75851,50.8561,1.00105,0.287292,0.289837,0.222647,0.337799,0.312222,0.201708,1,54,54
4.07156,76.047,3.69269,51.9532,1.02332,0.303634,0.347774,0.389911,0.455512,0.290221,0.192885,1,55,55
4.01017,73.4003,3.63088,51.1444,0.92099,0.305526,0.349739,0.475532,0.333686,0.252986,0.196792,1,56,56
3.95819,74.8257,3.55037,50.3872,0.995587,0.289918,0.334236,0.348984,0.412698,0.262834,0.195476,1,57,57
3.98349,73.1558,3.49261,50.8687,0.998947,0.306696,0.337298,0.287008,0.395803,0.226281,0.19191,1,58,58
3.92252,71.1817,3.43905,51.3824,1.01082,0.300848,0.377403,0.400075,0.324097,0.272707,0.200276,1,59,59
3.78331,74.3916,3.68582,59.9874,1.01262,0.331725,0.384054,0.391494,0.368005,0.204256,0.192801,1,60,60
3.88329,68.2396,3.72036,55.7298,1.00876,0.318669,0.363796,0.450735,0.368795,0.222503,0.198238,1,61,61
3.91346,67.9153,4.18332,56.131100000000004,1.04977,0.33188,0.291436,0.544565,0.397698,0.232004,0.190277,1,62,62
3.96281,70.8018,3.38017,48.6636,1.02414,0.306414,0.343619,0.416823,0.365756,0.20779,0.19293,1,63,63
4.11344,66.651,3.89452,53.2672,0.976119,0.328985,0.321216,0.458884,0.44108,0.298782,0.190716,1,64,64
4.15009,66.6758,3.82852,54.898,0.981004,0.302512,0.330044,0.375361,0.408713,0.289485,0.191384,1,65,65
4.0876,69.5428,3.55294,51.6089,1.07666,0.295512,0.302116,0.427052,0.444837,0.365754,0.194978,1,66,66
4.15705,68.2176,3.62169,47.6589,1.02322,0.296454,0.298703,0.351378,0.38886,0.323091,0.190932,1,67,67
4.15258,68.1944,3.83802,50.0083,1.03781,0.308411,0.357682,0.456057,0.388612,0.344241,0.190641,1,68,68
3.98917,68.4213,3.62757,54.8722,0.913285,0.334678,0.377595,0.386324,0.399959,0.318153,0.186066,1,69,69
3.97349,70.2874,4.17401,55.9324,1.06725,0.327878,0.306148,0.374693,0.318218,0.295056,0.199928,1,70,70
4.08953,67.9637,3.86312,51.7829,0.961103,0.275503,0.307961,0.441842,0.304264,0.36276,0.19035,1,71,71
4.03849,72.3763,3.71413,52.2079,1.05564,0.285001,0.306493,0.387409,0.355583,0.327588,0.196022,1,72,72
4.03471,66.5506,3.72971,50.8794,0.947647,0.300544,0.349453,0.463269,0.302894,0.365481,0.199447,1,73,73
4.15181,71.5109,4.44357,50.96,0.937804,0.278595,0.352315,0.2326,0.343704,0.366484,0.199508,1,74,74
4.27177,74.0872,3.38063,57.1029,1.04973,0.306382,0.291464,0.289021,0.357542,0.373331,0.195611,1,75,75
4.15794,73.7426,3.6448,55.7468,0.995447,0.286293,0.308665,0.373096,0.349712,0.374562,0.191366,1,76,76
4.10278,67.729,3.80347,62.8841,0.92386,0.251762,0.317378,0.427617,0.31046,0.390489,0.190829,1,77,77
4.10964,73.3217,3.69916,54.5528,0.960866,0.257338,0.338967,0.471687,0.36604,0.275432,0.192342,1,78,78
3.99041,72.3132,4.06092,52.9373,1.03108,0.271408,0.330143,0.390581,0.318036,0.217009,0.196943,1,79,79
4.10251,64.3733,3.87202,54.3677,0.93499,0.294862,0.358627,0.439053,0.329792,0.231488,0.199132,1,80,80
4.22591,71.9401,3.55878,50.5667,1.03208,0.266393,0.355088,0.417324,0.268518,0.229985,0.193477,1,81,81
4.12365,67.0752,3.89972,56.0843,0.924099,0.2944,0.355262,0.377648,0.308438,0.202569,0.195805,1,82,82
4.36138,74.5835,3.91724,51.026,1.02164,0.312753,0.347487,0.494099,0.284506,0.21944,0.194238,1,83,83
4.41004,74.4396,3.72697,47.885,0.979837,0.311508,0.347369,0.403107,0.288918,0.240451,0.194724,1,84,84
4.33293,72.9841,3.6586,49.7621,1.03395,0.304361,0.40061600000000003,0.361718,0.297036,0.22833,0.192612,1,85,85
4.18817,72.664,3.61319,53.9207,0.992846,0.307832,0.303718,0.414662,0.320986,0.314534,0.198201,1,86,86
4.13674,71.2036,3.04413,51.6648,1.02702,0.317371,0.354682,0.445182,0.38079,0.289561,0.192768,1,87,87
4.18171,71.2255,3.84326,53.5439,0.997473,0.307325,0.317597,0.282884,0.348209,0.342946,0.18922,1,88,88
4.1025,69.8336,3.84332,52.8098,0.964481,0.313992,0.340051,0.380345,0.398124,0.292546,0.196385,1,89,89
4.22716,69.5212,4.53358,56.03,0.942245,0.320459,0.343656,0.310699,0.31998,0.256756,0.194683,1,90,90
4.12705,70.719,3.94937,52.1289,0.988181,0.317715,0.357738,0.37524,0.400658,0.328811,0.190913,1,91,91
4.10277,66.1634,4.70398,52.1295,0.954181,0.268085,0.395211,0.273755,0.375487,0.290927,0.198645,1,92,92
4.07395,68.3344,4.35529,51.4156,1.00826,0.275452,0.313785,0.309772,0.36971,0.290744,0.1923,1,93,93
4.0674,65.4382,3.94174,55.1763,0.905235,0.322944,0.406475,0.362676,0.213853,0.38508,0.195689,1,94,94
3.92118,69.1251,3.98054,59.8938,0.984724,0.318124,0.385371,0.53632,0.267976,0.244758,0.196472,1,95,95
4.09889,68.9158,3.68743,50.2005,0.938472,0.289639,0.43483,0.399009,0.282045,0.223136,0.193157,1,96,96
4.11344,74.6879,3.60508,51.8142,1.0052,0.271917,0.344483,0.517847,0.41903,0.262176,0.195782,1,97,97
3.99155,68.4746,3.56043,55.0901,0.934966,0.348994,0.387456,0.401757,0.340478,0.289755,0.193721,1,98,98
4.00865,70.9283,4.099,52.5113,0.962008,0.334716,0.365029,0.591243,0.368931,0.228746,0.19514,1,99,99
3.98642,67.7733,3.70028,55.1094,1.03889,0.299941,0.321716,0.462063,0.415683,0.227168,0.193901,1,100,100
4.04442,69.0684,3.95337,55.2527,0.990153,0.296943,0.390599,0.407436,0.383335,0.310972,0.193313,1,101,101
3.95432,67.9456,4.03354,57.4017,0.965367,0.284342,0.365961,0.506199,0.252158,0.184718,0.191937,1,102,102
3.90359,70.3968,3.41672,53.0809,1.03003,0.288681,0.388721,0.448903,0.331946,0.221495,0.202833,1,103,103
4.00084,71.4474,3.83175,52.0578,1.08591,0.278246,0.32165,0.472183,0.37749,0.276919,0.201168,1,104,104
3.95402,71.1729,3.53944,54.0843,0.974426,0.333185,0.379264,0.444982,0.287596,0.166764,0.191763,1,105,105
3.91535,69.3282,3.84267,57.2486,1.0202,0.306232,0.368711,0.466154,0.31028,0.249317,0.198567,1,106,106
3.92831,70.6244,3.73503,59.6557,1.05464,0.31067,0.298034,0.479954,0.332766,0.278977,0.198385,1,107,107
4.13087,72.4517,4.01456,48.9506,0.952731,0.293854,0.363623,0.394111,0.366673,0.231942,0.19549,1,108,108
4.05384,71.186,3.57498,52.881100000000004,1.01353,0.303414,0.331156,0.517832,0.298262,0.191914,0.194496,1,109,109
4.11086,72.0192,4.05333,55.3465,0.935801,0.332939,0.415507,0.414608,0.318597,0.180861,0.199319,1,110,110
4.0902,69.8298,4.04481,56.5621,0.924921,0.343993,0.406249,0.407548,0.225776,0.221425,0.194033,1,111,111
4.07251,68.8274,3.97093,54.9566,0.942009,0.342181,0.404545,0.397292,0.222604,0.196678,0.19012,1,112,112
3.99406,71.0915,3.92528,60.5843,0.967478,0.30696,0.285886,0.440049,0.360538,0.279865,0.187686,1,113,113
4.0634,70.8899,3.42585,48.5937,0.991436,0.30425,0.386643,0.424621,0.294486,0.20694100000000001,0.197896,1,114,114
3.98888,73.9955,3.87672,50.6214,1.05676,0.303311,0.284222,0.379842,0.348369,0.239147,0.200639,1,115,115
3.95435,73.0569,3.99254,49.9307,1.05719,0.308014,0.28196,0.381292,0.348429,0.238925,0.199405,1,116,116
3.93652,69.8803,4.00225,49.8422,0.97206,0.329017,0.348642,0.417237,0.305184,0.266667,0.194245,1,117,117
3.84197,75.0513,4.01421,54.4079,0.984315,0.299791,0.308456,0.30413,0.324103,0.243917,0.198942,1,118,118
3.8878,65.9133,3.43254,57.182,1.03376,0.309576,0.439441,0.338113,0.324452,0.288834,0.201262,1,119,119
3.91383,66.9756,3.77309,55.6225,0.968655,0.303944,0.352874,0.462574,0.404055,0.297533,0.190108,1,120,120
3.91944,66.089,3.71041,54.4193,0.943353,0.282579,0.352676,0.363914,0.378557,0.280107,0.195258,1,121,121
4.1524,74.4316,3.53269,53.6486,1.00678,0.303611,0.37223,0.445082,0.362055,0.291376,0.195265,1,122,122
4.22886,77.976,3.28083,52.0602,0.973169,0.288583,0.389879,0.460847,0.453196,0.272258,0.188813,1,123,123
4.2285,76.2875,3.92254,49.7057,0.952508,0.29544,0.404833,0.384988,0.450428,0.292803,0.196153,1,124,124
4.27051,76.1008,3.80947,49.3746,0.977391,0.291075,0.413372,0.430634,0.43508,0.300986,0.200045,1,125,125
4.03698,70.1374,3.39908,57.0751,1.04745,0.356099,0.282072,0.362304,0.36888,0.322723,0.194522,1,126,126
3.98597,73.8231,3.3108,55.5459,1.0004,0.346578,0.302353,0.357738,0.462774,0.349217,0.189455,1,127,127
4.11272,75.1689,3.46271,59.1266,1.06447,0.34623,0.353701,0.309031,0.463996,0.267447,0.196796,1,128,128
4.17076,72.7609,3.37586,58.6887,1.00687,0.347135,0.331032,0.343533,0.381269,0.274368,0.195064,1,129,129
4.16701,71.0189,3.80234,54.8608,0.982284,0.330996,0.32552,0.384909,0.37942,0.23843,0.19461,1,130,130
4.0877,70.4903,3.8038,52.5695,0.997872,0.35048,0.361124,0.421428,0.324455,0.216112,0.192224,1,131,131
3.98579,70.9889,3.66062,52.1649,1.00667,0.31002999999999997,0.31128,0.326913,0.368498,0.294607,0.196037,1,132,132
4.03874,71.383,3.66542,52.4426,0.966465,0.308651,0.346926,0.399148,0.36249,0.235984,0.192494,1,133,133
4.02463,68.8698,3.61118,52.3437,1.02251,0.281506,0.342747,0.427042,0.318914,0.218988,0.18909,1,134,134
3.9654,72.7379,3.0793,51.8849,1.06865,0.284202,0.328778,0.446997,0.31104,0.246322,0.193876,1,135,135
3.91165,70.0392,3.54118,56.5983,1.0042,0.300291,0.371667,0.350361,0.347525,0.22336,0.198653,1,136,136
3.78245,66.3436,3.40094,57.0377,1.02208,0.33787,0.336742,0.480342,0.327436,0.248777,0.194835,1,137,137
3.91822,68.2458,3.61092,54.8333,1.00625,0.295735,0.426195,0.58411,0.362595,0.209102,0.195338,1,138,138
3.89645,67.5324,3.69259,55.6537,0.95166,0.307004,0.399544,0.528129,0.360524,0.201042,0.192839,1,139,139
3.98352,70.1868,3.82367,55.1414,0.995728,0.291869,0.359357,0.50355,0.321349,0.219937,0.190064,1,140,140
3.96891,69.043,3.52485,55.8837,0.988167,0.290039,0.351812,0.470896,0.372134,0.218916,0.198515,1,141,141
4.10558,75.4543,3.34175,54.6766,1.01682,0.304235,0.420925,0.418153,0.313035,0.246258,0.193346,1,142,142
4.14603,66.421,4.08161,55.9702,0.974264,0.300659,0.343387,0.367473,0.329733,0.211534,0.193982,1,143,143
4.11262,71.6153,3.65998,58.4214,1.00438,0.32265,0.373954,0.510006,0.331692,0.212584,0.196336,1,144,144
4.20646,69.3062,4.01205,49.7072,0.95811,0.302792,0.357124,0.354432,0.316471,0.215471,0.1908,1,145,145
4.14959,75.0392,3.67567,55.7855,1.02691,0.292428,0.329085,0.386046,0.370625,0.279797,0.196981,1,146,146
4.00975,74.0099,3.65144,52.8911,0.994146,0.291362,0.355593,0.413618,0.358593,0.22548,0.195188,1,147,147
4.13582,66.2032,3.76966,61.2037,0.940783,0.329905,0.387227,0.621707,0.350795,0.271064,0.186727,1,148,148
4.1397,66.7205,4.09307,55.6001,0.972285,0.305514,0.337062,0.518996,0.301649,0.23041,0.200856,1,149,149
4.12061,68.1935,3.6597,58.1008,1.00247,0.306004,0.368467,0.530663,0.265511,0.259602,0.188457,1,150,150
4.03214,69.9137,3.60042,54.8721,0.980095,0.285349,0.381807,0.578188,0.298529,0.221329,0.198801,1,151,151
4.06145,66.7189,4.12224,55.7084,0.973586,0.3052,0.394888,0.560128,0.317719,0.294522,0.19528,1,152,152
4.16088,65.6203,4.26537,50.9136,0.940172,0.292217,0.312356,0.521229,0.331645,0.265982,0.186829,1,153,153
4.15348,73.6664,3.13325,52.0803,1.09572,0.273041,0.39318,0.591244,0.352626,0.323185,0.194914,1,154,154
4.15418,69.8843,3.75994,50.7294,1.01739,0.289437,0.340977,0.312338,0.330223,0.279182,0.198952,1,155,155
4.07875,66.9813,3.94856,57.3171,0.961992,0.329068,0.400681,0.398822,0.338625,0.309113,0.194053,1,156,156
4.11359,69.1382,3.85685,54.7485,1.00687,0.303613,0.38395,0.352372,0.410254,0.275591,0.190825,1,157,157
4.16357,68.3485,3.93588,57.1875,1.00112,0.333838,0.333628,0.360913,0.384051,0.269144,0.194728,1,158,158
4.16346,70.0759,3.86043,55.9701,0.942327,0.313444,0.368206,0.395608,0.352765,0.296778,0.194093,1,159,159
4.21313,71.0076,3.81279,59.4712,0.968073,0.329852,0.353692,0.440407,0.350236,0.298668,0.192352,1,160,160
4.19595,71.6166,4.32149,57.0789,0.958315,0.327147,0.374495,0.520507,0.362375,0.25174,0.188861,1,161,161
4.41384,72.3416,3.88644,51.9331,0.948341,0.328441,0.33782,0.29113,0.383291,0.256423,0.193708,1,162,162
4.44044,73.2168,4.07221,56.3782,1.02104,0.363438,0.300334,0.201032,0.393197,0.33476,0.202318,1,163,163
4.32006,72.8196,3.79443,58.5424,1.01045,0.37367,0.387089,0.371173,0.347882,0.266843,0.200779,1,164,164
4.28926,71.8811,3.86627,58.8227,0.963524,0.329683,0.323711,0.367751,0.311492,0.283909,0.190896,1,165,165
4.20116,68.8641,4.41233,55.8533,0.936186,0.338311,0.435353,0.447343,0.232169,0.217576,0.205323,1,166,166
4.20555,69.4617,4.25939,56.5159,0.90303,0.324691,0.40535,0.351256,0.192403,0.222222,0.205866,1,167,167
4.23084,69.1981,4.38546,53.9761,0.92144,0.332978,0.391155,0.364491,0.207348,0.24356,0.205026,1,168,168
4.08203,69.0031,3.98685,52.7416,1.04261,0.349721,0.291836,0.385176,0.397982,0.242664,0.184823,1,169,169
4.12561,64.8562,4.21928,54.2653,0.955239,0.312961,0.3639,0.334586,0.443725,0.27849,0.201316,1,170,170
4.04754,69.5982,3.42706,53.0245,0.987683,0.31063,0.34555,0.58611,0.403175,0.26403,0.187611,1,171,171
4.0798,72.496,3.44888,53.5174,1.01821,0.303701,0.352664,0.363896,0.363345,0.247762,0.195866,1,172,172
4.10599,66.5204,4.24388,51.6596,0.950813,0.312675,0.286134,0.356761,0.311415,0.297697,0.198057,1,173,173
3.81441,75.7076,3.00366,57.8012,1.09136,0.332466,0.37405,0.552126,0.27696,0.18517,0.197673,1,174,174
3.80455,68.7445,3.66986,55.5301,1.03455,0.321193,0.323991,0.469321,0.277296,0.24693,0.194287,1,175,175
3.95564,70.7799,3.64363,56.5579,0.960566,0.319153,0.385593,0.580545,0.255351,0.281154,0.18622,1,176,176
4.04171,74.2896,3.94224,48.9754,0.986803,0.310859,0.350979,0.295397,0.279372,0.336902,0.192896,1,177,177
3.99417,73.0867,3.57359,51.439,1.02381,0.325224,0.383813,0.321345,0.321865,0.295935,0.199534,1,178,178
3.95645,73.9993,3.58634,56.1805,1.07212,0.348378,0.353139,0.348766,0.333583,0.282623,0.201416,1,179,179
4.02889,75.5651,3.32162,53.4675,1.05308,0.317351,0.355447,0.399383,0.334184,0.306619,0.189211,1,180,180
4.16292,67.6573,3.85974,55.252,0.949493,0.332921,0.312976,0.33509100000000003,0.355718,0.212543,0.202533,1,181,181
3.99828,68.3635,3.81749,47.6044,0.970155,0.354398,0.332199,0.361243,0.340029,0.29876,0.198945,1,182,182
3.94891,71.0811,3.82764,58.7361,1.03768,0.380917,0.356635,0.37531,0.399481,0.249471,0.192977,1,183,183
3.99466,71.7089,3.47822,57.5516,0.999893,0.371638,0.339563,0.441279,0.379023,0.324413,0.194002,1,184,184
4.01686,69.8023,3.33354,54.0782,1.0407,0.372866,0.395751,0.373086,0.353819,0.342155,0.19348,1,185,185
4.19212,64.4206,4.42571,50.593,0.940123,0.279133,0.314418,0.326824,0.303144,0.32306,0.200534,1,186,186
4.23836,68.8905,4.35582,51.7855,0.927131,0.300136,0.328455,0.439235,0.385642,0.245761,0.190209,1,187,187
4.10927,69.7915,3.50026,50.1205,1.05435,0.283505,0.349594,0.34925,0.296947,0.342413,0.200078,1,188,188
3.99455,65.8485,3.57893,52.4493,0.943839,0.28186,0.377195,0.333096,0.374053,0.227015,0.192908,1,189,189
3.93825,72.44,3.66952,54.6621,1.003,0.29828,0.375407,0.4348,0.423426,0.36967,0.195996,1,190,190
3.97703,68.5888,3.98091,55.9701,0.943984,0.304611,0.358184,0.465472,0.360548,0.251233,0.189605,1,191,191
4.01698,70.3832,3.48774,54.2694,1.02828,0.32328,0.401766,0.39378,0.404423,0.303579,0.190563,1,192,192
4.08329,71.616,3.52763,48.8164,0.957913,0.34613,0.357089,0.358167,0.332003,0.323767,0.194191,1,193,193
4.21237,68.3018,3.52388,49.2245,0.973809,0.312931,0.362498,0.326196,0.325587,0.331899,0.18943,1,194,194
4.16938,70.0032,3.43898,49.629,1.02207,0.319686,0.37647,0.379355,0.387963,0.381146,0.198658,1,195,195
4.08802,72.4404,3.57759,53.5213,0.9916,0.310983,0.315738,0.434804,0.453375,0.324587,0.192046,1,196,196
4.14415,71.2349,3.82014,50.9389,0.965169,0.302603,0.332671,0.468456,0.427125,0.32609,0.191645,1,197,197
4.07156,71.5803,3.71549,53.2616,0.985976,0.313093,0.356984,0.471615,0.439272,0.336547,0.192996,1,198,198
4.12261,75.8125,3.31579,51.8931,0.987835,0.295208,0.301919,0.478216,0.384552,0.292147,0.189768,1,199,199
4.01372,75.8187,3.07488,52.4866,1.03928,0.29934,0.334303,0.323358,0.412685,0.287323,0.19982,1,200,200
4.00902,66.7312,3.84938,55.5951,0.973743,0.296232,0.356636,0.527042,0.354881,0.278286,0.191795,1,201,201
3.92538,69.5438,3.27619,53.5607,1.00141,0.332103,0.402551,0.541084,0.230183,0.320907,0.196079,1,202,202
3.8518,64.9858,4.39328,59.432,0.952447,0.298904,0.362716,0.526609,0.341591,0.298201,0.19627,1,203,203
3.85448,65.8784,3.88431,56.4324,0.993041,0.286227,0.414092,0.545305,0.348856,0.257904,0.190772,1,204,204
3.86644,63.3768,4.10027,57.906,0.9732,0.288483,0.390763,0.490317,0.296118,0.252548,0.191064,1,205,205
4.11392,64.719,4.20491,58.5884,0.885211,0.284824,0.447266,0.660953,0.163646,0.218742,0.197948,1,206,206
4.11001,63.6324,4.35218,55.8435,0.912511,0.289827,0.386359,0.639591,0.240738,0.171989,0.194458,1,207,207
4.19409,69.057,4.25722,52.3372,0.939308,0.273798,0.369881,0.541948,0.307494,0.259492,0.196767,1,208,208
4.15054,71.2543,4.10487,56.4416,0.956596,0.287059,0.40622,0.538813,0.21113,0.201492,0.200858,1,209,209
3.97256,68.6098,3.48193,51.1762,0.956368,0.279907,0.322057,0.410926,0.360854,0.210256,0.193156,1,210,210
3.92636,71.2785,3.27244,48.1873,1.01239,0.289484,0.3179,0.523126,0.401226,0.283264,0.192558,1,211,211
4.00507,68.0003,3.39994,52.8209,0.989975,0.278183,0.383778,0.548586,0.337999,0.180099,0.196995,1,212,212
3.93947,69.9019,3.43312,56.1609,0.997681,0.285748,0.346576,0.506324,0.33276,0.214683,0.186012,1,213,213
4.09077,70.3276,3.79615,51.8707,0.999131,0.31486,0.330555,0.464611,0.309849,0.276406,0.202169,1,214,214
4.12977,69.6815,3.71318,50.6684,0.954112,0.317488,0.352055,0.473364,0.342035,0.244073,0.203931,1,215,215
4.14864,71.3189,3.75355,53.6194,0.98249,0.314041,0.304685,0.377544,0.325212,0.319919,0.201827,1,216,216
4.09866,66.6222,4.33175,52.6838,0.96654,0.280999,0.305769,0.39051,0.289498,0.290862,0.193633,1,217,217
4.113,70.1317,3.82625,56.8779,0.934252,0.277428,0.361851,0.48912,0.350459,0.240988,0.199174,1,218,218
4.10143,71.9919,3.27914,56.5285,1.04724,0.297352,0.349378,0.52052,0.313388,0.236408,0.192313,1,219,219
4.05138,65.9371,4.28955,59.075,0.885752,0.30170400000000003,0.388921,0.517866,0.306777,0.277036,0.192626,1,220,220
4.0952,72.4833,3.60846,59.868,1.06984,0.333549,0.314942,0.552271,0.351898,0.18633,0.201047,1,221,221
3.99477,61.0808,5.05701,60.0694,0.876891,0.326171,0.389759,0.576884,0.23374,0.130727,0.193986,1,222,222
3.92433,62.86,4.16185,58.326,0.907649,0.339331,0.381729,0.501448,0.221422,0.156529,0.196743,1,223,223
3.96858,64.8526,4.71993,60.744,0.959292,0.322613,0.339197,0.62926,0.304021,0.244958,0.194653,1,224,224
4.05297,72.0312,3.37495,51.92,1.0778,0.329057,0.324236,0.449709,0.459979,0.242266,0.193755,1,225,225
3.99669,70.5516,3.50821,52.7289,1.01949,0.320784,0.319727,0.303662,0.401455,0.217141,0.195949,1,226,226
4.06022,68.0817,4.36704,58.131100000000004,0.936009,0.302703,0.373425,0.369039,0.364869,0.240542,0.193968,1,227,227
