TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma,.chain,.iteration,.draw
3.92913,74.6757,3.30576,49.8015,1.00649,0.331277,0.353189,0.458559,0.378159,0.218091,0.190197,1,61,61
3.87991,71.5157,4.1796,55.3024,0.967937,0.307003,0.384356,0.539698,0.381602,0.225181,0.192755,1,62,62
4.04728,72.2186,3.46643,51.2105,1.00742,0.285074,0.295357,0.385443,0.343118,0.242172,0.191717,1,63,63
4.03234,70.2731,3.58657,58.2312,1.06387,0.277171,0.387109,0.416462,0.321291,0.271117,0.193893,1,64,64
4.03389,63.9023,4.03009,52.2306,0.939248,0.29113,0.344796,0.375009,0.357021,0.343024,0.193027,1,65,65
4.10071,65.253,4.11655,54.1767,0.965887,0.278658,0.412688,0.455216,0.305328,0.232299,0.195713,1,66,66
4.03277,65.0076,4.3805,57.9941,0.950303,0.290639,0.346246,0.473847,0.311425,0.250915,0.19218,1,67,67
4.10012,67.5846,3.90803,52.9383,0.987353,0.265405,0.357925,0.627585,0.359248,0.400984,0.19231,1,68,68
4.04487,70.7091,3.41657,53.3341,1.0356,0.278724,0.328784,0.564596,0.40305,0.349275,0.193545,1,69,69
4.10426,66.5329,3.86619,51.3576,0.945258,0.300716,0.353719,0.524197,0.295359,0.358818,0.198187,1,70,70
4.21414,72.0968,4.41084,52.7443,1.014,0.270114,0.318647,0.348096,0.31345,0.36194,0.188877,1,71,71
4.04991,69.097,3.81931,52.4037,0.978295,0.278826,0.361407,0.414021,0.32708,0.259791,0.19705,1,72,72
3.94124,68.4224,3.28888,56.9227,1.04271,0.290058,0.387878,0.481935,0.339259,0.322417,0.193329,1,73,73
4.04314,71.956,3.42176,51.9965,1.02832,0.282435,0.36288,0.384569,0.300418,0.253489,0.196421,1,74,74
3.88907,73.95,3.26673,59.0349,1.00642,0.307093,0.35058,0.473247,0.395185,0.310254,0.19682,1,75,75
4.05439,73.4738,3.51876,58.1432,1.03538,0.304747,0.317946,0.479572,0.352509,0.179014,0.193008,1,76,76
4.12373,73.3041,3.66111,54.8832,1.03795,0.303149,0.333047,0.366378,0.408534,0.233161,0.199227,1,77,77
4.16772,69.7668,3.89651,53.2988,1.02403,0.288583,0.306069,0.329018,0.273058,0.205957,0.192973,1,78,78
4.15328,69.7962,3.7098,51.6801,1.04466,0.280869,0.315292,0.339328,0.310811,0.216203,0.190909,1,79,79
4.10178,69.6038,3.55639,50.1961,0.960009,0.28928,0.306163,0.377965,0.306654,0.225018,0.201668,1,80,80
4.14196,66.7768,3.75076,50.2224,1.03356,0.292756,0.380163,0.404243,0.33693,0.240342,0.192132,1,81,81
4.0254,69.1122,3.28231,50.9894,1.00205,0.259201,0.333254,0.296217,0.272111,0.274852,0.199947,1,82,82
4.16552,68.0671,4.10197,50.1243,0.997474,0.317406,0.396204,0.446605,0.329493,0.245406,0.205916,1,83,83
4.18424,69.0128,3.93862,51.5118,1.00146,0.301808,0.366534,0.355919,0.419052,0.227212,0.192161,1,84,84
4.11662,67.7276,3.86942,54.2647,1.00447,0.304712,0.365427,0.379261,0.413321,0.232728,0.193853,1,85,85
4.18837,69.1429,4.13819,57.3089,0.997457,0.30269,0.376212,0.444706,0.406464,0.23168,0.191225,1,86,86
4.26105,69.7875,3.88794,59.7206,1.03465,0.335093,0.350388,0.42729,0.451248,0.245644,0.194786,1,87,87
4.22908,69.4421,3.39962,57.4087,1.01301,0.337008,0.314759,0.46476,0.386095,0.280399,0.194978,1,88,88
4.06496,70.8802,3.62993,56.4358,1.00275,0.330409,0.346484,0.440481,0.496729,0.224985,0.189411,1,89,89
4.07223,72.5588,3.91569,65.2167,1.01113,0.342431,0.283439,0.483652,0.38872,0.263182,0.1946,1,90,90
4.0892,70.9563,3.86508,58.7421,0.987832,0.352516,0.329403,0.505172,0.410174,0.198034,0.191302,1,91,91
4.234,70.4062,3.99984,56.5622,0.961282,0.317981,0.31331,0.556495,0.376858,0.225047,0.198758,1,92,92
4.17775,72.9162,3.61997,53.5822,1.04937,0.354865,0.333802,0.426568,0.396349,0.252735,0.188876,1,93,93
4.16876,68.5892,3.5461,53.0955,0.937389,0.363299,0.307905,0.449269,0.332303,0.276934,0.196506,1,94,94
4.04855,73.7085,3.96403,53.5755,1.07298,0.406492,0.370733,0.430633,0.417117,0.234811,0.190337,1,95,95
4.07832,68.3793,3.79038,53.2294,0.949193,0.380342,0.350763,0.317242,0.395902,0.309627,0.197487,1,96,96
4.07616,75.101,3.93219,54.251,0.990728,0.358187,0.335292,0.294167,0.358276,0.259933,0.191212,1,97,97
4.01753,70.8755,3.82722,56.0568,0.98896,0.353324,0.387566,0.363462,0.366971,0.273476,0.194747,1,98,98
3.93233,70.6665,4.44726,52.3419,0.978094,0.344862,0.315957,0.404987,0.359396,0.215893,0.19201,1,99,99
3.84747,64.3559,4.26761,57.9301,0.893298,0.353572,0.366424,0.419453,0.298975,0.275405,0.196283,1,100,100
3.88804,71.3074,3.52655,50.765,1.00326,0.33708,0.363606,0.423842,0.266194,0.259005,0.194861,1,101,101
3.89811,71.6551,3.56053,54.3289,1.01288,0.338315,0.392925,0.585044,0.362021,0.30900300000000003,0.198808,1,102,102
3.88135,69.0652,3.4404,53.9004,1.01674,0.279573,0.425297,0.495661,0.26854,0.221225,0.191562,1,103,103
3.90411,69.0074,3.75024,59.9346,0.978973,0.311243,0.312939,0.541517,0.308688,0.22369,0.195478,1,104,104
4.0125,68.704,3.64366,54.6828,1.02174,0.276023,0.392038,0.474394,0.321699,0.216061,0.196726,1,105,105
4.02023,68.3591,3.72504,55.5835,1.024,0.286886,0.383089,0.44708,0.313102,0.198784,0.195192,1,106,106
3.94805,66.455,3.64236,56.098,0.981704,0.289607,0.405043,0.441889,0.373681,0.224346,0.197565,1,107,107
3.9582,66.9309,3.68461,53.1111,1.02076,0.302964,0.33013,0.352872,0.392537,0.28081,0.197853,1,108,108
3.94593,69.7959,3.73282,55.5926,1.08005,0.318332,0.301409,0.321282,0.396901,0.325893,0.188215,1,109,109
3.92272,68.2372,3.63969,55.8638,1.06858,0.328411,0.36686,0.495211,0.382889,0.255465,0.202514,1,110,110
3.92874,68.0416,3.41149,54.7246,1.05841,0.319585,0.34973,0.401091,0.413927,0.297545,0.198111,1,111,111
4.03929,70.8763,3.3612,53.6253,1.10423,0.312367,0.303689,0.445128,0.36921,0.321836,0.193665,1,112,112
4.01327,70.3486,3.08605,53.295,1.06129,0.321651,0.370675,0.402406,0.3938,0.252903,0.194883,1,113,113
4.11735,69.9827,3.76954,54.0812,0.99165,0.29440499999999997,0.307664,0.601455,0.400542,0.201549,0.194152,1,114,114
4.0825,70.8514,3.26463,52.327,1.06482,0.324537,0.356038,0.446166,0.321142,0.212839,0.201472,1,115,115
4.02659,75.4422,3.56885,56.7491,1.01333,0.30366,0.344979,0.530215,0.356641,0.201818,0.19351,1,116,116
4.01247,71.6176,3.64864,54.9235,0.978313,0.282747,0.35415,0.494159,0.389041,0.155805,0.191854,1,117,117
4.03532,75.1994,3.50836,53.5102,1.04272,0.298252,0.351721,0.496187,0.420492,0.171676,0.196571,1,118,118
4.03576,70.6617,3.41971,51.7604,0.985536,0.324718,0.273404,0.533457,0.385645,0.29103,0.19122,1,119,119
3.96978,74.6203,3.67802,51.399,0.971219,0.311554,0.389647,0.407779,0.448214,0.210424,0.197877,1,120,120
3.94428,72.6033,3.67368,54.0354,0.940951,0.324492,0.373138,0.431606,0.409729,0.240934,0.196817,1,121,121
4.04706,76.9557,3.3746,45.1701,1.01574,0.301128,0.432393,0.386209,0.373207,0.303414,0.189664,1,122,122
3.96401,75.9349,3.77008,53.617,0.982819,0.330721,0.416455,0.408453,0.444741,0.263477,0.191452,1,123,123
3.93222,72.5707,3.76482,52.8082,1.05595,0.295631,0.329025,0.345745,0.37359,0.32603,0.19796,1,124,124
3.90493,73.5477,3.43387,54.3348,1.05483,0.307339,0.370097,0.307496,0.367681,0.309312,0.200641,1,125,125
3.92344,75.7109,3.51505,56.3983,1.01375,0.295845,0.314865,0.38215,0.383729,0.276521,0.188422,1,126,126
3.84052,73.5426,3.63206,56.3065,1.01987,0.323076,0.347383,0.381804,0.335597,0.292462,0.191978,1,127,127
3.88668,71.7209,3.90166,59.1134,0.98547,0.305105,0.36635,0.437281,0.367646,0.26068,0.198554,1,128,128
3.95611,71.4741,3.73001,53.3771,0.968359,0.346094,0.372688,0.400882,0.321518,0.262234,0.187174,1,129,129
4.01014,71.8439,3.37407,48.8552,0.982988,0.311828,0.334913,0.285864,0.319552,0.286688,0.189321,1,130,130
3.98577,70.874,4.00126,49.3922,1.04897,0.277064,0.384561,0.404179,0.308113,0.27868,0.20198,1,131,131
4.19567,70.099,3.42525,53.1352,0.927078,0.2809,0.34607,0.257656,0.35242,0.246869,0.196321,1,132,132
4.29337,73.3608,3.70039,54.188,0.966976,0.274775,0.366177,0.245548,0.339018,0.216119,0.196412,1,133,133
4.23164,70.4647,4.11801,53.5548,0.990701,0.286726,0.366555,0.381134,0.363208,0.206596,0.203895,1,134,134
4.26239,66.476,4.36261,51.556,0.962277,0.264497,0.32618,0.381726,0.312969,0.229772,0.185818,1,135,135
3.9888,72.6117,4.01725,53.0444,0.983114,0.282018,0.340327,0.377245,0.31969,0.222883,0.198282,1,136,136
3.98239,74.3884,3.99435,53.179,1.03417,0.290164,0.344899,0.349337,0.293396,0.226847,0.198989,1,137,137
4.01357,71.561,3.80383,54.4406,0.960046,0.282425,0.330294,0.382006,0.288633,0.222434,0.201924,1,138,138
4.02887,76.9534,3.59918,52.3808,0.995654,0.274204,0.372177,0.421073,0.293584,0.152001,0.196325,1,139,139
3.96745,72.8646,4.08503,59.821,0.931455,0.286323,0.361776,0.481129,0.292354,0.194036,0.196194,1,140,140
4.11207,74.4206,3.63581,57.034,1.02915,0.281123,0.27112000000000003,0.430048,0.340632,0.22656,0.199714,1,141,141
4.13515,65.344,4.29472,51.2024,0.938583,0.271938,0.317144,0.553585,0.35088,0.2349,0.192607,1,142,142
4.1884,69.8291,3.30767,50.4197,1.05206,0.284941,0.332847,0.39736,0.296738,0.294988,0.198341,1,143,143
4.14939,66.5569,3.76501,59.5365,0.955632,0.306192,0.345647,0.54294,0.337687,0.18626,0.192358,1,144,144
4.14415,71.9584,3.61884,54.8931,1.01635,0.31851,0.333305,0.521583,0.263424,0.258974,0.198265,1,145,145
4.05779,70.8162,3.78321,56.926,0.977347,0.309121,0.341882,0.623125,0.318714,0.220317,0.197695,1,146,146
4.07105,69.6729,3.82396,57.3008,0.95906,0.30997,0.360052,0.556003,0.339594,0.223636,0.201213,1,147,147
3.93394,72.2682,3.50594,57.2788,1.04283,0.314411,0.336275,0.37634,0.322656,0.224503,0.192917,1,148,148
4.20782,63.9624,4.02323,53.5922,0.937889,0.314495,0.375074,0.38896,0.29121,0.321783,0.193356,1,149,149
4.20907,61.8734,3.56993,59.8995,0.938309,0.362806,0.377132,0.448336,0.213876,0.239352,0.200235,1,150,150
4.32352,68.9699,3.9138,53.6641,1.01891,0.315747,0.292353,0.433775,0.275072,0.219314,0.19836,1,151,151
4.22429,65.0941,4.01831,56.0756,0.959863,0.343959,0.385431,0.419768,0.242032,0.194789,0.194941,1,152,152
4.20916,71.1986,3.75573,49.7017,1.01005,0.329885,0.414639,0.424873,0.284627,0.292088,0.199948,1,153,153
4.12011,68.8125,4.12312,53.5574,0.968257,0.330223,0.386367,0.445686,0.286628,0.186839,0.194733,1,154,154
4.14161,70.8264,3.57024,50.2553,0.96639,0.307814,0.349146,0.50883,0.305969,0.244906,0.194238,1,155,155
4.07028,70.3315,4.27229,55.2913,1.0253,0.305218,0.291335,0.403255,0.362074,0.301952,0.193839,1,156,156
4.10967,70.8514,3.93118,51.58,0.998577,0.291853,0.354618,0.485017,0.347628,0.325555,0.190803,1,157,157
4.0692,74.1926,3.1999,62.6017,1.03247,0.328266,0.317817,0.362589,0.432256,0.263591,0.19789,1,158,158
3.86703,64.2973,3.98334,54.3627,0.995653,0.327287,0.34481,0.444191,0.277831,0.223386,0.197445,1,159,159
3.84614,64.7316,3.81,56.3306,0.95378,0.324551,0.349084,0.540027,0.260589,0.247863,0.203089,1,160,160
3.7385,69.0104,3.98812,62.2994,0.969869,0.308049,0.326176,0.435916,0.312383,0.183608,0.198393,1,161,161
3.63619,72.203,3.75707,60.592,1.04127,0.318389,0.320537,0.502132,0.289529,0.195506,0.199147,1,162,162
3.87494,70.1129,3.34068,49.8581,0.964446,0.282597,0.328707,0.554433,0.284339,0.146867,0.193515,1,163,163
3.85104,71.7018,3.4307,50.8727,1.00217,0.285198,0.319202,0.423072,0.334586,0.232436,0.195891,1,164,164
3.82926,74.6162,3.22509,51.2792,0.967343,0.301019,0.362458,0.422828,0.339606,0.22675,0.19564,1,165,165
3.82916,74.4144,3.41729,51.8497,0.962321,0.306367,0.363319,0.428225,0.369545,0.233802,0.199009,1,166,166
3.77792,75.5174,2.92205,54.9118,1.07717,0.33739,0.37965,0.420312,0.396778,0.252469,0.188094,1,167,167
3.90376,71.7812,3.66572,54.3677,1.02821,0.306124,0.373576,0.433908,0.388641,0.265098,0.197252,1,168,168
3.77435,73.2864,3.0164,53.8625,1.08637,0.349982,0.42825,0.391352,0.385259,0.276653,0.192362,1,169,169
3.92936,73.8391,3.31001,50.0726,1.0602,0.328213,0.405581,0.430293,0.354135,0.250762,0.196817,1,170,170
3.82281,72.1523,3.00345,54.5196,1.09297,0.335414,0.333474,0.476938,0.412069,0.258738,0.195446,1,171,171
3.84792,72.6583,2.824,52.3096,1.10139,0.328612,0.332527,0.537573,0.316194,0.267751,0.198613,1,172,172
3.89388,73.028,3.08553,59.703,1.03294,0.320738,0.385846,0.543767,0.377294,0.217925,0.192674,1,173,173
3.85533,71.0326,3.0503,54.3118,1.04839,0.335141,0.326958,0.547805,0.336664,0.249057,0.198902,1,174,174
3.88769,70.7986,3.19784,55.9828,1.03548,0.361072,0.362539,0.441295,0.293746,0.268747,0.187828,1,175,175
3.78942,68.8989,4.18309,51.6556,1.07416,0.336452,0.361194,0.605373,0.384615,0.269628,0.198661,1,176,176
3.84023,66.7575,3.96751,55.5566,0.950744,0.346857,0.30905,0.4478,0.342045,0.285708,0.196641,1,177,177
3.85618,68.7237,4.05249,48.9904,1.01537,0.319188,0.327801,0.495788,0.417434,0.266851,0.192693,1,178,178
3.85055,68.0857,4.33914,49.8988,1.01786,0.31879,0.337909,0.536936,0.378168,0.244032,0.194589,1,179,179
3.77844,65.6648,3.74471,56.0762,0.94907,0.337458,0.347213,0.455883,0.329528,0.260818,0.19543,1,180,180
3.84443,70.7173,3.32369,54.6283,0.991051,0.315148,0.331221,0.474,0.328023,0.328684,0.195102,1,181,181
3.92936,70.4289,4.05171,53.5209,1.04285,0.314356,0.332616,0.467614,0.284281,0.305166,0.195036,1,182,182
3.92961,66.7723,3.67562,50.6528,0.978484,0.303084,0.365977,0.394495,0.345679,0.274357,0.189643,1,183,183
4.00443,68.489,3.73291,51.8556,1.02781,0.308495,0.356351,0.375891,0.386358,0.310693,0.200841,1,184,184
3.93129,65.0733,3.90793,50.9616,0.983854,0.311806,0.34427,0.309156,0.345669,0.25196,0.188001,1,185,185
3.90422,67.7595,3.53605,53.4727,1.0142,0.340968,0.367558,0.393532,0.323786,0.337913,0.200965,1,186,186
3.99005,65.5228,3.95945,49.2781,0.994077,0.310047,0.408613,0.276885,0.320485,0.235598,0.191528,1,187,187
4.06682,68.8124,4.04069,49.5134,0.947223,0.279662,0.355336,0.289978,0.340994,0.280234,0.202655,1,188,188
4.08316,68.7749,3.4719,53.5591,0.991904,0.276486,0.353131,0.442261,0.275101,0.273349,0.186507,1,189,189
4.07755,72.2942,3.80876,51.1146,0.981653,0.299775,0.378892,0.345931,0.300627,0.256548,0.199774,1,190,190
4.04546,71.2644,3.8085,48.2449,0.967058,0.290297,0.33307,0.36634,0.276693,0.281355,0.190942,1,191,191
3.98223,70.0623,3.94291,53.6076,0.96149,0.280158,0.357247,0.345081,0.321,0.239027,0.19932,1,192,192
3.9761,69.1348,3.862,54.905,0.95321,0.287922,0.351812,0.35295,0.31927,0.230409,0.19859,1,193,193
3.97017,71.42,3.55174,51.9506,1.0798,0.291849,0.366895,0.370504,0.332072,0.236717,0.188664,1,194,194
4.08083,69.0781,3.56664,52.4813,0.971349,0.289896,0.335672,0.375336,0.329284,0.302221,0.197578,1,195,195
4.11569,67.734,4.04484,52.0939,0.9989,0.310042,0.388621,0.442323,0.308203,0.259525,0.187205,1,196,196
4.16963,66.8267,4.04255,52.4157,0.951886,0.276583,0.358832,0.43389,0.290763,0.253228,0.203797,1,197,197
3.96877,78.9343,3.55113,57.5157,1.04705,0.336617,0.354863,0.348253,0.402518,0.30274,0.19368,1,198,198
3.98373,72.4211,3.11092,53.4291,0.99938,0.317125,0.351612,0.389075,0.376135,0.271314,0.199514,1,199,199
4.00199,72.2667,3.74478,49.0558,1.02213,0.30813,0.388737,0.369427,0.328073,0.310385,0.192735,1,200,200
4.12173,70.172,3.9924,49.29,1.02958,0.297948,0.353407,0.407317,0.357814,0.335366,0.195173,1,201,201
4.10471,69.6594,4.08172,50.4569,1.03368,0.307165,0.373867,0.410101,0.289365,0.325224,0.192389,1,202,202
4.0321,75.881,2.86974,48.8816,1.00849,0.323574,0.323458,0.331061,0.392607,0.273265,0.186088,1,203,203
4.07076,72.8102,3.09147,48.1258,1.11469,0.300265,0.307905,0.37767,0.394244,0.239482,0.206579,1,204,204
4.16104,67.3644,3.37045,48.225,0.95135,0.309882,0.365645,0.370899,0.385244,0.237526,0.190392,1,205,205
4.2110900000000004,71.1047,2.97395,45.091,1.05052,0.325812,0.349687,0.363879,0.308947,0.310526,0.203347,1,206,206
4.18644,67.5173,3.78677,51.4751,1.00178,0.350221,0.363189,0.342029,0.270161,0.291588,0.195851,1,207,207
4.20105,66.2934,3.76342,50.7942,0.922136,0.334413,0.403399,0.297904,0.289224,0.298304,0.200827,1,208,208
4.31443,67.2837,3.56261,50.9666,1.03797,0.341275,0.372967,0.31893,0.354714,0.331343,0.190251,1,209,209
4.29993,65.4737,4.48124,54.22,0.953667,0.346449,0.316446,0.439499,0.361259,0.348027,0.19702,1,210,210
4.1438,68.5812,3.91051,49.5264,0.999869,0.313306,0.373589,0.349898,0.359739,0.311002,0.192235,1,211,211
3.93722,73.3068,3.68134,54.0757,1.00447,0.319848,0.363489,0.376724,0.365387,0.360411,0.192895,1,212,212
3.8615,70.4423,3.76002,53.6944,0.979211,0.334355,0.390622,0.333017,0.352606,0.305134,0.194521,1,213,213
3.95631,74.8233,3.51529,50.1596,0.99249,0.339734,0.343569,0.239219,0.31607,0.347155,0.191939,1,214,214
3.99314,72.5403,4.08158,53.206,1.00722,0.330256,0.370828,0.224609,0.337556,0.325933,0.197094,1,215,215
4.11112,72.9624,3.798,49.8801,0.962387,0.318244,0.292354,0.22733,0.317072,0.276334,0.198856,1,216,216
4.2042,68.5919,3.71154,54.7195,1.04629,0.293484,0.330762,0.307089,0.302844,0.316553,0.19817,1,217,217
4.24597,68.2755,3.98065,51.1363,0.952651,0.272953,0.313291,0.250421,0.276882,0.260977,0.196162,1,218,218
4.14234,66.3722,4.03296,48.1212,1.02409,0.295353,0.345351,0.349336,0.344485,0.297454,0.198291,1,219,219
4.13121,66.7474,3.80819,48.8746,1.03046,0.293498,0.32632100000000003,0.307195,0.358866,0.257666,0.202569,1,220,220
4.18405,68.6088,3.67287,49.2435,1.03972,0.310467,0.344715,0.255354,0.302792,0.313798,0.200669,1,221,221
4.06767,69.4482,3.69119,50.1477,0.999342,0.300131,0.362064,0.302763,0.309636,0.302529,0.189651,1,222,222
4.04657,69.7377,3.18186,52.993,1.03984,0.323492,0.311664,0.326022,0.395418,0.307514,0.191537,1,223,223
4.2109,67.6211,3.92293,53.794,1.02535,0.310249,0.329877,0.547668,0.281563,0.250143,0.199404,1,224,224
4.07749,70.9496,3.43583,52.2839,0.961589,0.330321,0.3591,0.504227,0.270368,0.286832,0.196546,1,225,225
4.10131,68.6553,4.52686,53.3151,0.912889,0.326454,0.38717,0.590144,0.239544,0.340013,0.197709,1,226,226
4.05258,68.0439,4.19022,53.4181,0.939333,0.296984,0.434001,0.487527,0.216817,0.325229,0.194731,1,227,227
