TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma_p,.chain,.iteration,.draw
4.02148,70.3321,3.83713,51.4164,1.01281,0.297542,0.385194,0.325114,0.327478,0.305198,0.197051,1,94,94
3.95608,71.964,3.35356,52.5836,1.0104,0.29522,0.335124,0.450057,0.346206,0.255972,0.203614,1,95,95
4.12251,78.6195,3.34735,45.9434,1.16241,0.309681,0.330706,0.153289,0.318657,0.310353,0.196584,1,96,96
4.23341,74.1102,3.7796,51.5819,1.04524,0.293345,0.294712,0.198244,0.293576,0.286782,0.202827,1,97,97
4.16505,68.5271,3.83026,46.7714,1.06116,0.279168,0.336041,0.0593531,0.233891,0.41328,0.197374,1,98,98
4.07392,69.1437,4.17902,47.5405,1.03268,0.322677,0.345781,0.173315,0.305988,0.346331,0.19302,1,99,99
4.15863,72.3313,3.77114,50.3263,1.07226,0.318643,0.320791,0.185388,0.330632,0.363988,0.198138,1,100,100
4.08725,72.5029,3.80868,48.9561,1.08504,0.317346,0.387146,0.232874,0.26655,0.343316,0.198084,1,101,101
4.15536,75.2738,3.23531,48.344,1.10834,0.327152,0.309113,0.162283,0.287052,0.353323,0.198233,1,102,102
4.14371,71.999,4.10018,47.9389,1.0996,0.316869,0.296051,0.110601,0.311098,0.304803,0.202533,1,103,103
4.11789,75.154,3.32821,47.4602,1.09079,0.304192,0.321264,0.177761,0.297152,0.301938,0.200745,1,104,104
4.07738,72.6827,3.63427,51.7177,1.12971,0.339953,0.30713,0.164637,0.292778,0.334426,0.196884,1,105,105
4.25373,76.1252,3.5192,44.7995,1.15443,0.299766,0.309462,0.170452,0.289356,0.321104,0.198474,1,106,106
4.22143,70.8809,3.68628,45.9057,1.00226,0.299575,0.315471,0.121246,0.288716,0.369197,0.205319,1,107,107
4.16568,71.2131,4.02506,50.407,1.09264,0.275573,0.295414,0.0699551,0.335919,0.325573,0.195288,1,108,108
4.16455,76.9447,3.58715,44.9883,1.22689,0.314338,0.292555,0.0873424,0.345021,0.350791,0.203567,1,109,109
4.22923,71.2658,4.0894,55.1638,0.985019,0.283181,0.282586,0.0256492,0.236659,0.3593,0.20183,1,110,110
4.1958,77.6004,3.44777,42.3145,1.17655,0.298856,0.319612,0.0770047,0.291286,0.327102,0.20436000000000001,1,111,111
4.15928,73.0825,3.5944,49.654,1.05488,0.286147,0.312895,0.0617952,0.298567,0.366819,0.196472,1,112,112
4.21677,73.5311,3.59337,45.4739,1.12191,0.280283,0.3173,0.176523,0.325162,0.364092,0.199415,1,113,113
4.17676,69.9136,3.82553,47.512,1.09662,0.306376,0.332721,0.0385023,0.400198,0.323573,0.199946,1,114,114
4.04535,77.2992,3.3123,50.4297,1.11388,0.278619,0.331046,0.162888,0.371787,0.329398,0.199653,1,115,115
4.11727,70.7857,3.76059,50.1146,1.02161,0.283688,0.341043,0.154102,0.289383,0.32484,0.197194,1,116,116
4.10642,70.2431,4.0736,48.064,1.12389,0.314237,0.355625,0.216189,0.305296,0.328252,0.193473,1,117,117
4.04076,67.7044,4.3494,47.9167,1.01485,0.325597,0.346192,0.200054,0.305843,0.325805,0.19798,1,118,118
4.13249,76.8192,3.26427,50.5344,1.15309,0.293119,0.304919,0.390347,0.359187,0.399741,0.197806,1,119,119
4.01767,74.2639,3.36264,50.041,1.10783,0.308573,0.311251,0.177015,0.29171,0.3207,0.204641,1,120,120
3.9825,76.268,3.37171,52.4909,1.10824,0.302914,0.368835,0.260278,0.328492,0.395774,0.200868,1,121,121
4.03897,71.2055,3.99953,51.416,1.1033,0.282312,0.312447,0.160558,0.288821,0.370371,0.195735,1,122,122
4.04696,69.2317,4.05112,51.2164,1.05692,0.290173,0.321104,0.363462,0.295509,0.354563,0.199138,1,123,123
4.10894,74.7176,3.4569,49.3341,1.10352,0.284624,0.272919,0.086212,0.294749,0.362886,0.200262,1,124,124
4.12806,74.7286,3.78832,48.3904,1.08636,0.292663,0.330662,0.143141,0.320735,0.371677,0.200829,1,125,125
4.18273,74.0171,3.29942,51.8801,1.13285,0.27928,0.313729,0.196052,0.256664,0.308631,0.192668,1,126,126
4.15232,73.4494,3.43401,52.2295,1.09689,0.2999,0.319671,0.216588,0.238218,0.324612,0.192834,1,127,127
4.1831,75.6226,3.41728,49.2464,1.15629,0.301379,0.310872,0.272936,0.250205,0.310766,0.20502,1,128,128
4.0752,77.5135,3.48934,52.9088,1.08916,0.30474,0.300105,0.268432,0.307229,0.298393,0.194476,1,129,129
4.15085,78.1318,3.7153,47.248,1.13608,0.304896,0.296964,0.0429449,0.30062,0.3813,0.204279,1,130,130
4.18308,73.7198,3.69997,46.5256,1.05259,0.311713,0.284459,0.184866,0.249679,0.318709,0.198315,1,131,131
4.22395,72.7471,3.93719,49.1988,1.05162,0.316038,0.270744,0.121785,0.253595,0.360043,0.197522,1,132,132
4.16854,77.5733,3.89736,49.1917,0.985141,0.307781,0.351829,0.115351,0.328627,0.413852,0.200198,1,133,133
4.2917,75.994,3.9577,46.4687,1.14043,0.326046,0.362497,0.0664812,0.242411,0.333425,0.19249,1,134,134
4.22625,74.4368,3.79538,48.4712,1.15165,0.307709,0.388939,0.0216313,0.240096,0.315621,0.203176,1,135,135
4.17749,72.5297,3.84723,48.6006,1.11279,0.330692,0.319168,0.0227724,0.340876,0.358899,0.19463,1,136,136
4.2279,71.8873,3.52633,48.4225,1.10318,0.31034,0.29562,0.065208,0.245003,0.400817,0.199598,1,137,137
4.03613,73.9334,3.64015,46.0608,1.11994,0.295554,0.348431,0.12898,0.285509,0.339007,0.204858,1,138,138
4.08074,72.6953,3.65986,45.9427,1.09787,0.291114,0.34155,0.048648,0.26486,0.35741,0.205929,1,139,139
3.88506,67.8335,3.6862,49.5176,1.02148,0.331364,0.339776,0.103957,0.278966,0.317998,0.197246,1,140,140
3.95936,73.3708,3.67479,46.1859,1.1195600000000001,0.307792,0.304392,0.110809,0.305687,0.342162,0.192607,1,141,141
3.96992,72.1063,3.73597,48.0766,1.07874,0.307853,0.334098,0.152827,0.21638,0.42684,0.205104,1,142,142
3.94179,72.8163,3.51962,47.911,1.12484,0.317237,0.313654,0.182964,0.279371,0.332257,0.191575,1,143,143
3.85947,72.3738,3.70862,50.2975,1.113,0.331749,0.303588,0.254532,0.24618,0.340429,0.195592,1,144,144
3.91724,71.9298,3.64597,50.9915,1.10842,0.313796,0.32139,0.198397,0.232172,0.389863,0.200534,1,145,145
3.91156,71.7403,3.59781,53.209,1.06605,0.326588,0.348822,0.206838,0.263142,0.372611,0.20065,1,146,146
3.95248,71.2912,3.92522,49.5081,1.07213,0.331299,0.310815,0.155238,0.233716,0.399915,0.200206,1,147,147
4.06349,73.9648,3.54317,46.4645,1.08189,0.288357,0.300136,0.0728403,0.32983,0.310468,0.195175,1,148,148
4.12384,71.5114,4.22816,45.0546,1.02666,0.308076,0.367929,0.0169213,0.208022,0.380586,0.203779,1,149,149
4.24354,72.7268,4.08928,49.7113,1.06335,0.291985,0.299437,0.0218984,0.226736,0.368982,0.197891,1,150,150
4.21086,79.8315,3.26829,44.0563,1.20468,0.271023,0.326617,0.106333,0.282021,0.373988,0.202913,1,151,151
4.09057,76.402,3.46173,46.4506,1.13127,0.296117,0.362177,0.0997414,0.285896,0.360668,0.200784,1,152,152
4.10943,71.487,3.84895,43.8016,1.03441,0.302907,0.267446,0.183059,0.253527,0.356699,0.201373,1,153,153
4.12247,71.952,3.80335,43.5991,1.05919,0.306683,0.274811,0.0386353,0.243219,0.378108,0.201593,1,154,154
4.01951,69.5067,3.92594,46.7188,1.03993,0.28546,0.293257,0.00682342,0.292144,0.383376,0.1976,1,155,155
4.05419,70.8102,3.87235,47.0129,1.07734,0.285972,0.267713,0.0408188,0.256425,0.479587,0.194616,1,156,156
3.98058,72.4237,3.6477,48.4206,1.08968,0.294434,0.301499,0.0170904,0.31418,0.319841,0.207059,1,157,157
4.05878,73.3911,3.72296,47.7284,1.09437,0.273195,0.30415,9.7802e-4,0.257625,0.371103,0.200083,1,158,158
4.06956,74.2531,3.72702,47.4947,1.15541,0.287959,0.329563,0.00795985,0.281851,0.350974,0.20413799999999999,1,159,159
4.21369,73.2515,3.53405,48.1461,1.09555,0.292882,0.29632,0.0321211,0.30214,0.338524,0.197647,1,160,160
4.17157,66.1792,4.42254,49.5468,1.00923,0.280888,0.337502,0.0580849,0.246731,0.329507,0.200838,1,161,161
4.25802,74.7457,3.14343,47.6585,1.15106,0.296784,0.327529,0.144481,0.28222,0.324736,0.204747,1,162,162
4.30727,73.8581,3.18263,49.2738,1.16856,0.288137,0.301488,0.151355,0.285874,0.324724,0.204849,1,163,163
4.27881,66.4025,4.15399,50.4207,1.02644,0.290002,0.395357,0.284206,0.24462,0.292193,0.196222,1,164,164
4.20202,75.9485,3.23354,49.4145,1.18745,0.336008,0.330689,0.265819,0.249835,0.336965,0.204184,1,165,165
4.11061,77.5131,3.6121,53.0853,1.11587,0.32743,0.29643,0.202561,0.424788,0.309424,0.196653,1,166,166
4.10224,79.3615,3.10591,46.8331,1.14432,0.312646,0.3203,0.144057,0.320404,0.263544,0.207687,1,167,167
3.95199,76.5668,3.58106,48.7967,1.04835,0.358428,0.328123,0.259783,0.339868,0.248205,0.199543,1,168,168
3.94224,75.7903,3.82438,50.3812,1.01682,0.37079,0.325065,0.188657,0.336833,0.309893,0.197864,1,169,169
4.05394,77.1703,3.18659,45.3854,1.04301,0.307866,0.327667,0.204396,0.281842,0.264654,0.199709,1,170,170
4.03911,79.6803,3.28726,49.0393,1.05401,0.306185,0.314534,0.119833,0.393659,0.313391,0.198581,1,171,171
3.98336,75.235,3.48828,46.8497,1.14417,0.320038,0.301394,0.205839,0.340999,0.245635,0.193084,1,172,172
4.13275,72.459,3.90824,51.3786,1.06227,0.323643,0.326532,0.308409,0.364435,0.310099,0.201181,1,173,173
4.08667,78.1976,2.97367,47.6469,1.10686,0.333245,0.285411,0.439244,0.30383,0.220088,0.19644,1,174,174
4.15439,71.8412,3.6756,53.2419,1.03723,0.289859,0.334756,0.333554,0.332241,0.269668,0.205945,1,175,175
4.17658,73.9407,3.88668,49.8586,1.04667,0.320884,0.301139,0.214192,0.278084,0.280624,0.197589,1,176,176
4.17246,71.0479,4.03864,54.1276,1.0279,0.315263,0.307105,0.214925,0.334259,0.32509,0.20859,1,177,177
4.1887,70.2981,4.24865,47.7413,1.02634,0.328757,0.307465,0.168558,0.284341,0.309671,0.195645,1,178,178
4.24025,73.5588,3.47001,49.3008,1.03655,0.311287,0.344179,0.19852,0.335882,0.334914,0.196506,1,179,179
4.30651,74.7762,3.60287,51.5932,1.11524,0.333843,0.297564,0.281423,0.353687,0.325625,0.198711,1,180,180
4.25594,75.5702,3.4512,52.095,1.05865,0.315227,0.347707,0.228618,0.34428,0.310567,0.198237,1,181,181
4.36992,74.8382,3.25293,45.3205,1.14033,0.303019,0.348617,0.313138,0.345303,0.310902,0.19972,1,182,182
4.22183,73.7766,3.82208,53.3501,1.0511,0.313221,0.34116,0.0695993,0.299267,0.350622,0.199316,1,183,183
4.19888,76.6335,3.39395,44.2491,1.07109,0.315908,0.368773,0.151067,0.233091,0.409226,0.200884,1,184,184
3.99786,69.8413,3.94503,51.5696,1.09142,0.271307,0.326483,0.0474763,0.267259,0.35853,0.201975,1,185,185
4.0398,71.7993,4.11233,50.574,1.10804,0.29337,0.32536,0.0225006,0.254957,0.346111,0.202389,1,186,186
4.02322,69.0203,3.70511,52.9752,1.10333,0.275265,0.342262,0.0275011,0.339005,0.311718,0.201224,1,187,187
4.00597,68.2867,3.72665,50.9242,1.07429,0.28096,0.326876,0.021663,0.32924,0.301327,0.199662,1,188,188
4.09523,76.4522,3.75768,43.8648,1.04997,0.280497,0.302725,0.0389461,0.244829,0.242344,0.203232,1,189,189
4.03758,78.6746,3.34811,45.1057,1.06997,0.284971,0.297315,0.0630262,0.292568,0.278868,0.202192,1,190,190
4.0871,76.2982,3.72734,45.5385,1.0377,0.288943,0.309214,0.0150607,0.23114,0.26431,0.202343,1,191,191
4.14953,77.2098,3.95206,46.0893,1.03918,0.288998,0.30106,0.0445172,0.27493,0.288459,0.208814,1,192,192
4.06791,73.066,4.12984,51.0775,0.974741,0.294139,0.298615,0.125566,0.25963,0.306967,0.196184,1,193,193
4.10885,76.414,3.45557,44.1257,1.07556,0.275221,0.259287,0.0390335,0.210878,0.29912300000000003,0.204775,1,194,194
4.0306,77.3976,3.78499,49.1363,1.15123,0.301011,0.290096,0.192531,0.199544,0.313509,0.199979,1,195,195
4.00373,72.6843,3.57275,46.8302,1.05692,0.350568,0.281136,0.12804,0.22622,0.348372,0.20485,1,196,196
3.99313,70.4031,3.89485,51.3645,1.06478,0.301703,0.325127,0.181705,0.206328,0.282343,0.196242,1,197,197
4.03347,68.8184,4.47502,49.2102,1.0059,0.276828,0.301953,0.0737312,0.262627,0.301634,0.20061,1,198,198
4.0442,74.357,3.66143,50.046,1.12743,0.297687,0.318262,0.221378,0.223506,0.297315,0.201723,1,199,199
4.11246,70.0913,4.06795,48,1.0627,0.309148,0.380806,0.0589915,0.248454,0.340611,0.200437,1,200,200
4.08297,70.052,4.26135,51.6341,1.02227,0.296836,0.341474,0.0735541,0.224142,0.32585,0.195901,1,201,201
4.11707,73.3462,4.01449,47.1256,1.08608,0.295083,0.397265,0.33464700000000003,0.276075,0.337095,0.203162,1,202,202
4.05973,69.7906,4.18678,50.1354,1.08177,0.273649,0.323672,0.0860123,0.303452,0.383241,0.198047,1,203,203
4.16786,75.0059,3.47268,48.8441,1.13085,0.321514,0.300719,0.180326,0.242184,0.361574,0.20222300000000001,1,204,204
4.14429,74.1551,3.46457,48.6745,1.13096,0.315674,0.294031,0.219781,0.27025,0.355282,0.201709,1,205,205
4.21529,68.7753,4.22532,50.2716,1.02027,0.304718,0.340981,0.140768,0.221343,0.302919,0.193105,1,206,206
4.08396,75.4688,3.02289,45.0493,1.25692,0.298321,0.292089,0.117116,0.325198,0.347616,0.208998,1,207,207
4.15219,69.7565,3.88868,52.8092,1.05188,0.332025,0.336979,0.270383,0.383419,0.377739,0.188888,1,208,208
4.25584,69.5109,3.90907,52.5897,1.00197,0.321325,0.346238,0.215755,0.343029,0.311733,0.203073,1,209,209
4.18469,74.3739,4.00654,47.8917,1.09889,0.278798,0.268255,0.173409,0.401889,0.350316,0.198445,1,210,210
4.19562,71.6717,3.75652,52.1533,1.02504,0.309263,0.346058,0.340938,0.328843,0.344275,0.199292,1,211,211
4.19712,69.9025,3.81099,54.9219,0.983855,0.312075,0.340375,0.368364,0.32633,0.333651,0.198915,1,212,212
4.18649,71.8118,3.88066,46.0215,1.04366,0.314169,0.320161,0.414876,0.356456,0.317533,0.196016,1,213,213
4.23361,69.5715,4.17213,51.4871,1.019,0.295873,0.328037,0.384069,0.260088,0.35719,0.199926,1,214,214
4.22881,77.1359,3.43556,44.5289,1.11842,0.304117,0.362488,0.362243,0.3532,0.320679,0.19351,1,215,215
4.17083,78.1418,3.39325,49.315,1.17302,0.283773,0.392386,0.332449,0.251243,0.319452,0.201478,1,216,216
4.20036,73.7885,3.72419,51.3965,1.04778,0.300282,0.309019,0.246548,0.290948,0.306331,0.203482,1,217,217
4.21566,71.9252,3.70204,51.7332,1.02201,0.285353,0.308234,0.289167,0.294984,0.337599,0.202984,1,218,218
4.11195,75.027,3.7739,55.535,1.03885,0.291949,0.319451,0.298725,0.252715,0.320493,0.192077,1,219,219
4.16969,74.7405,3.83385,51.5229,1.05318,0.27444,0.324949,0.295411,0.251952,0.316148,0.199022,1,220,220
4.13186,76.9164,3.23743,49.7567,1.16049,0.278783,0.297387,0.228551,0.34158,0.314142,0.201261,1,221,221
4.12146,73.0142,3.55547,50.7332,1.1067,0.289827,0.318837,0.244543,0.332868,0.280228,0.20315,1,222,222
4.20105,73.2593,3.3735,45.8013,1.17083,0.27628,0.322711,0.235726,0.343454,0.32567,0.200059,1,223,223
4.12664,69.0622,3.85869,50.237,1.06442,0.291759,0.352536,0.196367,0.273956,0.318765,0.204414,1,224,224
4.13411,73.535,3.22961,48.3373,1.17746,0.290624,0.312797,0.201031,0.307044,0.273274,0.197844,1,225,225
4.16442,70.5959,3.50195,52.2153,1.07868,0.281339,0.313,0.206328,0.236766,0.295572,0.196779,1,226,226
