TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma_p,.chain,.iteration,.draw
4.26319,74.6475,3.80258,48.4464,1.04733,0.313744,0.276495,0.0547598,0.301819,0.293547,0.202661,1,41,41
4.17398,75.9611,3.36779,47.2857,1.15484,0.294584,0.264784,0.0165037,0.296181,0.317746,0.203915,1,42,42
4.2101,73.1438,3.66289,48.0495,1.03523,0.290959,0.297795,0.0936243,0.299192,0.307492,0.203974,1,43,43
4.14824,74.18,3.5814,47.7505,1.04467,0.274046,0.317152,0.074878,0.27727,0.29024,0.199673,1,44,44
4.08677,76.9885,3.6648,47.2743,1.11442,0.295064,0.283336,0.0741674,0.280239,0.345867,0.199987,1,45,45
4.07295,76.2225,3.59564,45.9401,1.09814,0.288488,0.318252,0.118731,0.238386,0.33171,0.2021,1,46,46
3.8977,74.5682,3.62594,49.9946,1.09461,0.281226,0.340487,0.23675,0.244206,0.304125,0.201134,1,47,47
3.89575,71.7685,3.80887,50.415,1.05655,0.276179,0.346631,0.163845,0.21558,0.333522,0.197168,1,48,48
3.94649,75.4248,3.94109,48.7799,1.09908,0.262437,0.295663,0.325346,0.301733,0.32072,0.202502,1,49,49
3.96017,66.1932,4.22396,51.4034,0.968064,0.288606,0.392171,0.194615,0.230916,0.334339,0.199099,1,50,50
3.98451,70.1755,4.07143,47.6935,0.969844,0.302276,0.315203,0.206274,0.25594,0.392909,0.195015,1,51,51
4.01453,69.4716,4.34159,57.5107,0.986172,0.288719,0.296803,0.321038,0.24272,0.389203,0.202389,1,52,52
3.93897,74.2789,3.83936,49.1514,1.10727,0.285552,0.285868,0.337374,0.32904,0.363582,0.190883,1,53,53
4.04064,71.9995,4.26247,55.1592,0.992001,0.275949,0.344852,0.334599,0.247271,0.288386,0.20518,1,54,54
4.01435,72.6901,3.30401,45.1099,1.07132,0.283058,0.335727,0.366508,0.293249,0.355169,0.194071,1,55,55
4.13464,70.2465,3.64956,52.418,1.08922,0.280601,0.347073,0.296942,0.276304,0.342522,0.199113,1,56,56
4.08024,69.6883,3.75607,53.5957,1.06506,0.283891,0.350356,0.166691,0.294874,0.326422,0.197457,1,57,57
4.03913,74.7176,3.4704,49.5458,1.08498,0.305943,0.346292,0.262514,0.310607,0.345634,0.195082,1,58,58
4.06481,72.5482,3.84871,48.7911,1.04893,0.294364,0.294856,0.162648,0.314803,0.323566,0.198036,1,59,59
4.07593,77.451,3.35482,45.4258,1.09645,0.281858,0.346777,0.226733,0.261983,0.360199,0.201177,1,60,60
4.06898,74.8025,3.12664,48.3878,1.08764,0.27922,0.37168,0.273134,0.30411,0.379399,0.196716,1,61,61
4.06709,76.953,3.2344,47.08,1.13896,0.267602,0.36375,0.24808,0.293846,0.336548,0.197609,1,62,62
4.09295,78.4989,3.6577,53.1621,1.12288,0.300298,0.299762,0.266755,0.274028,0.317904,0.206285,1,63,63
4.07015,77.1709,3.33274,50.7264,1.06929,0.277583,0.310863,0.263271,0.34319,0.234878,0.203889,1,64,64
4.13878,73.9818,4.00481,48.3967,1.09531,0.264491,0.304537,0.162897,0.2257,0.248198,0.196435,1,65,65
4.18787,70.6231,4.08682,50.048,1.04473,0.292789,0.294134,0.267748,0.232969,0.287064,0.204678,1,66,66
4.05801,73.761,3.87385,49.5534,0.998907,0.317666,0.337846,0.261711,0.23475,0.217137,0.201989,1,67,67
4.05546,72.5475,3.82161,46.277,1.08747,0.308195,0.321828,0.319746,0.322886,0.263177,0.200013,1,68,68
3.98306,70.8753,4.05559,49.2299,1.06509,0.325552,0.34514,0.31447,0.200406,0.260204,0.198093,1,69,69
3.99214,69.7883,3.73012,54.3585,1.01503,0.338665,0.372668,0.444136,0.21576,0.307863,0.199217,1,70,70
4.01998,74.9512,3.40119,52.5843,1.07736,0.332808,0.379366,0.563194,0.177751,0.256805,0.199001,1,71,71
4.04877,75.1222,3.49542,50.7319,1.04615,0.31901,0.348421,0.466197,0.142273,0.288437,0.197444,1,72,72
4.04714,71.5589,3.4217,56.8747,1.04444,0.322264,0.323591,0.386222,0.233829,0.260918,0.199099,1,73,73
3.98089,71.6514,3.87129,55.4019,1.05293,0.327264,0.375931,0.530291,0.272701,0.270957,0.193919,1,74,74
3.9456,70.8042,3.63375,56.1797,1.05363,0.328408,0.372191,0.521431,0.248242,0.255039,0.193073,1,75,75
3.92493,72.4258,3.31235,55.5802,1.0449600000000001,0.317543,0.33,0.460619,0.301386,0.28879,0.20423,1,76,76
4.01598,76.9508,3.38245,55.0543,1.11973,0.321877,0.318607,0.469544,0.245014,0.253812,0.202593,1,77,77
4.1359,72.1763,3.59061,51.7329,1.03791,0.313699,0.383475,0.560334,0.225516,0.271789,0.197218,1,78,78
4.21621,73.5882,3.05129,50.5606,1.10608,0.297198,0.296074,0.517185,0.266583,0.305371,0.200049,1,79,79
4.16111,70.922,3.04193,52.3136,1.03708,0.311684,0.327559,0.449212,0.275766,0.330968,0.194779,1,80,80
4.30334,75.2807,3.68541,50.0932,1.17655,0.302739,0.356678,0.461903,0.320056,0.281045,0.203997,1,81,81
4.25361,71.6616,3.41711,52.4794,1.16851,0.315273,0.377385,0.46382,0.228206,0.335326,0.197871,1,82,82
4.31361,71.4078,3.61557,46.7287,1.10368,0.282315,0.314476,0.568118,0.266586,0.346086,0.19731,1,83,83
4.15953,66.1117,4.92589,57.2665,0.941865,0.299447,0.339641,0.532161,0.146552,0.408084,0.195625,1,84,84
4.15192,65.0268,4.77071,57.9348,0.947756,0.315366,0.393189,0.583283,0.195864,0.416318,0.193833,1,85,85
4.15616,73.6923,4.23407,52.3449,1.04358,0.322877,0.339329,0.421552,0.191886,0.394099,0.20003,1,86,86
4.24022,69.9908,4.24517,46.7044,1.07934,0.307788,0.367497,0.428025,0.277917,0.372494,0.198749,1,87,87
4.20781,68.5417,3.90857,54.1537,1.00995,0.314556,0.291917,0.512843,0.213557,0.347572,0.198992,1,88,88
4.14935,66.9755,3.65893,51.0271,1.03874,0.308638,0.361982,0.525216,0.281703,0.350539,0.199981,1,89,89
4.19072,67.0706,3.89013,51.3282,0.971438,0.316596,0.316148,0.526539,0.276008,0.354291,0.193255,1,90,90
4.30538,72.1511,3.88411,49.4241,1.11991,0.340828,0.358401,0.466749,0.230401,0.32522,0.197149,1,91,91
4.27047,70.924,3.63135,50.1245,1.08734,0.345915,0.370511,0.431129,0.265614,0.292803,0.192781,1,92,92
4.23992,73.2147,3.71631,51.8412,1.09462,0.314151,0.299206,0.334324,0.308296,0.343916,0.1968,1,93,93
4.16226,73.3285,3.78642,53.4121,1.06226,0.313752,0.314834,0.334081,0.3709,0.331821,0.196344,1,94,94
4.24199,74.1241,3.9264,53.5629,1.08344,0.32149,0.294656,0.367247,0.310913,0.341807,0.198387,1,95,95
4.15102,77.8192,3.70631,53.8794,1.09105,0.290481,0.344435,0.265264,0.378839,0.340999,0.200102,1,96,96
4.10693,73.8359,3.45606,53.0863,1.14183,0.285069,0.322763,0.424883,0.35946,0.2582,0.19586,1,97,97
4.08172,73.4253,3.49989,51.6921,1.12698,0.280319,0.326189,0.446112,0.332467,0.274719,0.190014,1,98,98
4.17623,71.1187,4.17422,48.8122,1.07572,0.283539,0.346697,0.349672,0.280453,0.236391,0.204947,1,99,99
4.1981,71.2796,4.23268,51.8713,1.00462,0.280022,0.302194,0.326755,0.255812,0.266122,0.190964,1,100,100
4.32284,75.703,3.59952,46.3932,1.10319,0.297666,0.294556,0.232719,0.293687,0.276972,0.20592,1,101,101
4.1967,74.1603,3.46325,53.8751,1.09994,0.299591,0.346811,0.204634,0.262749,0.291744,0.198601,1,102,102
4.19255,75.9538,3.77252,44.9722,1.12993,0.282155,0.319416,0.143502,0.300031,0.316445,0.198786,1,103,103
4.32478,72.1763,3.76006,47.9015,1.10824,0.303308,0.33292,0.0210093,0.340228,0.306456,0.205101,1,104,104
4.37455,71.075,3.83712,48.7361,1.16074,0.284242,0.312847,0.0268986,0.309913,0.372359,0.195326,1,105,105
4.39338,72.7179,3.76158,47.1149,1.14324,0.28838,0.295537,0.0235092,0.314532,0.313904,0.194071,1,106,106
4.2734,71.9132,3.7312,46.3725,1.02927,0.289256,0.329522,0.0110969,0.331333,0.321894,0.208662,1,107,107
4.26586,72.1818,3.76926,45.3358,1.1698,0.293925,0.3384,0.0162915,0.297169,0.339563,0.194088,1,108,108
4.23524,71.0807,3.8541,47.8266,1.14883,0.282767,0.30879,0.0423805,0.276872,0.352007,0.196525,1,109,109
4.23774,75.3393,4.07091,48.4044,1.1112899999999999,0.291121,0.30078,0.0688677,0.349934,0.373034,0.197087,1,110,110
4.21709,71.509,3.98165,49.1081,1.1005,0.284357,0.313503,0.153586,0.295021,0.384745,0.196836,1,111,111
4.18295,72.3596,3.74386,49.2685,1.11644,0.288577,0.328291,0.0443885,0.28941,0.320135,0.19637,1,112,112
4.07758,69.4473,3.93513,48.7974,1.07734,0.300356,0.34658,0.0451064,0.280035,0.262093,0.204557,1,113,113
4.0848,74.5047,3.33092,46.5126,1.11457,0.287297,0.311984,0.124791,0.324713,0.346413,0.198366,1,114,114
4.18447,74.3545,3.8356,45.0893,1.17491,0.299676,0.332649,0.0305773,0.268739,0.331949,0.201653,1,115,115
4.38202,71.7348,4.29014,46.4653,1.08388,0.276651,0.335006,0.176018,0.261427,0.309587,0.196462,1,116,116
4.3263,70.8965,3.66959,45.4511,1.03623,0.26846,0.303152,0.166597,0.233542,0.365589,0.196486,1,117,117
4.32683,72.1791,4.11855,49.2327,1.09363,0.294401,0.316575,0.343606,0.238251,0.233453,0.201576,1,118,118
4.29663,72.035,3.96934,48.132,1.03464,0.301016,0.309713,0.278437,0.27485,0.217624,0.200223,1,119,119
4.25899,73.0533,3.98712,49.2911,1.07227,0.29164,0.252807,0.212436,0.243116,0.266775,0.195503,1,120,120
4.25288,69.8314,4.04926,49.8789,1.038,0.290978,0.377226,0.170941,0.332373,0.24272,0.205495,1,121,121
4.04303,72.9665,3.77415,48.0282,1.10401,0.316905,0.271111,0.110452,0.322599,0.292384,0.198834,1,122,122
4.09771,71.9727,3.81069,51.8305,0.999384,0.301021,0.362867,0.214832,0.336654,0.272529,0.20486,1,123,123
4.15175,73.2377,4.08346,48.6921,1.07769,0.285057,0.331385,0.310069,0.258239,0.276566,0.197543,1,124,124
4.03224,73.4091,3.81078,51.1853,1.05818,0.310702,0.290964,0.183684,0.315703,0.279384,0.197773,1,125,125
4.13745,73.1793,4.01169,47.9001,1.11663,0.263885,0.314767,0.107127,0.261208,0.367947,0.200367,1,126,126
4.11037,71.736,3.60438,47.4459,1.06713,0.267685,0.32418,0.145647,0.291376,0.311054,0.206462,1,127,127
4.20799,76.4431,3.34003,47.393,1.14282,0.277248,0.318684,0.195116,0.250806,0.346575,0.196445,1,128,128
4.2107,70.7838,4.38728,54.4244,1.00631,0.275334,0.312869,0.294199,0.252821,0.285672,0.205842,1,129,129
4.2401,74.014,4.03905,51.4472,1.13931,0.267942,0.274943,0.315257,0.298752,0.319715,0.192704,1,130,130
4.2658,75.8327,3.62128,50.2617,1.1055,0.291644,0.341422,0.255707,0.320427,0.29649,0.205295,1,131,131
4.21573,73.3306,4.03067,47.8036,1.01247,0.281293,0.310046,0.27802,0.364485,0.343884,0.194503,1,132,132
4.20992,75.0552,3.62146,47.0632,1.06881,0.295003,0.308471,0.11823,0.351555,0.362124,0.203108,1,133,133
4.12693,75.0621,3.65867,45.2737,1.11029,0.287288,0.330368,0.0622048,0.354924,0.336819,0.201752,1,134,134
4.22623,73.7428,4.1613,47.9368,1.06774,0.322086,0.320065,0.0240432,0.335974,0.384197,0.197075,1,135,135
4.20966,72.9669,4.18499,48.2612,1.06366,0.317881,0.348791,0.0252419,0.317552,0.357184,0.197167,1,136,136
4.23277,72.9228,3.75719,48.6836,1.06597,0.311424,0.323431,0.049304,0.316468,0.37933,0.203462,1,137,137
4.13309,75.6544,3.75289,48.7497,1.04448,0.326723,0.347383,0.2377,0.276592,0.22823,0.193868,1,138,138
4.21776,76.907,3.50757,50.0457,1.1074,0.349319,0.29608,0.182219,0.340907,0.379094,0.206255,1,139,139
4.16001,73.8667,3.6258,49.6956,1.0599,0.307257,0.257258,0.132439,0.303036,0.280744,0.198529,1,140,140
4.18966,73.3101,3.76425,50.652,1.06017,0.312058,0.267899,0.193169,0.268375,0.301309,0.194553,1,141,141
4.18557,73.3256,3.81808,51.3294,1.06246,0.314193,0.283776,0.212749,0.285349,0.269252,0.197621,1,142,142
4.08058,73.411,3.6896,49.0565,1.10497,0.315204,0.313566,0.224371,0.310393,0.299124,0.197382,1,143,143
4.17883,70.4663,4.04832,52.3972,0.996286,0.272419,0.341073,0.217057,0.299253,0.270254,0.202557,1,144,144
4.17793,72.8889,4.12707,50.2811,1.03223,0.289394,0.309568,0.315533,0.287872,0.320247,0.196562,1,145,145
4.12356,72.4585,3.80967,46.9793,1.08228,0.297263,0.32446,0.285501,0.26175,0.235702,0.19614,1,146,146
4.14208,72.7068,3.7209,48.8507,1.0968,0.310273,0.319706,0.347981,0.268932,0.248372,0.20289,1,147,147
4.1254,75.3402,3.45212,48.1754,1.11009,0.326956,0.366777,0.318119,0.245012,0.261397,0.201425,1,148,148
4.17429,73.7651,3.66234,48.9433,1.0643,0.313673,0.311407,0.330765,0.304334,0.357813,0.19432,1,149,149
4.08914,74.4691,3.78202,45.5277,1.07459,0.266398,0.320501,0.172505,0.336484,0.333661,0.201143,1,150,150
3.94532,77.2055,3.55118,48.0662,1.04873,0.29747,0.336093,0.210953,0.348617,0.300942,0.198189,1,151,151
3.95209,73.9868,3.49136,48.8223,1.10787,0.29097,0.285347,0.242295,0.279714,0.2863,0.200288,1,152,152
3.97793,71.1422,3.60575,51.006,1.08792,0.30121,0.310841,0.164767,0.322645,0.288414,0.195042,1,153,153
4.13487,72.2838,3.87433,46.3276,1.04379,0.291932,0.310454,0.120825,0.240557,0.365957,0.202861,1,154,154
4.13824,70.2229,3.88429,46.1301,1.0094,0.286515,0.322264,0.192003,0.233653,0.332598,0.200381,1,155,155
4.14205,72.4089,3.87942,48.4267,1.04465,0.291768,0.310795,0.133537,0.280215,0.310291,0.197491,1,156,156
3.9841,76.0476,3.54407,50.6856,1.07969,0.298559,0.285459,0.227268,0.255608,0.265525,0.199111,1,157,157
3.99267,76.6955,4.06457,49.809,1.12601,0.310326,0.308107,0.299117,0.260539,0.327288,0.198183,1,158,158
3.9504,76.2625,3.868,50.2487,1.0785,0.305063,0.339313,0.284003,0.240843,0.273995,0.200813,1,159,159
4.01093,76.829,3.42829,47.0627,1.05633,0.324657,0.280399,0.256712,0.344522,0.286681,0.198033,1,160,160
4.14188,71.637,4.21143,53.2178,1.10299,0.33097,0.336596,0.186447,0.245543,0.306148,0.197596,1,161,161
4.17548,73.5759,4.144,51.8485,1.11273,0.314112,0.321749,0.112929,0.262285,0.294685,0.200028,1,162,162
4.07618,71.4402,3.85936,47.1227,1.08817,0.293145,0.360108,0.141384,0.269047,0.284587,0.199991,1,163,163
4.13231,71.6737,3.89041,47.2086,1.12083,0.297794,0.360711,0.0644279,0.246351,0.286346,0.201488,1,164,164
4.02806,69.748,3.77207,50.136,1.05916,0.30214800000000003,0.342194,0.060571,0.378148,0.317533,0.203608,1,165,165
4.10352,72.5573,3.85689,49.6143,1.05441,0.294408,0.285787,0.0692137,0.248141,0.337461,0.195557,1,166,166
4.1214,69.0913,4.65047,50.3646,0.957308,0.305527,0.369171,0.0939537,0.241657,0.313759,0.199042,1,167,167
4.06235,74.6283,4.22889,47.9438,1.09164,0.287674,0.311041,0.134359,0.295921,0.336907,0.203018,1,168,168
4.01792,72.7166,4.0716,51.7765,1.03713,0.276942,0.334881,0.207775,0.286741,0.272891,0.204854,1,169,169
4.01055,73.7768,3.93001,51.4721,1.06374,0.289746,0.31755,0.249564,0.268836,0.275994,0.196166,1,170,170
3.95623,73.4379,3.47586,54.4848,1.09552,0.303911,0.332315,0.200004,0.303357,0.217212,0.196496,1,171,171
3.84382,74.3649,3.94778,48.0497,1.09086,0.283437,0.285898,0.237704,0.329714,0.314529,0.200699,1,172,172
3.92824,74.8184,3.43988,51.9609,1.06872,0.283062,0.324135,0.269534,0.270866,0.341141,0.202606,1,173,173
3.9614,73.0818,3.85438,46.9265,1.15178,0.263747,0.376913,0.290369,0.267276,0.306,0.189173,1,174,174
3.95508,73.0092,3.89021,46.9365,1.14923,0.264807,0.377805,0.291508,0.268115,0.310915,0.189538,1,175,175
4.13663,71.9057,3.7737,47.0644,1.01453,0.2881,0.302735,0.0845392,0.305601,0.377274,0.20311,1,176,176
4.21153,72.4833,3.93355,44.6505,1.04512,0.267137,0.326313,0.0939879,0.294684,0.407586,0.196581,1,177,177
4.21834,68.7732,4.12179,47.5568,1.0795,0.262396,0.323825,0.00952791,0.236174,0.345617,0.202081,1,178,178
4.26717,73.2658,3.75683,42.9591,1.09666,0.280265,0.304017,0.00668341,0.272525,0.371684,0.201056,1,179,179
4.27515,71.8307,3.84802,48.0797,1.09667,0.295513,0.2892,0.0047138,0.298912,0.325976,0.200442,1,180,180
4.32253,72.7756,3.65034,48.3932,1.05992,0.294085,0.277869,0.00373283,0.320806,0.308091,0.202674,1,181,181
4.4007,72.2443,3.91607,46.3488,1.11292,0.304084,0.260085,0.0134906,0.264319,0.370403,0.194143,1,182,182
4.36462,71.987,3.93467,45.0972,1.152,0.278871,0.277574,0.0145588,0.302354,0.34674,0.197901,1,183,183
4.33193,68.8626,3.93589,49.4475,1.00364,0.29978,0.294742,0.061181,0.340689,0.43591,0.197034,1,184,184
4.38227,72.6962,4.1338,47.5695,1.06171,0.269894,0.284527,0.0591581,0.2684,0.37199,0.201048,1,185,185
4.35144,74.0902,3.66167,49.3328,1.06147,0.281062,0.353436,0.0190494,0.361384,0.297468,0.201743,1,186,186
4.29765,69.3462,3.48163,46.4112,1.09528,0.260375,0.341734,0.340549,0.288168,0.387464,0.203907,1,187,187
4.27181,70.245,3.93902,48.6646,1.04867,0.248194,0.380629,0.210329,0.311185,0.344739,0.198527,1,188,188
4.26331,71.8717,3.48302,50.1635,1.07315,0.282433,0.279839,0.265961,0.266316,0.320963,0.199439,1,189,189
4.18284,71.7263,3.60217,48.5946,1.05227,0.308135,0.336173,0.295713,0.318748,0.30833,0.194151,1,190,190
4.25758,69.9554,3.71198,52.6962,1.04733,0.287298,0.293358,0.36191,0.315767,0.259585,0.202009,1,191,191
4.2594900000000004,74.6571,3.46874,55.1035,1.08383,0.275579,0.273351,0.415804,0.274995,0.289513,0.20133,1,192,192
4.3077,74.1966,3.4189,47.873,1.07755,0.297816,0.295134,0.471868,0.348164,0.29097,0.201626,1,193,193
4.23621,72.1995,3.43445,53.1504,1.12416,0.288732,0.318558,0.529192,0.333717,0.269548,0.201571,1,194,194
4.24252,63.8039,4.09185,52.8045,0.985992,0.295724,0.32332,0.522669,0.315484,0.293623,0.204073,1,195,195
4.2654,69.8441,4.26494,50.6514,1.00185,0.278545,0.284809,0.422662,0.254072,0.338906,0.194343,1,196,196
4.26673,67.5929,4.67969,51.4067,0.998788,0.289736,0.312297,0.420518,0.327225,0.349076,0.204037,1,197,197
4.12438,70.6882,3.98357,49.1796,1.0406,0.273081,0.309277,0.308762,0.235316,0.346923,0.192398,1,198,198
4.29819,71.7264,3.28731,46.7262,1.08051,0.245707,0.378089,0.305122,0.261373,0.285648,0.209463,1,199,199
4.39413,70.3044,3.86517,47.7768,1.08768,0.241942,0.333664,0.17667,0.2836,0.336792,0.198357,1,200,200
4.40705,70.9113,3.87091,50.3412,1.05462,0.263049,0.356035,0.189618,0.301537,0.353226,0.208851,1,201,201
4.38684,69.9899,3.93583,49.9292,1.03477,0.262664,0.36972,0.201109,0.298314,0.348744,0.202616,1,202,202
4.29026,76.6695,3.46062,47.6331,1.04738,0.24641,0.331815,0.187829,0.323421,0.333197,0.199008,1,203,203
4.27698,75.0002,3.73786,50.6382,1.06986,0.266329,0.329946,0.289945,0.335353,0.317796,0.197977,1,204,204
4.25316,69.9162,3.74653,47.6402,1.03789,0.259419,0.240524,0.306603,0.341673,0.355836,0.200572,1,205,205
4.15859,71.7271,3.537,49.4874,1.13773,0.259984,0.337261,0.382335,0.296399,0.391472,0.193988,1,206,206
4.2507,73.6711,4.02336,48.721,0.969874,0.28869,0.327105,0.140302,0.241555,0.351268,0.195402,1,207,207
4.18423,72.111,4.05576,50.108,1.10235,0.278004,0.337428,0.259263,0.313843,0.330447,0.20051,1,208,208
4.3377,70.8918,3.68877,46.6614,1.00954,0.289769,0.305666,0.0975021,0.324352,0.376704,0.199243,1,209,209
4.15706,69.4642,3.89144,46.5975,1.09505,0.274815,0.311936,0.124711,0.309887,0.330484,0.192761,1,210,210
4.1454,73.8157,3.428,47.0608,1.16594,0.296112,0.331823,0.0594723,0.360366,0.321345,0.204053,1,211,211
4.21522,73.7936,4.05909,48.3905,1.1168,0.293228,0.35779300000000003,0.242278,0.277377,0.317821,0.197117,1,212,212
4.1532,75.9408,3.65324,43.3434,1.1441,0.28022,0.372435,0.239822,0.312132,0.310147,0.201605,1,213,213
4.07158,75.099,3.47026,45.0387,1.17163,0.281045,0.359547,0.178825,0.350562,0.332003,0.191987,1,214,214
4.09067,70.2018,3.74436,49.7559,1.07519,0.275006,0.346479,0.218675,0.245325,0.322748,0.199918,1,215,215
4.13426,73.6708,3.49653,48.319,1.10955,0.279422,0.323858,0.190562,0.289087,0.339131,0.198626,1,216,216
4.17234,76.3708,3.43583,47.27,1.1252,0.264268,0.329814,0.279434,0.28362,0.326812,0.202096,1,217,217
4.08351,69.6629,3.8444,48.5984,1.09751,0.320229,0.344508,0.249633,0.176577,0.367947,0.198141,1,218,218
4.09299,71.3795,3.84184,48.2161,1.07772,0.30113,0.344508,0.214373,0.285864,0.302429,0.203044,1,219,219
4.124,71.6315,3.78712,48.6477,1.07594,0.297415,0.351105,0.302829,0.292147,0.342293,0.192076,1,220,220
4.14857,73.5377,3.58902,52.4864,1.10663,0.274091,0.310238,0.198796,0.254546,0.349358,0.198127,1,221,221
4.21394,73.7543,3.57912,46.2675,1.16742,0.261083,0.302433,0.193992,0.339812,0.369467,0.206867,1,222,222
4.09413,72.7202,3.58885,52.3109,1.01999,0.287084,0.319069,0.16515,0.275586,0.370092,0.200036,1,223,223
4.06076,73.5757,3.71053,49.4258,1.05165,0.275153,0.358689,0.349358,0.276042,0.328119,0.198005,1,224,224
4.06521,74.2928,3.89021,49.8515,1.06033,0.271945,0.356639,0.477322,0.303787,0.3183,0.198101,1,225,225
4.0279,73.7037,3.61511,49.3009,1.09453,0.288616,0.386559,0.449682,0.361331,0.300049,0.201653,1,226,226
4.07286,72.1484,3.65249,47.7573,1.10441,0.271105,0.366931,0.412965,0.318796,0.279703,0.199823,1,227,227
