TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma,.chain,.iteration,.draw
4.06362,74.2309,3.15814,47.8888,1.10241,0.32489,0.321913,0.159876,0.325726,0.314145,0.20084,1,20,20
4.07612,70.088,4.56672,51.7917,1.01756,0.320549,0.324192,0.230869,0.2702,0.241575,0.195668,1,21,21
4.06001,67.184,4.43868,53.515,0.941083,0.321965,0.33725,0.331354,0.245594,0.237075,0.199231,1,22,22
4.11126,68.5651,5.06447,53.1326,0.991163,0.322066,0.304483,0.2347,0.26827,0.286724,0.194534,1,23,23
4.06534,69.6059,4.03854,49.2775,1.0697,0.354795,0.356988,0.187581,0.273549,0.258358,0.203555,1,24,24
4.02273,73.603,4.01443,49.647,1.02091,0.329981,0.400392,0.286158,0.290028,0.208763,0.194374,1,25,25
3.99708,73.7577,3.89963,49.6077,1.00618,0.333133,0.394903,0.351966,0.296736,0.223514,0.194914,1,26,26
3.95497,70.4805,3.63722,49.1666,1.01877,0.320869,0.377685,0.36387,0.255083,0.252639,0.200177,1,27,27
4.02141,75.8736,3.51056,49.9047,1.15289,0.34663,0.311092,0.2238,0.27599,0.21428,0.198532,1,28,28
4.06804,72.2799,3.54958,48.8185,1.15532,0.347048,0.351318,0.267564,0.301319,0.30514,0.19989,1,29,29
4.07796,76.29,3.07961,50.925,1.19124,0.349308,0.34314,0.225926,0.346729,0.265539,0.196804,1,30,30
4.08689,75.4338,2.8574,49.1215,1.15867,0.330642,0.330193,0.301572,0.345421,0.286744,0.202807,1,31,31
4.11558,74.6771,3.1209,45.5245,1.02594,0.335171,0.365988,0.327391,0.31852,0.29581,0.193918,1,32,32
4.11406,73.7276,3.85296,50.7916,1.15849,0.351672,0.36962,0.271651,0.300444,0.275452,0.202047,1,33,33
4.09544,70.2127,3.91172,53.3405,1.09388,0.372658,0.341077,0.282959,0.288485,0.222469,0.198394,1,34,34
4.06982,72.664,3.69858,44.4144,1.11488,0.345521,0.339387,0.168177,0.297806,0.221334,0.198572,1,35,35
4.03821,71.4872,3.34763,48.3451,1.04376,0.315813,0.356189,0.395353,0.243177,0.224216,0.201221,1,36,36
4.06391,70.9573,3.71195,48.3957,1.02449,0.322671,0.334185,0.217252,0.279217,0.234649,0.194824,1,37,37
4.03997,72.2625,3.81789,45.4497,1.04757,0.330583,0.296915,0.234439,0.332247,0.207254,0.20109,1,38,38
3.99115,71.0709,3.77806,50.1266,1.06294,0.341592,0.312613,0.19322,0.30806,0.206543,0.195668,1,39,39
4.0137,71.7355,3.47736,47.8541,1.11807,0.3278,0.319387,0.273531,0.284526,0.209174,0.197151,1,40,40
4.02688,73.3861,3.24466,43.083,1.08817,0.32779,0.342162,0.248476,0.355205,0.22352,0.201856,1,41,41
3.96772,73.6414,4.12209,51.6678,1.05096,0.311877,0.308962,0.119845,0.245205,0.2166,0.201974,1,42,42
3.91594,76.7588,3.64336,47.0595,1.06213,0.322296,0.294565,0.0320858,0.291507,0.237811,0.195481,1,43,43
3.9673,75.1159,3.82599,48.9967,1.1356,0.312959,0.35564,0.168905,0.27668,0.241533,0.199297,1,44,44
3.90425,76.262200000000007,2.99634,46.2133,1.1827,0.294394,0.345737,0.116165,0.382989,0.205183,0.200521,1,45,45
3.89193,76.9909,3.0335,45.8036,1.14461,0.315744,0.396599,0.338294,0.357974,0.235406,0.196049,1,46,46
3.86651,73.7019,3.39502,45.3608,1.07494,0.313149,0.310551,0.187883,0.283045,0.185789,0.200033,1,47,47
3.86802,73.9909,3.34121,47.8744,1.10339,0.33554,0.440719,0.352303,0.28824,0.243251,0.197674,1,48,48
3.88699,77.0805,3.57019,44.7878,1.05956,0.322546,0.370049,0.267172,0.34392,0.313664,0.196676,1,49,49
3.89285,73.2952,3.20291,47.7399,1.02505,0.323339,0.380194,0.3356,0.252996,0.303826,0.201084,1,50,50
3.86109,68.3345,4.60831,50.5725,1.00998,0.337367,0.372797,0.476386,0.223058,0.282298,0.198275,1,51,51
3.78054,71.52,3.88606,52.7422,1.03786,0.345763,0.345913,0.35728,0.277974,0.242686,0.19992,1,52,52
3.80308,67.1214,3.91393,52.7182,1.01097,0.33585,0.380004,0.334665,0.250079,0.243948,0.196065,1,53,53
3.87089,66.9606,4.0728,50.962,1.02174,0.319636,0.346066,0.149808,0.284073,0.259643,0.20019700000000001,1,54,54
3.84241,77.2694,3.34922,48.0721,1.11825,0.343756,0.323325,0.36898,0.287436,0.198347,0.200047,1,55,55
3.80271,73.3273,3.95121,49.9905,1.03161,0.339893,0.315355,0.318195,0.3527,0.259484,0.198278,1,56,56
3.82099,73.7264,3.79521,51.3237,1.07526,0.309498,0.332081,0.33121,0.2863,0.201485,0.197229,1,57,57
3.82081,75.5545,3.12692,46.0099,1.18464,0.360987,0.294044,0.23018,0.295656,0.265483,0.199341,1,58,58
3.7899,74.4435,3.1353,47.9556,1.14149,0.356923,0.312457,0.145589,0.332403,0.232243,0.202522,1,59,59
3.8681,74.075,3.9652,49.4859,1.05601,0.353554,0.335506,0.226412,0.263047,0.246472,0.197133,1,60,60
3.88219,71.6408,4.37049,50.001,1.01808,0.362664,0.342262,0.215218,0.250298,0.210992,0.200922,1,61,61
3.98086,73.5673,4.45066,51.615,1.07221,0.355682,0.328862,0.243926,0.225832,0.191845,0.199903,1,62,62
3.93272,69.4665,4.56329,50.7879,0.994822,0.350458,0.332691,0.216264,0.329339,0.196068,0.198053,1,63,63
3.91233,72.2235,3.93291,50.1381,1.0708,0.336437,0.310556,0.28533,0.292013,0.194404,0.199019,1,64,64
3.93758,73.6713,4.37092,50.5823,1.04977,0.3308,0.340319,0.295769,0.324249,0.130283,0.202117,1,65,65
3.89738,72.1986,3.94358,50.0844,1.0261,0.331942,0.329065,0.260067,0.317174,0.135219,0.202811,1,66,66
3.9598,73.3675,4.18935,49.1889,1.08071,0.332278,0.347692,0.261213,0.368432,0.132942,0.196402,1,67,67
3.97465,69.7563,4.40815,49.8693,0.985109,0.321655,0.34836,0.192698,0.34473,0.135847,0.198719,1,68,68
3.92338,73.8978,3.16184,48.7273,1.07765,0.353195,0.339669,0.433236,0.303886,0.12755,0.199833,1,69,69
3.8991,73.6632,3.55557,48.1767,1.09939,0.357813,0.325112,0.318597,0.272887,0.122838,0.200792,1,70,70
3.92232,71.0171,3.72265,53.511,1.07773,0.357256,0.303987,0.443053,0.253607,0.116738,0.201175,1,71,71
3.91545,70.4494,3.53935,46.6243,1.07782,0.318778,0.346947,0.374055,0.316931,0.19963,0.200249,1,72,72
3.86288,71.7022,4.45132,47.8939,1.02588,0.329453,0.338845,0.240157,0.260917,0.189324,0.19792,1,73,73
3.86832,69.4994,4.07408,53.606,0.985656,0.308303,0.369764,0.0626952,0.305624,0.202725,0.197449,1,74,74
3.88435,70.1073,4.23119,51.2821,1.01739,0.319525,0.358877,0.0896631,0.286373,0.254008,0.197953,1,75,75
3.86632,69.3227,4.31484,49.5347,0.991616,0.302096,0.342297,0.142675,0.257682,0.252811,0.198308,1,76,76
3.77965,72.0622,4.05658,51.3254,1.04783,0.306045,0.306269,0.210661,0.250579,0.295842,0.197794,1,77,77
3.76747,74.4711,3.00248,46.4513,1.12177,0.320295,0.382046,0.20581,0.336408,0.264871,0.199833,1,78,78
3.80193,73.1049,3.21668,48.1408,1.08788,0.319404,0.36,0.235334,0.250829,0.262266,0.198044,1,79,79
3.83701,75.3995,3.35283,44.8557,1.09665,0.31126,0.360751,0.290336,0.331255,0.26782,0.200087,1,80,80
3.87296,75.148,3.6211,52.468,1.07361,0.297905,0.357183,0.28196,0.263736,0.33601,0.196491,1,81,81
3.83134,72.6031,3.72143,48.061,1.13285,0.328569,0.330171,0.213008,0.372461,0.315371,0.198366,1,82,82
3.82989,70.8754,3.12086,44.3126,1.11757,0.332281,0.341767,0.191663,0.365849,0.330363,0.195965,1,83,83
3.87505,71.5241,3.26124,47.266,1.07788,0.334167,0.343423,0.240193,0.294653,0.298365,0.199322,1,84,84
3.82266,73.5437,3.29046,49.1315,1.11984,0.367874,0.351665,0.351757,0.346559,0.218984,0.196983,1,85,85
3.85247,73.4498,3.25626,48.2667,1.10703,0.36215,0.356644,0.356674,0.303044,0.299167,0.196564,1,86,86
3.98114,72.8315,3.25722,45.1991,1.13524,0.344203,0.37334,0.244397,0.38006,0.228858,0.199477,1,87,87
3.99466,72.589,3.07967,45.3881,1.11783,0.328502,0.392375,0.262349,0.355446,0.256775,0.199051,1,88,88
3.9613,71.8564,3.62028,48.6078,1.08954,0.330598,0.32119,0.201073,0.278363,0.277559,0.197626,1,89,89
3.96748,70.8596,3.62326,47.6063,1.0597,0.339496,0.339468,0.266973,0.325535,0.253726,0.195426,1,90,90
4.05632,70.6637,3.68055,50.093,1.05993,0.320148,0.395295,0.154284,0.270429,0.31424,0.202168,1,91,91
4.10035,72.0518,3.80069,45.9748,1.04531,0.319705,0.369961,0.0844955,0.361868,0.274074,0.197,1,92,92
4.10108,74.3543,3.50899,50.5357,1.13876,0.346103,0.338315,0.23942,0.312947,0.280762,0.198358,1,93,93
4.03502,70.5363,3.88728,46.1259,1.07934,0.352689,0.339466,0.121722,0.337342,0.2551,0.196868,1,94,94
4.03403,69.446,3.74256,44.6159,1.0486,0.332518,0.308153,0.0465614,0.317675,0.234439,0.200132,1,95,95
4.02108,68.659,3.65006,52.3715,1.01525,0.340525,0.340099,0.197523,0.259682,0.264636,0.198865,1,96,96
4.05111,76.538,3.64546,45.7898,1.10025,0.308761,0.35189,0.010245,0.293995,0.296326,0.197795,1,97,97
4.13119,74.4315,3.97531,47.0396,1.03197,0.318291,0.370886,0.0242483,0.341901,0.294561,0.201868,1,98,98
4.11108,74.9255,3.9761,50.8692,1.12141,0.322748,0.373129,0.0851311,0.300287,0.260772,0.197367,1,99,99
4.11026,72.9483,3.69394,47.0523,1.04558,0.296238,0.325438,0.0156318,0.335137,0.332976,0.199589,1,100,100
4.07743,72.3861,3.73271,46.6766,1.02347,0.317515,0.301317,0.0661,0.381735,0.317239,0.200276,1,101,101
4.0224,72.8172,3.68875,48.4583,1.09257,0.303427,0.303373,0.028848,0.414366,0.298223,0.200963,1,102,102
4.00149,70.6579,3.82548,52.9708,1.04654,0.308302,0.311715,0.0519693,0.276912,0.277646,0.195287,1,103,103
3.96448,71.2602,3.45143,46.6762,1.17126,0.291446,0.300015,0.0391885,0.30327,0.28553,0.201509,1,104,104
3.94389,73.2219,3.32278,43.4262,1.14569,0.295827,0.292499,0.0251737,0.32079,0.275421,0.203786,1,105,105
4.04192,70.0544,4.21693,48.127,1.02209,0.286367,0.349461,0.0478817,0.282486,0.285158,0.194784,1,106,106
4.00132,77.1492,3.44524,47.2639,1.15096,0.29625,0.292382,0.2762,0.360907,0.256764,0.202565,1,107,107
3.93989,74.6348,3.15635,47.9448,1.10007,0.300853,0.319741,0.160548,0.333895,0.170464,0.199739,1,108,108
3.92232,73.4894,3.49648,46.7231,1.12565,0.307369,0.318931,0.217552,0.355518,0.185368,0.201473,1,109,109
3.86479,76.7352,3.24578,48.9775,1.08524,0.305516,0.347885,0.297001,0.34421,0.170195,0.197124,1,110,110
3.8087,78.2996,2.94938,52.2964,1.10436,0.311694,0.315091,0.188408,0.326206,0.145408,0.199413,1,111,111
3.95621,80.119,3.24598,40.7681,1.16912,0.293043,0.361047,0.186953,0.371167,0.279027,0.19570100000000001,1,112,112
3.95651,82.6408,3.38467,44.0602,1.17365,0.294581,0.375603,0.174987,0.353769,0.250425,0.201316,1,113,113
3.86187,74.4693,3.58203,48.7135,1.0845,0.325129,0.343682,0.184229,0.328731,0.250894,0.198252,1,114,114
3.8749,74.131,3.544,48.8214,1.09216,0.329527,0.342893,0.178241,0.33213,0.251011,0.19817,1,115,115
3.8701,77.7921,3.15602,47.2721,1.13255,0.311371,0.334092,0.152641,0.353047,0.217755,0.198662,1,116,116
3.98671,71.2716,3.81003,48.0381,1.05507,0.360972,0.355993,0.0960533,0.30806,0.211796,0.200077,1,117,117
3.97226,71.2485,3.20768,48.1742,1.06506,0.349865,0.359593,0.120555,0.288139,0.233545,0.200076,1,118,118
4.01542,71.8722,4.22753,50.0166,1.03531,0.344952,0.347899,0.12112,0.27902,0.232547,0.202227,1,119,119
4.04034,71.9628,3.72034,49.6819,1.12465,0.331559,0.364683,0.113235,0.315178,0.241068,0.198612,1,120,120
4.06801,74.0103,4.49079,50.5892,1.04705,0.334155,0.345153,0.212853,0.271921,0.290397,0.197158,1,121,121
4.06209,74.6099,3.69454,50.2902,1.0701,0.3312,0.316872,0.210846,0.229176,0.219304,0.202217,1,122,122
4.10303,73.5521,3.57268,51.1895,1.04706,0.331444,0.319508,0.329572,0.28031,0.336209,0.198752,1,123,123
4.1327,74.0249,3.65827,48.0352,1.08804,0.309789,0.325991,0.244486,0.35965,0.298949,0.199385,1,124,124
4.18225,70.8882,3.6015,48.4471,1.08554,0.305384,0.312101,0.176345,0.297752,0.234874,0.197055,1,125,125
4.00938,74.9446,3.43651,46.2008,1.09529,0.305004,0.339393,0.0727921,0.293343,0.269155,0.202352,1,126,126
3.94943,75.863,3.60433,50.2076,1.06717,0.302043,0.371426,0.289806,0.331784,0.188492,0.196414,1,127,127
3.9605,73.8473,3.24178,50.2044,1.08772,0.29207,0.334897,0.393721,0.307869,0.206637,0.203552,1,128,128
3.99158,76.0069,2.90432,46.9624,1.13023,0.289739,0.35928,0.350607,0.238087,0.209914,0.196946,1,129,129
4.07846,75.1979,3.97801,53.205,1.0207,0.311405,0.398514,0.42842,0.268664,0.218324,0.200883,1,130,130
4.06477,77.1317,3.64886,46.84,1.02392,0.310264,0.381165,0.282308,0.253403,0.226604,0.197618,1,131,131
4.17284,69.6918,4.02447,49.0084,1.04625,0.305851,0.341349,0.204261,0.291099,0.109542,0.201111,1,132,132
4.16893,69.9072,3.59006,46.0939,1.1356,0.304803,0.374061,0.31544,0.326258,0.116867,0.198028,1,133,133
4.15461,70.6832,3.45378,47.9645,1.06985,0.320764,0.355101,0.288772,0.265677,0.14629,0.195861,1,134,134
4.10435,76.4463,2.97801,46.3221,1.15684,0.320887,0.371576,0.380425,0.293251,0.131599,0.200997,1,135,135
4.1887,70.0364,4.1198,49.3489,1.02285,0.320278,0.349583,0.180831,0.274688,0.201036,0.201256,1,136,136
4.19552,78.1205,2.70179,50.8877,1.18728,0.295757,0.316425,0.522869,0.406657,0.171033,0.197822,1,137,137
4.22152,78.7208,2.88254,49.4409,1.15103,0.315353,0.325371,0.396348,0.312026,0.124475,0.200926,1,138,138
4.15232,79.9806,2.78962,48.5446,1.16088,0.326623,0.324127,0.418807,0.334632,0.214762,0.197928,1,139,139
4.19488,78.9332,3.01989,50.6178,1.15849,0.336386,0.336804,0.417675,0.32319,0.215951,0.200821,1,140,140
4.05104,78.7692,2.41367,47.3719,1.07633,0.333222,0.367478,0.431255,0.357452,0.284853,0.198513,1,141,141
4.17954,77.4417,3.42649,47.2932,1.12924,0.308457,0.340578,0.308843,0.260581,0.317849,0.200678,1,142,142
4.20203,74.1507,3.41125,48.122,1.14385,0.33161,0.387393,0.298794,0.274034,0.295199,0.197669,1,143,143
4.22582,75.0447,3.35854,47.158,1.1736,0.323313,0.392545,0.255003,0.289666,0.28839,0.199558,1,144,144
4.18101,79.1731,3.48569,46.7711,1.15439,0.324223,0.356301,0.0910659,0.325732,0.248328,0.201082,1,145,145
4.19756,73.9907,3.77787,50.5883,1.07586,0.311398,0.399226,0.133418,0.29604,0.250198,0.197643,1,146,146
4.27026,70.0893,3.77831,49.3782,1.06688,0.312887,0.342542,0.177375,0.329501,0.300979,0.198035,1,147,147
4.24127,73.6011,3.46305,48.4842,1.11947,0.319242,0.384622,0.209831,0.22628,0.352943,0.198573,1,148,148
4.25379,73.6924,4.37727,48.9307,1.05557,0.318925,0.398867,0.141193,0.296355,0.300023,0.201379,1,149,149
4.33203,73.0995,3.97752,47.7446,1.11312,0.322184,0.38182,0.171586,0.286423,0.265722,0.197038,1,150,150
4.26007,67.1921,3.7503,48.6144,1.08045,0.318872,0.374368,0.305989,0.254451,0.428506,0.20126,1,151,151
4.28533,65.8981,3.94312,47.9679,1.0748,0.31589,0.433432,0.271276,0.283453,0.414922,0.198465,1,152,152
4.27817,66.0261,3.88962,52.1275,1.10568,0.309723,0.400619,0.238816,0.297657,0.431214,0.200458,1,153,153
4.30597,68.3204,3.94445,48.3131,0.978773,0.321496,0.333267,0.245311,0.300034,0.305043,0.195323,1,154,154
4.22054,70.4342,4.35545,51.1895,1.08483,0.338342,0.316295,0.146057,0.276879,0.324777,0.204429,1,155,155
4.28972,74.8914,3.71824,47.3651,1.0552,0.321313,0.308727,0.0918744,0.310044,0.337867,0.1961,1,156,156
4.24834,72.2283,4.0282,50.0146,1.01905,0.340471,0.325479,0.0906636,0.307516,0.25908,0.19743,1,157,157
4.21975,72.7768,3.36451,45.3739,1.12199,0.329556,0.30453,0.0277115,0.328022,0.264363,0.198625,1,158,158
4.23453,70.7462,3.37287,48.435,1.14576,0.346519,0.322925,0.0156652,0.373243,0.298012,0.198643,1,159,159
4.2006,71.1215,3.38889,44.8393,1.15031,0.354136,0.321698,0.0174232,0.317051,0.230006,0.200531,1,160,160
4.22033,70.8328,3.42919,43.8922,1.12841,0.358804,0.342687,0.0540184,0.329126,0.268733,0.196283,1,161,161
4.18858,71.8905,3.37193,48.5118,1.08556,0.350454,0.347053,0.257456,0.264122,0.302069,0.198002,1,162,162
4.15009,71.8556,3.95211,47.9087,1.05384,0.331119,0.35844,0.299351,0.312725,0.285514,0.199227,1,163,163
4.17826,72.0883,3.76887,47.9143,1.05898,0.325912,0.341759,0.369386,0.308537,0.321273,0.200101,1,164,164
4.12637,73.3728,2.88891,46.8408,1.07815,0.330571,0.363503,0.402299,0.321548,0.314215,0.199655,1,165,165
4.18376,73.0644,3.25125,50.0782,1.13719,0.317435,0.352996,0.334004,0.277736,0.264459,0.198999,1,166,166
4.13922,74.6334,3.78228,46.5024,1.0839,0.295632,0.358081,0.189838,0.337782,0.231865,0.199421,1,167,167
4.19487,74.183,3.40298,49.7158,1.17078,0.310206,0.349154,0.13681,0.296327,0.295883,0.198786,1,168,168
4.24337,69.8461,4.24482,49.1444,1.02089,0.295121,0.397516,0.0386838,0.297355,0.295701,0.199199,1,169,169
4.25639,70.2312,4.25191,51.0956,1.01077,0.297022,0.401128,0.0410419,0.304352,0.290591,0.199738,1,170,170
4.18624,73.3911,3.45242,46.3986,1.06299,0.294088,0.369182,0.0555664,0.293703,0.324654,0.19928,1,171,171
4.18511,69.0538,3.91579,47.6821,1.04469,0.312614,0.337856,0.120194,0.293888,0.252848,0.198204,1,172,172
4.1017,70.6418,3.54631,49.177,1.15254,0.315569,0.322805,0.216705,0.269698,0.262897,0.201497,1,173,173
4.09834,72.7142,2.9476,45.0282,1.13653,0.306734,0.327566,0.23466,0.347055,0.251422,0.19868,1,174,174
4.17169,67.8779,4.63853,54.0348,0.950904,0.305762,0.303865,0.260806,0.280967,0.246936,0.199389,1,175,175
4.07655,69.79,3.63792,51.0911,1.14098,0.305831,0.351444,0.165552,0.292358,0.364329,0.19624,1,176,176
4.13925,67.3289,4.00735,50.5588,1.04541,0.318411,0.366961,0.211072,0.290908,0.363585,0.200601,1,177,177
4.03787,74.392,3.62566,48.1489,1.11019,0.328507,0.386455,0.147412,0.274896,0.221481,0.196248,1,178,178
4.01946,76.7558,3.60545,48.6144,1.09136,0.31104,0.378004,0.176917,0.284329,0.303431,0.201798,1,179,179
3.98461,77.0889,3.63683,46.1213,1.01662,0.323696,0.295186,0.0240421,0.288819,0.191627,0.197609,1,180,180
3.97577,73.5804,4.3195,51.0512,1.0278,0.322077,0.34802,0.143861,0.278019,0.193596,0.202481,1,181,181
3.87469,75.8931,3.22458,46.1588,1.0928,0.321072,0.29902,0.0067272,0.340019,0.203106,0.198252,1,182,182
3.90934,75.5768,3.48887,49.5026,1.11796,0.325091,0.358418,0.190197,0.314097,0.196964,0.19601,1,183,183
3.87933,73.537,3.51503,48.7826,1.06466,0.347734,0.356118,0.221838,0.318055,0.230998,0.200793,1,184,184
3.8686,73.0082,3.90071,47.7856,1.08801,0.338763,0.345143,0.149188,0.310895,0.228334,0.200997,1,185,185
3.85441,74.7276,4.54891,52.031,0.984514,0.339974,0.282298,0.131838,0.267738,0.226879,0.198552,1,186,186
3.8691,78.5934,2.91806,42.0674,1.19609,0.338764,0.326311,0.0692644,0.331012,0.216665,0.20012,1,187,187
3.88802,77.7427,3.21314,41.8773,1.15126,0.317898,0.318767,0.085372,0.365589,0.231097,0.198251,1,188,188
3.89805,71.762,4.00789,48.4003,1.04719,0.329856,0.394237,0.0800647,0.345704,0.305779,0.200079,1,189,189
3.93531,73.2701,3.57261,42.9868,1.07033,0.329334,0.383766,0.167959,0.328137,0.226989,0.19844,1,190,190
3.92406,77.0896,2.87988,41.9125,1.1316,0.332808,0.34225,0.184361,0.336286,0.282488,0.197665,1,191,191
3.93801,77.123,3.34493,47.304,1.10321,0.298241,0.353062,0.257444,0.302408,0.221468,0.198616,1,192,192
3.88893,73.2892,3.64105,48.959,1.09785,0.339616,0.304197,0.183183,0.3101,0.288688,0.199371,1,193,193
3.94187,70.3571,4.01671,48.7416,1.07378,0.316556,0.328323,0.114442,0.278866,0.274068,0.197316,1,194,194
3.96399,71.193,3.7242,47.3875,1.07338,0.329424,0.353598,0.164811,0.275277,0.287911,0.19716,1,195,195
4.02457,68.9641,3.55696,46.6399,1.04969,0.314626,0.351848,0.0183417,0.315631,0.283661,0.199424,1,196,196
4.00324,69.7615,3.55122,48.6133,1.09011,0.313765,0.314049,0.219639,0.335811,0.251734,0.199912,1,197,197
4.07807,74.966,3.79364,47.0374,1.13163,0.293429,0.321594,0.067892,0.340783,0.23105,0.198702,1,198,198
4.03173,76.9038,3.30914,45.5241,1.11252,0.299088,0.330769,0.0641263,0.355608,0.248342,0.201639,1,199,199
4.09078,77.5041,3.5313,49.4643,1.07981,0.269677,0.386796,0.125013,0.275136,0.230054,0.199893,1,200,200
4.12584,79.2556,3.73161,49.8571,1.12824,0.268458,0.344159,0.146309,0.268734,0.228132,0.202337,1,201,201
4.15509,79.4107,3.3268,48.0031,1.1052,0.295182,0.380559,0.19389,0.302107,0.302031,0.194997,1,202,202
4.09616,79.6856,3.88299,44.9,1.03768,0.311806,0.366149,0.188434,0.274229,0.222415,0.203703,1,203,203
4.08062,76.4014,3.44055,49.3025,1.10965,0.303689,0.352955,0.0785508,0.330776,0.243988,0.199681,1,204,204
4.1378,73.6976,4.65742,48.9793,1.00688,0.303325,0.355635,0.120123,0.286536,0.246753,0.198526,1,205,205
4.02848,75.4734,3.09827,46.8196,1.13175,0.297561,0.345825,0.201848,0.372309,0.217808,0.198275,1,206,206
4.0075,74.0116,3.38066,47.5133,1.07585,0.312509,0.333093,0.237875,0.310097,0.204057,0.198682,1,207,207
4.02526,73.6019,4.10307,48.7833,1.01172,0.322774,0.337314,0.284014,0.284511,0.234803,0.197456,1,208,208
3.98629,75.6782,3.83349,50.3691,1.17985,0.331853,0.376061,0.165318,0.296637,0.243441,0.205235,1,209,209
3.99846,76.2611,3.59032,48.5433,1.14875,0.302492,0.327672,0.0730792,0.263944,0.233437,0.197891,1,210,210
4.04827,74.0981,3.91876,47.4268,1.14155,0.28676,0.341451,0.155343,0.284411,0.268267,0.201044,1,211,211
4.08747,68.7199,3.33479,43.8692,1.07819,0.298503,0.364984,0.139639,0.279044,0.198137,0.200526,1,212,212
4.10334,70.4632,3.65001,47.7245,1.10796,0.297932,0.339284,0.114912,0.272301,0.22543,0.197502,1,213,213
4.04948,68.7202,3.76812,44.8217,1.10697,0.281963,0.336101,0.120405,0.362863,0.238986,0.200194,1,214,214
4.04266,71.4695,3.89274,52.1733,1.06576,0.298555,0.354511,0.136125,0.28097,0.189055,0.198243,1,215,215
4.04183,71.2015,3.89915,46.3868,1.09244,0.300633,0.372425,0.160115,0.317894,0.288301,0.196593,1,216,216
4.01495,69.8848,3.1474,50.8238,1.04016,0.290494,0.339213,0.383435,0.318421,0.231834,0.198122,1,217,217
4.03703,70.7124,3.47669,51.0771,1.03822,0.297411,0.34723,0.300249,0.323391,0.213149,0.198609,1,218,218
4.10433,74.8141,3.3232,48.7084,1.10677,0.284565,0.319186,0.204909,0.32898,0.272492,0.194357,1,219,219
4.1471,70.3048,3.82293,45.9341,1.107,0.285794,0.395279,0.174319,0.26551400000000003,0.237698,0.202899,1,220,220
4.08301,74.1376,2.99189,50.0809,1.11604,0.299838,0.357787,0.362679,0.378367,0.245676,0.195391,1,221,221
4.07648,72.6785,3.6317,48.8411,1.03103,0.286933,0.35568,0.2677,0.288977,0.259773,0.200217,1,222,222
4.0412,70.7763,3.85859,47.4324,1.05111,0.318635,0.300519,0.27894,0.331304,0.262889,0.195753,1,223,223
4.13766,67.8714,3.70069,50.9174,1.05473,0.31142,0.38983,0.285842,0.238062,0.259095,0.200379,1,224,224
4.14915,68.569,3.34697,45.8401,1.10945,0.316986,0.387465,0.422181,0.304439,0.301375,0.205366,1,225,225
4.27249,75.103,3.40503,50.0242,1.05486,0.357158,0.325506,0.353923,0.271503,0.221173,0.193574,1,226,226
4.21571,71.715,2.96135,46.1665,1.06432,0.315161,0.368071,0.472165,0.365466,0.357694,0.200815,1,227,227
