TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma,.chain,.iteration,.draw
4.20063,71.2541,3.81811,51.1237,1.05115,0.295471,0.369125,0.362889,0.257798,0.251908,0.199428,1,71,71
4.24355,73.2542,3.76915,49.0571,1.01705,0.294857,0.395757,0.434731,0.193952,0.228499,0.199847,1,72,72
4.22781,72.0109,3.74456,50.2965,1.07893,0.278943,0.344347,0.152682,0.295068,0.173808,0.200271,1,73,73
4.21805,73.9918,3.14285,47.1759,1.15181,0.283238,0.342439,0.260061,0.272648,0.116136,0.202168,1,74,74
4.21249,70.49,3.50826,52.9914,1.07642,0.279378,0.366309,0.262473,0.262177,0.155132,0.198134,1,75,75
4.20719,70.9426,3.17437,45.7735,1.15234,0.295423,0.339902,0.219104,0.309815,0.115519,0.199972,1,76,76
4.25033,65.737,3.51334,49.3519,1.01074,0.30849,0.409578,0.327188,0.300209,0.195035,0.199518,1,77,77
4.27536,72.5256,3.8309,49.4662,1.12441,0.320832,0.363684,0.14363,0.334118,0.174737,0.198949,1,78,78
4.19042,72.9399,2.87505,44.3282,1.02628,0.374129,0.363326,0.36353799999999997,0.333626,0.186807,0.199084,1,79,79
4.17089,73.9872,3.14774,46.3542,1.08782,0.352228,0.363558,0.279682,0.359519,0.230034,0.196095,1,80,80
4.21891,72.6412,3.02812,46.0365,1.0459,0.35565,0.376649,0.316646,0.275084,0.22421,0.200363,1,81,81
4.29304,74.5016,3.01759,47.8719,1.13485,0.341151,0.373947,0.249312,0.345938,0.242726,0.19816,1,82,82
4.28838,71.6702,3.4838,47.3999,1.04167,0.320826,0.309225,0.196927,0.286521,0.219861,0.199779,1,83,83
4.32234,78.4121,2.93858,43.1223,1.13667,0.319417,0.358282,0.270681,0.415965,0.227635,0.196666,1,84,84
4.3571,75.2805,3.45593,46.572,1.08134,0.317735,0.351165,0.198224,0.322488,0.226296,0.198663,1,85,85
4.33064,77.6738,3.21079,45.0196,1.12308,0.313005,0.362436,0.198446,0.331144,0.233052,0.200509,1,86,86
4.25396,74.7116,3.67354,48.4655,1.059,0.289079,0.312313,0.133372,0.316138,0.258056,0.195651,1,87,87
4.23683,73.835,3.49611,48.1057,1.02717,0.285131,0.317467,0.28548,0.259479,0.180746,0.199721,1,88,88
4.25539,71.3627,3.47087,49.8887,1.09287,0.30072,0.378431,0.248143,0.273203,0.275648,0.197889,1,89,89
4.31482,72.7555,4.12755,50.9048,1.12544,0.288015,0.352149,0.238115,0.288786,0.278567,0.198634,1,90,90
4.40044,78.6032,3.68243,45.3509,1.03292,0.289918,0.364612,0.199225,0.275597,0.204871,0.200074,1,91,91
4.41117,78.6518,3.83688,45.0472,1.14257,0.284792,0.31031,0.179589,0.292894,0.28223,0.197571,1,92,92
4.37374,75.3658,3.40042,47.2276,1.0585,0.281422,0.312255,0.269993,0.280191,0.210043,0.200326,1,93,93
4.42453,78.5588,3.82181,48.3602,1.08284,0.287554,0.355849,0.236274,0.28508,0.181101,0.201585,1,94,94
4.37517,77.5139,3.84533,45.9948,1.09792,0.285834,0.365858,0.0827988,0.314721,0.206771,0.195164,1,95,95
4.30788,79.2301,3.35532,44.6021,1.14585,0.285652,0.348319,0.146799,0.329578,0.208235,0.203304,1,96,96
4.39586,74.8579,4.26692,50.8363,1.02322,0.307446,0.388656,0.105261,0.28656,0.196353,0.197166,1,97,97
4.35244,79.4107,3.55402,49.4851,1.13357,0.312761,0.318146,0.158458,0.302622,0.242873,0.198303,1,98,98
4.31841,78.1212,3.60548,47.3068,1.114,0.293768,0.363472,0.212168,0.345983,0.240187,0.195018,1,99,99
4.30811,77.5397,3.83529,47.825,1.10012,0.293965,0.363773,0.22522,0.349047,0.248028,0.195285,1,100,100
4.30022,71.3464,3.57257,46.9859,1.02664,0.299098,0.355112,0.307392,0.315425,0.240326,0.201863,1,101,101
4.33778,73.3265,3.46859,45.9367,1.07045,0.295446,0.375174,0.311152,0.309682,0.245783,0.202696,1,102,102
4.29128,71.83,4.77716,48.1373,1.00588,0.294458,0.377003,0.190413,0.34716,0.244781,0.194197,1,103,103
4.21325,70.5975,4.23805,51.0744,0.92994,0.279737,0.41737,0.362325,0.358079,0.233914,0.197832,1,104,104
4.21273,79.114,3.29673,45.9822,1.12825,0.296305,0.376471,0.244079,0.284785,0.278908,0.197119,1,105,105
4.26649,78.5559,3.55026,48.8449,1.05816,0.292864,0.396297,0.373788,0.303779,0.250538,0.198985,1,106,106
4.28138,79.2033,2.981,46.8408,1.14062,0.291625,0.329522,0.27595,0.353731,0.2562,0.194128,1,107,107
4.3519,74.936,3.86007,49.7275,1.06353,0.297389,0.351479,0.367385,0.300328,0.215344,0.202384,1,108,108
4.31911,73.8351,3.22206,49.743,1.10382,0.293522,0.347279,0.428055,0.299332,0.205542,0.197878,1,109,109
4.28219,75.5924,3.52457,44.9375,1.04009,0.270396,0.29761,0.316469,0.40562,0.189032,0.200566,1,110,110
4.24406,74.1411,3.5598,41.5275,1.06931,0.272317,0.336289,0.367996,0.362607,0.154263,0.194753,1,111,111
4.24288,73.3492,3.30382,50.4485,1.08825,0.289869,0.322894,0.111689,0.276955,0.243707,0.202206,1,112,112
4.17658,73.9612,3.62811,42.0845,1.10654,0.30019,0.354299,0.190247,0.365097,0.21574,0.195883,1,113,113
4.22379,73.8099,3.08979,48.3678,1.10527,0.309916,0.351473,0.0888897,0.333575,0.301804,0.199784,1,114,114
4.17361,71.5293,4.48231,47.7047,1.07163,0.301827,0.33447,0.152346,0.265362,0.235831,0.196192,1,115,115
4.16717,73.7929,3.78679,45.533,1.09437,0.307863,0.324192,0.0975107,0.331934,0.208765,0.194066,1,116,116
4.15595,78.8122,3.13245,49.4846,1.08269,0.312437,0.340969,0.361326,0.255133,0.238754,0.20097,1,117,117
4.05094,77.8517,3.24997,45.8396,1.08856,0.373233,0.312176,0.282223,0.319174,0.22865,0.196362,1,118,118
4.01959,73.7861,3.35423,44.3168,1.08642,0.3537,0.345625,0.306247,0.384137,0.253906,0.20073,1,119,119
4.02964,75.9339,3.47793,45.1149,1.10164,0.370195,0.346371,0.354114,0.405001,0.259311,0.20015,1,120,120
4.04173,73.4368,3.61894,51.4812,1.0715,0.316316,0.327491,0.166893,0.314271,0.238794,0.195002,1,121,121
4.06522,72.7091,3.82417,46.6229,1.05303,0.305423,0.343386,0.221349,0.311095,0.236387,0.195976,1,122,122
4.06888,71.474,3.51916,49.414,1.11045,0.28239,0.394251,0.217299,0.290853,0.286884,0.200954,1,123,123
4.09767,74.1357,3.77289,46.9308,1.1221,0.268281,0.374706,0.194961,0.309057,0.241922,0.195903,1,124,124
4.16339,72.9263,3.69815,48.7593,1.08709,0.275101,0.346356,0.210899,0.278696,0.32487,0.20048,1,125,125
4.09517,74.7625,3.68802,46.6396,1.05159,0.27043,0.331948,0.240899,0.313854,0.292183,0.198932,1,126,126
4.09542,71.1462,3.51882,53.6079,1.06517,0.288459,0.365089,0.366665,0.304223,0.226262,0.200457,1,127,127
4.05539,74.7521,3.11396,48.7474,1.13128,0.258508,0.345208,0.402122,0.264549,0.209186,0.199697,1,128,128
4.08623,74.4518,3.4499,48.4322,1.12185,0.265283,0.327241,0.523319,0.374618,0.212898,0.200625,1,129,129
4.04094,72.5871,3.10929,51.972,1.12359,0.259846,0.327012,0.399846,0.31969,0.198302,0.198664,1,130,130
4.15171,73.9628,3.99557,49.2508,1.03993,0.274505,0.341991,0.371646,0.256969,0.166852,0.200697,1,131,131
4.11383,74.089,3.60415,45.4846,1.12135,0.273949,0.31541,0.257623,0.288769,0.201532,0.199991,1,132,132
4.12111,74.7721,3.43469,50.2239,1.06739,0.287057,0.340099,0.285337,0.336672,0.174454,0.198559,1,133,133
4.18934,76.8059,3.67279,47.0716,1.09082,0.30961,0.34243,0.118346,0.324855,0.251948,0.198401,1,134,134
4.13608,73.7722,3.58803,46.865,1.05944,0.302138,0.328492,0.216074,0.296977,0.296052,0.198732,1,135,135
4.11617,73.6191,4.25969,49.4142,1.012,0.29388,0.375231,0.087273,0.250124,0.318995,0.19844,1,136,136
4.18082,75.1771,3.60503,46.6244,1.09972,0.304853,0.358098,0.184879,0.329166,0.323985,0.196272,1,137,137
4.18054,77.3917,2.98685,45.519,1.16957,0.312193,0.337112,0.0975939,0.352968,0.335155,0.194835,1,138,138
4.15476,76.279,3.61346,47.9787,1.11256,0.311142,0.359326,0.0355184,0.336285,0.290655,0.198349,1,139,139
4.12362,75.6364,3.60572,46.2272,1.08185,0.318353,0.358652,0.164471,0.285533,0.345849,0.199978,1,140,140
4.12499,74.731,3.19252,49.6006,1.12471,0.301845,0.333116,0.250409,0.276336,0.300424,0.195848,1,141,141
4.20262,74.7667,3.53191,50.1982,1.1311,0.2985,0.349748,0.284873,0.290663,0.305204,0.195909,1,142,142
4.18015,70.5403,4.15233,47.5532,1.08003,0.284566,0.34732,0.206233,0.270179,0.26169,0.199431,1,143,143
4.09205,72.7691,3.40298,49.0962,1.04172,0.2934,0.386349,0.385801,0.266322,0.254742,0.194037,1,144,144
4.08716,72.5802,3.72237,48.0772,1.02029,0.287089,0.392491,0.351314,0.268994,0.268599,0.198032,1,145,145
4.10655,71.9215,3.47427,49.7605,1.05479,0.289943,0.330476,0.332175,0.217139,0.336464,0.199454,1,146,146
4.16052,66.3129,4.27004,50.7492,0.985223,0.292588,0.376719,0.272952,0.252556,0.320016,0.199213,1,147,147
4.16092,72.1897,3.94186,49.585,1.09725,0.292514,0.348495,0.230933,0.335382,0.251996,0.197811,1,148,148
4.1663,69.9877,4.03224,52.0337,1.01438,0.282246,0.344353,0.346965,0.204962,0.272404,0.199893,1,149,149
4.1203,72.9745,3.62607,51.2545,1.02997,0.2906,0.338398,0.284797,0.25315,0.312045,0.198929,1,150,150
4.00047,76.0231,3.92082,45.344,1.05939,0.293238,0.38196,0.261012,0.286194,0.344875,0.197045,1,151,151
4.02204,73.729,3.58909,52.5867,1.05953,0.282255,0.334851,0.239108,0.293123,0.38902,0.198961,1,152,152
3.9899,70.2384,3.6405,54.4353,1.06816,0.285243,0.353275,0.162489,0.2889,0.312323,0.198934,1,153,153
3.98854,73.6128,3.66874,49.4524,1.07396,0.28316,0.329983,0.230962,0.282819,0.349172,0.198808,1,154,154
3.99315,73.3679,3.21687,48.1839,1.08874,0.268695,0.350561,0.264722,0.270961,0.31051,0.198006,1,155,155
4.00328,79.6236,4.20536,48.9746,1.04727,0.296732,0.319539,0.111288,0.301219,0.259336,0.202537,1,156,156
3.97804,77.9574,3.93304,46.0558,1.01403,0.302222,0.296814,0.0851027,0.315277,0.257633,0.201387,1,157,157
4.0412,77.8873,4.72438,53.5865,1.11906,0.299464,0.305184,0.116208,0.249193,0.311276,0.20164,1,158,158
3.97031,83.2219,2.87478,41.9677,1.11562,0.325224,0.318635,0.236588,0.430002,0.260005,0.19532,1,159,159
4.05494,75.9347,3.9891200000000002,48.7343,1.08523,0.352171,0.358637,0.232212,0.276928,0.287457,0.201712,1,160,160
3.99715,75.9307,3.25957,48.0778,0.996484,0.357946,0.304621,0.180441,0.295446,0.288656,0.201595,1,161,161
4.07922,76.0447,4.09055,49.7117,1.0609,0.352026,0.358538,0.083022,0.319818,0.254327,0.195096,1,162,162
4.15521,76.9178,3.38575,45.2471,1.09676,0.355938,0.35131,0.152949,0.325617,0.254024,0.199044,1,163,163
4.15746,74.883,3.72868,50.2093,1.13268,0.349308,0.313678,0.242276,0.275198,0.228274,0.200496,1,164,164
4.1137,69.9614,3.5898,50.2071,1.0915,0.351622,0.363469,0.398614,0.312253,0.327448,0.19782,1,165,165
4.12811,70.9019,3.63468,48.6307,1.10518,0.35111,0.365695,0.36356,0.295838,0.296218,0.196251,1,166,166
4.22373,68.88,3.80906,48.5582,1.09822,0.358741,0.346238,0.284848,0.254443,0.264512,0.199035,1,167,167
4.08849,69.4875,4.33819,51.4245,0.989429,0.338178,0.301668,0.265154,0.290839,0.249798,0.199243,1,168,168
4.10429,74.441,2.98891,46.4373,1.0736,0.314255,0.344377,0.332239,0.284435,0.216974,0.199249,1,169,169
4.06029,76.3682,3.89948,48.9689,1.09601,0.317206,0.33214,0.313079,0.293077,0.274387,0.196523,1,170,170
4.03073,74.0611,3.89478,51.9507,1.04451,0.345803,0.320408,0.405394,0.278617,0.271774,0.201565,1,171,171
3.91208,74.4442,3.31268,45.9881,1.04615,0.347794,0.324634,0.280061,0.281775,0.282061,0.196491,1,172,172
3.96826,73.7585,3.48149,48.2996,1.06203,0.352779,0.317481,0.333583,0.336212,0.275701,0.203145,1,173,173
3.98063,74.8129,3.18691,46.5279,1.09596,0.335358,0.334534,0.298648,0.28990899999999997,0.281066,0.192133,1,174,174
3.9327,69.2557,3.9769,48.7073,1.08669,0.350762,0.37518,0.165723,0.300802,0.23671,0.198121,1,175,175
3.91266,70.25,3.65233,49.6416,1.09754,0.344814,0.382997,0.095555,0.317101,0.233823,0.196821,1,176,176
3.86485,74.2277,3.2358,46.0974,1.12568,0.313044,0.386176,0.289486,0.321894,0.140851,0.199097,1,177,177
3.96181,76.1117,4.22964,48.3705,1.11703,0.308647,0.337289,0.267267,0.329531,0.175773,0.198881,1,178,178
3.92856,74.2611,3.60372,46.1007,1.08344,0.292352,0.370909,0.173478,0.32411,0.148429,0.202298,1,179,179
3.92006,77.8333,2.77816,46.1327,1.16516,0.310193,0.363954,0.298894,0.307205,0.22422,0.195332,1,180,180
3.92465,78.9596,2.81328,47.4444,1.15448,0.297775,0.392011,0.246373,0.383506,0.197941,0.199765,1,181,181
3.89118,71.7358,4.01715,47.7656,0.98429,0.322434,0.357109,0.239439,0.31521,0.2424,0.197597,1,182,182
3.9138,75.0998,3.53627,48.8629,1.0715,0.32418400000000003,0.356988,0.139054,0.375408,0.300476,0.200655,1,183,183
3.84747,75.4504,3.55136,45.67,1.08776,0.335959,0.394196,0.253226,0.324578,0.17498,0.197587,1,184,184
3.74388,76.324,2.98482,46.5595,1.1296,0.339419,0.391515,0.187033,0.378108,0.187937,0.201528,1,185,185
3.90332,69.5001,3.79283,49.256,0.990473,0.31165,0.358861,0.219984,0.278967,0.260944,0.196412,1,186,186
3.91174,72.7998,3.14047,43.2912,1.20309,0.314635,0.33339,0.130033,0.324892,0.230485,0.200692,1,187,187
3.98199,69.0755,4.37006,51.1475,1.025,0.31361,0.327649,0.254932,0.260123,0.231792,0.196682,1,188,188
4.00893,81.3291,3.45633,45.2058,1.16,0.299083,0.358702,0.160787,0.269819,0.243598,0.200314,1,189,189
3.9574,75.5914,3.641,47.9801,1.05561,0.296984,0.358551,0.198212,0.298293,0.201855,0.19892,1,190,190
4.00578,77.2917,3.64636,44.9666,1.1067,0.287166,0.345341,0.187383,0.313469,0.252864,0.201032,1,191,191
3.99333,76.5389,3.63843,43.7641,1.1099,0.29362,0.326428,0.161839,0.324558,0.244544,0.195322,1,192,192
4.01596,77.4122,3.59439,44.353,1.14253,0.288335,0.344386,0.134261,0.339013,0.237678,0.197133,1,193,193
4.04828,75.8934,3.51612,48.3805,1.1423,0.309821,0.306372,0.21781,0.423488,0.29934,0.199742,1,194,194
4.14603,78.3115,3.47067,44.2569,1.18012,0.332563,0.350881,0.0761688,0.33184,0.258182,0.198334,1,195,195
4.10824,76.658,3.74989,47.0638,1.08897,0.326072,0.320851,0.177955,0.342816,0.187741,0.19984,1,196,196
4.15874,74.846,3.69144,48.0584,1.10646,0.337279,0.337185,0.14941,0.286616,0.222096,0.199038,1,197,197
4.16998,76.2794,3.64103,44.0963,1.1351,0.335557,0.349265,0.0990514,0.311562,0.20447100000000001,0.199873,1,198,198
4.14587,78.7768,3.27072,44.7985,1.12397,0.346348,0.347784,0.119471,0.347514,0.274523,0.199293,1,199,199
4.07212,74.5469,3.64146,50.9781,1.09538,0.315932,0.334821,0.183658,0.283965,0.191829,0.199673,1,200,200
3.98658,76.7769,3.60166,45.2827,1.05994,0.337777,0.373928,0.277912,0.291477,0.31104,0.19788,1,201,201
4.04105,77.1624,3.36842,48.0319,1.15625,0.338091,0.329725,0.156748,0.295025,0.264894,0.195106,1,202,202
4.05508,79.5281,2.84039,49.9892,1.15902,0.31344,0.375448,0.361696,0.297151,0.206351,0.199134,1,203,203
4.05826,74.1198,4.00184,48.2611,1.05391,0.317144,0.313766,0.200195,0.344894,0.249384,0.198372,1,204,204
4.06312,74.707,3.64661,49.6934,1.10387,0.311545,0.347605,0.200794,0.244953,0.262829,0.198326,1,205,205
3.97376,75.9933,3.45031,45.8766,1.12729,0.327987,0.287834,0.302643,0.368429,0.227496,0.197879,1,206,206
4.02407,76.4113,3.38834,46.6377,1.12515,0.323454,0.274291,0.21413,0.348334,0.225998,0.195646,1,207,207
4.05453,75.3755,3.74668,48.4315,1.06488,0.321235,0.321465,0.13073100000000001,0.254637,0.198144,0.202173,1,208,208
3.98899,76.4713,3.61688,46.9041,1.12751,0.326223,0.325817,0.0897537,0.300611,0.155668,0.195191,1,209,209
4.02753,73.4702,3.72805,48.5515,1.09364,0.309634,0.299844,0.163945,0.3077,0.230786,0.207461,1,210,210
3.98406,71.0111,3.88208,47.1225,1.07261,0.321171,0.359432,0.25359,0.332928,0.185603,0.192454,1,211,211
4.02958,76.4674,3.49528,47.5837,1.13373,0.30891,0.356854,0.166615,0.298789,0.28532,0.205005,1,212,212
3.98063,76.8062,3.84675,46.7344,1.02609,0.299703,0.373271,0.260763,0.295989,0.179836,0.195016,1,213,213
4.07971,76.6703,3.57754,45.8992,1.14701,0.294698,0.32746,0.250668,0.385289,0.233034,0.201939,1,214,214
4.10191,74.4207,3.84019,50.1172,1.07903,0.284122,0.326281,0.0953387,0.28676,0.262742,0.197629,1,215,215
4.18254,77.9419,3.26628,44.2371,1.14282,0.283881,0.325995,0.062555,0.364514,0.227425,0.201188,1,216,216
4.12767,72.3131,3.92059,50.3785,1.03688,0.281337,0.356282,0.0961789,0.262824,0.28004,0.198601,1,217,217
4.07285,78.7788,3.10414,43.5464,1.15342,0.278576,0.310098,0.104365,0.431377,0.257692,0.200535,1,218,218
4.07842,73.5299,3.85545,50.7695,1.07093,0.247436,0.309386,0.084186,0.2952,0.375359,0.197761,1,219,219
4.12344,77.2457,2.80823,46.5131,1.1755,0.266478,0.3867,0.367609,0.337619,0.328636,0.200013,1,220,220
4.12235,73.585,3.08788,48.4406,1.10669,0.275959,0.351058,0.29212,0.389045,0.260953,0.196969,1,221,221
4.16767,69.9659,3.7714,49.8876,1.12234,0.276676,0.346784,0.37231,0.312406,0.226626,0.197558,1,222,222
4.15529,68.7016,4.0578,49.7581,1.08546,0.270159,0.340276,0.351038,0.303209,0.239454,0.197171,1,223,223
4.16675,73.1818,3.49016,48.6827,1.06779,0.286831,0.310229,0.283422,0.25357,0.233928,0.201993,1,224,224
4.12325,76.694,3.08465,49.7512,1.194,0.287532,0.310333,0.240309,0.329817,0.249797,0.197752,1,225,225
4.13574,72.6916,3.55117,49.1944,1.07863,0.302141,0.293294,0.223726,0.21777,0.337716,0.199842,1,226,226
4.11849,76.1052,3.87379,45.1319,1.10133,0.302301,0.330154,0.306586,0.286173,0.223654,0.199142,1,227,227
