TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma_p,.chain,.iteration,.draw
4.12003,74.0903,3.77971,45.6365,1.04114,0.276319,0.347543,0.282717,0.318365,0.369288,0.20164,1,127,127
4.04861,76.1729,3.35285,45.1168,1.15118,0.281988,0.342846,0.291372,0.263369,0.400901,0.198016,1,128,128
4.11918,75.7378,3.19539,46.0159,1.13458,0.313282,0.35263100000000003,0.376416,0.297227,0.409924,0.200046,1,129,129
4.03511,76.1104,2.998,46.3024,1.15333,0.312984,0.359833,0.369953,0.314242,0.422765,0.196173,1,130,130
4.06235,75.5838,3.13676,47.8317,1.15641,0.299041,0.335952,0.424683,0.328476,0.364518,0.200482,1,131,131
3.97054,76.597,2.98446,48.0262,1.02238,0.305607,0.320322,0.287386,0.348787,0.380303,0.196989,1,132,132
3.94717,78.3331,2.94338,43.3536,1.12419,0.317495,0.29607,0.306771,0.333571,0.338832,0.201762,1,133,133
3.93437,79.2234,3.16569,42.1972,1.1541,0.310294,0.32223,0.251032,0.34006,0.346952,0.202407,1,134,134
3.91094,76.4179,3.32021,45.329,1.1124,0.313796,0.345966,0.24655,0.277652,0.308333,0.195784,1,135,135
3.90873,77.0676,3.33692,43.2621,1.18537,0.305481,0.358965,0.428155,0.303475,0.347792,0.1958,1,136,136
3.88736,76.7153,2.96216,44.0074,1.13703,0.296031,0.382145,0.266079,0.293609,0.310767,0.200311,1,137,137
3.81741,75.7064,2.79532,41.8886,1.08492,0.297255,0.341689,0.320473,0.369593,0.303184,0.197515,1,138,138
3.88369,72.0483,4.05402,47.7488,1.03048,0.319365,0.351682,0.305785,0.261737,0.32327,0.199951,1,139,139
3.79638,70.7919,3.72611,48.2888,0.999471,0.313918,0.377822,0.428064,0.250249,0.365431,0.198924,1,140,140
3.85969,69.2403,3.72669,47.8693,1.06298,0.316811,0.406501,0.559662,0.252271,0.412105,0.198114,1,141,141
3.87863,70.2068,3.56338,47.2089,1.10259,0.304275,0.338974,0.525415,0.25841,0.339973,0.199536,1,142,142
3.9054,70.9598,3.96552,47.7754,1.18454,0.302655,0.325694,0.502793,0.273389,0.355072,0.201954,1,143,143
3.91179,71.5551,3.41051,44.5436,1.03073,0.30524,0.319276,0.282163,0.240727,0.31359,0.195388,1,144,144
3.94981,74.8848,3.8578,45.9731,1.10078,0.292148,0.297388,0.33746,0.30942,0.335562,0.200734,1,145,145
3.93681,74.5597,3.91541,46.4716,1.10036,0.293566,0.298844,0.302973,0.302225,0.335107,0.200485,1,146,146
3.88385,74.2301,3.58674,43.0423,1.05264,0.297135,0.309235,0.307085,0.24809,0.297313,0.198463,1,147,147
3.92938,75.865,3.06585,49.8418,1.12991,0.309238,0.320057,0.400935,0.235051,0.406226,0.200209,1,148,148
3.91516,74.8851,2.968,47.275,1.13771,0.309412,0.300218,0.367334,0.299221,0.363392,0.196247,1,149,149
3.95544,75.5651,3.17071,48.5175,1.1462,0.301032,0.295677,0.338,0.284036,0.352991,0.198416,1,150,150
3.97495,80.1684,3.20298,49.32,1.03668,0.320162,0.307394,0.371235,0.333956,0.401029,0.201642,1,151,151
3.9476,77.8653,2.47462,47.4037,1.21091,0.335232,0.342845,0.595335,0.258087,0.366307,0.194495,1,152,152
4.04991,75.6076,3.08302,48.9187,1.15818,0.29734,0.333306,0.509246,0.282111,0.445196,0.203567,1,153,153
3.99197,76.194,3.21529,48.8874,1.1047,0.315235,0.359249,0.491771,0.342501,0.384209,0.19746,1,154,154
3.96408,78.0871,2.94188,38.4467,1.15923,0.314008,0.392279,0.388696,0.362026,0.41716,0.199969,1,155,155
3.92053,79.1175,2.51772,41.8943,1.22635,0.315041,0.353063,0.412751,0.335651,0.42054,0.1984,1,156,156
3.91923,73.7347,4.11906,46.7216,1.08777,0.351469,0.402315,0.334828,0.305232,0.411885,0.198816,1,157,157
4.03028,73.9006,3.84305,47.1953,1.1076,0.326822,0.295821,0.353544,0.255374,0.395221,0.200408,1,158,158
3.99359,73.1844,3.98686,46.1154,0.988525,0.349848,0.334599,0.413063,0.247079,0.434942,0.196814,1,159,159
4.01344,75.0737,2.97792,45.1263,1.08234,0.333498,0.316961,0.292507,0.22539,0.386468,0.202706,1,160,160
4.03406,75.5893,3.90236,47.7733,0.942813,0.34562,0.406371,0.452041,0.246069,0.417883,0.1962,1,161,161
4.0719,76.2819,4.22322,51.5119,0.979571,0.35998,0.39746,0.46772,0.236551,0.417726,0.198369,1,162,162
4.06439,73.9332,3.6926,51.5974,1.0026,0.366908,0.362952,0.523136,0.219301,0.443593,0.201797,1,163,163
4.09001,73.6345,4.31271,47.6634,0.973156,0.352581,0.333753,0.508325,0.259342,0.370273,0.196773,1,164,164
4.14866,75.4778,3.38792,47.2689,1.09124,0.371442,0.354483,0.419541,0.254778,0.389465,0.201138,1,165,165
4.15272,74.0734,4.17484,48.6121,1.05222,0.382883,0.380972,0.339773,0.229465,0.394772,0.198929,1,166,166
4.10191,81.2743,2.39669,45.5548,1.10543,0.350804,0.349819,0.494808,0.294954,0.39812,0.200717,1,167,167
4.16826,74.9445,3.38418,45.394,1.09942,0.338054,0.348258,0.342278,0.308274,0.356485,0.196699,1,168,168
4.23126,75.196,3.4686,45.5504,1.10096,0.340327,0.355189,0.362278,0.31816,0.40691,0.197539,1,169,169
4.18782,75.4216,2.93586,46.0966,1.10424,0.351384,0.357322,0.296636,0.305301,0.327606,0.202367,1,170,170
4.27439,75.6008,2.77599,44.09,1.23174,0.343334,0.297077,0.318532,0.356137,0.378962,0.196085,1,171,171
4.33364,72.4462,3.57166,45.4191,0.995915,0.352889,0.305163,0.258715,0.280159,0.393717,0.197004,1,172,172
4.29178,73.8463,3.19818,46.5221,1.17366,0.360477,0.36634,0.444561,0.246141,0.418616,0.200614,1,173,173
4.27339,73.0661,3.77763,46.4139,1.11564,0.341138,0.304942,0.35761,0.245451,0.38934,0.20022,1,174,174
4.16321,75.7616,2.63604,44.6801,1.09442,0.305497,0.319379,0.323963,0.346319,0.348617,0.202518,1,175,175
4.13109,74.4042,2.56331,45.5171,1.06952,0.299803,0.318711,0.340797,0.361363,0.354658,0.201265,1,176,176
4.18384,72.9612,3.12616,43.7483,1.05293,0.287356,0.374677,0.262389,0.316029,0.41659,0.197929,1,177,177
4.19252,68.9567,3.63036,46.5041,1.09941,0.315423,0.336629,0.408031,0.325495,0.406313,0.193827,1,178,178
4.14887,69.6664,3.38454,45.6085,1.06059,0.30107,0.309571,0.473978,0.3643,0.41953,0.20011,1,179,179
4.28643,74.7907,2.97934,48.0561,1.08959,0.32709,0.329177,0.505092,0.322429,0.28433,0.198133,1,180,180
4.23996,77.8457,2.96033,48.2515,1.21691,0.340417,0.303147,0.568284,0.347951,0.308593,0.198506,1,181,181
4.20835,73.113,3.14755,43.679,1.04851,0.347835,0.327123,0.430509,0.346956,0.326855,0.198501,1,182,182
4.21446,74.9137,2.88647,41.886,1.08718,0.341505,0.343526,0.499477,0.337912,0.361202,0.196296,1,183,183
4.2323,74.9867,3.14469,43.7395,1.0976,0.329613,0.298143,0.269103,0.396429,0.328197,0.203159,1,184,184
4.18766,74.2284,2.97296,43.272,1.12382,0.320369,0.31574,0.501565,0.373235,0.280313,0.198789,1,185,185
4.07325,77.0277,2.67503,39.484,1.1591,0.316333,0.319955,0.311994,0.398111,0.314913,0.20094,1,186,186
4.18587,75.3773,3.07511,41.8501,1.12613,0.297155,0.340569,0.384653,0.325666,0.33036,0.19794,1,187,187
4.20632,75.3813,2.25898,46.6134,1.21276,0.330331,0.315713,0.457314,0.332746,0.275387,0.201099,1,188,188
4.27706,74.585,2.77203,44.4922,1.16117,0.314546,0.348013,0.661759,0.302109,0.204226,0.201516,1,189,189
4.20847,78.608,2.49859,47.4419,1.14218,0.335171,0.335291,0.525166,0.368799,0.244059,0.199428,1,190,190
4.16645,75.3823,3.12527,47.4454,1.08961,0.35656,0.393766,0.652557,0.292465,0.349085,0.199412,1,191,191
4.10599,74.8334,2.71248,46.6035,1.11177,0.324828,0.320106,0.668509,0.357091,0.343447,0.199974,1,192,192
4.12553,74.7699,3.02596,43.367,1.06765,0.326423,0.36001,0.5538,0.358242,0.282581,0.199408,1,193,193
4.16293,75.484,3.23833,44.9188,1.10911,0.323817,0.314512,0.478428,0.351128,0.330627,0.204085,1,194,194
4.10377,76.3985,2.93701,42.8855,1.12983,0.316768,0.325135,0.256872,0.35024,0.340127,0.195925,1,195,195
4.0456,74.9349,3.01951,43.3376,1.0628,0.344014,0.285526,0.243489,0.315571,0.383913,0.201862,1,196,196
4.04883,76.1777,3.24313,44.0267,1.07895,0.350546,0.268441,0.24436,0.345796,0.331239,0.200359,1,197,197
3.90114,74.0503,3.33685,45.9214,1.10143,0.321289,0.390987,0.398312,0.363783,0.367968,0.199203,1,198,198
3.89848,75.1747,3.37869,45.684,1.05899,0.326967,0.37109,0.354254,0.355389,0.326395,0.197154,1,199,199
4.00769,77.5765,3.14975,44.792,1.12242,0.313729,0.292574,0.117633,0.313546,0.3876,0.196143,1,200,200
4.08561,75.927,3.29258,42.9114,1.13387,0.309433,0.312969,0.247928,0.431602,0.382409,0.198997,1,201,201
4.04064,75.3231,2.94072,44.2353,1.08793,0.306963,0.320602,0.254049,0.3868,0.461056,0.198605,1,202,202
4.03263,75.4277,3.54481,45.6976,1.19313,0.312558,0.327685,0.139302,0.345519,0.398883,0.197662,1,203,203
4.12205,76.0594,3.257,48.4138,1.2481,0.306899,0.31713,0.363049,0.40835,0.308782,0.199794,1,204,204
4.11868,74.6377,3.20863,45.9703,1.18846,0.307894,0.332155,0.243556,0.405057,0.326813,0.202026,1,205,205
4.23512,72.0708,3.00099,43.6419,1.04203,0.288279,0.327235,0.358557,0.366273,0.310775,0.200969,1,206,206
4.19376,73.1039,2.64629,40.3748,1.04959,0.280794,0.352487,0.38467,0.372778,0.31313,0.198894,1,207,207
4.21881,72.6252,3.00893,42.8993,1.06762,0.29212,0.348131,0.287555,0.377907,0.312072,0.198806,1,208,208
4.18632,73.7935,2.99442,40.7948,1.10411,0.285221,0.307109,0.247797,0.383932,0.314235,0.20089,1,209,209
4.22313,72.3231,3.52158,46.8516,1.07226,0.283098,0.309697,0.288802,0.342216,0.379231,0.196363,1,210,210
4.22346,78.4741,2.79362,41.9194,1.21686,0.28717,0.378735,0.235416,0.343167,0.327096,0.201482,1,211,211
4.21657,73.8972,3.59457,42.9866,1.05246,0.27079,0.287979,0.166429,0.35309,0.410863,0.198125,1,212,212
4.21711,75.4122,3.48142,43.7519,1.09798,0.270637,0.331517,0.185924,0.32865,0.329588,0.199305,1,213,213
4.08385,76.1426,2.71604,44.9541,1.13184,0.300184,0.331316,0.471655,0.411222,0.3563,0.199238,1,214,214
4.08628,78.3129,2.78225,45.301,1.12672,0.300208,0.324705,0.509388,0.422817,0.358701,0.198812,1,215,215
4.15573,76.4674,2.87356,45.123,1.1441,0.291593,0.372545,0.429513,0.30897,0.245497,0.201399,1,216,216
4.13591,74.694,3.24732,42.8425,1.12163,0.271848,0.285307,0.227074,0.354404,0.436478,0.199059,1,217,217
4.13358,74.2409,3.19288,42.8909,1.08466,0.272504,0.302237,0.188029,0.351645,0.435168,0.198168,1,218,218
4.14029,73.3627,3.20815,47.8579,1.14399,0.290006,0.303873,0.291926,0.356607,0.350805,0.198627,1,219,219
4.0938,73.6336,3.17719,40.3958,1.08996,0.301611,0.32572,0.262821,0.3366,0.322754,0.19871,1,220,220
4.12498,74.1625,3.44405,44.7563,1.11558,0.317615,0.346238,0.322635,0.324365,0.328219,0.200072,1,221,221
4.09529,73.7964,3.08334,43.0771,1.13627,0.313191,0.352875,0.416065,0.314154,0.29287,0.199072,1,222,222
4.13178,72.4023,2.99595,43.8722,1.15502,0.305083,0.337803,0.433503,0.335927,0.274717,0.200636,1,223,223
4.06641,71.3584,3.2731,46.0834,1.14987,0.329999,0.329173,0.419944,0.298336,0.27473,0.19938,1,224,224
3.99149,76.4005,2.65286,43.3917,1.06763,0.299451,0.317602,0.486047,0.328374,0.275972,0.201236,1,225,225
3.99226,76.7801,2.66687,43.9747,1.07349,0.302047,0.318326,0.530735,0.339267,0.272004,0.201559,1,226,226
3.95202,78.041,2.87288,45.4058,1.17594,0.306333,0.330489,0.330439,0.358096,0.313743,0.199158,1,227,227
