TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma,.chain,.iteration,.draw
3.88876,70.9498,3.0392,59.9525,1.06075,0.3046,0.343292,0.565277,0.395914,0.271773,0.192668,1,16,16
3.86847,72.5205,3.91257,59.9741,0.949033,0.306276,0.429853,0.735255,0.334575,0.211738,0.197789,1,17,17
3.83511,70.0489,3.99189,58.7866,0.952069,0.303452,0.434901,0.625832,0.334848,0.210421,0.191526,1,18,18
3.85554,69.9129,3.51315,61.8953,0.967713,0.28238,0.388463,0.515452,0.317095,0.229098,0.192432,1,19,19
3.89913,70.7276,3.77621,59.6843,1.00534,0.267485,0.347507,0.429754,0.323832,0.297648,0.189037,1,20,20
3.93076,68.8347,4.11922,60.2527,0.942303,0.276964,0.36998,0.539013,0.30329,0.254768,0.195897,1,21,21
4.01491,71.2037,3.62429,55.4324,1.02134,0.276385,0.324816,0.446139,0.382798,0.307105,0.191747,1,22,22
3.95562,70.2003,3.58128,61.9567,0.962269,0.295686,0.357428,0.43054,0.317917,0.338883,0.195758,1,23,23
3.96254,71.4862,3.74504,52.1775,1.07308,0.286817,0.392893,0.523163,0.37074,0.260606,0.192227,1,24,24
3.84387,71.1381,3.7434,54.3547,0.984582,0.277137,0.380005,0.518083,0.351359,0.350277,0.193713,1,25,25
3.87148,73.739,3.53355,52.1682,1.02433,0.286839,0.357907,0.460046,0.332925,0.334391,0.188465,1,26,26
3.95836,71.5903,3.6284,58.5582,1.05286,0.28457,0.330303,0.393798,0.386327,0.293782,0.191559,1,27,27
3.86484,70.84,3.79934,53.7572,0.958396,0.30316,0.402913,0.489923,0.298773,0.308005,0.187602,1,28,28
3.9399,71.3871,3.80337,52.9147,0.992378,0.296886,0.368664,0.44706,0.299289,0.279867,0.187755,1,29,29
4.14512,71.2988,3.57717,57.7601,1.03315,0.324202,0.381402,0.341628,0.387168,0.308066,0.197813,1,30,30
4.13487,64.5717,4.29516,58.0529,0.95214,0.332385,0.410608,0.433081,0.246176,0.29992,0.18864,1,31,31
4.06981,70.2166,4.40035,56.1472,0.962964,0.3071,0.382029,0.609869,0.344004,0.298637,0.196428,1,32,32
4.09319,70.6331,4.12003,56.0011,0.986213,0.300219,0.326757,0.391916,0.33672,0.280246,0.194374,1,33,33
4.08311,68.1574,4.20882,58.7095,0.942904,0.286068,0.443306,0.603528,0.363063,0.323418,0.192225,1,34,34
4.05665,70.0165,4.18174,60.008,0.970791,0.309171,0.321948,0.440281,0.349969,0.303354,0.199322,1,35,35
4.0713,74.1395,3.30262,48.1288,1.01205,0.325855,0.404182,0.432896,0.242869,0.266917,0.199127,1,36,36
4.12876,70.1701,4.00798,54.0065,0.957995,0.342589,0.388548,0.517737,0.316518,0.276267,0.189625,1,37,37
4.27974,66.8864,3.90755,53.2695,0.981974,0.339868,0.341503,0.486219,0.273688,0.351251,0.199089,1,38,38
4.255,71.5105,3.70481,54.0414,1.04805,0.354909,0.354034,0.575398,0.291647,0.29527,0.189238,1,39,39
4.08419,64.0594,3.3551,53.5353,0.92746,0.322856,0.328019,0.465728,0.28415,0.256828,0.197669,1,40,40
4.10736,71.1143,4.36258,52.3069,0.947833,0.286315,0.361601,0.358865,0.326515,0.214441,0.19394,1,41,41
3.93839,69.8344,3.4882,53.9183,0.951558,0.30467,0.354095,0.403392,0.375071,0.266885,0.199235,1,42,42
4.02779,75.6003,3.77733,56.6615,1.00019,0.343604,0.373494,0.414965,0.322977,0.251237,0.193707,1,43,43
4.06307,74.2263,3.27242,50.9313,1.02394,0.350239,0.381379,0.455208,0.296558,0.258767,0.201037,1,44,44
4.14381,68.3336,4.01827,52.2042,0.955761,0.328602,0.381587,0.42185,0.291436,0.270565,0.192006,1,45,45
4.27171,73.1614,3.28597,51.7303,1.04716,0.337697,0.341102,0.476387,0.282371,0.257865,0.193238,1,46,46
4.17533,69.1465,3.9398,58.6091,0.939699,0.327591,0.36847,0.521711,0.286035,0.248824,0.197558,1,47,47
4.19834,69.0966,3.83767,52.8957,0.946363,0.351601,0.346359,0.458458,0.271043,0.229125,0.192885,1,48,48
4.1943,68.6532,4.12119,53.6506,0.918836,0.347597,0.325993,0.460311,0.325322,0.315146,0.197496,1,49,49
4.23485,70.9157,4.0059,54.967,1.04815,0.324598,0.324396,0.395026,0.246548,0.259377,0.192442,1,50,50
4.2932,74.2295,3.50724,49.5219,0.934809,0.304498,0.363442,0.442496,0.319494,0.302417,0.19805,1,51,51
4.19195,75.1485,3.26111,50.9912,1.06566,0.341398,0.295083,0.350554,0.276406,0.322837,0.19282,1,52,52
4.31502,77.0742,3.52757,53.0845,0.968764,0.349869,0.36047,0.454065,0.348562,0.331384,0.195992,1,53,53
4.27047,71.7589,3.48936,51.0961,1.00003,0.32355,0.315932,0.452926,0.334696,0.327709,0.194333,1,54,54
3.97125,67.6252,3.6494,57.3821,0.96852800000000006,0.348724,0.335211,0.371327,0.387024,0.314844,0.19529,1,55,55
3.84057,72.3385,3.7814,53.8871,0.989217,0.347317,0.349342,0.416976,0.320331,0.246033,0.192128,1,56,56
3.86925,73.7821,3.56888,53.0816,0.98364,0.351747,0.333656,0.418633,0.406643,0.323004,0.189907,1,57,57
4.22245,69.8904,3.86968,52.061,0.979225,0.330068,0.359224,0.396106,0.338746,0.259739,0.191819,1,58,58
4.24399,70.9728,3.97345,52.1207,0.983221,0.33461,0.307242,0.345153,0.372856,0.271033,0.197216,1,59,59
4.1461,69.4415,3.53225,53.3705,1.06343,0.342471,0.332002,0.519907,0.343168,0.335989,0.191171,1,60,60
4.25841,70.1031,3.59904,53.2084,0.976384,0.322819,0.284217,0.3844,0.302236,0.293227,0.195574,1,61,61
4.1329,70.3477,3.83989,53.5922,1.06538,0.308348,0.322776,0.454836,0.366383,0.243301,0.193024,1,62,62
3.96951,67.3471,3.42138,50.8038,0.96584,0.323406,0.381572,0.456836,0.359249,0.22706200000000001,0.194385,1,63,63
3.91693,70.307,4.102,51.8951,1.00642,0.333533,0.320265,0.447553,0.334488,0.231388,0.200607,1,64,64
4.01784,74.3739,3.55801,51.4,1.03278,0.321858,0.30383,0.482649,0.298278,0.245003,0.195706,1,65,65
3.92088,71.888,3.63367,51.8931,1.03981,0.359884,0.301634,0.407893,0.329381,0.25771,0.192021,1,66,66
3.95797,73.5996,3.4245,53.2692,0.987193,0.334328,0.349773,0.631311,0.325419,0.269739,0.201605,1,67,67
3.98937,68.0557,4.32616,56.4362,0.966413,0.349104,0.269798,0.455047,0.307066,0.194766,0.18979,1,68,68
4.12239,72.584,3.38607,51.4042,0.981926,0.282307,0.410829,0.496049,0.293595,0.198052,0.194855,1,69,69
4.03006,69.9663,4.24446,62.113,1.00288,0.307685,0.33773,0.57285,0.409667,0.215375,0.190742,1,70,70
3.956,72.335,3.56443,58.2431,0.964793,0.30178,0.344027,0.508524,0.375711,0.195102,0.19566,1,71,71
3.95466,69.6111,3.82206,56.2744,0.967752,0.291067,0.433966,0.565672,0.334025,0.199953,0.196614,1,72,72
4.0083,72.8824,3.35961,52.1461,1.01981,0.313357,0.396949,0.404686,0.347139,0.171793,0.198906,1,73,73
4.16005,75.2685,3.43051,52.6986,1.03146,0.296922,0.27244,0.273875,0.408836,0.257272,0.197401,1,74,74
4.08656,73.0028,3.81768,51.559,1.00633,0.310088,0.386788,0.405845,0.299331,0.278077,0.195794,1,75,75
4.0273,73.8083,3.37882,53.0556,1.01443,0.308278,0.395277,0.404701,0.324593,0.275764,0.198414,1,76,76
4.04699,67.9284,4.28823,56.1485,0.925578,0.29128,0.2966,0.526339,0.241547,0.204476,0.205468,1,77,77
4.0638,72.2069,3.85638,57.5308,0.941633,0.321697,0.34945,0.478461,0.312074,0.196603,0.199373,1,78,78
4.13112,68.0748,3.83988,56.2973,0.983621,0.291842,0.316298,0.428876,0.281443,0.267102,0.196833,1,79,79
4.18712,66.033,4.24911,56.8633,0.907447,0.323793,0.352793,0.451223,0.384611,0.110742,0.199941,1,80,80
4.17314,65.6181,4.12455,51.867,0.967452,0.304652,0.373257,0.427083,0.352079,0.108612,0.198911,1,81,81
4.1563,67.5477,3.92039,56.2696,1.05975,0.335231,0.326637,0.349499,0.302719,0.192065,0.193467,1,82,82
4.01779,70.9841,4.03201,56.6164,0.995471,0.296943,0.329178,0.472408,0.21427,0.194701,0.20403,1,83,83
3.97667,69.7999,4.41048,55.1394,0.933659,0.295147,0.35908,0.514179,0.262143,0.198385,0.192129,1,84,84
3.84177,69.8088,3.8066,54.2576,1.05985,0.314933,0.301143,0.406412,0.379387,0.206979,0.194455,1,85,85
4.00712,68.8815,4.02446,49.9257,0.894739,0.287289,0.382602,0.450096,0.30568,0.157187,0.196861,1,86,86
3.90027,69.1734,3.83236,56.6571,1.09221,0.345677,0.270645,0.474269,0.337829,0.243373,0.198445,1,87,87
4.11996,67.1991,4.05152,51.7048,0.917227,0.321565,0.326068,0.502731,0.29431,0.203874,0.195052,1,88,88
4.15531,66.9275,3.92505,55.5142,0.957647,0.303068,0.286207,0.440665,0.317656,0.228637,0.197672,1,89,89
4.21474,66.8665,4.04003,52.7032,0.955441,0.302523,0.28799,0.603781,0.313993,0.271923,0.200183,1,90,90
4.26872,65.2039,4.81239,56.6785,0.926353,0.269364,0.389524,0.710384,0.317675,0.219946,0.190387,1,91,91
4.27161,63.9073,4.71765,58.6381,0.934117,0.287376,0.344318,0.653417,0.313874,0.229815,0.194353,1,92,92
4.39284,62.6347,4.71414,61.0297,0.864296,0.2876,0.316234,0.867629,0.25999100000000003,0.271395,0.193836,1,93,93
4.28288,66.4684,3.82248,56.9085,0.981606,0.323575,0.369544,0.563315,0.323055,0.230788,0.18816,1,94,94
4.14277,66.1295,3.84789,62.9719,0.960577,0.333978,0.357994,0.616387,0.357867,0.325954,0.194915,1,95,95
3.89332,74.8209,3.40607,59.6993,0.961592,0.36763,0.386851,0.532447,0.36767,0.233982,0.195553,1,96,96
3.96765,74.9025,3.52236,58.7296,1.00259,0.35553,0.396903,0.665124,0.302749,0.270985,0.195915,1,97,97
3.91658,71.9014,3.60815,58.3414,0.92318,0.373924,0.346272,0.601047,0.303672,0.269651,0.192536,1,98,98
3.89689,74.9427,3.87135,60.6015,0.991055,0.326627,0.36689,0.594827,0.367173,0.242337,0.191615,1,99,99
3.94623,75.9099,3.93151,58.1156,0.907926,0.320751,0.337205,0.651976,0.343444,0.242961,0.198962,1,100,100
3.92438,75.3601,3.79878,60.0737,0.894642,0.313524,0.352294,0.574985,0.386292,0.248774,0.195978,1,101,101
4.0434,75.56,3.81165,58.0177,1.00976,0.294498,0.322901,0.678793,0.288729,0.266711,0.201339,1,102,102
3.97238,72.9128,3.88037,52.6206,0.993188,0.296069,0.282036,0.662338,0.34777,0.311358,0.189643,1,103,103
3.93741,68.3625,4.30214,55.2378,0.924337,0.294935,0.321798,0.611855,0.335668,0.223814,0.202128,1,104,104
3.84009,70.4037,4.42665,57.523,0.994192,0.285974,0.320311,0.600021,0.311137,0.255751,0.193439,1,105,105
3.91359,67.165,3.53161,58.3203,0.951023,0.292998,0.2892,0.561042,0.354829,0.268578,0.203956,1,106,106
3.9394,73.8462,3.87979,51.8304,1.01422,0.298723,0.340038,0.300676,0.296834,0.183932,0.200103,1,107,107
4.10363,69.5109,4.18849,57.8555,0.956205,0.278944,0.400515,0.384474,0.319056,0.279349,0.202015,1,108,108
4.05288,69.7883,4.35062,53.7237,1.03285,0.27441,0.34710800000000003,0.488901,0.290753,0.26837,0.187466,1,109,109
3.98853,65.9319,3.84467,55.7962,0.957063,0.26669,0.33013,0.379986,0.336624,0.299833,0.197637,1,110,110
4.01063,70.1683,3.58514,54.9942,0.966215,0.280907,0.33255,0.35415,0.356155,0.31812,0.191579,1,111,111
4.01435,72.4354,3.5681,53.8018,1.00831,0.293788,0.325276,0.338649,0.446051,0.317589,0.197867,1,112,112
4.06105,71.5847,3.90594,54.4712,0.942673,0.265878,0.340691,0.351897,0.387107,0.271736,0.188949,1,113,113
4.20552,69.1457,4.03538,49.8823,0.986974,0.276517,0.375787,0.449488,0.310253,0.287036,0.20256,1,114,114
4.04046,67.1509,3.69377,61.3861,0.934085,0.312383,0.340943,0.387771,0.378954,0.318275,0.197568,1,115,115
4.05862,70.6721,3.54505,57.7091,1.00375,0.312985,0.323598,0.442113,0.368759,0.304819,0.200016,1,116,116
4.06598,68.8735,3.9695,56.1439,0.98655,0.319609,0.334353,0.391788,0.390016,0.302183,0.187653,1,117,117
4.01544,71.2447,3.60868,55.193600000000004,0.965383,0.332559,0.297628,0.429234,0.330769,0.313906,0.195781,1,118,118
3.97992,71.2084,3.78196,57.9855,1.01249,0.295116,0.401907,0.521535,0.284459,0.269541,0.193241,1,119,119
4.14419,75.9599,3.803,50.876,1.01792,0.277324,0.349731,0.488559,0.322302,0.325192,0.192772,1,120,120
4.20429,65.1991,4.34825,56.3987,0.899068,0.289363,0.359602,0.447394,0.260712,0.343273,0.188825,1,121,121
4.16512,65.001,4.22803,52.4548,0.989821,0.301842,0.390654,0.424624,0.285315,0.332606,0.199338,1,122,122
4.17265,64.5495,4.36292,51.4109,0.898636,0.300947,0.42847,0.294875,0.22586,0.361967,0.192269,1,123,123
4.36753,66.0571,4.36409,50.8256,0.889665,0.270818,0.338727,0.332738,0.265819,0.375974,0.198138,1,124,124
4.35831,60.4996,4.73444,51.4676,0.889331,0.329909,0.374853,0.264801,0.208906,0.356446,0.189386,1,125,125
4.45006,69.1415,3.79464,52.7331,0.991731,0.298827,0.343741,0.270358,0.306795,0.350694,0.193378,1,126,126
4.31078,69.6957,4.04555,48.5875,0.992486,0.283631,0.374645,0.238622,0.29972,0.313228,0.193029,1,127,127
4.22647,66.7768,4.09331,52.2847,0.945188,0.3379,0.33925,0.327365,0.390519,0.305918,0.196931,1,128,128
4.13491,69.0746,3.72422,57.135,0.994297,0.306042,0.368876,0.343249,0.324532,0.238135,0.198165,1,129,129
4.23537,63.5662,4.01313,51.2947,1.00562,0.301235,0.358975,0.481463,0.345332,0.339371,0.198032,1,130,130
4.04019,66.888,3.91058,54.3926,0.974775,0.279498,0.306537,0.42159,0.405948,0.23971,0.194339,1,131,131
3.84178,73.7626,3.59528,55.0616,1.0531,0.306831,0.418463,0.478556,0.404233,0.354531,0.196501,1,132,132
3.75567,72.351,3.32956,54.8499,0.979353,0.311381,0.417846,0.349807,0.39157,0.315996,0.194667,1,133,133
3.91266,67.1027,4.03209,51.331,1.01689,0.295829,0.345568,0.36913,0.222873,0.35254,0.193573,1,134,134
3.87518,71.2447,3.83285,54.3773,0.985605,0.319612,0.400931,0.475889,0.216763,0.292097,0.203951,1,135,135
3.85149,75.0357,3.36319,61.8068,0.971232,0.315122,0.413517,0.604509,0.297407,0.263953,0.190511,1,136,136
4.19473,72.8381,3.70372,55.3364,1.02985,0.304674,0.389205,0.465345,0.287476,0.250847,0.194157,1,137,137
4.20717,69.8295,3.71851,51.2866,1.03836,0.305527,0.378886,0.336455,0.273138,0.28548,0.197835,1,138,138
4.23067,70.0168,4.30736,55.5559,0.93248,0.297308,0.323517,0.275211,0.318668,0.349963,0.197408,1,139,139
4.15028,70.8561,3.44109,48.0066,1.01335,0.313197,0.305191,0.25585,0.303627,0.278996,0.197271,1,140,140
4.08962,71.7248,3.81715,54.3139,0.93166,0.335528,0.34989,0.362736,0.319837,0.309852,0.196755,1,141,141
3.91038,74.2222,3.49724,51.0193,1.00843,0.341595,0.367271,0.350265,0.321874,0.242582,0.193354,1,142,142
3.90479,73.2865,3.64603,50.4018,1.03431,0.341116,0.383195,0.435924,0.305413,0.234472,0.192849,1,143,143
3.91344,73.2944,3.42741,55.9117,1.03003,0.367771,0.302411,0.515406,0.297488,0.220559,0.195197,1,144,144
3.87426,71.5115,3.66653,55.5558,1.01183,0.367895,0.334524,0.545114,0.338611,0.243749,0.195976,1,145,145
4.00331,70.9637,3.65444,59.52,0.990586,0.351025,0.312172,0.390905,0.397402,0.260598,0.192205,1,146,146
4.03973,71.6728,4.09649,49.5195,0.993538,0.318586,0.395552,0.413861,0.432799,0.272116,0.191554,1,147,147
3.98856,70.4262,3.83283,57.6931,1.048,0.319768,0.306224,0.344492,0.403207,0.305629,0.189411,1,148,148
3.97431,67.8453,4.1366,58.8362,1.00902,0.316249,0.333689,0.453595,0.366083,0.310345,0.200862,1,149,149
4.13383,64.816,3.98916,50.2024,0.939454,0.294748,0.364347,0.429696,0.302451,0.236916,0.185564,1,150,150
4.38029,62.8162,4.47257,55.3885,0.989061,0.297405,0.347865,0.466913,0.352099,0.259057,0.204358,1,151,151
4.36905,65.6024,3.70129,54.0019,1.08424,0.302529,0.359813,0.381496,0.362023,0.221858,0.193809,1,152,152
4.24716,65.0445,4.16167,52.6506,0.938035,0.299313,0.429886,0.499219,0.415203,0.192299,0.195469,1,153,153
4.15038,61.348,3.95133,55.0677,0.898313,0.313279,0.448596,0.468172,0.321865,0.169785,0.19599,1,154,154
4.14323,61.9399,3.90738,54.8413,0.892974,0.321877,0.433003,0.484604,0.346966,0.180719,0.194506,1,155,155
4.10473,73.4207,3.49011,51.1862,1.06163,0.287144,0.294611,0.49257,0.357524,0.251933,0.193736,1,156,156
4.00606,67.6329,3.82205,59.4625,0.958186,0.317041,0.361614,0.52077,0.322956,0.208164,0.195298,1,157,157
4.00878,67.113,3.27326,58.1171,0.979981,0.297488,0.3738,0.444902,0.405818,0.181617,0.194477,1,158,158
4.12341,71.8044,3.63772,47.7798,1.03805,0.317958,0.354248,0.490517,0.405501,0.215778,0.197286,1,159,159
3.8902,73.0223,3.51877,53.7141,0.972772,0.336165,0.375242,0.475012,0.364124,0.178958,0.196142,1,160,160
3.88584,76.2599,3.28639,54.027,1.04011,0.298435,0.311285,0.503459,0.465881,0.230113,0.195532,1,161,161
3.90703,67.6783,3.7492,53.0819,0.919177,0.291637,0.303979,0.458183,0.328624,0.278727,0.197682,1,162,162
4.00867,75.6214,4.01573,47.1009,1.05305,0.323596,0.322796,0.364395,0.357992,0.282321,0.19294,1,163,163
3.91693,70.9152,3.85893,50.9607,0.937614,0.335852,0.352339,0.59774,0.409722,0.226819,0.196451,1,164,164
3.98395,70.9243,3.44991,54.2902,1.04787,0.344026,0.297023,0.411588,0.334328,0.20865,0.193138,1,165,165
3.9851,70.4716,3.10388,54.2586,1.02341,0.330922,0.381303,0.537106,0.369908,0.241217,0.195713,1,166,166
4.17689,73.4954,3.59607,50.4518,1.07885,0.36297,0.420949,0.35351,0.401945,0.28402,0.19354,1,167,167
4.17525,71.3128,3.58181,49.3927,1.05969,0.326309,0.369912,0.426352,0.461804,0.249655,0.198187,1,168,168
3.99936,69.6438,3.64575,51.6572,0.977126,0.313976,0.355182,0.336465,0.372237,0.281216,0.196562,1,169,169
4.0654,72.6839,3.22917,45.8051,1.10548,0.343089,0.330716,0.376024,0.427856,0.274993,0.193698,1,170,170
4.26345,66.8084,3.88761,49.5807,0.959139,0.329155,0.367704,0.221784,0.293385,0.298283,0.199973,1,171,171
4.22129,65.7217,4.07282,45.9295,1.0404,0.290637,0.387341,0.285663,0.330927,0.325597,0.195954,1,172,172
4.14874,71.7954,3.66629,54.9002,0.971456,0.33353,0.389329,0.29117,0.340642,0.244192,0.198283,1,173,173
4.10959,72.0824,3.96359,50.8706,1.01377,0.321309,0.474465,0.411298,0.260445,0.241398,0.196447,1,174,174
3.99586,73.8197,3.91548,56.585,0.949327,0.338439,0.307979,0.393791,0.32204,0.253577,0.196999,1,175,175
3.9428,74.497,3.82683,57.8721,0.960695,0.33398,0.319239,0.31736,0.35659,0.233343,0.201411,1,176,176
3.84829,76.558,3.77993,58.6141,1.08443,0.366302,0.348908,0.32854,0.420424,0.239942,0.19727,1,177,177
3.80117,75.9491,3.48919,54.6815,1.05833,0.351044,0.322461,0.285869,0.415466,0.230623,0.194357,1,178,178
4.07773,73.6746,3.88856,53.2905,0.931474,0.30718,0.36162,0.47182,0.303505,0.28106,0.196019,1,179,179
4.01844,72.6577,3.62251,56.2834,0.982775,0.311439,0.354231,0.366334,0.340639,0.272825,0.191267,1,180,180
3.96241,71.6122,3.9626,58.0162,0.997167,0.325976,0.331209,0.460468,0.351083,0.318672,0.19278,1,181,181
4.11493,71.1975,3.97822,54.4788,0.921017,0.319492,0.417104,0.452201,0.207257,0.320775,0.195225,1,182,182
4.23975,67.2813,4.22175,57.8589,0.994359,0.289207,0.316896,0.459256,0.327422,0.265891,0.193282,1,183,183
4.21536,70.5712,3.58996,52.2084,0.967098,0.315976,0.37709,0.371768,0.262481,0.251802,0.199743,1,184,184
4.06256,69.5182,3.89884,52.0068,1.06296,0.301539,0.291771,0.342349,0.363532,0.312618,0.195513,1,185,185
3.97166,65.162,4.24939,57.3193,0.958273,0.296647,0.28607900000000003,0.298837,0.380409,0.255455,0.198195,1,186,186
4.05896,72.7781,3.26113,51.8473,1.11659,0.316114,0.340147,0.41117,0.352226,0.262018,0.193416,1,187,187
3.88082,68.1199,3.85559,56.327,0.957469,0.347958,0.360759,0.414612,0.325349,0.241407,0.19992,1,188,188
3.99799,70.3943,3.43406,53.9495,1.04798,0.318684,0.32403,0.373176,0.321859,0.270343,0.194953,1,189,189
3.92337,69.1623,4.01205,54.7475,0.964249,0.333064,0.330876,0.47897,0.357322,0.276691,0.197678,1,190,190
3.91369,72.3155,4.04909,57.1398,0.990767,0.357524,0.358001,0.457362,0.387654,0.159862,0.192899,1,191,191
3.98651,71.509,3.60336,49.7173,1.02819,0.29572,0.357553,0.434041,0.384077,0.216056,0.190062,1,192,192
4.01431,69.2195,3.61233,58.5114,0.97047,0.3125,0.327858,0.316757,0.426626,0.271227,0.196331,1,193,193
3.98378,69.0367,3.68909,57.7674,0.971592,0.317594,0.32397,0.390864,0.372609,0.251618,0.196525,1,194,194
3.97604,69.9224,3.65327,52.6239,1.0152,0.301757,0.321772,0.324961,0.450053,0.23476,0.189114,1,195,195
4.12117,70.3149,4.05004,50.4982,1.04617,0.297382,0.339716,0.347059,0.348056,0.235802,0.200788,1,196,196
3.9837,70.9981,3.48535,51.1147,1.04308,0.28722,0.308468,0.394268,0.405233,0.299435,0.193378,1,197,197
4.00784,68.6002,3.71702,55.1865,1.00245,0.291379,0.317118,0.338429,0.382578,0.253026,0.194595,1,198,198
4.13074,74.3929,3.3102,50.5645,0.999597,0.296305,0.317089,0.380039,0.330101,0.250658,0.191035,1,199,199
4.07956,69.2531,3.50133,53.5054,1.03405,0.306776,0.367262,0.456203,0.401053,0.241297,0.197063,1,200,200
4.28908,70.0822,3.83796,48.8129,0.931718,0.296875,0.339869,0.287044,0.380114,0.303061,0.193444,1,201,201
4.22248,70.3199,3.80346,50.3545,0.951367,0.327741,0.312237,0.292777,0.395998,0.293984,0.191038,1,202,202
4.19392,70.3725,3.74865,49.9701,0.919648,0.33439,0.308613,0.334324,0.382147,0.287505,0.193677,1,203,203
4.27532,70.7665,3.78936,51.5271,0.946368,0.314012,0.337226,0.354267,0.407769,0.307127,0.200711,1,204,204
4.24664,71.6483,3.76074,50.3638,1.03643,0.299776,0.324349,0.219581,0.366444,0.277677,0.19099,1,205,205
4.15247,69.68,3.49123,49.9441,0.987648,0.319988,0.292842,0.254513,0.378404,0.289067,0.194541,1,206,206
4.03227,65.0625,4.1589,54.9574,1.0119,0.285507,0.333551,0.270948,0.299854,0.298915,0.196497,1,207,207
4.03718,72.133,3.57119,48.928,0.954898,0.281731,0.357227,0.265835,0.239329,0.328948,0.194667,1,208,208
3.92024,66.7001,3.7358,52.3028,0.984262,0.300431,0.358382,0.248944,0.302533,0.275897,0.198272,1,209,209
3.91658,66.935,3.55281,52.0878,0.987299,0.308386,0.377303,0.341503,0.312589,0.331477,0.199837,1,210,210
3.87549,71.7996,4.229,63.6738,0.952779,0.298249,0.291634,0.38317,0.375938,0.288242,0.196673,1,211,211
3.86529,71.7774,3.51678,57.0167,0.990827,0.297911,0.387069,0.374479,0.339663,0.25586,0.192336,1,212,212
3.92072,68.6067,3.69426,51.0234,1.03617,0.274132,0.359656,0.419482,0.399687,0.310991,0.194475,1,213,213
3.70472,70.1746,3.35965,59.4927,1.01989,0.357281,0.346398,0.386822,0.420617,0.253478,0.191218,1,214,214
3.80458,65.7994,3.5934,56.629,1.02343,0.329708,0.331331,0.435194,0.339119,0.217275,0.197776,1,215,215
3.90059,64.9104,3.64569,53.7011,1.003,0.312519,0.372398,0.559224,0.362523,0.229717,0.191743,1,216,216
3.92648,64.8352,3.52094,54.0243,0.961816,0.31172,0.373476,0.482026,0.367652,0.176053,0.197779,1,217,217
4.04973,67.3161,3.58282,54.9766,0.955656,0.314115,0.387375,0.490315,0.345632,0.19065,0.195511,1,218,218
4.01396,69.9527,3.85385,58.5256,1.08502,0.33282,0.317335,0.449023,0.352413,0.298858,0.196974,1,219,219
3.97126,70.9447,3.58634,56.5622,0.968039,0.339885,0.391056,0.503067,0.333912,0.235917,0.195702,1,220,220
3.91182,70.2649,2.9836,56.9384,0.961779,0.324118,0.404714,0.519003,0.360839,0.246282,0.194932,1,221,221
4.01388,71.0632,3.59429,58.5442,1.04776,0.32474,0.371228,0.489131,0.360486,0.299382,0.192191,1,222,222
3.88792,70.694,3.21808,60.8736,0.99975,0.329347,0.411899,0.51678,0.377689,0.26908,0.193517,1,223,223
3.89039,71.8126,3.57361,55.0359,1.00418,0.305924,0.354388,0.396012,0.374726,0.237202,0.192537,1,224,224
3.93688,74.2071,3.21012,57.6903,1.02938,0.300794,0.370689,0.413187,0.393131,0.291571,0.193198,1,225,225
3.89803,72.0425,3.51739,54.8179,0.975983,0.287692,0.3511,0.464398,0.357275,0.205983,0.193818,1,226,226
4.03175,67.7449,3.47451,54.9375,1.07427,0.279955,0.345824,0.280477,0.492531,0.312643,0.195227,1,227,227
