TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma,.chain,.iteration,.draw
3.93881,70.686,0.985225,0.294267,0.244117,0.318199,0.201246,1,28,28
3.97078,69.548,0.987665,0.279074,0.2538,0.291519,0.194371,1,29,29
3.90241,70.0982,1.00889,0.308611,0.276409,0.321353,0.205513,1,30,30
4.06092,69.2124,0.97067,0.3209,0.252924,0.302393,0.196774,1,31,31
4.06743,71.1946,1.02379,0.300506,0.260576,0.284205,0.20125,1,32,32
4.06431,66.5331,0.989078,0.284174,0.294274,0.301374,0.199339,1,33,33
4.04614,68.2068,0.942957,0.299683,0.270562,0.288161,0.204018,1,34,34
4.04177,65.4908,0.977975,0.283275,0.300202,0.318777,0.197739,1,35,35
4.10313,69.8359,0.989037,0.33584,0.228886,0.292251,0.198342,1,36,36
4.0553,68.6473,0.975769,0.331522,0.236346,0.324471,0.197291,1,37,37
4.05797,68.5599,0.961208,0.29175,0.260325,0.315828,0.202319,1,38,38
4.05292,68.4952,0.978086,0.31458,0.257462,0.304636,0.201304,1,39,39
4.101,70.5166,1.02381,0.273766,0.311247,0.287407,0.203007,1,40,40
4.1208,70.6508,1.00787,0.281452,0.313399,0.308081,0.20209,1,41,41
4.08111,70.287,0.975704,0.277635,0.229876,0.313556,0.19723,1,42,42
3.98933,72.5221,0.965486,0.297056,0.287114,0.301485,0.195175,1,43,43
4.01933,72.4895,1.00084,0.265825,0.27483,0.351259,0.202168,1,44,44
4.04807,71.4937,0.94731,0.303483,0.322424,0.314552,0.197661,1,45,45
4.04718,72.363,0.968632,0.288607,0.289885,0.278234,0.205648,1,46,46
3.98189,68.9119,0.99956,0.292501,0.26323,0.355416,0.199659,1,47,47
3.92394,67.5429,1.01462,0.30583,0.286182,0.298446,0.194875,1,48,48
3.79788,69.532,0.943001,0.306603,0.265226,0.334119,0.191322,1,49,49
3.91799,69.1091,1.00486,0.295998,0.289421,0.300953,0.197932,1,50,50
4.00904,70.5982,1.0153,0.279439,0.312152,0.355706,0.204721,1,51,51
3.95477,70.2202,0.964393,0.28158,0.232456,0.278524,0.197669,1,52,52
4.08619,69.659,0.979208,0.298443,0.299711,0.283772,0.198405,1,53,53
4.09997,68.4444,0.980453,0.300781,0.283317,0.314054,0.194631,1,54,54
4.16409,70.2685,0.942189,0.305992,0.284115,0.355114,0.197284,1,55,55
4.0979,71.2025,0.989863,0.286765,0.27599,0.318239,0.19597,1,56,56
4.09002,72.5047,1.00462,0.290725,0.268394,0.345513,0.201738,1,57,57
4.08551,72.3351,1.00388,0.294529,0.273111,0.337845,0.203233,1,58,58
4.00234,70.5375,1.10759,0.283588,0.249726,0.377967,0.198032,1,59,59
4.03553,72.5494,1.03689,0.295362,0.231056,0.318693,0.195931,1,60,60
4.10956,72.6982,1.02857,0.274035,0.237618,0.316073,0.202242,1,61,61
4.13027,70.7048,1.01634,0.276759,0.249095,0.30707,0.196661,1,62,62
4.1034,70.8735,1.04918,0.290463,0.250195,0.318602,0.207328,1,63,63
4.20809,71.6039,1.04114,0.310102,0.262234,0.316717,0.193666,1,64,64
3.99734,68.8668,1.03986,0.30145,0.262886,0.292701,0.19892,1,65,65
4.06993,69.6504,1.00341,0.334312,0.290628,0.332682,0.202337,1,66,66
3.99986,69.2348,0.96188,0.286662,0.232197,0.30271,0.201073,1,67,67
3.91538,70.9135,1.06408,0.28301,0.252307,0.359643,0.19703,1,68,68
3.98014,70.735,0.936026,0.288892,0.268672,0.31907,0.194965,1,69,69
4.01671,69.7446,0.961041,0.285737,0.257346,0.30191,0.20287,1,70,70
4.04622,69.8701,1.00291,0.284223,0.24857,0.31193,0.199622,1,71,71
4.0179,70.9639,1.00713,0.296244,0.279903,0.308134,0.196188,1,72,72
4.09774,70.9099,0.990348,0.275495,0.228146,0.326711,0.201258,1,73,73
4.05799,67.6134,1.0157,0.342043,0.309872,0.328394,0.204028,1,74,74
4.11431,67.758,0.987332,0.342152,0.292521,0.298944,0.196809,1,75,75
4.10743,68.0157,0.990395,0.345968,0.286485,0.301227,0.198392,1,76,76
4.07462,70.7771,1.04217,0.311082,0.257204,0.334286,0.196022,1,77,77
4.12143,72.3431,1.00117,0.298963,0.283565,0.315653,0.205544,1,78,78
4.08418,72.7726,0.965732,0.301956,0.277694,0.337479,0.200319,1,79,79
4.1291,70.3545,1.03016,0.335454,0.269662,0.317156,0.20022,1,80,80
3.95192,70.7893,0.95595,0.317326,0.264167,0.308276,0.199899,1,81,81
3.92297,71.8519,0.973843,0.302226,0.268854,0.328105,0.195666,1,82,82
3.96881,70.2304,0.988509,0.314845,0.26418,0.320452,0.203021,1,83,83
4.17854,69.0289,0.974528,0.317362,0.242328,0.286673,0.194931,1,84,84
4.20217,70.3754,0.990767,0.31896,0.23801,0.321216,0.19397,1,85,85
4.21956,71.1853,1.02171,0.318339,0.240902,0.361277,0.196794,1,86,86
4.0399,73.3838,1.00865,0.309642,0.278854,0.328736,0.200191,1,87,87
4.05482,68.5375,0.987961,0.303254,0.272684,0.28682,0.197156,1,88,88
4.10318,69.2982,0.985046,0.282042,0.282329,0.263983,0.202524,1,89,89
3.97712,69.083,1.01033,0.310012,0.257027,0.277904,0.198582,1,90,90
3.90702,68.5471,1.01221,0.300915,0.244841,0.338374,0.200159,1,91,91
3.92347,69.8552,1.00079,0.28607900000000003,0.262054,0.298134,0.198399,1,92,92
3.95893,70.0025,1.00947,0.266658,0.269056,0.267675,0.200127,1,93,93
3.85038,69.8674,1.01689,0.275083,0.267725,0.312821,0.201604,1,94,94
3.9122,71.4196,1.02459,0.286188,0.266815,0.298328,0.195575,1,95,95
3.96733,70.0006,0.993152,0.312906,0.299387,0.330921,0.198193,1,96,96
3.93022,68.9481,0.947054,0.288213,0.295707,0.292818,0.199617,1,97,97
3.9572,68.084,1.03901,0.286031,0.275942,0.360248,0.195607,1,98,98
4.22591,72.2741,0.996079,0.304002,0.259273,0.25972,0.192164,1,99,99
4.19944,69.4956,0.969602,0.318096,0.259883,0.355337,0.201978,1,100,100
4.23672,72.21,0.990578,0.322801,0.282583,0.352466,0.198928,1,101,101
4.13657,69.0494,0.953155,0.303446,0.268929,0.329464,0.20357,1,102,102
4.06858,68.2048,0.970195,0.271901,0.252773,0.297292,0.195376,1,103,103
4.07564,68.4964,0.953947,0.257032,0.221009,0.367518,0.203948,1,104,104
4.0369,70.5563,0.969707,0.281685,0.287981,0.306037,0.20152,1,105,105
3.96736,70.1555,1.00124,0.255866,0.248289,0.327171,0.199093,1,106,106
3.90723,71.0811,1.03288,0.275279,0.256575,0.321175,0.202063,1,107,107
3.9672,71.7052,1.03688,0.269503,0.252456,0.282201,0.197463,1,108,108
4.06629,68.3958,0.977622,0.300122,0.281926,0.367692,0.204278,1,109,109
4.0536,67.868,0.995083,0.290614,0.289965,0.354351,0.204068,1,110,110
4.05179,69.2143,0.971069,0.270403,0.251445,0.321095,0.195262,1,111,111
4.21436,74.209,1.01574,0.33457,0.290554,0.347997,0.199106,1,112,112
3.97434,70.1252,0.995694,0.277669,0.241739,0.313693,0.193958,1,113,113
4.03193,69.7546,1.00313,0.269958,0.263297,0.301754,0.196539,1,114,114
3.99437,70.6768,0.993226,0.28907,0.242318,0.334681,0.202483,1,115,115
4.01566,72.1652,0.985932,0.268756,0.254075,0.342356,0.201292,1,116,116
4.02042,72.2017,1.00147,0.270769,0.255456,0.328917,0.201989,1,117,117
3.98696,71.75,1.05433,0.261418,0.260596,0.336771,0.196153,1,118,118
3.95426,73.2576,1.01928,0.282339,0.248984,0.307724,0.201905,1,119,119
3.98997,72.7098,0.993315,0.288573,0.253845,0.350961,0.197094,1,120,120
3.89223,70.8388,1.00516,0.30684,0.257669,0.298379,0.193556,1,121,121
3.93072,71.1715,1.00464,0.317387,0.243883,0.305363,0.201917,1,122,122
4.02347,68.5205,0.94523,0.313258,0.303118,0.340596,0.202177,1,123,123
4.05827,68.0116,0.93965,0.309747,0.303682,0.35417,0.201695,1,124,124
4.1953,67.7217,1.00137,0.269385,0.234236,0.288904,0.199772,1,125,125
4.06527,67.2298,0.994456,0.265827,0.268327,0.321911,0.197787,1,126,126
4.01784,67.485,0.97997,0.286699,0.247202,0.34087,0.200468,1,127,127
3.90863,71.0854,1.02535,0.274101,0.246426,0.309493,0.196293,1,128,128
3.90807,72.016,1.03164,0.273642,0.244381,0.357847,0.197622,1,129,129
3.88493,67.4598,0.965373,0.325848,0.301099,0.29551500000000003,0.201252,1,130,130
4.06733,68.808,0.983986,0.27746,0.239453,0.353726,0.200042,1,131,131
4.03252,70.4054,1.03281,0.276882,0.281816,0.309949,0.202089,1,132,132
4.00954,71.5182,1.04347,0.259153,0.292933,0.316724,0.201427,1,133,133
4.00617,71.9537,1.0539,0.256679,0.293163,0.311169,0.198345,1,134,134
3.94607,70.8556,1.01183,0.225751,0.290842,0.326815,0.197229,1,135,135
3.94212,70.2324,0.940992,0.290118,0.262651,0.34919,0.194053,1,136,136
3.99697,69.5227,0.925179,0.279946,0.270368,0.318701,0.197873,1,137,137
4.01822,70.6795,0.998894,0.324231,0.274357,0.33186,0.198872,1,138,138
4.02694,69.4211,0.977843,0.302503,0.278616,0.37784,0.191959,1,139,139
4.1596,71.9959,1.01626,0.325388,0.280174,0.336132,0.204819,1,140,140
4.09209,70.6585,0.972494,0.290024,0.292869,0.322691,0.194194,1,141,141
4.07312,72.303,0.976134,0.28996,0.313778,0.289579,0.207786,1,142,142
4.04763,70.5419,1.0138,0.301597,0.259198,0.342204,0.196354,1,143,143
4.08687,72.059,1.01708,0.290276,0.269796,0.334224,0.192581,1,144,144
4.03985,68.7759,0.955733,0.292556,0.291412,0.348484,0.198762,1,145,145
4.02486,69.7924,0.98809,0.265952,0.245141,0.385613,0.195568,1,146,146
3.96447,70.015,1.00746,0.272108,0.247363,0.362844,0.201127,1,147,147
4.00831,68.5452,1.00206,0.284437,0.290927,0.292941,0.201937,1,148,148
3.88186,69.283,0.987971,0.271638,0.284711,0.330226,0.197067,1,149,149
3.95885,69.3214,0.9393,0.261689,0.247428,0.289985,0.198756,1,150,150
4.03466,71.7448,1.00226,0.259958,0.264612,0.293223,0.197417,1,151,151
4.06891,69.1368,1.00151,0.305898,0.263741,0.274411,0.202284,1,152,152
4.06568,68.9593,1.04774,0.286872,0.282652,0.283097,0.198626,1,153,153
4.15856,68.2254,0.96956,0.283365,0.282198,0.309065,0.20405,1,154,154
4.06768,67.1064,0.981524,0.294897,0.307983,0.276015,0.197586,1,155,155
4.03676,67.809,0.99127,0.292936,0.262546,0.296723,0.200562,1,156,156
4.04642,67.5135,1.00323,0.307536,0.294982,0.330539,0.202813,1,157,157
4.00923,66.2554,0.995863,0.306456,0.2621,0.295099,0.195541,1,158,158
4.08643,67.9275,1.02834,0.313907,0.260699,0.305586,0.204163,1,159,159
4.13352,71.3252,1.02601,0.300521,0.239144,0.359235,0.207286,1,160,160
3.80415,72.0127,0.969684,0.265723,0.297648,0.256755,0.208181,1,161,161
3.97087,74.6733,0.999165,0.243354,0.31206,0.288012,0.193702,1,162,162
4.01187,76.0822,1.056,0.280958,0.261533,0.350469,0.203706,1,163,163
3.95531,74.0513,1.0591,0.294135,0.245022,0.37282,0.200985,1,164,164
3.94516,71.4783,1.00722,0.28207,0.255058,0.382965,0.195647,1,165,165
4.00779,73.3957,0.987978,0.286227,0.309752,0.285814,0.194036,1,166,166
4.00735,68.9035,0.982786,0.317382,0.26891,0.304114,0.195903,1,167,167
4.08443,66.822,1.0853,0.302755,0.320432,0.305564,0.198821,1,168,168
4.11027,66.5111,1.08349,0.296907,0.295667,0.339753,0.202662,1,169,169
3.98809,66.9638,0.971662,0.266546,0.269926,0.292503,0.198414,1,170,170
4.00109,70.5373,0.985548,0.275022,0.234202,0.292933,0.199266,1,171,171
4.2238,70.9862,1.05534,0.24844,0.24474,0.342194,0.196985,1,172,172
4.24695,69.2044,0.954857,0.29353,0.252215,0.272161,0.199617,1,173,173
4.22199,70.1962,0.969749,0.290188,0.262808,0.28386,0.191025,1,174,174
4.16863,69.7566,0.978932,0.325398,0.270142,0.320827,0.195352,1,175,175
4.16136,68.3698,0.969927,0.319184,0.2535,0.28135,0.205158,1,176,176
4.03361,72.54,1.05958,0.314372,0.282358,0.337222,0.194352,1,177,177
4.08194,71.0506,1.02033,0.290113,0.275728,0.308732,0.204504,1,178,178
4.07512,69.4041,1.0515,0.302257,0.281536,0.329602,0.198107,1,179,179
4.04181,70.4932,1.00545,0.28154,0.244758,0.333452,0.19676,1,180,180
4.08255,70.9676,1.03273,0.324674,0.258241,0.319742,0.197442,1,181,181
3.94629,70.2339,0.936462,0.298984,0.289778,0.316932,0.197255,1,182,182
3.94201,67.2706,0.919993,0.305358,0.268043,0.344094,0.19581200000000001,1,183,183
4.0274,67.7082,0.98012,0.318011,0.292525,0.319093,0.20098,1,184,184
4.0545,69.1171,0.989089,0.314551,0.266302,0.318395,0.195581,1,185,185
3.96363,72.2832,0.973808,0.295725,0.289976,0.292107,0.203707,1,186,186
4.1356,75.3957,0.964649,0.280626,0.268859,0.348724,0.198048,1,187,187
4.11472,70.909,0.97649,0.279386,0.27769,0.251908,0.199385,1,188,188
4.17627,69.5447,0.898881,0.303053,0.286574,0.325022,0.196809,1,189,189
4.17124,69.6098,1.04437,0.334453,0.264657,0.274301,0.204526,1,190,190
4.18919,68.5374,1.00862,0.289949,0.275711,0.311924,0.198646,1,191,191
4.15361,70.9048,1.01525,0.300073,0.278354,0.308213,0.199879,1,192,192
4.09564,72.9418,1.03093,0.272504,0.244507,0.359601,0.200464,1,193,193
4.06956,69.3211,1.0194,0.270038,0.263729,0.390616,0.199807,1,194,194
4.07798,68.9808,1.04102,0.291198,0.266771,0.334821,0.200832,1,195,195
4.02999,69.6578,0.994372,0.329059,0.254716,0.371683,0.195747,1,196,196
3.93798,69.1161,0.981632,0.350035,0.247402,0.329997,0.197755,1,197,197
3.92796,67.4173,1.02268,0.331132,0.267626,0.366114,0.1942,1,198,198
3.99763,69.041,1.06648,0.330184,0.293806,0.339992,0.201052,1,199,199
4.05871,69.4686,1.02558,0.306201,0.27472,0.342188,0.19754,1,200,200
4.08757,70.9781,1.01372,0.30791,0.281303,0.307816,0.196029,1,201,201
4.20379,69.3707,0.968365,0.297504,0.286763,0.30586,0.200161,1,202,202
4.14016,69.525,1.04239,0.321797,0.237342,0.309945,0.197425,1,203,203
4.05344,70.2751,0.97166,0.320315,0.233006,0.28685,0.19519,1,204,204
4.06958,72.0603,0.964413,0.292722,0.267328,0.297949,0.200842,1,205,205
4.09448,70.0463,0.975675,0.297858,0.284741,0.277159,0.195744,1,206,206
4.03697,68.6257,0.945294,0.286556,0.281714,0.300795,0.200271,1,207,207
4.10451,70.1366,1.06592,0.323757,0.261775,0.377042,0.20134,1,208,208
4.10059,69.8079,1.09462,0.360849,0.245296,0.340664,0.196197,1,209,209
4.14069,67.5418,0.999039,0.315398,0.271196,0.322464,0.202507,1,210,210
4.12359,67.5258,0.983798,0.31852,0.27649,0.304822,0.194743,1,211,211
4.20255,72.7955,0.991034,0.302874,0.258455,0.323836,0.196466,1,212,212
4.16274,67.355,0.986316,0.323496,0.255538,0.322008,0.20209,1,213,213
4.26116,71.5062,1.0123,0.336824,0.262819,0.267174,0.192657,1,214,214
4.21449,71.0888,0.996242,0.338141,0.26492,0.303604,0.195164,1,215,215
4.22291,71.7631,1.00038,0.334012,0.2664,0.303778,0.202329,1,216,216
4.16724,72.6346,1.02501,0.312027,0.273262,0.312549,0.201273,1,217,217
4.23466,71.451,1.02074,0.327389,0.260604,0.282036,0.204924,1,218,218
4.36947,72.5996,1.0567,0.269901,0.267623,0.363072,0.201065,1,219,219
4.25769,73.7769,0.990497,0.277083,0.245781,0.29985,0.199619,1,220,220
4.17832,73.3412,0.996814,0.280096,0.273871,0.288829,0.194311,1,221,221
4.17538,72.4755,0.963352,0.293051,0.293358,0.327907,0.206809,1,222,222
4.19969,69.1191,1.05002,0.278847,0.237318,0.321844,0.20077,1,223,223
4.01958,68.5261,0.96476,0.307855,0.27111,0.37845,0.204123,1,224,224
4.06528,69.3392,0.993637,0.294065,0.267496,0.327429,0.206878,1,225,225
3.99327,70.1385,0.936774,0.290041,0.26758,0.304168,0.195836,1,226,226
4.02221,70.5251,0.975697,0.294967,0.304497,0.299316,0.200285,1,227,227
4.00298,68.8524,0.976896,0.288101,0.278005,0.317877,0.201573,1,228,228
4.00862,67.8566,0.982824,0.30365,0.26448700000000003,0.302149,0.204131,1,229,229
3.99,67.4758,1.04152,0.282216,0.287456,0.308378,0.201403,1,230,230
4.04571,71.3995,0.944819,0.27397,0.281339,0.263647,0.198296,1,231,231
3.94334,69.5889,0.998001,0.271366,0.264458,0.254736,0.196278,1,232,232
4.03587,71.1949,0.954639,0.301778,0.274592,0.371169,0.201486,1,233,233
4.04473,72.0717,0.967916,0.291392,0.275605,0.324836,0.202764,1,234,234
4.00489,69.0922,0.949546,0.284633,0.254103,0.300155,0.197052,1,235,235
4.11812,69.8008,1.0283,0.326527,0.30314,0.347884,0.196618,1,236,236
4.15115,67.2994,1.02102,0.250196,0.2523,0.313543,0.192141,1,237,237
4.24447,72.4785,0.974218,0.293838,0.275303,0.315464,0.194996,1,238,238
4.22741,69.2053,1.00785,0.287301,0.267751,0.326557,0.20162,1,239,239
4.2511,69.8451,1.01916,0.283517,0.281429,0.288675,0.198019,1,240,240
4.20352,68.9935,0.986883,0.294147,0.292644,0.303204,0.196811,1,241,241
4.16407,69.4463,0.99739,0.290638,0.269265,0.316402,0.201361,1,242,242
4.08512,67.6108,0.97185,0.293173,0.253866,0.314687,0.196957,1,243,243
4.12466,69.314,1.02654,0.297681,0.256503,0.348734,0.198613,1,244,244
4.18187,71.7415,0.981846,0.302713,0.274396,0.306364,0.198794,1,245,245
4.04093,66.8923,0.949777,0.308733,0.277601,0.383175,0.195883,1,246,246
4.08224,67.3647,1.02899,0.308445,0.281926,0.342676,0.198781,1,247,247
4.04552,66.4376,0.974186,0.319517,0.271062,0.359041,0.196982,1,248,248
4.04401,66.6017,0.974629,0.314254,0.274289,0.348602,0.197681,1,249,249
4.00278,69.004,0.993675,0.33002,0.278111,0.35625,0.20061,1,250,250
4.03956,69.5411,1.06283,0.356347,0.293368,0.30701,0.198481,1,251,251
3.99071,69.2679,1.00645,0.329602,0.265287,0.292433,0.202889,1,252,252
3.86377,68.394,0.97407,0.315084,0.261002,0.357812,0.196596,1,253,253
3.88191,69.1911,1.0027,0.297,0.242815,0.319361,0.19862,1,254,254
3.99474,71.9276,0.936094,0.321043,0.284088,0.371304,0.201608,1,255,255
3.98601,71.234,0.971141,0.284487,0.280936,0.336302,0.195837,1,256,256
4.03502,69.7312,1.04058,0.284999,0.260522,0.306699,0.198912,1,257,257
4.00449,69.3086,0.973728,0.317648,0.323028,0.306416,0.19822,1,258,258
4.06698,68.2404,0.955892,0.321089,0.291899,0.317912,0.196114,1,259,259
4.10267,69.2059,0.973325,0.317612,0.272393,0.354563,0.20199,1,260,260
4.05226,69.4617,1.01345,0.310371,0.27537,0.33658,0.192832,1,261,261
4.05493,69.9523,0.980222,0.297187,0.273451,0.320427,0.193625,1,262,262
3.9128,71.5794,0.957466,0.284675,0.288365,0.306525,0.202781,1,263,263
3.93039,68.2864,1.0033,0.322677,0.262755,0.312913,0.204058,1,264,264
4.0574,69.2458,1.01545,0.271646,0.284199,0.285161,0.196718,1,265,265
4.01932,70.6996,0.961443,0.320187,0.246935,0.355006,0.201234,1,266,266
4.11312,70.6519,0.990912,0.280021,0.242551,0.289872,0.195883,1,267,267
4.08737,70.62,0.960151,0.317407,0.243508,0.338321,0.200955,1,268,268
3.93585,71.5432,1.02193,0.299461,0.253854,0.32974,0.197443,1,269,269
4.0384,70.4644,1.08388,0.291694,0.250792,0.288568,0.199936,1,270,270
3.99636,70.4712,1.00739,0.288743,0.27788,0.283466,0.191643,1,271,271
4.1627,69.9108,1.04499,0.291605,0.250257,0.34678,0.206784,1,272,272
4.14512,68.6793,0.97987900000000006,0.288434,0.265341,0.267166,0.205283,1,273,273
4.08664,69.0088,0.980242,0.301944,0.262869,0.334442,0.204906,1,274,274
4.01328,74.2354,1.00129,0.2889,0.258321,0.292108,0.203241,1,275,275
4.06494,71.8815,1.01282,0.291432,0.280379,0.311208,0.194094,1,276,276
4.07279,68.9224,1.00725,0.265168,0.280359,0.339839,0.204592,1,277,277
4.10474,68.8473,1.01047,0.256676,0.284874,0.340607,0.199452,1,278,278
4.13264,68.5571,1.00144,0.252812,0.294906,0.346208,0.193748,1,279,279
4.09852,68.3756,0.987551,0.255213,0.293919,0.295311,0.198279,1,280,280
3.93267,68.3912,1.05745,0.276686,0.31776,0.311387,0.197147,1,281,281
3.88822,67.7221,0.938158,0.273985,0.289483,0.308342,0.198247,1,282,282
3.84623,68.0604,0.997858,0.254468,0.277615,0.321607,0.196832,1,283,283
3.91941,66.9877,0.978519,0.280703,0.263346,0.318085,0.20833,1,284,284
3.89957,67.6116,1.00377,0.269643,0.254382,0.305809,0.201136,1,285,285
3.92909,67.024,1.02193,0.288852,0.310208,0.316431,0.204388,1,286,286
3.9411,67.3615,1.01897,0.268542,0.28914,0.301021,0.195796,1,287,287
4.05069,71.9909,0.980037,0.286887,0.285073,0.336074,0.193062,1,288,288
4.00461,69.0478,1.00036,0.304074,0.26526,0.329385,0.199044,1,289,289
4.02229,69.7587,0.98028,0.314004,0.256661,0.355396,0.194333,1,290,290
4.11192,72.2354,0.952523,0.289424,0.265878,0.315063,0.200017,1,291,291
4.04021,71.1849,0.985241,0.29142,0.244814,0.369416,0.202536,1,292,292
4.04509,71.5554,0.955016,0.293684,0.265046,0.370419,0.197947,1,293,293
4.1061,70.2763,1.08243,0.283777,0.27386,0.312115,0.200853,1,294,294
4.06609,67.6155,0.935927,0.316693,0.260435,0.339753,0.199231,1,295,295
3.96335,69.1482,1.05495,0.283868,0.268753,0.312476,0.199427,1,296,296
3.97338,70.3175,0.968822,0.275272,0.260896,0.268136,0.197952,1,297,297
4.00484,70.4728,0.971012,0.299433,0.28269,0.360734,0.198853,1,298,298
4.04687,71.301,1.04907,0.294985,0.280068,0.272842,0.204427,1,299,299
4.03499,68.6085,0.960994,0.28589,0.303455,0.289199,0.196327,1,300,300
4.12717,68.8596,0.986887,0.268153,0.301332,0.263596,0.202244,1,301,301
4.09535,69.2749,1.01856,0.278378,0.306559,0.326252,0.194699,1,302,302
4.10654,69.0375,1.00511,0.281731,0.29673,0.333157,0.195653,1,303,303
3.90939,70.4474,0.954069,0.306078,0.267277,0.329793,0.193477,1,304,304
3.96105,68.8707,0.96145099999999994,0.31407,0.260415,0.351314,0.196478,1,305,305
4.02922,69.9188,0.990776,0.297945,0.288621,0.327262,0.195012,1,306,306
4.09689,68.5696,1.03006,0.301307,0.31349900000000003,0.332334,0.1936,1,307,307
4.10778,69.3938,1.04336,0.311135,0.309982,0.356007,0.196261,1,308,308
4.10499,71.9562,0.987653,0.323808,0.329945,0.296678,0.192873,1,309,309
3.94042,69.2403,0.996603,0.303101,0.327303,0.333559,0.201444,1,310,310
3.96475,68.9723,0.956423,0.296394,0.253251,0.360285,0.201815,1,311,311
4.0337,68.7813,1.04039,0.29438,0.221915,0.365884,0.195918,1,312,312
4.14904,70.2488,0.972768,0.297058,0.297525,0.348686,0.202186,1,313,313
4.06539,69.8152,1.01102,0.302663,0.247656,0.298482,0.198501,1,314,314
4.04419,69.0493,0.984388,0.284819,0.2842,0.324833,0.196268,1,315,315
4.2308,67.4325,1.00987,0.300173,0.248541,0.350228,0.20415,1,316,316
3.90812,70.9295,0.972552,0.34068,0.275001,0.359127,0.202855,1,317,317
3.88402,70.7062,1.00146,0.34143,0.249905,0.368851,0.193293,1,318,318
3.96552,69.8923,0.992394,0.33319,0.266021,0.316455,0.197867,1,319,319
4.02173,69.1598,1.04456,0.285747,0.285879,0.289993,0.198226,1,320,320
4.05717,73.2901,0.953928,0.300377,0.27466,0.326174,0.197792,1,321,321
4.04026,70.5745,0.955962,0.299913,0.261107,0.352397,0.199222,1,322,322
3.9839,73.0611,1.0376,0.292651,0.299939,0.30705,0.193622,1,323,323
3.96071,72.2466,1.02534,0.288154,0.293774,0.30104,0.195006,1,324,324
3.97684,71.0939,0.947066,0.313844,0.288483,0.329018,0.199186,1,325,325
4.0249,70.8933,1.0141,0.319039,0.278493,0.318298,0.198018,1,326,326
4.02427,68.2127,0.979729,0.288804,0.30912,0.348179,0.196911,1,327,327
3.94513,70.1044,0.998268,0.309432,0.247792,0.358591,0.198293,1,328,328
3.89526,68.757,0.973018,0.317156,0.251024,0.330282,0.200392,1,329,329
3.99485,70.9643,1.04059,0.291961,0.25531,0.341557,0.19978,1,330,330
4.03899,70.6045,0.987583,0.284962,0.252117,0.317662,0.197296,1,331,331
3.88801,70.4513,0.962077,0.291577,0.249649,0.313322,0.19896,1,332,332
3.94749,67.6559,1.01469,0.29649,0.273367,0.32248,0.198246,1,333,333
4.05962,71.3181,0.983624,0.272204,0.257123,0.276008,0.198007,1,334,334
4.06098,69.1139,1.00797,0.286421,0.29246,0.32865,0.19616,1,335,335
4.08612,67.2632,0.990805,0.302677,0.271861,0.402158,0.202065,1,336,336
4.19295,68.7521,0.970428,0.315114,0.25468,0.317924,0.203812,1,337,337
4.24274,66.5881,1.0057,0.312999,0.287601,0.35392,0.191841,1,338,338
4.31139,67.4484,1.00994,0.309457,0.272463,0.261164,0.199901,1,339,339
