TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma_p,.chain,.iteration,.draw
3.89327,72.3366,1.0402,0.312055,0.288892,0.328718,0.188387,1,37,37
3.86836,71.075,1.03292,0.303687,0.28031,0.312894,0.196711,1,38,38
3.87474,71.5317,1.04042,0.31188,0.278424,0.295135,0.19724,1,39,39
3.85884,72.359,0.983208,0.323524,0.269133,0.324801,0.194409,1,40,40
4.00168,73.029,0.991242,0.320624,0.251856,0.351529,0.195404,1,41,41
3.98468,72.0405,0.971481,0.325322,0.264275,0.32147,0.189243,1,42,42
3.92944,70.5556,0.994261,0.276777,0.249145,0.360949,0.198883,1,43,43
3.96879,71.3205,0.988591,0.28528,0.249294,0.35213,0.192003,1,44,44
4.01333,69.2345,0.996843,0.302959,0.266694,0.330777,0.201063,1,45,45
3.98166,69.015,0.962651,0.268772,0.266033,0.317441,0.189167,1,46,46
4.04334,68.5254,1.01153,0.296021,0.271453,0.375216,0.197313,1,47,47
4.05797,70.2877,1.00684,0.276225,0.283678,0.341989,0.196851,1,48,48
4.03759,69.8355,0.972968,0.28176,0.280745,0.351404,0.195467,1,49,49
4.12909,74.0215,0.985044,0.293549,0.235022,0.31662,0.194727,1,50,50
4.01751,71.6422,0.961322,0.299171,0.234182,0.31698,0.194605,1,51,51
4.03957,70.8723,1.02298,0.286067,0.238736,0.275004,0.19929,1,52,52
4.01166,70.218,1.01476,0.283718,0.232792,0.255288,0.197279,1,53,53
4.02397,71.3768,1.04484,0.286578,0.243197,0.290672,0.194947,1,54,54
4.20914,72.1867,1.03201,0.313155,0.263475,0.360928,0.197209,1,55,55
3.87661,69.4783,0.996981,0.271539,0.232901,0.308435,0.195046,1,56,56
3.95527,71.4905,1.04731,0.292406,0.249367,0.375779,0.190912,1,57,57
3.87033,70.8521,0.9824,0.316303,0.219677,0.294712,0.197869,1,58,58
3.95047,72.4922,0.981893,0.258906,0.2547,0.406531,0.197878,1,59,59
3.86543,69.961,0.952689,0.262632,0.262205,0.342642,0.19006,1,60,60
3.89077,69.022,0.985074,0.29463,0.244063,0.297767,0.199588,1,61,61
3.90608,67.9032,0.933782,0.287154,0.271802,0.366745,0.18662,1,62,62
4.0094,69.6311,1.03323,0.298918,0.254162,0.29571,0.200094,1,63,63
4.06806,69.4968,0.997056,0.329082,0.270858,0.307714,0.192312,1,64,64
3.86676,67.0396,0.966135,0.315207,0.257118,0.375256,0.1915,1,65,65
3.80268,68.1553,1.05312,0.292469,0.239483,0.379495,0.196575,1,66,66
3.93309,67.2623,1.0167,0.296883,0.288868,0.318462,0.199057,1,67,67
3.84732,68.454,1.04659,0.284127,0.280523,0.307382,0.194404,1,68,68
3.94347,66.6847,0.989259,0.272739,0.232767,0.330486,0.19785,1,69,69
3.96871,67.6411,0.991938,0.270731,0.252268,0.289467,0.190125,1,70,70
3.99122,70.8567,1.00284,0.268695,0.247687,0.298217,0.19439,1,71,71
3.91408,69.5769,0.99675,0.264366,0.267211,0.320159,0.192777,1,72,72
3.92079,70.2136,1.04814,0.280989,0.257279,0.363568,0.188328,1,73,73
3.86481,72.4991,1.01217,0.287586,0.266362,0.284402,0.20553,1,74,74
4.107,70.8015,1.00923,0.287911,0.246508,0.319445,0.192828,1,75,75
4.1915,69.0157,0.99156,0.293376,0.305578,0.306001,0.192026,1,76,76
4.16688,69.4398,0.971865,0.287484,0.318777,0.294307,0.198369,1,77,77
4.29782,70.8367,1.05811,0.31909,0.328907,0.308353,0.19645,1,78,78
4.19733,70.3915,1.08367,0.293064,0.249222,0.272079,0.189584,1,79,79
4.02279,67.3463,1.01831,0.29353,0.253949,0.322663,0.193182,1,80,80
4.16251,69.5092,1.03392,0.293529,0.260276,0.325255,0.203908,1,81,81
3.91778,75.2077,0.988866,0.268742,0.245743,0.347022,0.195644,1,82,82
3.82434,71.9352,1.02443,0.284623,0.267558,0.352148,0.191769,1,83,83
3.85133,72.1361,1.03667,0.286389,0.269643,0.34495,0.191159,1,84,84
3.83277,71.756,1.00083,0.287697,0.281165,0.326544,0.192983,1,85,85
3.75458,71.1008,1.01325,0.282131,0.286913,0.324218,0.19059,1,86,86
3.72708,70.4077,0.995308,0.295128,0.284446,0.303771,0.185512,1,87,87
3.75013,70.9368,0.969499,0.287419,0.286088,0.3257,0.189983,1,88,88
3.95644,72.9486,1.02205,0.325278,0.250086,0.333454,0.193905,1,89,89
3.89412,68.8766,0.974638,0.29074,0.285955,0.333611,0.191904,1,90,90
3.90229,69.5797,0.992439,0.296365,0.283813,0.363728,0.19386,1,91,91
3.88805,70.114,0.983198,0.303333,0.300206,0.372066,0.193476,1,92,92
3.87107,72.0996,0.986101,0.299811,0.324952,0.342746,0.194906,1,93,93
3.94531,70.576,0.957098,0.290636,0.321582,0.31373,0.189697,1,94,94
4.02366,70.3844,0.95748,0.279922,0.291832,0.349908,0.191742,1,95,95
4.03416,70.419,0.951192,0.28071,0.282006,0.337226,0.191769,1,96,96
3.93603,70.6536,0.94985,0.300428,0.280011,0.309902,0.195731,1,97,97
3.96136,71.45,0.98251,0.30027,0.281581,0.308243,0.190633,1,98,98
3.95139,69.3018,1.04244,0.296921,0.314393,0.301659,0.194899,1,99,99
3.93216,68.2069,0.966116,0.293883,0.256941,0.323972,0.190271,1,100,100
3.98208,67.0817,0.932226,0.270028,0.261809,0.336612,0.194616,1,101,101
3.96336,66.9111,0.989971,0.304987,0.265992,0.3129,0.191813,1,102,102
4.05893,66.9156,1.00364,0.319724,0.263304,0.281416,0.194172,1,103,103
4.01866,66.4964,1.05966,0.303623,0.263825,0.326108,0.191124,1,104,104
3.96468,68.7309,1.02523,0.308138,0.261518,0.321235,0.198023,1,105,105
3.92299,70.0782,1.06065,0.293718,0.267946,0.326413,0.200954,1,106,106
3.93274,69.5726,1.03362,0.280003,0.26459,0.330462,0.190558,1,107,107
4.03968,72.706,1.00548,0.3099,0.260825,0.326094,0.196573,1,108,108
3.94672,70.8554,1.06011,0.319238,0.303083,0.358752,0.189154,1,109,109
3.96498,71.621,1.04734,0.311881,0.296401,0.326613,0.194516,1,110,110
3.91619,69.6666,0.994572,0.352212,0.244846,0.324464,0.19201,1,111,111
3.96263,70.1117,0.997217,0.334358,0.266306,0.330796,0.193571,1,112,112
3.90967,71.7606,0.986102,0.317721,0.301033,0.328386,0.189903,1,113,113
3.91525,71.8131,1.01606,0.350607,0.312464,0.308768,0.194756,1,114,114
3.9354,72.5925,1.00207,0.320009,0.333654,0.323914,0.199573,1,115,115
3.919,74.0388,0.989025,0.329946,0.303587,0.285477,0.198546,1,116,116
3.86618,74.0438,1.00064,0.35327,0.290299,0.358329,0.191835,1,117,117
3.8666,74.0906,1.00196,0.356851,0.288255,0.336534,0.190208,1,118,118
3.81704,74.2821,1.00796,0.325065,0.311821,0.327156,0.192132,1,119,119
3.83428,72.1816,1.02211,0.339545,0.274962,0.321704,0.190211,1,120,120
3.79767,72.0757,1.04242,0.349581,0.307257,0.356835,0.188977,1,121,121
3.88007,73.0932,0.981515,0.33244,0.287783,0.32585,0.194655,1,122,122
4.05307,72.2178,1.05442,0.328718,0.267038,0.317407,0.197123,1,123,123
4.069,71.8368,1.09803,0.32649,0.267157,0.319626,0.19274,1,124,124
4.0339,71.5215,0.983556,0.317865,0.268547,0.340697,0.191045,1,125,125
3.96821,68.7146,1.00224,0.352196,0.27057,0.340043,0.193477,1,126,126
4.08769,73.3854,1.01705,0.322587,0.285035,0.326938,0.194268,1,127,127
4.04411,71.8232,0.947433,0.358244,0.289041,0.3307,0.195288,1,128,128
4.10034,72.2188,0.998528,0.301089,0.260112,0.318561,0.193849,1,129,129
4.14578,71.9168,0.980305,0.308168,0.265401,0.347146,0.200108,1,130,130
4.10724,70.5705,1.01324,0.348254,0.25493,0.311936,0.204298,1,131,131
4.11668,69.6745,0.997856,0.325306,0.275952,0.288907,0.192488,1,132,132
4.05999,68.6717,1.03349,0.320979,0.27958,0.316286,0.197748,1,133,133
4.10167,70.9836,1.03105,0.318154,0.276576,0.338253,0.202079,1,134,134
3.87002,69.0056,0.981675,0.300899,0.284153,0.325998,0.194659,1,135,135
3.97426,70.1414,0.986901,0.323256,0.278995,0.290392,0.194333,1,136,136
3.90346,72.3989,0.950839,0.30555,0.29501,0.31984,0.193944,1,137,137
3.9816,70.1919,0.979971,0.306138,0.263476,0.338081,0.193695,1,138,138
3.93908,69.219,0.955133,0.322286,0.281648,0.348656,0.197015,1,139,139
4.058,70.0422,1.06136,0.313967,0.268999,0.332122,0.190662,1,140,140
4.04279,69.726,1.03052,0.331705,0.254465,0.334198,0.192235,1,141,141
3.88092,68.5265,1.0114,0.290921,0.259623,0.329855,0.19402,1,142,142
3.90271,67.9168,0.997474,0.261812,0.271091,0.368202,0.189094,1,143,143
3.84931,69.3235,0.996299,0.271795,0.25636,0.3831,0.194456,1,144,144
3.80031,73.825,0.982947,0.29147,0.299027,0.312253,0.196708,1,145,145
3.88667,73.6106,1.01548,0.310034,0.32581,0.32862,0.191008,1,146,146
3.94448,72.991,1.00487,0.307185,0.308872,0.320802,0.191289,1,147,147
4.01623,74.5396,1.04731,0.293577,0.343551,0.312948,0.192705,1,148,148
3.95768,71.4257,1.04475,0.309858,0.290186,0.324125,0.194482,1,149,149
3.94189,70.564,0.963041,0.315679,0.281051,0.329984,0.190976,1,150,150
3.93998,71.9427,1.02494,0.312994,0.284565,0.349212,0.194932,1,151,151
4.0004,69.8374,1.00259,0.301893,0.260281,0.323167,0.188952,1,152,152
3.94965,69.7981,1.03892,0.308498,0.274431,0.311565,0.19363,1,153,153
3.88762,68.1504,0.993138,0.330509,0.265724,0.298942,0.189396,1,154,154
3.88803,70.1778,0.988681,0.315267,0.248681,0.313908,0.198382,1,155,155
3.81804,70.7379,0.990866,0.345133,0.265039,0.296266,0.19087,1,156,156
3.97578,69.8153,1.04705,0.318673,0.302801,0.342884,0.192878,1,157,157
3.90383,68.2682,1.06289,0.298189,0.260457,0.312456,0.192773,1,158,158
3.87434,68.8,1.04228,0.30757,0.249483,0.307974,0.196315,1,159,159
4.04206,72.152,0.963366,0.322272,0.27286,0.343658,0.198263,1,160,160
3.89462,70.4168,1.03446,0.341682,0.257869,0.29349,0.198747,1,161,161
3.91577,70.9559,1.02534,0.338229,0.24821,0.316372,0.186499,1,162,162
3.94091,71.8027,1.0348,0.341407,0.253357,0.330993,0.185894,1,163,163
3.97691,73.6248,1.03601,0.319366,0.280795,0.299851,0.199749,1,164,164
3.97098,72.1637,0.98564,0.302533,0.280695,0.281919,0.198652,1,165,165
3.87295,72.8103,0.995332,0.339968,0.261062,0.266646,0.191188,1,166,166
3.87034,69.9628,1.0356,0.311188,0.276197,0.345215,0.192388,1,167,167
3.90712,70.0787,1.03183,0.313853,0.264674,0.310956,0.189558,1,168,168
3.90662,70.8383,0.992408,0.324037,0.246806,0.365385,0.194207,1,169,169
4.0011,73.4852,0.953864,0.314224,0.310429,0.343009,0.199127,1,170,170
3.9994,71.96,1.09554,0.333366,0.261911,0.313275,0.192934,1,171,171
3.97872,71.3465,1.00455,0.324526,0.254647,0.298499,0.184856,1,172,172
4.05517,68.2738,0.968686,0.31803,0.276479,0.327208,0.190209,1,173,173
4.05112,69.1157,0.98123,0.312312,0.304002,0.348565,0.198044,1,174,174
4.01071,70.5931,1.02147,0.309553,0.246055,0.29707,0.190438,1,175,175
3.9683,71.6854,1.01885,0.297938,0.236993,0.380046,0.200247,1,176,176
4.07037,73.1684,0.965444,0.309437,0.264958,0.288699,0.193347,1,177,177
3.91723,71.3162,0.974072,0.300043,0.261375,0.346787,0.1945,1,178,178
3.9687,71.5662,0.950129,0.295321,0.246921,0.297164,0.198791,1,179,179
3.91724,69.387200000000007,0.968939,0.278392,0.242839,0.321243,0.189152,1,180,180
3.92942,71.2772,0.972883,0.296916,0.242989,0.307593,0.202143,1,181,181
3.77631,72.1989,0.98551,0.322146,0.241107,0.318606,0.195447,1,182,182
3.82609,71.6033,0.960078,0.28146,0.235514,0.317795,0.193513,1,183,183
3.82058,70.8119,1.01948,0.293773,0.266878,0.331173,0.197992,1,184,184
3.7826,70.6822,1.05838,0.308069,0.278629,0.388874,0.198667,1,185,185
3.75915,71.5884,0.985529,0.298153,0.234402,0.257756,0.197757,1,186,186
3.77554,73.9557,0.997307,0.306936,0.25761,0.295004,0.194302,1,187,187
3.80381,69.9262,0.955208,0.353587,0.238167,0.32939,0.194042,1,188,188
3.79554,69.7686,0.982288,0.301385,0.274206,0.377784,0.192752,1,189,189
3.77798,71.6306,0.987583,0.318909,0.277029,0.366545,0.192279,1,190,190
3.80917,70.6458,1.00373,0.310782,0.305944,0.317465,0.19135,1,191,191
3.82655,71.1612,1.02109,0.300546,0.286097,0.342087,0.192204,1,192,192
3.97343,67.919,0.956659,0.291764,0.270761,0.384186,0.190781,1,193,193
3.96243,69.7777,1.00493,0.283806,0.258164,0.372214,0.194037,1,194,194
3.99816,67.2228,0.962445,0.319093,0.287705,0.327496,0.190874,1,195,195
4.11257,68.6764,1.04148,0.295401,0.295486,0.368927,0.192165,1,196,196
4.03539,68.6953,1.02996,0.314604,0.306265,0.36736,0.190734,1,197,197
4.17912,68.9215,1.05143,0.326179,0.246626,0.352872,0.191907,1,198,198
4.14375,70.6827,1.10041,0.314696,0.259686,0.383448,0.194587,1,199,199
4.10965,69.4783,1.06821,0.315949,0.242178,0.386247,0.191585,1,200,200
4.03857,70.7418,0.998923,0.296607,0.265834,0.314153,0.194299,1,201,201
3.89489,70.4895,1.00766,0.327352,0.261003,0.315602,0.197617,1,202,202
3.86419,67.8416,1.00464,0.303021,0.257078,0.313836,0.192405,1,203,203
3.99188,69.101,1.05769,0.31373,0.278956,0.351901,0.19673,1,204,204
4.07667,70.2932,1.0127,0.312337,0.272545,0.338672,0.187646,1,205,205
4.07326,74.2901,1.03391,0.310051,0.261318,0.362874,0.198811,1,206,206
4.00559,74.2356,1.00378,0.293623,0.257979,0.319305,0.194832,1,207,207
4.17795,74.264,1.06244,0.299734,0.299577,0.350995,0.191002,1,208,208
4.08473,71.4916,1.04388,0.296717,0.295154,0.377127,0.192671,1,209,209
4.10207,71.7522,0.984124,0.294223,0.266148,0.358123,0.193257,1,210,210
4.1786,71.0829,0.983852,0.322261,0.251177,0.377224,0.197109,1,211,211
4.17244,70.7937,0.988296,0.321677,0.253051,0.381677,0.198665,1,212,212
4.17937,72.2495,1.02598,0.278094,0.266147,0.333343,0.18977,1,213,213
3.95407,68.3153,0.970422,0.309286,0.301531,0.374631,0.19529,1,214,214
4.00428,69.212,0.990706,0.330234,0.272698,0.354394,0.186807,1,215,215
4.02184,69.8107,1.01401,0.345849,0.292893,0.359327,0.190935,1,216,216
3.98575,68.4183,0.980838,0.326162,0.289483,0.358537,0.195349,1,217,217
3.97357,69.9543,1.03995,0.327943,0.29396,0.351284,0.192277,1,218,218
4.02264,71.9288,1.01478,0.344893,0.262419,0.376485,0.1962,1,219,219
3.91092,67.5048,1.03175,0.31035,0.271559,0.284612,0.190881,1,220,220
4.00195,72.733,0.979692,0.285981,0.248867,0.319176,0.19570100000000001,1,221,221
4.03565,68.7014,1.00799,0.334056,0.288451,0.353413,0.195749,1,222,222
4.11457,71.0637,0.969292,0.298696,0.246294,0.327122,0.188504,1,223,223
4.17206,69.7341,1.01286,0.315665,0.290253,0.293934,0.199429,1,224,224
4.15583,68.2043,1.00755,0.286098,0.287285,0.362388,0.191248,1,225,225
4.12274,70.4203,1.03279,0.270426,0.301224,0.32537,0.191227,1,226,226
4.13756,71.4557,1.04011,0.339828,0.236209,0.36475,0.190472,1,227,227
4.00756,69.9886,1.01704,0.312796,0.313924,0.367859,0.196819,1,228,228
3.99132,70.3275,0.97658,0.334089,0.265666,0.388486,0.190354,1,229,229
3.95488,73.9115,1.00768,0.318753,0.262333,0.285386,0.195965,1,230,230
3.92368,72.53,1.03064,0.313867,0.240659,0.337113,0.192298,1,231,231
3.93581,71.7398,1.0332,0.308174,0.243604,0.337665,0.192955,1,232,232
3.97938,71.8369,1.02044,0.317849,0.286037,0.344157,0.194028,1,233,233
4.10725,69.473,1.04557,0.314009,0.264054,0.319038,0.196904,1,234,234
3.87556,70.139,0.986363,0.30273,0.291971,0.325381,0.195878,1,235,235
3.88129,68.2192,0.937467,0.311251,0.292417,0.307191,0.189353,1,236,236
3.89291,71.5198,1.01139,0.296032,0.244557,0.372422,0.197743,1,237,237
3.9439,70.9623,0.99811,0.303549,0.249284,0.321267,0.198137,1,238,238
3.85652,70.1701,1.01367,0.308845,0.259727,0.359673,0.189486,1,239,239
3.84265,70.6345,0.997955,0.292008,0.257816,0.30594,0.1864,1,240,240
3.82045,70.5807,1.01558,0.311834,0.276373,0.3267,0.194171,1,241,241
3.7858,71.1091,0.994316,0.321923,0.248669,0.317236,0.189217,1,242,242
3.823,71.6461,1.01121,0.312748,0.265737,0.367919,0.198492,1,243,243
3.71845,68.6768,0.986989,0.295703,0.258114,0.365521,0.188919,1,244,244
3.76499,69.588,1.01928,0.296908,0.269075,0.322663,0.19636,1,245,245
3.91599,70.5049,0.981301,0.305906,0.262273,0.300694,0.197113,1,246,246
3.9349,71.5642,0.957881,0.327961,0.268839,0.275555,0.197815,1,247,247
3.97731,70.7368,0.91424,0.33613,0.250199,0.294586,0.191415,1,248,248
4.04234,74.4549,1.09406,0.309862,0.277976,0.351608,0.191761,1,249,249
4.01925,73.0503,1.05616,0.326041,0.243881,0.350683,0.193432,1,250,250
4.09419,70.2148,1.05372,0.296804,0.259834,0.352855,0.193741,1,251,251
4.18858,71.4514,1.02215,0.29475,0.266978,0.379676,0.191823,1,252,252
4.17269,69.8401,1.02607,0.291695,0.258026,0.361466,0.193384,1,253,253
4.17328,70.0698,1.05098,0.288884,0.268254,0.342994,0.191446,1,254,254
4.22605,71.0839,1.04988,0.324169,0.271158,0.349515,0.191526,1,255,255
4.1619,69.5772,1.02617,0.317273,0.278369,0.343107,0.187542,1,256,256
4.28699,71.2283,1.01773,0.315027,0.276046,0.379241,0.197757,1,257,257
4.22286,68.7666,0.973563,0.292912,0.284671,0.362282,0.188131,1,258,258
4.19362,70.3392,0.959902,0.307649,0.278887,0.336044,0.1977,1,259,259
4.22047,69.4187,1.05109,0.31561,0.280808,0.329548,0.190487,1,260,260
4.22716,69.0027,1.05126,0.319861,0.278543,0.331812,0.190376,1,261,261
4.14709,68.1191,1.00236,0.327684,0.281766,0.327969,0.195676,1,262,262
4.23,69.1771,1.00236,0.322898,0.288474,0.329777,0.197051,1,263,263
4.01579,67.3815,1.01298,0.29279,0.26746,0.337487,0.185898,1,264,264
4.12213,68.4592,1.04724,0.325962,0.301597,0.405787,0.192646,1,265,265
4.03256,68.5009,1.04304,0.315397,0.286191,0.351532,0.199819,1,266,266
3.95643,70.8432,0.999659,0.325895,0.245993,0.352516,0.196599,1,267,267
3.99906,72.2072,1.00818,0.334826,0.284075,0.295504,0.196355,1,268,268
3.90637,70.4236,1.02622,0.327899,0.271978,0.275463,0.19294,1,269,269
3.92855,71.1453,1.07059,0.3277,0.272049,0.296095,0.198608,1,270,270
4.00634,71.2763,0.986321,0.332388,0.275554,0.307965,0.188677,1,271,271
4.16213,73.1626,0.986868,0.345187,0.258509,0.317715,0.191181,1,272,272
4.09629,72.5273,0.972402,0.35484,0.275039,0.355523,0.186511,1,273,273
4.01386,71.7527,0.969551,0.346756,0.280512,0.325541,0.18361,1,274,274
4.11586,74.184,1.0288,0.370121,0.307173,0.359016,0.202239,1,275,275
4.14151,73.8633,1.05736,0.382973,0.301499,0.368038,0.202035,1,276,276
4.10292,72.5954,1.01184,0.367998,0.292242,0.375164,0.205442,1,277,277
4.05473,72.6657,1.03202,0.367947,0.281963,0.352781,0.203064,1,278,278
4.05052,68.805,0.973012,0.335928,0.271372,0.308872,0.186028,1,279,279
4.02238,69.8681,0.981937,0.342832,0.257702,0.329883,0.193298,1,280,280
3.95065,70.6923,1.05779,0.319883,0.269303,0.3303,0.192508,1,281,281
3.98781,69.4263,1.07315,0.33358,0.271808,0.327738,0.189454,1,282,282
3.96149,68.8015,0.993409,0.319966,0.261492,0.325518,0.190611,1,283,283
4.01843,73.1413,1.05514,0.30895,0.287289,0.345442,0.189243,1,284,284
3.89458,69.8035,0.9943,0.305425,0.290736,0.373993,0.193444,1,285,285
4.00464,74.1113,1.09017,0.302836,0.298353,0.342152,0.196639,1,286,286
3.96849,69.2561,0.962241,0.286925,0.244857,0.351323,0.196803,1,287,287
3.96582,68.9967,0.971545,0.281899,0.259411,0.326084,0.185159,1,288,288
4.02831,72.9331,1.03601,0.265877,0.238473,0.335343,0.199349,1,289,289
4.00856,71.3129,1.00685,0.270674,0.257847,0.309674,0.189853,1,290,290
4.12509,75.286,1.06818,0.296754,0.273748,0.375398,0.196915,1,291,291
4.14896,75.289,1.04464,0.293449,0.278239,0.365256,0.195899,1,292,292
3.99607,67.1558,0.995876,0.301221,0.256732,0.282213,0.188814,1,293,293
3.98531,68.2217,0.999373,0.30362,0.25852,0.298966,0.188295,1,294,294
3.98697,68.3228,0.994331,0.304876,0.260065,0.297458,0.187598,1,295,295
3.9921,68.3342,0.995468,0.305218,0.259111,0.294881,0.187556,1,296,296
3.87785,71.4053,0.986243,0.288345,0.274778,0.348917,0.197038,1,297,297
3.81175,71.0922,1.00696,0.309431,0.245388,0.332478,0.188637,1,298,298
4.039,68.3395,0.963188,0.296669,0.268896,0.340743,0.19764,1,299,299
4.03279,68.7516,0.981766,0.297021,0.273629,0.319347,0.194549,1,300,300
4.01055,71.8913,1.00771,0.303078,0.275565,0.336609,0.196509,1,301,301
4.00539,72.2789,1.01985,0.288976,0.263153,0.318106,0.194308,1,302,302
3.85967,70.9952,1.00005,0.259319,0.286642,0.311022,0.197519,1,303,303
3.91291,70.6155,1.027,0.26865,0.240445,0.366874,0.189798,1,304,304
3.8775,71.1109,0.987762,0.270966,0.249962,0.355851,0.189932,1,305,305
3.82184,69.3316,1.03397,0.278796,0.267947,0.336242,0.198084,1,306,306
3.81268,70.619,0.990443,0.284152,0.266263,0.304665,0.190054,1,307,307
3.83402,72.3565,1.01786,0.268098,0.27153,0.312454,0.193028,1,308,308
3.81853,71.3026,1.0098800000000001,0.279145,0.263658,0.322638,0.19792,1,309,309
3.82504,73.1612,1.0648,0.262338,0.261596,0.312526,0.191113,1,310,310
3.80593,74.1103,1.11089,0.275833,0.258462,0.29953,0.192089,1,311,311
3.84569,76.2684,1.10557,0.25873,0.280924,0.354106,0.196883,1,312,312
3.79329,70.4889,0.938574,0.257141,0.265565,0.303252,0.195704,1,313,313
3.77561,70.4857,0.972263,0.256268,0.274656,0.296278,0.196751,1,314,314
3.76383,72.1436,1.03735,0.274553,0.241117,0.324998,0.190103,1,315,315
3.85133,72.2349,1.03124,0.264561,0.256794,0.315915,0.196268,1,316,316
3.78086,74.4886,1.0513,0.285411,0.231858,0.314676,0.191212,1,317,317
3.91885,66.4629,0.952716,0.281003,0.293349,0.364563,0.19275,1,318,318
3.98288,67.7884,0.923478,0.282116,0.303669,0.335493,0.191304,1,319,319
4.02383,70.3438,0.96539,0.25816,0.293678,0.34796,0.199433,1,320,320
3.96091,67.364,1.06135,0.284213,0.244982,0.33856,0.197125,1,321,321
3.98604,69.2667,1.04334,0.285545,0.241028,0.337656,0.192491,1,322,322
3.93533,69.5457,0.980016,0.2814,0.277097,0.324258,0.19481,1,323,323
3.92498,69.6264,1.01446,0.282791,0.252806,0.361771,0.192591,1,324,324
3.92434,69.7553,1.00769,0.291116,0.250949,0.332808,0.195379,1,325,325
3.91363,69.8072,1.05155,0.3097,0.262652,0.306491,0.190673,1,326,326
3.90504,69.6912,1.02977,0.330091,0.260798,0.308393,0.191816,1,327,327
4.00247,71.2061,1.01746,0.290395,0.248566,0.268399,0.201181,1,328,328
3.92576,70.8702,0.974177,0.303152,0.266874,0.32518,0.198628,1,329,329
3.846,68.5204,0.948709,0.302559,0.261227,0.313924,0.198084,1,330,330
4.00424,71.3824,0.956459,0.306499,0.254317,0.299179,0.189151,1,331,331
3.96836,73.1842,1.00652,0.286179,0.239197,0.328864,0.191636,1,332,332
3.90481,70.4878,1.04152,0.279153,0.257941,0.318211,0.197535,1,333,333
3.81133,70.344,0.974957,0.322847,0.273874,0.285836,0.194035,1,334,334
3.94908,73.6572,1.05734,0.32138,0.276851,0.358566,0.196085,1,335,335
3.90168,73.3356,1.01224,0.334689,0.275469,0.347414,0.201471,1,336,336
3.91792,73.9829,1.03535,0.332382,0.288268,0.359854,0.19404,1,337,337
4.03281,65.2057,0.977164,0.304891,0.258867,0.322645,0.186451,1,338,338
3.98505,68.0416,0.957506,0.300845,0.280202,0.328782,0.197882,1,339,339
