TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma_p,.chain,.iteration,.draw
3.73945,71.3182,0.953025,0.293541,0.282438,0.357993,0.201127,1,47,47
3.73033,72.4822,1.0165,0.28617,0.283576,0.36375,0.197908,1,48,48
3.72589,72.2993,1.00458,0.295842,0.268871,0.391147,0.196629,1,49,49
3.75748,71.8362,0.937956,0.284491,0.262256,0.359771,0.200218,1,50,50
3.82122,71.8721,0.956004,0.285367,0.271214,0.36083,0.195625,1,51,51
3.86737,69.4137,1.05904,0.280951,0.297225,0.312854,0.200749,1,52,52
3.89412,71.2878,0.996928,0.294839,0.308292,0.348591,0.199105,1,53,53
3.99456,70.4172,0.972623,0.266484,0.314973,0.299363,0.196932,1,54,54
3.97295,71.3314,0.997244,0.303384,0.260584,0.388341,0.197508,1,55,55
4.00878,69.5613,0.946843,0.303083,0.252478,0.339495,0.199964,1,56,56
4.05531,70.3666,0.999486,0.306133,0.290426,0.341742,0.197763,1,57,57
3.98893,70.9039,1.00733,0.291938,0.321931,0.291898,0.20084,1,58,58
3.98809,71.2505,1.01656,0.295083,0.322642,0.294091,0.200152,1,59,59
4.02606,70.6526,0.987651,0.281069,0.30499,0.341504,0.197534,1,60,60
3.99383,70.0248,0.988138,0.279729,0.321107,0.283702,0.196892,1,61,61
4.03053,70.3845,0.9906,0.285478,0.306554,0.258038,0.198911,1,62,62
4.08093,71.5317,0.964424,0.296099,0.28319,0.384487,0.198355,1,63,63
4.13009,71.9132,0.972721,0.299798,0.321326,0.301277,0.199719,1,64,64
4.13221,72.699,1.02076,0.292349,0.336298,0.350144,0.197263,1,65,65
4.00594,71.7716,0.986313,0.307443,0.308258,0.362107,0.198335,1,66,66
4.00411,71.1605,0.965078,0.273889,0.254791,0.298374,0.199603,1,67,67
4.02896,71.2234,0.963194,0.297274,0.274969,0.293635,0.197647,1,68,68
4.07215,70.653,0.960149,0.260992,0.267246,0.334564,0.199431,1,69,69
4.11072,71.3955,0.990556,0.257904,0.260281,0.344535,0.198875,1,70,70
4.11723,69.4702,0.940784,0.270259,0.254514,0.297408,0.2013,1,71,71
4.12897,69.6174,0.960635,0.271545,0.25451,0.319772,0.201016,1,72,72
3.9794,70.4707,0.943356,0.264415,0.273315,0.314701,0.198211,1,73,73
3.9981,70.0756,0.992848,0.267618,0.260842,0.346402,0.195035,1,74,74
3.97503,71.2636,1.02991,0.290062,0.28496,0.303188,0.201767,1,75,75
3.99072,69.2661,0.95517,0.308124,0.278664,0.32211,0.197212,1,76,76
3.96239,68.1898,1.03932,0.313347,0.304674,0.332204,0.195943,1,77,77
4.07484,69.8203,0.93848,0.300767,0.299489,0.316744,0.203859,1,78,78
4.06522,73.7654,0.951699,0.285698,0.321786,0.302275,0.195009,1,79,79
4.05412,71.1722,0.926274,0.286488,0.303973,0.284137,0.203058,1,80,80
4.07209,70.5425,0.934138,0.285886,0.284823,0.315158,0.196353,1,81,81
4.13961,69.9825,1.00764,0.278184,0.258626,0.328395,0.200361,1,82,82
4.06995,69.7733,1.01878,0.28446,0.309486,0.33371,0.198682,1,83,83
3.99591,69.7645,1.02668,0.284817,0.300059,0.362123,0.198827,1,84,84
3.96168,70.3893,0.946643,0.265796,0.270033,0.326451,0.197127,1,85,85
4.09831,72.2326,1.01902,0.263044,0.268836,0.317144,0.199963,1,86,86
3.97371,69.0396,0.946392,0.281542,0.283011,0.302508,0.203554,1,87,87
3.99423,67.633,1.02258,0.284032,0.290104,0.346219,0.194254,1,88,88
4.0007,68.5336,1.02342,0.286061,0.283309,0.321872,0.194873,1,89,89
3.99456,70.0101,0.990034,0.272556,0.29375,0.281666,0.202636,1,90,90
4.03334,69.1592,0.994565,0.281648,0.298161,0.313508,0.195829,1,91,91
3.92658,70.8874,0.976584,0.265786,0.285037,0.289636,0.203407,1,92,92
3.97134,67.5094,0.95085,0.270111,0.265994,0.278492,0.201788,1,93,93
3.98246,67.811,0.996933,0.282172,0.269835,0.315663,0.199524,1,94,94
3.90478,68.8011,1.04571,0.272301,0.251795,0.320631,0.197734,1,95,95
3.84563,67.1134,0.942465,0.256674,0.258719,0.325553,0.197683,1,96,96
3.79087,67.967,0.994562,0.27466,0.273831,0.310464,0.198109,1,97,97
3.90127,70.9315,0.973181,0.28968,0.258817,0.375145,0.20177,1,98,98
3.94673,71.044,0.992617,0.297505,0.279751,0.352622,0.202402,1,99,99
3.9728,71.2773,1.02005,0.288204,0.266108,0.370295,0.196257,1,100,100
4.01803,70.3801,0.919287,0.297214,0.282143,0.351962,0.200759,1,101,101
4.05323,70.4732,0.942191,0.27718,0.286114,0.349349,0.196134,1,102,102
4.00995,68.4673,0.971133,0.286324,0.29287,0.298721,0.200368,1,103,103
3.9951,67.0766,1.03522,0.280824,0.300444,0.306453,0.199229,1,104,104
3.98404,65.8093,1.02232,0.28463,0.289623,0.358232,0.199429,1,105,105
3.86944,65.3816,0.932135,0.276839,0.290991,0.354575,0.197083,1,106,106
3.89318,65.9895,0.972276,0.264377,0.284271,0.338251,0.199844,1,107,107
3.90625,68.77,0.984747,0.292763,0.296664,0.343394,0.196705,1,108,108
3.92467,67.0175,1.00146,0.296749,0.310952,0.36402,0.198744,1,109,109
3.82544,66.643,0.915782,0.293643,0.260524,0.331935,0.19845,1,110,110
3.81765,66.9986,0.955354,0.305156,0.277784,0.293538,0.197539,1,111,111
3.89064,68.3178,1.00835,0.286905,0.273339,0.285512,0.201043,1,112,112
3.93996,68.279,0.986055,0.290914,0.28356,0.290661,0.196993,1,113,113
3.93466,67.6536,0.999499,0.299369,0.279334,0.307481,0.195087,1,114,114
3.94212,70.0491,0.938031,0.298,0.306834,0.330253,0.200841,1,115,115
3.89854,68.4901,1.00722,0.283859,0.283183,0.323094,0.195037,1,116,116
3.85161,69.8978,0.952132,0.27902,0.282414,0.346249,0.200976,1,117,117
3.84835,71.0416,0.947025,0.260923,0.303549,0.381388,0.198095,1,118,118
3.82751,70.7623,0.918754,0.264359,0.286904,0.422057,0.200216,1,119,119
3.83836,71.4637,0.936927,0.280555,0.289693,0.297987,0.196165,1,120,120
3.90491,70.0132,0.935499,0.283837,0.304164,0.359229,0.201004,1,121,121
3.90712,69.6448,0.937707,0.287159,0.298378,0.401607,0.200601,1,122,122
3.90468,70.1382,0.965972,0.286537,0.283348,0.332558,0.198794,1,123,123
3.89009,70.4626,0.977109,0.283935,0.287662,0.333039,0.197579,1,124,124
3.89254,70.779,1.03217,0.27731,0.311764,0.335937,0.197642,1,125,125
3.84588,69.3362,1.00227,0.293249,0.30585,0.37315,0.197591,1,126,126
3.88062,71.4575,0.959743,0.289947,0.290918,0.294659,0.200486,1,127,127
3.89097,72.0991,0.983307,0.270431,0.280534,0.284973,0.200061,1,128,128
3.9221,71.6891,0.955794,0.280723,0.298626,0.328216,0.196888,1,129,129
3.91501,68.1946,0.981857,0.270686,0.287073,0.373563,0.201179,1,130,130
3.94231,68.8905,0.982037,0.267956,0.28278,0.364184,0.200893,1,131,131
3.90611,66.4895,0.996354,0.279618,0.293839,0.308368,0.195945,1,132,132
3.9887,68.9573,1.00264,0.305436,0.291324,0.289194,0.199417,1,133,133
3.93797,69.3772,0.94675,0.287001,0.272822,0.311732,0.195399,1,134,134
4.03902,67.9586,0.993773,0.291776,0.293259,0.32639,0.198353,1,135,135
3.99045,67.1204,1.02927,0.278004,0.289588,0.286692,0.201688,1,136,136
3.90398,66.3712,0.990982,0.276894,0.288409,0.367152,0.194613,1,137,137
4.00492,69.0398,0.988179,0.277963,0.299373,0.332771,0.202904,1,138,138
3.96085,68.2927,0.906175,0.269206,0.295631,0.313653,0.196386,1,139,139
3.99219,68.8843,0.9235,0.275074,0.293719,0.280329,0.199876,1,140,140
3.95421,68.9136,1.02438,0.263095,0.304282,0.380811,0.19879,1,141,141
3.98042,69.7077,1.02862,0.255836,0.311726,0.32793,0.19750499999999999,1,142,142
3.87644,68.3548,0.974549,0.271345,0.26599,0.304437,0.199701,1,143,143
3.93573,70.1568,0.943666,0.266769,0.235796,0.334898,0.19762,1,144,144
4.00361,70.3466,0.999583,0.254482,0.281754,0.312308,0.198427,1,145,145
3.95628,70.6759,1.02284,0.258673,0.27152,0.297891,0.197676,1,146,146
3.95898,70.3573,0.959467,0.258354,0.269767,0.324571,0.199999,1,147,147
3.95681,69.1576,0.951527,0.252378,0.256227,0.327753,0.200658,1,148,148
3.93245,68.9055,0.93416,0.251019,0.261568,0.318187,0.19837,1,149,149
3.93395,69.9559,1.01428,0.269346,0.296582,0.294335,0.197336,1,150,150
3.97407,70.1164,0.95635,0.261244,0.275834,0.387455,0.198401,1,151,151
3.9125,72.9011,0.950909,0.263468,0.274084,0.290792,0.19804,1,152,152
3.93337,72.9875,1.01379,0.255688,0.281274,0.360467,0.197495,1,153,153
3.89991,71.6,0.975284,0.270533,0.278915,0.258847,0.198782,1,154,154
3.87034,71.062,0.955559,0.274113,0.280138,0.351487,0.197428,1,155,155
3.8794,69.2306,0.956298,0.27275,0.285731,0.328926,0.19958,1,156,156
3.82568,68.172,1.05497,0.282897,0.265661,0.33822,0.19795,1,157,157
3.76335,67.5269,0.963188,0.280132,0.33138,0.257515,0.197613,1,158,158
3.66814,69.9449,0.990285,0.287832,0.284406,0.317248,0.195404,1,159,159
3.72185,68.7047,0.933431,0.28973,0.268485,0.392395,0.199401,1,160,160
3.74177,68.2983,0.970647,0.299898,0.253403,0.363103,0.196422,1,161,161
3.72351,71.2489,1.03757,0.297262,0.271498,0.351341,0.199678,1,162,162
3.73289,72.2035,0.971845,0.297091,0.273092,0.364675,0.197352,1,163,163
3.70955,71.0786,1.01828,0.292898,0.291316,0.386187,0.199102,1,164,164
3.78326,69.6441,0.981577,0.27096,0.282498,0.303982,0.199122,1,165,165
3.83238,69.9786,0.968306,0.268046,0.316611,0.347576,0.197884,1,166,166
3.91198,69.6283,0.960582,0.265749,0.322427,0.304808,0.200954,1,167,167
3.93323,69.5488,0.987929,0.258132,0.292551,0.354403,0.199784,1,168,168
3.85954,68.1024,1.00213,0.259559,0.27649,0.315385,0.197909,1,169,169
3.86453,68.4956,1.00011,0.259122,0.287866,0.307144,0.195876,1,170,170
3.90984,68.7544,0.978795,0.256304,0.293701,0.311351,0.201077,1,171,171
3.87585,71.1499,1.00078,0.272945,0.295889,0.335674,0.198099,1,172,172
3.83582,69.1278,0.958525,0.264039,0.300389,0.307533,0.201662,1,173,173
3.87001,68.043,0.967744,0.283959,0.267064,0.325751,0.200325,1,174,174
3.79735,71.2213,1.05646,0.288496,0.287824,0.346049,0.196839,1,175,175
3.79179,71.0854,1.0309,0.287627,0.277216,0.335998,0.195754,1,176,176
3.70832,71.2957,0.946823,0.31777300000000003,0.287923,0.369386,0.200292,1,177,177
3.64709,72.7916,1.00407,0.319477,0.31099,0.306256,0.19425,1,178,178
3.69277,71.9748,1.00682,0.323743,0.311989,0.354679,0.201268,1,179,179
3.55836,74.6453,0.994576,0.338031,0.277499,0.315995,0.195902,1,180,180
3.57041,74.439,0.981483,0.324558,0.283066,0.338416,0.199667,1,181,181
3.6181,71.5628,0.917163,0.355698,0.293435,0.311002,0.197501,1,182,182
3.79665,69.0974,1.00468,0.315753,0.27246,0.318772,0.199568,1,183,183
3.87261,69.8892,0.950906,0.300087,0.263349,0.328222,0.197716,1,184,184
3.85253,69.262200000000007,0.921047,0.311212,0.254067,0.325885,0.197839,1,185,185
3.96797,69.3408,1.0347,0.29409,0.285362,0.338577,0.201573,1,186,186
3.95335,70.4548,0.998985,0.26243,0.236313,0.35473,0.196008,1,187,187
3.94143,66.6943,0.994211,0.269015,0.307713,0.298733,0.201052,1,188,188
3.89503,66.4594,0.924198,0.264089,0.294506,0.315379,0.197142,1,189,189
3.95475,67.2849,0.963524,0.264306,0.297009,0.291609,0.20221,1,190,190
3.96155,65.7755,0.937924,0.288662,0.289568,0.3715,0.194766,1,191,191
4.01985,67.0719,1.0305,0.28334,0.28384,0.334422,0.196606,1,192,192
4.01861,67.3382,0.906444,0.286966,0.28622,0.288333,0.20057,1,193,193
4.02422,67.7834,0.94544,0.290731,0.284806,0.283515,0.19621,1,194,194
4.03198,66.6761,0.954067,0.289989,0.277894,0.342276,0.20265,1,195,195
4.0177,67.4709,0.990378,0.287108,0.277186,0.305087,0.195709,1,196,196
3.98599,69.5646,0.952334,0.297116,0.284534,0.262673,0.202454,1,197,197
4.05455,68.9629,1.03881,0.294454,0.304271,0.385881,0.199957,1,198,198
4.02432,67.5161,0.954764,0.299539,0.307538,0.273977,0.196595,1,199,199
4.07338,66.626,0.99933399999999994,0.303414,0.303122,0.324187,0.201005,1,200,200
4.10827,69.9077,1.02569,0.312258,0.271422,0.321313,0.19536,1,201,201
4.00405,70.1649,1.00176,0.296798,0.289615,0.32041,0.201878,1,202,202
4.02107,70.0728,0.962036,0.282785,0.293738,0.342773,0.193801,1,203,203
4.04794,68.8732,0.963551,0.274169,0.295272,0.302095,0.198768,1,204,204
4.10548,65.9342,1.04219,0.283415,0.337497,0.312755,0.20215,1,205,205
4.09999,65.4003,0.989683,0.281999,0.327594,0.336108,0.20034,1,206,206
4.06109,65.2627,1.03086,0.28991,0.29369,0.35168,0.198181,1,207,207
4.02831,66.0257,1.02036,0.286351,0.291742,0.320709,0.197348,1,208,208
4.17272,68.222,0.964654,0.294708,0.296877,0.309881,0.198693,1,209,209
4.15532,70.4008,1.02615,0.295278,0.31016,0.292528,0.199521,1,210,210
4.17791,70.6927,1.00814,0.289123,0.299349,0.256697,0.199745,1,211,211
4.04789,69.4724,0.981439,0.301538,0.301203,0.317367,0.198947,1,212,212
4.09287,71.3008,1.01462,0.296477,0.279017,0.340077,0.198074,1,213,213
4.01175,70.2847,1.02144,0.284655,0.290485,0.313217,0.197873,1,214,214
3.99834,70.356,0.911996,0.29496,0.274696,0.352079,0.19767,1,215,215
4.01981,73.6605,1.00236,0.314399,0.274629,0.31498,0.198641,1,216,216
4.0351,73.7835,1.02149,0.306373,0.270552,0.289492,0.200019,1,217,217
4.05218,72.936,0.993324,0.295672,0.28861,0.349034,0.197109,1,218,218
4.05362,70.8432,0.979581,0.300637,0.29154,0.332614,0.201332,1,219,219
4.06669,71.3625,0.946673,0.305345,0.240933,0.352539,0.19747,1,220,220
4.07584,70.635,0.949424,0.297675,0.26404,0.336074,0.19864,1,221,221
4.08457,72.1365,1.02523,0.295,0.291904,0.360089,0.199257,1,222,222
4.09505,71.9474,0.989107,0.29484,0.27832,0.317862,0.199936,1,223,223
4.04897,71.5881,1.01214,0.315734,0.29723,0.344154,0.196606,1,224,224
4.02664,71.8952,0.961127,0.326357,0.272634,0.334695,0.201511,1,225,225
4.02868,69.8721,1.01169,0.338932,0.270828,0.319368,0.200269,1,226,226
4.03582,68.4065,1.01598,0.333933,0.290617,0.297027,0.200245,1,227,227
3.98359,68.7201,0.981353,0.341638,0.260189,0.297286,0.193795,1,228,228
4.02199,70.0054,0.989086,0.342402,0.270017,0.282962,0.199599,1,229,229
4.02388,70.6008,0.93309,0.33048,0.317336,0.351138,0.198252,1,230,230
4.08183,73.4144,1.04634,0.319576,0.291032,0.294718,0.198107,1,231,231
4.03488,74.468,1.00002,0.318517,0.284682,0.299011,0.200128,1,232,232
4.05612,75.2537,1.00741,0.319552,0.297008,0.285991,0.194272,1,233,233
4.01978,73.2871,0.943366,0.3091,0.330196,0.336686,0.202033,1,234,234
3.98607,70.8808,1.023,0.306848,0.289474,0.313746,0.199509,1,235,235
3.98832,69.4194,1.0377,0.301768,0.288407,0.413648,0.196682,1,236,236
3.99429,68.6505,0.977156,0.284388,0.299021,0.36864,0.199205,1,237,237
4.00776,68.1912,1.00382,0.29442,0.272528,0.325063,0.197601,1,238,238
3.9404,68.7025,0.937088,0.281968,0.25904,0.321601,0.197203,1,239,239
3.91416,69.4836,0.953625,0.279655,0.268123,0.314667,0.194507,1,240,240
3.91831,71.7552,0.991757,0.286988,0.30543,0.326973,0.200811,1,241,241
3.84297,71.3289,1.01218,0.279764,0.291055,0.325405,0.196968,1,242,242
3.82401,74.8063,0.993518,0.265409,0.276054,0.341665,0.199075,1,243,243
3.8558500000000002,74.5154,0.96867,0.273522,0.275078,0.318695,0.200012,1,244,244
3.86071,72.3715,1.02271,0.272926,0.265163,0.280567,0.199348,1,245,245
3.85247,72.9137,0.958494,0.304493,0.289248,0.3643,0.199906,1,246,246
3.86946,73.642,0.951855,0.295141,0.265659,0.370452,0.195315,1,247,247
3.83586,72.9146,0.987835,0.292866,0.264083,0.364468,0.194046,1,248,248
3.8572,72.8327,0.991781,0.298265,0.268695,0.410301,0.200496,1,249,249
3.85995,72.3208,1.02429,0.287542,0.293774,0.335418,0.196438,1,250,250
3.87651,71.1231,1.01546,0.272042,0.261745,0.356036,0.201137,1,251,251
3.82362,70.1134,0.992371,0.271048,0.262677,0.349041,0.195948,1,252,252
3.87201,68.8673,0.976486,0.278556,0.262424,0.326316,0.199257,1,253,253
3.94034,70.7092,0.980808,0.271333,0.29355,0.34656,0.199925,1,254,254
3.89749,68.8928,0.979013,0.268264,0.298261,0.371199,0.199148,1,255,255
3.94407,69.2589,0.978306,0.28276,0.261014,0.319499,0.198568,1,256,256
3.82008,69.5761,0.985465,0.265282,0.255545,0.304342,0.200273,1,257,257
3.84313,69.7843,0.996614,0.275437,0.251825,0.265357,0.199748,1,258,258
3.85726,69.8,1.02679,0.273235,0.245482,0.348596,0.199068,1,259,259
3.83894,68.8484,1.02447,0.282196,0.247936,0.351802,0.195945,1,260,260
3.81099,70.5191,0.968403,0.274358,0.285282,0.297889,0.201186,1,261,261
3.80754,69.5943,1.02409,0.289114,0.278317,0.279647,0.195804,1,262,262
3.77334,69.4154,0.956034,0.281911,0.290128,0.311212,0.198776,1,263,263
3.80051,70.2159,0.964118,0.282606,0.279346,0.308963,0.197622,1,264,264
3.96044,69.2208,1.00287,0.29258,0.291981,0.390365,0.195766,1,265,265
3.97726,71.9763,0.988216,0.279959,0.301387,0.312427,0.201561,1,266,266
3.99572,71.1068,1.01504,0.273339,0.306896,0.397616,0.195822,1,267,267
3.97825,68.3492,0.953474,0.271115,0.289198,0.32313,0.201738,1,268,268
3.98473,68.0305,0.978016,0.27894,0.27916,0.310819,0.197129,1,269,269
3.94869,67.9651,0.983386,0.29026,0.28209,0.310596,0.200608,1,270,270
3.94881,67.087,0.957503,0.287987,0.288458,0.318842,0.201517,1,271,271
3.95987,67.6046,0.963619,0.28583,0.292366,0.339813,0.202463,1,272,272
4.00351,68.5167,0.984848,0.277698,0.329391,0.368247,0.193422,1,273,273
4.04417,70.0631,1.04739,0.278853,0.336614,0.315655,0.199809,1,274,274
4.0938,69.4401,0.942297,0.25213,0.292116,0.318477,0.197699,1,275,275
4.04211,70.2864,1.00328,0.259263,0.272264,0.336203,0.198335,1,276,276
3.97762,71.6945,0.999339,0.260203,0.265363,0.398213,0.199936,1,277,277
3.9683,69.4845,0.936506,0.268513,0.280411,0.317708,0.197411,1,278,278
4.0072,68.9254,0.983227,0.297933,0.291179,0.321079,0.197948,1,279,279
3.92837,68.7786,0.982169,0.277262,0.291248,0.323899,0.197569,1,280,280
3.99138,71.5406,1.02794,0.26365,0.304336,0.363049,0.198779,1,281,281
3.99894,72.53,1.02038,0.271181,0.294511,0.323858,0.198639,1,282,282
3.92955,73.4509,0.947433,0.286442,0.270067,0.305612,0.197836,1,283,283
3.95507,73.0079,0.958342,0.306106,0.259011,0.277144,0.196236,1,284,284
3.9451,73.0342,0.99952,0.307135,0.273264,0.290545,0.197135,1,285,285
3.8608,75.2428,0.967424,0.303125,0.301297,0.333989,0.197538,1,286,286
3.95761,73.7209,0.966242,0.323003,0.273678,0.321017,0.196886,1,287,287
3.94585,72.8981,0.999322,0.337996,0.301727,0.387966,0.197281,1,288,288
3.97384,70.9421,1.01,0.316581,0.289563,0.318024,0.20141,1,289,289
3.84634,71.4177,0.994206,0.299754,0.302121,0.31665,0.192733,1,290,290
3.83108,71.9137,1.05055,0.293965,0.283382,0.339441,0.202817,1,291,291
3.86099,70.9676,0.982455,0.304571,0.308889,0.27317,0.195,1,292,292
3.93764,73.4482,1.00561,0.312811,0.288638,0.339959,0.203592,1,293,293
3.87713,74.1947,0.942099,0.320263,0.274591,0.333332,0.195046,1,294,294
4.00174,71.3944,0.976197,0.305051,0.260381,0.314827,0.203641,1,295,295
4.02196,74.4813,1.00406,0.297421,0.251281,0.356154,0.201606,1,296,296
4.02055,74.2188,1.03161,0.295058,0.247293,0.370753,0.202616,1,297,297
4.02345,74.9055,0.990106,0.288248,0.247954,0.309489,0.196815,1,298,298
3.95171,72.5259,0.927607,0.293297,0.271003,0.324464,0.200343,1,299,299
3.92843,70.2721,0.947934,0.288001,0.270568,0.283837,0.197794,1,300,300
3.93783,70.352,0.982385,0.31525,0.29277,0.338938,0.199062,1,301,301
3.89326,69.8685,0.990818,0.287095,0.278057,0.332176,0.197662,1,302,302
3.88845,70.1349,0.957283,0.29512,0.265829,0.325194,0.199677,1,303,303
3.89464,68.7817,0.940658,0.302599,0.273766,0.30281,0.199386,1,304,304
3.9025,68.2616,1.02743,0.292037,0.271893,0.370136,0.197487,1,305,305
3.87023,67.8268,0.990303,0.318821,0.274221,0.30813,0.198645,1,306,306
3.84366,71.0943,0.979286,0.313934,0.260067,0.314562,0.200122,1,307,307
3.77763,70.968,0.931855,0.314031,0.296453,0.342588,0.198008,1,308,308
3.75457,71.2958,0.971114,0.296571,0.261262,0.325325,0.195783,1,309,309
3.75276,74.6717,0.973669,0.284721,0.293602,0.313641,0.203646,1,310,310
3.75136,73.8623,0.968646,0.258031,0.272627,0.303493,0.193026,1,311,311
3.75732,71.9241,0.903645,0.274001,0.287596,0.276182,0.203449,1,312,312
3.76868,71.7183,0.90898,0.28609,0.299707,0.329032,0.202781,1,313,313
3.82775,71.3219,0.911382,0.301262,0.312186,0.329349,0.19425,1,314,314
3.82569,71.4315,0.938842,0.304538,0.319507,0.36101,0.192703,1,315,315
3.86769,70.3419,0.945956,0.330858,0.296677,0.332058,0.203492,1,316,316
3.86405,70.5965,0.9422,0.321818,0.301497,0.345471,0.191705,1,317,317
3.92224,70.4731,1.0045,0.314695,0.299693,0.359881,0.199652,1,318,318
3.92353,68.2018,1.00639,0.296342,0.283009,0.296959,0.197359,1,319,319
3.94408,67.7779,0.999925,0.314186,0.283149,0.309896,0.196026,1,320,320
3.89068,67.0785,0.941231,0.317235,0.30289,0.257089,0.199021,1,321,321
3.94894,67.6454,1.04912,0.284654,0.325388,0.381267,0.198477,1,322,322
3.86464,71.8072,0.912349,0.291332,0.249307,0.297679,0.197468,1,323,323
3.86998,71.6378,0.934802,0.298964,0.239911,0.362387,0.198288,1,324,324
3.91786,72.6383,0.993882,0.288015,0.255387,0.351956,0.19797,1,325,325
3.9379,73.3681,1.00388,0.279113,0.255438,0.364055,0.197483,1,326,326
3.78974,75.2251,1.02519,0.273403,0.280057,0.386452,0.19822,1,327,327
3.8658,71.7353,0.95261,0.296462,0.279808,0.286624,0.198597,1,328,328
3.97395,74.4548,0.974638,0.315421,0.294602,0.385294,0.200551,1,329,329
3.96932,70.557,0.956893,0.288689,0.241929,0.29967,0.197157,1,330,330
3.95517,69.9298,1.01182,0.285665,0.253012,0.349036,0.201147,1,331,331
3.87573,71.917,0.965525,0.281022,0.317207,0.274275,0.198373,1,332,332
3.86192,71.7844,0.983685,0.290581,0.275065,0.331801,0.197986,1,333,333
3.80963,71.4788,1.03453,0.311889,0.26593,0.299177,0.201134,1,334,334
3.78286,72.6858,0.984801,0.302705,0.27655,0.359432,0.19547,1,335,335
3.8633,71.0344,1.0335,0.289051,0.269414,0.310787,0.197545,1,336,336
3.82021,70.5183,1.00884,0.29735,0.294086,0.431174,0.197918,1,337,337
3.80225,69.3078,0.993228,0.297257,0.311881,0.304293,0.199474,1,338,338
3.83752,71.9623,0.994112,0.299883,0.271097,0.458267,0.196986,1,339,339
