TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma,.chain,.iteration,.draw
4.02242,68.8777,0.970095,0.282616,0.256764,0.296951,0.198426,1,49,49
4.02198,70.6146,1.00107,0.309428,0.278789,0.355283,0.198425,1,50,50
3.99895,70.2348,1.07261,0.290913,0.256146,0.323774,0.198915,1,51,51
4.01287,67.9447,0.958229,0.32009,0.291689,0.344242,0.202613,1,52,52
4.02705,69.7101,0.923151,0.321382,0.298062,0.319697,0.200739,1,53,53
4.06691,70.208,0.923135,0.325421,0.287599,0.326485,0.198323,1,54,54
4.04703,70.7567,0.964564,0.326845,0.301951,0.304937,0.197236,1,55,55
3.98339,68.2197,1.00442,0.280252,0.274007,0.317359,0.195577,1,56,56
4.01747,70.0538,1.00614,0.287657,0.274633,0.292269,0.201832,1,57,57
3.98298,69.3754,0.999641,0.308792,0.295249,0.345504,0.197331,1,58,58
4.04967,69.1728,1.01644,0.323748,0.279866,0.313139,0.198265,1,59,59
3.94303,67.9901,0.977554,0.287065,0.335605,0.307829,0.202266,1,60,60
4.06294,71.2972,0.979707,0.282715,0.232711,0.339988,0.194843,1,61,61
4.11266,72.228,1.06226,0.299823,0.273028,0.307121,0.198784,1,62,62
4.05777,72.472,1.02046,0.277005,0.264643,0.281956,0.196673,1,63,63
4.01416,72.3332,1.0468,0.294236,0.274549,0.347817,0.196467,1,64,64
3.95781,69.6388,0.971548,0.301869,0.283064,0.29317,0.198243,1,65,65
3.95588,69.2175,1.01908,0.290765,0.285027,0.295316,0.1999,1,66,66
3.98546,69.835,1.04305,0.285826,0.287126,0.355942,0.19309,1,67,67
4.04846,71.3439,1.0244,0.266883,0.254356,0.332906,0.20301,1,68,68
3.97257,71.0764,1.02938,0.269606,0.261685,0.31497000000000003,0.201671,1,69,69
4.10055,69.1046,0.980041,0.287438,0.26927,0.334882,0.193407,1,70,70
4.103,68.9362,1.00976,0.282791,0.270422,0.324258,0.196343,1,71,71
4.03901,68.8569,0.971561,0.277314,0.268476,0.335364,0.200076,1,72,72
4.06724,72.7548,1.0266,0.301358,0.273491,0.29522,0.200462,1,73,73
4.0859,73.6712,1.08106,0.308992,0.276688,0.340328,0.202297,1,74,74
4.07859,69.6649,1.00648,0.297767,0.273128,0.334341,0.199558,1,75,75
4.09644,70.0311,1.02142,0.300704,0.272479,0.308379,0.202847,1,76,76
4.08306,70.5032,1.03404,0.316581,0.275299,0.291239,0.201928,1,77,77
4.06436,70.0475,1.00538,0.314272,0.277926,0.37889,0.198191,1,78,78
4.01879,68.1942,0.971608,0.317786,0.284212,0.259023,0.202354,1,79,79
3.85439,71.6546,1.02276,0.284109,0.273129,0.373213,0.200072,1,80,80
3.90569,65.7961,1.00342,0.307295,0.274657,0.257618,0.198451,1,81,81
3.98471,67.819,0.996006,0.305158,0.29676,0.327086,0.199809,1,82,82
3.90429,67.9983,0.98143,0.290675,0.281929,0.263513,0.198548,1,83,83
3.91003,68.3437,1.0053,0.302273,0.284554,0.283349,0.192642,1,84,84
3.89089,68.3861,0.960448,0.30039,0.258951,0.306377,0.203458,1,85,85
3.85194,68.93,0.982184,0.302437,0.262034,0.319096,0.202774,1,86,86
3.81729,69.7553,1.01728,0.279196,0.244063,0.373917,0.202898,1,87,87
3.80366,70.2459,0.989663,0.297056,0.259906,0.266232,0.200672,1,88,88
3.74238,71.0337,1.00064,0.293019,0.249618,0.275229,0.20262,1,89,89
3.6849,68.305,0.958428,0.320438,0.245506,0.286707,0.200864,1,90,90
3.72643,70.0545,0.992245,0.311045,0.276195,0.285254,0.203925,1,91,91
3.90311,71.1998,1.0213699999999999,0.28912,0.27055,0.301753,0.198982,1,92,92
3.86251,71.3055,1.0305,0.287198,0.251415,0.3034,0.20343,1,93,93
3.91832,68.3612,0.961701,0.3249,0.30265,0.345224,0.204102,1,94,94
3.97301,69.1472,1.02963,0.32297,0.262459,0.286694,0.1977,1,95,95
3.98198,69.2923,0.9918,0.3322,0.260149,0.304458,0.203436,1,96,96
3.89985,71.3067,1.04416,0.329505,0.268372,0.290348,0.197523,1,97,97
3.80318,70.5069,0.990932,0.338054,0.267208,0.309663,0.192235,1,98,98
3.86931,70.4562,1.03651,0.313027,0.273671,0.307527,0.204835,1,99,99
3.79415,72.1314,1.05204,0.322213,0.292469,0.280788,0.19408,1,100,100
3.70008,70.2887,1.00161,0.317808,0.277307,0.276146,0.199739,1,101,101
3.71691,70.5244,0.963498,0.28086,0.284711,0.325977,0.199026,1,102,102
3.64774,70.6901,0.964401,0.281886,0.325206,0.319545,0.198084,1,103,103
3.6656,69.5207,0.983485,0.298168,0.272067,0.297919,0.202278,1,104,104
3.59965,70.6521,0.997316,0.3017,0.243337,0.254499,0.200758,1,105,105
3.67144,70.6503,0.963241,0.314055,0.293271,0.287229,0.201797,1,106,106
3.76357,71.3747,0.96446,0.316508,0.276486,0.283009,0.196361,1,107,107
3.76954,72.4994,0.958727,0.290893,0.273087,0.347614,0.19888,1,108,108
3.83819,68.5406,1.00579,0.309274,0.296515,0.317729,0.199281,1,109,109
3.8718,69.5301,1.02322,0.304476,0.252359,0.344247,0.197227,1,110,110
3.83655,67.9555,0.979493,0.308613,0.277169,0.295943,0.200931,1,111,111
3.96575,69.1162,0.988054,0.2743,0.262603,0.28892,0.197734,1,112,112
4.00157,70.437,0.98564,0.312648,0.285741,0.345075,0.201815,1,113,113
3.98862,72.7048,0.985337,0.303571,0.254212,0.34181,0.196711,1,114,114
3.9888,68.5568,1.02396,0.296846,0.274959,0.293941,0.195314,1,115,115
4.01783,69.5611,1.04042,0.300126,0.268331,0.289857,0.195427,1,116,116
3.99767,69.1867,0.949175,0.312339,0.288756,0.303165,0.195216,1,117,117
4.02853,68.8462,0.98917,0.303611,0.271739,0.330588,0.200433,1,118,118
4.01476,67.3829,0.981755,0.30455,0.287989,0.315441,0.200269,1,119,119
3.98333,68.0657,1.00231,0.29619,0.274861,0.338251,0.197486,1,120,120
4.21642,71.7748,0.980321,0.27681,0.255031,0.310824,0.199065,1,121,121
4.10382,69.0123,1.02059,0.281456,0.279793,0.355087,0.197784,1,122,122
4.1478,71.1106,1.03945,0.268688,0.27249,0.309267,0.201976,1,123,123
4.14176,71.8461,0.987551,0.321359,0.252112,0.328229,0.203442,1,124,124
4.11033,71.9427,0.945155,0.298439,0.256125,0.332182,0.205031,1,125,125
4.0607,71.9341,1.02536,0.322615,0.267052,0.325231,0.194872,1,126,126
4.0147,71.5483,1.00046,0.301417,0.267754,0.312962,0.199029,1,127,127
3.97098,67.746,0.990038,0.292427,0.267144,0.331264,0.196965,1,128,128
3.97866,71.4532,0.982459,0.304317,0.268371,0.371231,0.201348,1,129,129
3.90705,68.9782,0.970523,0.306028,0.26352,0.358564,0.195674,1,130,130
3.90777,71.5782,1.0283,0.28166,0.250966,0.310639,0.195827,1,131,131
4.1562,70.213,1.00541,0.352198,0.282526,0.349185,0.201299,1,132,132
4.02773,71.1108,1.0076,0.332095,0.294863,0.279716,0.19325,1,133,133
4.00501,69.6784,0.978712,0.32489,0.303415,0.305531,0.195835,1,134,134
4.06895,70.41,0.981371,0.315492,0.284169,0.312693,0.194711,1,135,135
4.1197,70.1999,0.987179,0.291764,0.255364,0.359181,0.201428,1,136,136
4.15514,70.1252,1.0563,0.274809,0.252981,0.318094,0.196306,1,137,137
4.18561,69.8974,1.0179,0.273745,0.238141,0.326214,0.201846,1,138,138
4.11608,69.0071,0.984913,0.292861,0.275808,0.306976,0.193502,1,139,139
4.09066,68.5002,1.0092,0.299428,0.271696,0.348647,0.19891,1,140,140
4.12384,69.8834,1.01434,0.284751,0.286173,0.3694,0.196683,1,141,141
4.18282,67.2406,1.00171,0.250521,0.281026,0.338781,0.192997,1,142,142
4.08848,70.5982,1.0069,0.275158,0.295905,0.339748,0.200898,1,143,143
4.06286,70.6461,0.965438,0.2697,0.306246,0.305805,0.196063,1,144,144
4.23483,74.2593,1.03445,0.276355,0.263871,0.275095,0.199573,1,145,145
4.01638,71.3379,0.951815,0.279884,0.258093,0.274218,0.194844,1,146,146
3.99988,71.559,0.96705,0.288056,0.256839,0.295167,0.197875,1,147,147
3.9939,69.5331,0.94762,0.2952,0.260434,0.311096,0.193093,1,148,148
3.96727,71.1958,0.982633,0.311326,0.274444,0.307815,0.201124,1,149,149
3.93029,70.3152,1.02677,0.307981,0.283789,0.280945,0.195649,1,150,150
3.90512,72.8121,0.983819,0.291557,0.238826,0.29934,0.195613,1,151,151
3.89054,73.2711,1.02066,0.28091699999999997,0.253521,0.290765,0.19743,1,152,152
3.82873,67.9042,0.954201,0.275504,0.287753,0.294127,0.199204,1,153,153
4.02998,69.5569,0.96556,0.309713,0.215412,0.299753,0.196915,1,154,154
3.98528,68.3329,0.980087,0.318332,0.261246,0.270545,0.202965,1,155,155
4.01645,68.8294,1.05585,0.314448,0.288369,0.299781,0.199235,1,156,156
3.98283,68.8522,1.0229,0.306875,0.275729,0.262752,0.204114,1,157,157
4.00677,69.8523,1.01362,0.316942,0.282923,0.348497,0.198893,1,158,158
4.04787,71.3739,1.04093,0.297132,0.284915,0.317259,0.198366,1,159,159
4.12517,70.6679,1.06168,0.295884,0.292501,0.309702,0.200219,1,160,160
4.13497,70.5297,0.989037,0.275365,0.277747,0.338961,0.197107,1,161,161
4.13959,71.6638,0.961019,0.257699,0.28771,0.291198,0.194936,1,162,162
4.21668,71.8146,1.00779,0.265665,0.257595,0.337219,0.202098,1,163,163
3.99713,71.4029,0.992941,0.314322,0.297441,0.337528,0.200065,1,164,164
3.99558,71.7499,0.991373,0.3187,0.303977,0.33866,0.199997,1,165,165
4.01532,70.8666,1.0361,0.313503,0.2938,0.390981,0.194367,1,166,166
4.07772,71.3313,1.02551,0.326466,0.299064,0.349152,0.196758,1,167,167
3.96336,69.0843,0.98669,0.285103,0.299794,0.332535,0.197063,1,168,168
3.92078,66.5649,0.926593,0.300441,0.270605,0.298566,0.197091,1,169,169
4.00467,69.6462,0.992318,0.28133,0.272298,0.328068,0.196453,1,170,170
4.02819,70.3912,0.965056,0.322061,0.265676,0.276359,0.196368,1,171,171
3.96169,70.1838,0.963351,0.306221,0.27531,0.281855,0.201811,1,172,172
3.9274,68.579,0.97271,0.282791,0.236818,0.268955,0.195757,1,173,173
4.06338,70.5352,1.04216,0.284869,0.257991,0.293264,0.196,1,174,174
3.95932,70.4446,0.999175,0.282935,0.284744,0.36309,0.201448,1,175,175
4.10442,69.0859,0.967719,0.300637,0.239259,0.316707,0.198971,1,176,176
4.10767,69.4028,1.00865,0.303375,0.247405,0.263604,0.199943,1,177,177
4.02336,68.7068,0.982976,0.290991,0.236963,0.305946,0.2021,1,178,178
3.9697,69.0665,1.0178,0.314082,0.317347,0.254946,0.202976,1,179,179
3.9546,70.9095,1.01098,0.313397,0.29613,0.349182,0.196161,1,180,180
4.0515,70.9019,1.04894,0.274363,0.292487,0.394307,0.200608,1,181,181
3.99623,68.6059,0.97512,0.273312,0.30209,0.313517,0.194474,1,182,182
4.00928,70.6974,1.01868,0.271241,0.303113,0.297365,0.206249,1,183,183
4.09383,71.6212,0.990004,0.303086,0.285368,0.343309,0.207935,1,184,184
4.05875,69.0727,1.00402,0.312386,0.240034,0.26183,0.197878,1,185,185
3.99731,69.2804,1.069,0.306032,0.284019,0.32585,0.197299,1,186,186
4.0976,66.4558,1.04207,0.302975,0.271275,0.324899,0.198737,1,187,187
3.93417,68.8089,1.00329,0.309302,0.244876,0.32386,0.200708,1,188,188
3.93326,69.6608,1.03046,0.313046,0.272326,0.319296,0.192056,1,189,189
4.00689,69.0058,0.959056,0.309222,0.287783,0.316605,0.193493,1,190,190
4.06177,71.3702,1.02725,0.308273,0.269025,0.362076,0.192585,1,191,191
4.11578,71.0824,0.955795,0.29027,0.255523,0.344754,0.20102,1,192,192
3.95645,65.2438,0.971623,0.295596,0.277437,0.277897,0.201312,1,193,193
4.04588,70.8951,0.997045,0.292412,0.276547,0.316421,0.196631,1,194,194
4.10132,70.8897,0.980926,0.289929,0.257023,0.297374,0.194384,1,195,195
4.16753,69.8455,0.992678,0.283673,0.29071,0.33589,0.193189,1,196,196
4.06521,69.9003,0.922201,0.301051,0.250763,0.336925,0.199421,1,197,197
4.0033,67.841,0.968976,0.329811,0.266205,0.292316,0.198286,1,198,198
4.08659,70.5767,0.965288,0.30536,0.296046,0.322607,0.193461,1,199,199
3.9588,71.4148,1.0038,0.289968,0.239821,0.33687,0.191502,1,200,200
3.88873,66.1653,1.01783,0.336373,0.254648,0.304819,0.202475,1,201,201
3.91479,67.9817,1.00171,0.287912,0.285053,0.339155,0.198106,1,202,202
4.03627,71.2297,0.976236,0.288926,0.250796,0.308241,0.193914,1,203,203
4.02279,71.3556,0.982659,0.264776,0.25056,0.344995,0.201244,1,204,204
3.99303,70.5493,0.986128,0.271464,0.25541,0.250331,0.195868,1,205,205
3.92663,69.6084,1.0986,0.271809,0.261972,0.332649,0.203212,1,206,206
4.13568,71.3942,0.97607,0.281521,0.247149,0.342106,0.19153,1,207,207
4.0545,69.7709,0.978276,0.279879,0.262386,0.340065,0.206705,1,208,208
4.21799,72.3105,1.0088,0.299937,0.264811,0.292602,0.19703,1,209,209
4.21115,69.4483,1.00291,0.320633,0.267837,0.326325,0.208603,1,210,210
4.20502,69.3329,0.983729,0.31918,0.272271,0.295231,0.205114,1,211,211
4.19198,70.8462,1.03551,0.321552,0.291373,0.282094,0.19379,1,212,212
4.10617,70.8551,0.971365,0.300829,0.277595,0.29727,0.195637,1,213,213
4.13932,72.0983,0.986461,0.29191,0.27307,0.325439,0.201129,1,214,214
4.24196,69.3857,0.958665,0.287278,0.256628,0.297385,0.203725,1,215,215
4.35644,70.2366,1.04741,0.294888,0.253343,0.309712,0.196454,1,216,216
4.23528,70.6651,1.01076,0.2964,0.284551,0.310793,0.200644,1,217,217
4.23528,71.1297,0.984881,0.319973,0.235411,0.315359,0.197661,1,218,218
4.10617,67.0792,0.96734,0.300472,0.242836,0.289735,0.201526,1,219,219
4.14385,67.326,0.978368,0.300856,0.246651,0.269804,0.201327,1,220,220
4.04429,68.158,1.01341,0.286507,0.253833,0.321272,0.199896,1,221,221
4.06705,69.6144,0.991487,0.29443,0.253212,0.280491,0.197113,1,222,222
4.07947,70.2155,0.974844,0.289447,0.265482,0.346107,0.205693,1,223,223
4.11432,71.2051,0.952641,0.275874,0.268525,0.31424,0.19543,1,224,224
4.09422,71.8577,0.986074,0.279947,0.256549,0.303194,0.198828,1,225,225
4.09686,71.5038,1.02913,0.308199,0.256961,0.285681,0.199244,1,226,226
4.02559,70.9277,1.03103,0.328331,0.285394,0.319448,0.199996,1,227,227
4.18681,67.9315,0.947673,0.290891,0.247272,0.293541,0.199334,1,228,228
4.17505,67.9186,0.985817,0.307419,0.261607,0.324828,0.203563,1,229,229
4.09645,70.2223,1.00633,0.295752,0.283534,0.329552,0.203766,1,230,230
4.00464,67.6801,0.97223,0.280163,0.269888,0.311779,0.194125,1,231,231
3.8802,70.9535,1.02577,0.287731,0.314886,0.307197,0.204464,1,232,232
3.86243,68.4985,1.01684,0.290145,0.286132,0.32643,0.20307,1,233,233
4.11125,72.091,0.95526,0.310304,0.253325,0.284403,0.202233,1,234,234
4.06728,70.0052,0.935265,0.282258,0.291449,0.358415,0.196231,1,235,235
3.98495,71.6588,1.01578,0.28463,0.278319,0.316129,0.193741,1,236,236
3.83163,69.6576,0.964981,0.319942,0.275391,0.339274,0.195557,1,237,237
3.88803,69.0891,1.05447,0.289226,0.264465,0.33285,0.203638,1,238,238
3.979,67.4359,0.923403,0.302471,0.270127,0.290115,0.201027,1,239,239
3.95295,70.0894,0.952933,0.297126,0.257181,0.321138,0.19844,1,240,240
3.86678,69.6738,0.986395,0.31248,0.254443,0.315237,0.198758,1,241,241
3.97176,69.8492,0.963369,0.302118,0.242304,0.306231,0.196758,1,242,242
3.9537,67.7369,1.00157,0.305385,0.307399,0.321969,0.200151,1,243,243
3.95663,68.0851,0.997484,0.298485,0.300266,0.298678,0.203616,1,244,244
3.99604,68.9373,1.01795,0.297763,0.296595,0.288047,0.199534,1,245,245
3.88623,69.4438,0.938915,0.318242,0.280675,0.32157,0.196429,1,246,246
3.85589,69.9389,0.931392,0.316869,0.300025,0.295571,0.204246,1,247,247
3.86927,71.0424,0.95953,0.33905,0.310347,0.346253,0.19974,1,248,248
3.89643,69.4348,0.978195,0.333413,0.264985,0.334263,0.196665,1,249,249
3.81498,68.0263,0.977164,0.329604,0.283002,0.323214,0.20243,1,250,250
3.80283,70.3368,1.0335,0.334963,0.301739,0.383923,0.195943,1,251,251
3.84709,67.7285,1.04129,0.314877,0.279177,0.347475,0.196261,1,252,252
3.98498,69.404,0.970584,0.311952,0.23311,0.30483,0.198069,1,253,253
3.94617,69.2808,0.951967,0.296507,0.227595,0.285754,0.194829,1,254,254
3.91523,68.8452,0.960051,0.301661,0.257214,0.316167,0.197982,1,255,255
4.03649,70.7207,1.03923,0.300393,0.26439,0.327537,0.193608,1,256,256
3.89703,68.485,1.0163,0.305825,0.266432,0.353401,0.198282,1,257,257
4.10413,71.0526,0.997411,0.320251,0.293682,0.275258,0.201489,1,258,258
4.16683,70.1545,0.987484,0.345947,0.287172,0.344524,0.198631,1,259,259
4.15545,70.5279,1.02455,0.333613,0.293839,0.281427,0.199585,1,260,260
4.12438,70.6944,1.00299,0.344123,0.314085,0.28439,0.19476,1,261,261
4.08234,71.883,1.07035,0.35431,0.288623,0.313032,0.201354,1,262,262
4.02366,69.9908,0.957302,0.304415,0.255481,0.31578,0.202988,1,263,263
4.03122,71.04,0.994379,0.323555,0.277764,0.292821,0.193754,1,264,264
4.03731,70.7694,0.947668,0.314592,0.280671,0.324952,0.198739,1,265,265
3.86321,67.3273,1.01972,0.308403,0.267759,0.334184,0.197894,1,266,266
3.85321,67.9244,0.92224,0.293847,0.257622,0.379283,0.196303,1,267,267
3.93027,67.6984,1.0526,0.297058,0.280531,0.298567,0.196613,1,268,268
3.92485,66.4639,1.01918,0.298824,0.266286,0.297547,0.19984,1,269,269
4.05644,68.839,0.974693,0.305202,0.258571,0.298995,0.200872,1,270,270
3.91601,68.3446,1.01259,0.297014,0.233687,0.304462,0.203529,1,271,271
3.91765,68.7041,1.02419,0.307054,0.242708,0.300125,0.19383,1,272,272
3.84861,69.6803,0.984688,0.312755,0.25602,0.340672,0.20371,1,273,273
3.90001,70.6965,1.01377,0.324733,0.272557,0.319257,0.207668,1,274,274
3.77649,68.6983,0.958776,0.283832,0.265195,0.314195,0.199123,1,275,275
3.7558,67.5224,0.952715,0.30268,0.282811,0.390789,0.195916,1,276,276
3.72744,68.1035,0.950064,0.301765,0.273002,0.379865,0.201021,1,277,277
3.67023,66.4357,0.996163,0.276489,0.255564,0.334971,0.191372,1,278,278
3.73982,68.2003,1.00121,0.266011,0.256322,0.385223,0.195397,1,279,279
3.88036,68.8088,0.995021,0.281479,0.291823,0.30163,0.195854,1,280,280
3.86635,68.8548,1.01837,0.280388,0.260031,0.308854,0.200474,1,281,281
3.81226,67.0225,1.0137,0.308348,0.28082,0.326361,0.198622,1,282,282
3.77469,67.6889,1.01155,0.309107,0.289605,0.324805,0.193115,1,283,283
3.76693,67.2628,1.00452,0.315368,0.291575,0.319843,0.194458,1,284,284
3.89159,67.6031,1.00576,0.288508,0.264063,0.276121,0.202362,1,285,285
3.85247,69.4316,0.987498,0.298481,0.277354,0.392357,0.191357,1,286,286
4.12568,67.6834,0.968264,0.325171,0.269071,0.281523,0.189417,1,287,287
4.08023,66.6786,0.939824,0.317781,0.264495,0.306207,0.190127,1,288,288
4.03635,65.4878,0.99541,0.332194,0.289993,0.345031,0.207065,1,289,289
4.0431,66.2372,1.01265,0.327226,0.266461,0.337432,0.203381,1,290,290
3.98764,69.0836,0.995302,0.317144,0.264507,0.319576,0.195975,1,291,291
4.04425,68.0421,1.02635,0.306714,0.241195,0.323377,0.195859,1,292,292
3.99778,67.1476,1.00494,0.306058,0.252702,0.356632,0.19997500000000001,1,293,293
3.83784,70.5948,1.00905,0.290586,0.28197,0.293623,0.202925,1,294,294
3.81803,69.4222,1.02353,0.290507,0.261071,0.343527,0.202831,1,295,295
3.8421,70.644,1.01621,0.285579,0.263591,0.321602,0.206026,1,296,296
3.90656,70.8211,0.978251,0.283228,0.263123,0.301593,0.197395,1,297,297
3.90731,72.0552,1.04108,0.273863,0.296692,0.350646,0.202157,1,298,298
3.78549,68.3098,0.989872,0.325253,0.228481,0.310216,0.200658,1,299,299
3.87047,70.0943,1.0428,0.312211,0.249749,0.290155,0.195623,1,300,300
4.00631,72.9778,0.984518,0.276145,0.277801,0.335763,0.203705,1,301,301
3.96757,72.8122,0.961445,0.288692,0.26415,0.303263,0.206336,1,302,302
4.00509,72.3238,0.978016,0.294706,0.26051,0.34058,0.200437,1,303,303
4.06379,70.9996,1.02714,0.279028,0.282686,0.294075,0.199275,1,304,304
3.95783,69.4847,0.990604,0.291562,0.281183,0.273693,0.202624,1,305,305
4.07332,71.0668,1.07838,0.275549,0.266243,0.318778,0.197185,1,306,306
4.14499,71.8161,0.970254,0.291244,0.273749,0.313471,0.201258,1,307,307
4.13227,71.7298,0.972768,0.280336,0.251394,0.34408,0.195633,1,308,308
4.1302,73.0183,1.01359,0.285431,0.237999,0.375903,0.200349,1,309,309
4.04115,70.5785,1.00421,0.307716,0.280072,0.269379,0.19497,1,310,310
4.03875,70.0935,1.03072,0.333817,0.274328,0.273886,0.204395,1,311,311
4.05669,71.7994,0.958898,0.306186,0.253573,0.315178,0.195233,1,312,312
3.99813,74.0773,0.994888,0.296938,0.277112,0.325458,0.20474,1,313,313
4.04977,69.0408,1.0058,0.321234,0.248265,0.312992,0.19649,1,314,314
3.96603,68.3609,0.981828,0.287113,0.266984,0.331019,0.202231,1,315,315
3.98838,70.4776,0.995976,0.31797,0.288276,0.305242,0.192789,1,316,316
4.12709,69.1608,1.06263,0.326647,0.28073,0.308698,0.201781,1,317,317
4.10614,70.4386,0.97253,0.313893,0.279136,0.309729,0.193179,1,318,318
3.85264,71.8256,1.06337,0.312355,0.28211,0.390601,0.19738,1,319,319
3.9262,72.6657,1.00329,0.278847,0.264419,0.336428,0.198083,1,320,320
3.85644,68.9207,1.01792,0.307611,0.281904,0.311428,0.195887,1,321,321
3.84601,68.8883,1.00375,0.307162,0.287441,0.31149,0.196043,1,322,322
3.83855,69.9607,1.00792,0.305693,0.283348,0.311913,0.201581,1,323,323
3.92051,71.7551,0.988829,0.303121,0.247755,0.331076,0.193665,1,324,324
3.85135,70.2814,0.963205,0.298322,0.243026,0.348079,0.195793,1,325,325
3.98614,70.2514,0.992806,0.296974,0.282939,0.347129,0.199513,1,326,326
3.93359,71.1084,0.98508,0.299425,0.309574,0.34929,0.194868,1,327,327
4.07366,69.5477,0.999567,0.306667,0.280117,0.306659,0.19175,1,328,328
4.10974,70.4832,1.00824,0.297548,0.265315,0.307897,0.194811,1,329,329
4.09558,70.6619,1.01335,0.295932,0.2604,0.309074,0.194377,1,330,330
4.08659,66.2792,0.932067,0.28324,0.271938,0.358954,0.195142,1,331,331
4.12752,68.4087,0.983627,0.286438,0.263133,0.329284,0.19616,1,332,332
4.07306,73.4313,0.986733,0.285921,0.29879,0.324905,0.191015,1,333,333
4.0034,71.6247,0.970144,0.299312,0.311392,0.351845,0.204149,1,334,334
4.07834,69.2389,0.995812,0.307896,0.269554,0.338675,0.202161,1,335,335
3.9309,70.9615,0.993325,0.321335,0.294827,0.2958,0.198962,1,336,336
3.94004,71.9389,0.951535,0.336103,0.280603,0.290423,0.199573,1,337,337
3.90979,72.5349,0.974479,0.348857,0.285591,0.33922,0.199297,1,338,338
3.87827,71.4605,0.98957,0.3319,0.269933,0.304354,0.197967,1,339,339
