TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma,.chain,.iteration,.draw
3.94653,69.5061,1.00987,0.255048,0.364297,0.340963,0.200707,1,31,31
3.95114,69.1904,1.00211,0.259126,0.348481,0.375742,0.200999,1,32,32
4.01926,69.2209,1.01131,0.269476,0.361857,0.39796,0.195071,1,33,33
3.99314,67.7117,0.953234,0.283062,0.338125,0.367725,0.203073,1,34,34
3.9709,65.1908,0.948831,0.292097,0.360697,0.376438,0.195933,1,35,35
4.09523,65.0035,0.967493,0.290519,0.334568,0.391364,0.202673,1,36,36
4.10217,66.8602,0.958201,0.298293,0.366164,0.417231,0.198038,1,37,37
4.06861,67.045,1.02556,0.284242,0.350722,0.398119,0.202257,1,38,38
4.0815,66.2135,0.983157,0.294428,0.362773,0.387779,0.198011,1,39,39
4.03065,66.5864,0.981133,0.296032,0.359445,0.369466,0.200971,1,40,40
4.00736,65.705,0.981759,0.300217,0.357188,0.380947,0.201279,1,41,41
4.01996,68.3996,1.01166,0.282378,0.403616,0.43215,0.19733,1,42,42
3.98237,66.7061,0.955941,0.291097,0.37749,0.414578,0.198536,1,43,43
3.9815,67.282,0.951513,0.280147,0.345428,0.41275,0.198245,1,44,44
4.01211,69.0092,0.955149,0.292846,0.361808,0.406749,0.199719,1,45,45
4.02101,67.5892,1.02645,0.290589,0.374424,0.404299,0.19778,1,46,46
3.99357,66.8712,1.00563,0.312717,0.369524,0.398324,0.197902,1,47,47
4.00378,67.0599,1.00374,0.308924,0.37273,0.408949,0.197064,1,48,48
4.05116,66.361,0.973634,0.298638,0.373123,0.411582,0.198349,1,49,49
4.07538,66.5699,0.945184,0.297867,0.33809,0.332195,0.199655,1,50,50
4.084,66.9717,1.01345,0.306845,0.317912,0.393521,0.19794900000000001,1,51,51
4.03854,65.6673,0.978131,0.30555,0.317191,0.354704,0.197123,1,52,52
4.08292,66.1576,1.00129,0.321805,0.305664,0.358427,0.199792,1,53,53
4.06776,66.8669,0.968732,0.315442,0.315256,0.366415,0.197872,1,54,54
4.07413,67.7973,0.984908,0.320483,0.334009,0.392431,0.199551,1,55,55
4.07593,67.8682,0.994254,0.321375,0.34148,0.384619,0.199492,1,56,56
4.09184,68.2061,0.99585,0.329466,0.346238,0.399173,0.202604,1,57,57
4.04227,67.9565,0.961728,0.338818,0.354471,0.343255,0.194603,1,58,58
3.97154,67.1599,0.954678,0.311484,0.362897,0.377936,0.202733,1,59,59
3.93394,67.0227,0.951146,0.320925,0.383092,0.398384,0.196396,1,60,60
3.93399,65.3643,0.925997,0.316898,0.37958,0.386235,0.197687,1,61,61
3.94096,66.8427,0.963501,0.301003,0.366079,0.369361,0.200039,1,62,62
3.90116,66.2799,1.02436,0.322325,0.368396,0.430508,0.198278,1,63,63
3.93998,67.5654,0.935442,0.302277,0.338551,0.355144,0.202487,1,64,64
3.99697,69.0388,0.991587,0.303995,0.352273,0.405817,0.19322,1,65,65
3.96043,66.7389,0.927564,0.318625,0.371541,0.367855,0.202909,1,66,66
3.98465,66.2084,0.931583,0.309229,0.377868,0.395523,0.196711,1,67,67
3.95113,66.7694,0.952743,0.303948,0.394078,0.395428,0.19685,1,68,68
3.93839,66.8365,0.957064,0.308779,0.407726,0.392482,0.201424,1,69,69
3.95475,68.1577,0.932076,0.304984,0.388875,0.354681,0.198074,1,70,70
3.97553,67.6276,0.972555,0.29933,0.410211,0.33205,0.203092,1,71,71
3.96703,67.3577,0.956731,0.302072,0.371932,0.39679,0.196012,1,72,72
3.99094,66.4082,0.978948,0.2954,0.380438,0.388881,0.195702,1,73,73
4.02196,67.5262,0.978623,0.291924,0.364988,0.394639,0.199741,1,74,74
3.98188,67.6908,0.995257,0.28231,0.382217,0.399948,0.200323,1,75,75
3.92683,67.6739,0.927973,0.278752,0.3489,0.393918,0.196087,1,76,76
3.94253,69.2963,0.947087,0.295645,0.355562,0.381448,0.203921,1,77,77
3.93557,68.4251,0.942424,0.293668,0.335011,0.360303,0.204486,1,78,78
3.99059,68.2783,0.923882,0.281799,0.337565,0.365494,0.196507,1,79,79
3.96198,67.0147,0.930491,0.279655,0.336112,0.387657,0.197273,1,80,80
3.97466,67.8012,0.960768,0.279278,0.324041,0.413622,0.200454,1,81,81
3.97298,67.8564,0.97699,0.263605,0.329669,0.410756,0.195918,1,82,82
3.98621,68.3921,0.976643,0.266851,0.331478,0.409317,0.196188,1,83,83
4.08445,68.6516,0.986266,0.303693,0.345868,0.354694,0.200443,1,84,84
4.08418,66.6563,0.962899,0.288043,0.360835,0.371208,0.197922,1,85,85
4.0029,67.0705,0.966043,0.301393,0.35453,0.365312,0.200631,1,86,86
4.04248,67.5539,0.992048,0.310694,0.36211,0.363514,0.200274,1,87,87
4.04723,67.4143,0.978363,0.302223,0.355856,0.384809,0.19915,1,88,88
4.04234,68.1958,0.972014,0.283038,0.361963,0.344726,0.199463,1,89,89
4.04043,68.1422,0.957527,0.290681,0.381098,0.366035,0.200675,1,90,90
4.02744,67.1956,0.991124,0.28451,0.378364,0.375303,0.198343,1,91,91
4.03468,68.3217,0.956663,0.291239,0.392189,0.401516,0.200091,1,92,92
4.01647,67.842,0.994215,0.266276,0.331427,0.405126,0.197763,1,93,93
4.04275,69.0963,1.01104,0.266149,0.330813,0.415342,0.198369,1,94,94
3.98613,69.653,0.966712,0.269166,0.368111,0.376258,0.197307,1,95,95
4.01574,70.5428,0.948607,0.249643,0.361067,0.37588,0.199541,1,96,96
4.00857,73.2333,1.00402,0.260111,0.401954,0.391123,0.199554,1,97,97
3.99153,70.7346,0.992659,0.271659,0.396833,0.405891,0.198286,1,98,98
3.9819,70.1464,0.96894,0.268379,0.379558,0.414437,0.19801,1,99,99
4.03681,71.4334,1.01922,0.27648,0.333624,0.41027,0.202596,1,100,100
4.05867,69.5335,1.07734,0.285122,0.347356,0.39428,0.197171,1,101,101
4.08576,68.9566,0.989832,0.273456,0.322675,0.338512,0.202194,1,102,102
4.0573,69.4685,0.995033,0.275661,0.343257,0.358838,0.198948,1,103,103
4.02708,70.3458,0.996847,0.291342,0.353401,0.354404,0.201797,1,104,104
4.03251,68.0173,0.99047,0.29497,0.376517,0.346717,0.197246,1,105,105
4.10936,69.3137,0.987925,0.31037,0.360614,0.372645,0.202216,1,106,106
4.1112,68.9861,0.98691,0.302665,0.352656,0.381005,0.201714,1,107,107
4.0415,70.016,0.959346,0.290098,0.346788,0.344164,0.199009,1,108,108
4.07442,70.7215,0.946285,0.289695,0.339401,0.351771,0.202723,1,109,109
4.06248,70.2249,0.924251,0.288137,0.323056,0.358834,0.201288,1,110,110
4.03558,71.0411,0.923502,0.283991,0.328731,0.374559,0.19641,1,111,111
3.97673,70.8375,0.957569,0.288659,0.34644200000000003,0.372532,0.201521,1,112,112
4.0022,71.2705,0.96266,0.290457,0.346104,0.337229,0.195098,1,113,113
3.98941,67.0305,0.962221,0.324451,0.37961,0.39552,0.201457,1,114,114
4.1098,65.4566,0.934757,0.31936,0.346959,0.423417,0.198089,1,115,115
4.11169,66.6009,0.954121,0.302406,0.352506,0.355244,0.202083,1,116,116
4.09794,67.5159,0.995642,0.295066,0.348784,0.424467,0.195949,1,117,117
4.10331,67.2174,0.990436,0.288205,0.337175,0.415505,0.198711,1,118,118
4.10592,66.6084,0.964803,0.292873,0.337439,0.416568,0.199973,1,119,119
4.01696,65.0427,0.918922,0.284648,0.313045,0.3132,0.198771,1,120,120
4.02206,65.2445,0.931395,0.291688,0.303567,0.361226,0.200594,1,121,121
4.03037,65.6414,0.962941,0.288226,0.30522,0.349641,0.198907,1,122,122
4.01516,65.1968,0.94286,0.286575,0.31819,0.347553,0.200574,1,123,123
4.0719900000000004,65.6313,0.984827,0.290641,0.349727,0.402442,0.197486,1,124,124
4.08092,65.7431,1.00429,0.302589,0.355695,0.390075,0.198778,1,125,125
4.12304,66.5842,1.0195,0.311163,0.335929,0.415144,0.199559,1,126,126
4.01824,68.2158,0.978109,0.289332,0.370919,0.385704,0.198141,1,127,127
4.09131,68.9081,0.937477,0.280559,0.385802,0.367329,0.197472,1,128,128
4.07676,68.8903,0.986435,0.279194,0.396984,0.398826,0.198123,1,129,129
4.10034,66.6938,0.950675,0.284361,0.331499,0.378831,0.202783,1,130,130
4.11202,68.2992,0.943598,0.289993,0.35971,0.379004,0.197531,1,131,131
4.09922,68.517,0.948855,0.286266,0.359645,0.367927,0.198091,1,132,132
3.98193,66.846,0.925083,0.27676,0.382849,0.366051,0.199815,1,133,133
3.97401,66.4361,0.912456,0.273324,0.334856,0.378469,0.198927,1,134,134
3.98131,65.6367,0.928721,0.275711,0.358541,0.359963,0.200842,1,135,135
3.93359,64.3023,0.971359,0.281025,0.395612,0.384675,0.200058,1,136,136
3.99779,65.6478,0.988365,0.268544,0.363113,0.408046,0.197482,1,137,137
4.14926,66.1685,0.923417,0.262622,0.327525,0.383565,0.20152,1,138,138
4.07344,66.6537,0.958401,0.253894,0.34033,0.432395,0.201146,1,139,139
4.03532,69.5479,0.948634,0.279532,0.350286,0.393605,0.196076,1,140,140
4.11197,70.8258,1.03066,0.287163,0.372852,0.362821,0.195952,1,141,141
4.02392,68.3236,0.946491,0.288977,0.362788,0.372992,0.199193,1,142,142
4.06466,68.1784,0.974672,0.297308,0.364387,0.43193,0.202072,1,143,143
4.06349,69.8158,0.973335,0.280795,0.371267,0.465406,0.201939,1,144,144
4.04439,70.0013,0.974794,0.292899,0.363209,0.368198,0.196214,1,145,145
3.99848,70.3445,0.984607,0.291409,0.349404,0.421015,0.197555,1,146,146
3.97103,68.1193,0.963167,0.295764,0.327453,0.377321,0.200982,1,147,147
3.9887,71.6337,1.06133,0.276573,0.352403,0.428279,0.196137,1,148,148
3.91765,71.8851,1.01852,0.273751,0.329308,0.41534,0.199852,1,149,149
3.94338,70.5888,0.959052,0.266597,0.364684,0.444722,0.196678,1,150,150
3.99485,68.8347,0.977831,0.273455,0.351514,0.390037,0.202365,1,151,151
3.98282,70.4687,0.994251,0.276264,0.341312,0.376082,0.196158,1,152,152
3.95459,69.2354,1.01615,0.263759,0.339568,0.375131,0.203303,1,153,153
3.97474,68.9493,1.00013,0.260636,0.337657,0.367791,0.204317,1,154,154
3.94507,68.7254,0.961267,0.26277,0.308582,0.37781,0.19428,1,155,155
3.9289,69.1008,0.950219,0.258018,0.311552,0.370396,0.194808,1,156,156
3.95211,69.0279,0.957377,0.256153,0.311934,0.36338,0.196941,1,157,157
3.98254,69.5521,1.02624,0.263004,0.300753,0.383153,0.198257,1,158,158
3.94934,68.6231,0.986778,0.271455,0.359529,0.379264,0.199695,1,159,159
3.85147,69.6911,1.01468,0.279593,0.336263,0.461725,0.200292,1,160,160
3.89967,68.5685,0.974235,0.277824,0.36661,0.431033,0.198872,1,161,161
3.91399,68.0097,0.972208,0.276143,0.377364,0.435432,0.198002,1,162,162
3.95559,67.152,0.993496,0.266419,0.388977,0.407674,0.199862,1,163,163
3.96066,66.8689,0.994087,0.26809,0.369149,0.426387,0.196835,1,164,164
3.9441,67.1637,0.97273,0.275942,0.378006,0.418698,0.201342,1,165,165
3.94736,66.5833,0.961226,0.275709,0.377363,0.394488,0.199814,1,166,166
3.91884,68.6485,0.94416,0.282399,0.360715,0.364833,0.199442,1,167,167
3.95847,66.5384,0.983655,0.305678,0.349175,0.414477,0.198566,1,168,168
3.96254,66.6594,1.00792,0.301242,0.348277,0.437554,0.201021,1,169,169
4.01529,66.4108,1.00589,0.293059,0.33818,0.404134,0.200554,1,170,170
4.11018,64.684,0.932787,0.297479,0.32789,0.370817,0.198718,1,171,171
4.11232,68.3146,0.969347,0.295041,0.33136,0.429079,0.199405,1,172,172
4.14876,69.2654,0.939938,0.306027,0.323127,0.417074,0.198834,1,173,173
4.09696,67.9143,0.947179,0.288758,0.352367,0.369934,0.199736,1,174,174
4.11402,68.2069,0.951217,0.29204,0.353404,0.361756,0.199738,1,175,175
4.15893,66.7851,0.948423,0.303876,0.32418400000000003,0.395604,0.198954,1,176,176
4.11565,66.6622,0.979772,0.295921,0.328742,0.338747,0.197736,1,177,177
4.17419,69.0147,1.05575,0.296722,0.344433,0.408449,0.199631,1,178,178
4.15945,70.1404,0.967962,0.317944,0.341914,0.376371,0.199308,1,179,179
4.14169,69.1264,1.02151,0.29424,0.338159,0.39772,0.199874,1,180,180
4.10808,68.8757,0.979689,0.29596,0.320208,0.407373,0.197076,1,181,181
4.11243,69.5131,1.03217,0.285147,0.348761,0.473185,0.198598,1,182,182
4.14804,68.9327,0.941259,0.289182,0.357928,0.428647,0.196696,1,183,183
4.0907,69.2553,0.961747,0.275413,0.367459,0.376443,0.201902,1,184,184
4.11726,72.0483,0.985262,0.294514,0.376561,0.41632,0.198072,1,185,185
4.12626,72.1125,0.980274,0.293852,0.374181,0.425103,0.197806,1,186,186
4.11351,71.8857,1.06117,0.304758,0.377493,0.445381,0.202279,1,187,187
4.15317,70.6781,1.00658,0.307062,0.373863,0.379027,0.197193,1,188,188
4.09493,69.1035,0.975872,0.295838,0.360085,0.409714,0.200001,1,189,189
3.99334,68.4066,1.0422,0.298432,0.373395,0.346012,0.198667,1,190,190
4.00973,69.461,1.02075,0.298506,0.378367,0.349833,0.19895,1,191,191
4.01522,68.5871,1.03282,0.306799,0.368701,0.410365,0.202419,1,192,192
3.95777,69.6404,1.01884,0.309614,0.35864,0.380103,0.202573,1,193,193
3.94612,69.7803,1.00337,0.310183,0.355987,0.372952,0.199974,1,194,194
3.96083,70.2747,0.994725,0.310572,0.333899,0.343098,0.199259,1,195,195
4.01581,71.2955,1.00645,0.331009,0.309375,0.39142,0.197337,1,196,196
3.97951,71.2389,0.998913,0.317713,0.305113,0.388421,0.198633,1,197,197
3.93691,70.1961,1.0418,0.313458,0.318586,0.372652,0.200994,1,198,198
3.94508,68.2503,0.996511,0.300003,0.334192,0.383712,0.197777,1,199,199
3.87236,67.6415,0.965077,0.298229,0.330329,0.354866,0.200244,1,200,200
3.90534,66.2171,0.914646,0.287274,0.36912,0.374863,0.201013,1,201,201
4.01599,65.4314,0.926181,0.290835,0.348354,0.412464,0.197941,1,202,202
3.97001,62.74,0.868597,0.290494,0.3891,0.402559,0.199603,1,203,203
3.97742,62.9299,0.952503,0.276057,0.391019,0.436282,0.202489,1,204,204
3.93231,62.937,0.940824,0.277846,0.385156,0.43935,0.201726,1,205,205
3.88641,63.3374,0.954239,0.280839,0.369518,0.416753,0.200964,1,206,206
3.91362,64.9792,0.955909,0.288834,0.338154,0.369603,0.198523,1,207,207
3.94983,67.0943,0.954719,0.285498,0.33771,0.386602,0.200549,1,208,208
3.98479,66.0197,0.953605,0.278756,0.344164,0.399772,0.202893,1,209,209
4.03733,68.3274,0.991557,0.27943,0.332253,0.3783,0.197596,1,210,210
3.97557,68.4211,0.967651,0.283743,0.331265,0.449128,0.203821,1,211,211
3.98786,68.8981,0.928922,0.295536,0.336582,0.39772,0.197228,1,212,212
4.01973,68.8554,0.992802,0.282722,0.317503,0.352734,0.201573,1,213,213
4.01665,69.3941,0.986435,0.293935,0.308251,0.377604,0.201406,1,214,214
3.98842,69.473,0.987048,0.290649,0.317489,0.386424,0.197655,1,215,215
3.96796,70.3516,1.02905,0.29462,0.301,0.403507,0.195393,1,216,216
3.93839,71.1704,1.01815,0.307704,0.322004,0.352903,0.20057,1,217,217
3.95943,71.636,1.00007,0.29465,0.317405,0.350235,0.197438,1,218,218
3.99431,71.479,0.975344,0.299518,0.323877,0.34744,0.202561,1,219,219
4.0315,71.6246,0.992424,0.297444,0.313907,0.346934,0.199179,1,220,220
4.063,73.4487,1.03942,0.302812,0.304232,0.427104,0.199142,1,221,221
4.03453,70.426,0.966134,0.290115,0.312339,0.409885,0.202095,1,222,222
4.03599,71.3214,0.98303,0.289616,0.313287,0.371925,0.202809,1,223,223
4.00575,70.9734,0.996509,0.303202,0.311021,0.396127,0.197661,1,224,224
3.96601,70.8685,0.995805,0.282688,0.308891,0.350298,0.199741,1,225,225
3.94173,69.4948,0.981206,0.280698,0.355244,0.433794,0.197777,1,226,226
3.89781,68.695,0.980649,0.279724,0.353288,0.437185,0.195439,1,227,227
3.95422,68.3772,0.962718,0.282907,0.334768,0.38112,0.19893,1,228,228
3.93858,66.5517,0.94892,0.306817,0.329569,0.3871,0.19906,1,229,229
3.91721,67.7243,0.86666,0.292703,0.316282,0.364028,0.199765,1,230,230
3.90157,68.3577,0.894273,0.306068,0.30793,0.438938,0.200059,1,231,231
3.91415,67.0249,0.951064,0.302864,0.334744,0.364755,0.197481,1,232,232
3.92565,66.3702,0.927057,0.304764,0.362062,0.363254,0.196265,1,233,233
3.83187,65.5296,0.896226,0.307747,0.350225,0.376311,0.201182,1,234,234
3.92721,67.5661,0.98462,0.291749,0.345571,0.383637,0.19663,1,235,235
3.9377,66.3208,0.957067,0.301282,0.337463,0.387156,0.199395,1,236,236
3.95505,66.5311,0.958556,0.304804,0.350697,0.367326,0.197101,1,237,237
3.95457,67.08,0.954172,0.300553,0.34593,0.398189,0.194085,1,238,238
3.95769,67.8092,0.957666,0.300833,0.353766,0.397325,0.195539,1,239,239
3.98132,66.9876,0.936449,0.301331,0.367412,0.407106,0.201631,1,240,240
3.94617,66.419,0.942504,0.31281,0.335651,0.398581,0.196734,1,241,241
3.93918,66.9131,0.896171,0.324959,0.357025,0.453708,0.202466,1,242,242
3.9126,66.4282,0.901607,0.313941,0.342193,0.454084,0.193588,1,243,243
3.91443,67.3184,0.975486,0.302955,0.344174,0.384076,0.201063,1,244,244
3.98118,67.3462,0.96598,0.313235,0.365945,0.436449,0.196758,1,245,245
4.02667,67.8222,0.991108,0.336622,0.368567,0.428856,0.203671,1,246,246
4.03132,68.218,1.03932,0.323896,0.362316,0.386956,0.199795,1,247,247
4.01347,67.0555,0.998457,0.315776,0.368415,0.401607,0.198685,1,248,248
3.97586,68.6122,0.955559,0.300427,0.354685,0.459785,0.198636,1,249,249
3.98266,69.2761,0.990699,0.300282,0.356973,0.439527,0.201049,1,250,250
4.05577,71.6839,1.04314,0.282826,0.351861,0.372698,0.196102,1,251,251
3.99096,71.6273,1.00554,0.279546,0.374055,0.365377,0.199291,1,252,252
4.0123,70.6846,1.00728,0.270058,0.342032,0.379994,0.199164,1,253,253
4.00309,69.7473,0.984699,0.28052,0.349213,0.361061,0.198308,1,254,254
4.01916,69.9545,0.980852,0.282558,0.341121,0.375439,0.198868,1,255,255
4.03428,68.9657,0.999295,0.277868,0.357585,0.378175,0.202428,1,256,256
3.98171,68.1739,0.975819,0.288459,0.355424,0.42369,0.200911,1,257,257
4.01366,68.9345,1.00797,0.272844,0.34881,0.358727,0.19881,1,258,258
4.08445,69.2468,0.968101,0.267592,0.352006,0.408018,0.198992,1,259,259
4.0934,69.837,0.993011,0.265356,0.348852,0.430713,0.200472,1,260,260
4.08237,69.7024,0.962503,0.269397,0.351778,0.433318,0.201011,1,261,261
4.13522,67.9407,0.938655,0.269978,0.338221,0.417741,0.199533,1,262,262
4.10462,68.1859,0.935748,0.268202,0.328814,0.410259,0.198451,1,263,263
4.0766,69.6718,0.98542,0.258738,0.302766,0.418046,0.200962,1,264,264
4.06914,69.0415,0.944409,0.259307,0.298004,0.396897,0.201598,1,265,265
4.08933,68.3151,0.930367,0.261703,0.324747,0.465479,0.200487,1,266,266
4.09997,67.7449,0.947879,0.254477,0.351896,0.40489000000000003,0.197699,1,267,267
4.0979,65.8458,0.933597,0.254542,0.33777,0.394484,0.198871,1,268,268
4.13471,65.4391,0.902542,0.259137,0.345079,0.397934,0.197716,1,269,269
4.11801,65.741,0.914458,0.253853,0.341055,0.349025,0.196413,1,270,270
4.19547,65.8371,0.924565,0.264678,0.375437,0.388745,0.198933,1,271,271
4.10816,66.3138,0.976327,0.25963,0.355686,0.386485,0.200236,1,272,272
4.14737,64.8396,1.00128,0.268917,0.364066,0.430262,0.202544,1,273,273
4.15123,65.0028,0.986842,0.266604,0.366652,0.448961,0.204182,1,274,274
4.17682,64.5016,0.975425,0.273899,0.355181,0.386212,0.195004,1,275,275
4.06346,66.6832,0.999278,0.277707,0.389778,0.401741,0.205844,1,276,276
4.07706,66.2778,0.961182,0.276526,0.382383,0.383496,0.198434,1,277,277
4.00031,65.4845,0.953189,0.267442,0.374759,0.385018,0.199422,1,278,278
4.03408,65.4035,0.991182,0.278573,0.361765,0.387938,0.198268,1,279,279
4.00309,65.264,0.977271,0.28032,0.37104,0.410522,0.197228,1,280,280
4.00982,64.7455,1.01623,0.271783,0.380614,0.407281,0.197302,1,281,281
3.91056,65.2929,0.974498,0.266953,0.365703,0.421583,0.198397,1,282,282
3.88866,67.7233,0.898303,0.255785,0.321947,0.310185,0.200279,1,283,283
3.89625,67.7064,0.907826,0.255274,0.322621,0.313855,0.200116,1,284,284
3.93171,68.5337,0.910223,0.264005,0.361906,0.362618,0.200808,1,285,285
3.96515,69.3032,0.863049,0.268242,0.326732,0.35584,0.198124,1,286,286
4.00121,70.0319,0.959088,0.279754,0.321219,0.362306,0.201768,1,287,287
3.93927,69.8069,0.943956,0.280434,0.338984,0.38263,0.199001,1,288,288
3.98672,70.1719,0.937954,0.28729,0.367192,0.370226,0.20109,1,289,289
4.05434,69.5083,0.938601,0.304262,0.361417,0.430013,0.198745,1,290,290
4.01204,68.1136,0.961718,0.284042,0.353058,0.41821,0.199076,1,291,291
4.01218,68.0089,0.9635,0.285302,0.362194,0.424892,0.198979,1,292,292
3.94769,65.7933,0.928505,0.280306,0.338169,0.378632,0.201153,1,293,293
3.99272,66.2305,0.988145,0.29186,0.355776,0.359149,0.196275,1,294,294
3.99637,65.6932,0.979096,0.287485,0.341242,0.338146,0.201547,1,295,295
3.97094,66.0931,0.933417,0.286392,0.372734,0.396149,0.200654,1,296,296
4.02384,67.7194,0.960661,0.272241,0.377656,0.346722,0.202625,1,297,297
4.11017,65.6079,0.900346,0.278183,0.345492,0.372237,0.196589,1,298,298
4.07169,67.4794,0.98147,0.289688,0.340474,0.406174,0.200013,1,299,299
4.07997,67.9873,0.966449,0.29085,0.350384,0.40486,0.199589,1,300,300
4.06596,68.7367,1.01923,0.28873,0.321429,0.46015,0.200464,1,301,301
4.03346,67.545,1.01176,0.294411,0.307191,0.458157,0.202343,1,302,302
4.05404,71.0135,1.00843,0.309459,0.329449,0.454345,0.195324,1,303,303
4.0771,72.5707,0.999879,0.313752,0.354705,0.390362,0.202771,1,304,304
4.02744,73.5207,1.04452,0.294133,0.381001,0.4045,0.198274,1,305,305
4.03471,73.3466,1.09055,0.289199,0.384365,0.451256,0.200255,1,306,306
3.99442,72.5388,1.07559,0.298586,0.388674,0.444115,0.200733,1,307,307
4.02722,72.6107,1.05915,0.301885,0.374472,0.418056,0.198213,1,308,308
4.02068,71.4669,1.06109,0.294259,0.365284,0.434648,0.200767,1,309,309
3.98426,70.7868,1.06648,0.291221,0.372918,0.436603,0.200125,1,310,310
3.95647,70.2131,1.01234,0.294731,0.387504,0.39771,0.203408,1,311,311
3.90776,69.9582,0.984674,0.296712,0.350553,0.363358,0.196266,1,312,312
3.88795,69.9112,0.97219,0.298816,0.362056,0.362976,0.201616,1,313,313
3.9227,70.9513,0.962188,0.296549,0.361882,0.351514,0.198799,1,314,314
3.9375,71.0004,1.04269,0.306393,0.348384,0.396281,0.198063,1,315,315
3.89925,69.7823,0.931081,0.318329,0.332843,0.357301,0.198868,1,316,316
3.91027,70.4402,1.01059,0.305924,0.35869,0.3971,0.19747,1,317,317
3.91844,68.2722,0.934964,0.311617,0.368262,0.373275,0.198343,1,318,318
3.96661,68.5684,0.976479,0.326294,0.319355,0.371738,0.198576,1,319,319
3.96595,68.5159,0.98054,0.326766,0.331649,0.366055,0.199044,1,320,320
3.9638,70.116,1.02143,0.305267,0.396268,0.434645,0.199851,1,321,321
3.99765,70.5005,1.02122,0.314754,0.371365,0.412736,0.200198,1,322,322
3.96397,69.6596,0.973093,0.301351,0.37243,0.423915,0.199229,1,323,323
3.96662,69.5765,0.972467,0.306778,0.367205,0.416305,0.197055,1,324,324
3.9042,70.5047,1.02241,0.282494,0.386736,0.416161,0.200458,1,325,325
3.8497,70.1445,1.00252,0.296129,0.405558,0.434545,0.198117,1,326,326
3.84262,69.7827,1.03771,0.30514,0.405115,0.425117,0.197847,1,327,327
3.76574,69.2389,0.99243,0.322727,0.401272,0.42317,0.204817,1,328,328
3.83312,69.09,0.980077,0.340758,0.376012,0.362341,0.200032,1,329,329
3.84511,69.307,0.967212,0.337399,0.37781,0.369055,0.198719,1,330,330
3.83742,68.9027,1.00361,0.296112,0.35881,0.444295,0.202177,1,331,331
3.86625,68.659,1.0061,0.296391,0.350273,0.401664,0.205594,1,332,332
3.89296,68.9609,0.995172,0.296803,0.358539,0.384141,0.200041,1,333,333
3.90978,69.8096,1.00003,0.297892,0.367149,0.390446,0.199371,1,334,334
3.84847,69.3584,1.01464,0.298007,0.360206,0.40418,0.196711,1,335,335
3.96128,68.9505,1.0027,0.302469,0.348685,0.420554,0.201567,1,336,336
3.96689,69.844,0.962222,0.300062,0.354339,0.391183,0.198663,1,337,337
4.06087,70.9953,0.995217,0.299286,0.360363,0.38363,0.197544,1,338,338
4.05027,70.2111,0.99919500000000006,0.300448,0.355561,0.340785,0.199328,1,339,339
