TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma,.chain,.iteration,.draw
4.03733,69.9271,0.959878,0.3027,0.311532,0.348891,0.198047,1,55,55
4.07753,71.4109,1.02188,0.299554,0.31669,0.326742,0.199391,1,56,56
3.97805,72.6616,0.936971,0.324806,0.253272,0.324396,0.199499,1,57,57
3.9301,71.1667,1.05383,0.34158,0.286596,0.344622,0.198543,1,58,58
3.8148,70.4763,0.994766,0.334131,0.266159,0.363777,0.199692,1,59,59
3.84977,70.7278,1.0052,0.310884,0.26905,0.403444,0.2028,1,60,60
3.81684,70.5056,0.981107,0.300922,0.284917,0.377566,0.200903,1,61,61
3.82227,70.8727,0.935887,0.310345,0.278017,0.331426,0.20174,1,62,62
3.93002,68.5213,0.999468,0.293207,0.311153,0.299021,0.199851,1,63,63
3.91787,68.103,0.993929,0.29761,0.280961,0.326174,0.196881,1,64,64
3.86338,70.7469,1.01234,0.287269,0.264151,0.368519,0.19986400000000001,1,65,65
3.88291,72.4531,1.02223,0.315825,0.264389,0.370633,0.198678,1,66,66
3.8557,68.6381,0.963788,0.321342,0.267124,0.338023,0.200526,1,67,67
3.82685,70.2302,1.05489,0.33072,0.266264,0.389259,0.198613,1,68,68
3.82146,70.2799,1.0621,0.329211,0.28496,0.400238,0.207244,1,69,69
3.88208,69.5221,1.02307,0.326513,0.23449,0.316783,0.192841,1,70,70
3.80132,68.0447,0.997527,0.342062,0.254966,0.306233,0.199567,1,71,71
3.88262,68.6526,0.968357,0.3231,0.253888,0.335349,0.198782,1,72,72
3.78484,69.2106,0.925074,0.326395,0.279717,0.351806,0.200822,1,73,73
3.79223,69.3487,0.935065,0.325182,0.277426,0.337618,0.202429,1,74,74
3.83403,71.4756,1.00397,0.316159,0.283533,0.344952,0.198217,1,75,75
3.80254,71.1522,1.07052,0.328217,0.292571,0.357753,0.195757,1,76,76
3.8234,70.2345,1.05941,0.334348,0.275036,0.308578,0.201162,1,77,77
3.91966,69.3735,0.983942,0.316103,0.280018,0.348394,0.202123,1,78,78
3.94661,69.0514,0.91223,0.310488,0.2769,0.363541,0.200631,1,79,79
3.9602,69.836,0.980697,0.314856,0.268863,0.409883,0.199461,1,80,80
3.93829,70.3888,0.990419,0.329408,0.282384,0.379624,0.199483,1,81,81
3.94507,70.8169,0.987069,0.333013,0.279222,0.340806,0.199473,1,82,82
3.95205,70.8428,1.02024,0.32228,0.278279,0.353866,0.198636,1,83,83
4.11536,69.0427,0.952366,0.320139,0.251253,0.325458,0.198449,1,84,84
3.99079,71.0244,0.931184,0.316721,0.263294,0.327396,0.19877,1,85,85
3.97549,71.4716,1.01337,0.31228,0.253658,0.303522,0.202411,1,86,86
3.98952,70.9939,0.957583,0.307795,0.251206,0.298282,0.2017,1,87,87
3.8996,71.6012,0.977165,0.324976,0.241185,0.369692,0.201087,1,88,88
3.899,69.5359,1.03426,0.273399,0.253665,0.290525,0.196377,1,89,89
3.92841,71.1104,0.947059,0.262761,0.298055,0.308321,0.203032,1,90,90
3.93063,71.1146,0.99309,0.269316,0.296151,0.324425,0.200226,1,91,91
4.01429,72.8988,0.963809,0.282848,0.265282,0.287925,0.201479,1,92,92
4.00757,73.8334,0.994998,0.292704,0.279327,0.317078,0.200608,1,93,93
3.95559,72.1985,0.961326,0.280289,0.249375,0.308449,0.200369,1,94,94
3.95416,74.0822,1.02471,0.274164,0.277413,0.348119,0.19531,1,95,95
3.91139,73.1809,0.946453,0.280606,0.254198,0.342335,0.199048,1,96,96
3.96718,72.0826,1.03567,0.254996,0.284668,0.284925,0.201154,1,97,97
3.93255,71.5369,1.01097,0.26472,0.293689,0.301062,0.200955,1,98,98
3.8644,67.7258,0.95907,0.26357,0.264508,0.351223,0.198953,1,99,99
3.81009,69.8543,0.974189,0.292773,0.291268,0.34929,0.199758,1,100,100
3.77345,69.091,0.964555,0.315011,0.258214,0.366028,0.198535,1,101,101
3.82836,68.97,1.0393,0.301029,0.2692,0.371443,0.202373,1,102,102
3.80108,68.4572,0.963518,0.314414,0.288945,0.285874,0.199233,1,103,103
3.83091,68.2827,0.940132,0.320721,0.272306,0.276806,0.197238,1,104,104
3.87702,67.0298,0.94924,0.287468,0.269933,0.386082,0.201867,1,105,105
3.90681,67.3828,0.992751,0.303805,0.27704,0.364583,0.194143,1,106,106
3.97056,66.6572,0.999881,0.299324,0.303433,0.368239,0.204402,1,107,107
3.9417,67.883,0.94401,0.284025,0.307809,0.410726,0.195399,1,108,108
3.94883,67.4846,0.934278,0.273027,0.294257,0.363311,0.195791,1,109,109
3.95446,70.1108,0.996785,0.312053,0.283146,0.285503,0.203526,1,110,110
3.9162,66.4343,1.01184,0.315353,0.275336,0.337273,0.197129,1,111,111
3.86086,72.6666,0.977258,0.297839,0.275919,0.333223,0.19794,1,112,112
3.8781,72.7935,0.957993,0.280897,0.303354,0.366303,0.19921,1,113,113
3.90764,71.2422,0.954758,0.306353,0.302377,0.321226,0.198894,1,114,114
3.98415,70.1004,0.956755,0.313768,0.27038,0.315266,0.202338,1,115,115
4.02854,71.8481,0.963746,0.312227,0.275256,0.31839,0.202072,1,116,116
3.86758,67.7755,0.986836,0.288727,0.284807,0.31038,0.204057,1,117,117
3.90481,67.0331,0.984076,0.279372,0.25802,0.310929,0.194141,1,118,118
3.86325,66.8981,0.956854,0.276071,0.25818,0.271741,0.203978,1,119,119
3.73403,67.9785,1.05423,0.305843,0.279625,0.329845,0.195862,1,120,120
3.75829,67.1941,1.03028,0.304561,0.280767,0.29761,0.198963,1,121,121
3.83285,67.8444,0.953172,0.29103,0.281679,0.38149,0.199251,1,122,122
3.82055,67.0115,0.929964,0.306516,0.28122,0.386002,0.199479,1,123,123
3.93721,68.9103,1.00738,0.306298,0.279913,0.307088,0.197679,1,124,124
3.93376,68.7076,1.01674,0.315261,0.278579,0.299421,0.197939,1,125,125
3.92275,66.9681,0.96369,0.278764,0.26563,0.378272,0.201191,1,126,126
3.94776,70.7431,1.03698,0.277583,0.298308,0.327357,0.19908,1,127,127
3.93903,71.0905,0.993922,0.282786,0.291516,0.429897,0.200635,1,128,128
3.91643,69.7788,0.993447,0.287833,0.285205,0.42165,0.199316,1,129,129
3.9353,68.5763,0.98139,0.273126,0.290508,0.433273,0.197542,1,130,130
3.91403,68.3709,0.977781,0.277018,0.294875,0.41543,0.198236,1,131,131
3.94968,68.5576,1.00935,0.256935,0.280043,0.332989,0.201769,1,132,132
3.98574,69.5247,1.02438,0.263436,0.299501,0.355033,0.195833,1,133,133
3.91251,70.3515,0.969411,0.265819,0.281694,0.340082,0.201373,1,134,134
3.98893,68.5403,1.004,0.280594,0.287177,0.304892,0.200585,1,135,135
3.95954,68.428,1.00235,0.286814,0.269986,0.366236,0.197635,1,136,136
3.95248,69.1497,0.99454,0.288109,0.288459,0.412401,0.200204,1,137,137
3.93139,68.7927,0.992078,0.30001,0.278931,0.398641,0.19803,1,138,138
3.83467,70.8064,1.00351,0.290829,0.287378,0.316771,0.194846,1,139,139
3.78293,72.3945,1.01155,0.286475,0.266667,0.363213,0.199426,1,140,140
3.75859,70.606,0.975412,0.287682,0.269045,0.374198,0.199066,1,141,141
3.76656,74.237,1.03756,0.318009,0.2609,0.307418,0.196144,1,142,142
3.83124,72.2561,0.972038,0.304421,0.288907,0.346723,0.198632,1,143,143
3.81981,72.3257,0.985645,0.297781,0.299482,0.319116,0.197374,1,144,144
3.8114,71.4879,0.999346,0.310846,0.293487,0.314071,0.198705,1,145,145
3.8155,71.1925,1.0163,0.310192,0.282461,0.340219,0.198134,1,146,146
3.82227,72.1044,1.05623,0.279559,0.261873,0.347188,0.200049,1,147,147
3.79288,72.4806,0.935512,0.287359,0.272627,0.338025,0.203451,1,148,148
3.88087,72.8069,1.06877,0.252857,0.23776,0.322546,0.198613,1,149,149
3.86178,74.7285,0.961093,0.267248,0.276733,0.294753,0.200772,1,150,150
3.78136,70.1412,0.920765,0.261584,0.279491,0.334051,0.199344,1,151,151
3.79916,70.7714,1.05632,0.261368,0.301135,0.274924,0.199102,1,152,152
3.78687,71.7507,1.01608,0.268833,0.303131,0.383857,0.199236,1,153,153
3.80495,70.1828,0.930402,0.286337,0.307295,0.310049,0.202411,1,154,154
3.88717,71.6638,0.990059,0.288537,0.296839,0.276711,0.197944,1,155,155
3.81435,71.1278,1.02386,0.29641,0.294189,0.350659,0.19941,1,156,156
3.81689,72.6387,1.0072,0.318092,0.293662,0.33896,0.198202,1,157,157
3.80814,74.7981,1.04859,0.308025,0.324971,0.318126,0.195989,1,158,158
3.79325,72.0088,1.09177,0.29326,0.299527,0.42781,0.201662,1,159,159
3.80647,71.853,1.09163,0.291907,0.298566,0.412327,0.202147,1,160,160
3.77857,69.258,1.07939,0.266482,0.286577,0.33817,0.196938,1,161,161
3.76179,68.5568,1.05695,0.270291,0.284771,0.319548,0.198096,1,162,162
3.8878,73.2894,1.00059,0.313467,0.288724,0.388735,0.200367,1,163,163
3.8865,72.034,0.96514200000000006,0.296738,0.288673,0.338821,0.199344,1,164,164
3.86674,72.0652,0.985386,0.295892,0.290137,0.364436,0.199303,1,165,165
3.8726,72.569,1.00039,0.29077,0.259834,0.322896,0.199539,1,166,166
3.90172,71.362,1.01373,0.268938,0.288981,0.359093,0.196199,1,167,167
3.83801,71.0346,0.982931,0.274385,0.29104,0.3558,0.201376,1,168,168
3.87477,70.9201,0.997517,0.264629,0.296848,0.311431,0.200205,1,169,169
3.89206,67.6481,0.997878,0.26506,0.292285,0.299143,0.199567,1,170,170
3.86772,68.3973,1.02555,0.259068,0.285525,0.385269,0.199228,1,171,171
3.76384,68.3879,0.943935,0.250455,0.288792,0.368284,0.199647,1,172,172
3.85837,71.2858,0.981295,0.235692,0.289605,0.335688,0.20089,1,173,173
3.8558,70.6662,0.964756,0.232723,0.284223,0.385829,0.196292,1,174,174
3.87442,70.0504,1.06055,0.238888,0.263895,0.330347,0.203321,1,175,175
3.95106,71.275,0.987496,0.26676,0.274998,0.356838,0.197759,1,176,176
4.04072,73.3229,1.00114,0.262373,0.297389,0.276615,0.199172,1,177,177
3.99751,70.9622,0.995036,0.280957,0.296657,0.367574,0.201286,1,178,178
3.9517,71.0409,1.02911,0.288759,0.275363,0.302974,0.198935,1,179,179
3.9004,69.1092,1.06362,0.28919,0.28114,0.360658,0.201141,1,180,180
3.82547,70.5707,0.966263,0.295095,0.301768,0.315467,0.198795,1,181,181
3.86082,70.0752,0.973609,0.294001,0.296175,0.361047,0.196697,1,182,182
3.84244,67.2545,0.992051,0.31225,0.274379,0.337642,0.200375,1,183,183
3.94999,68.6524,1.04908,0.304122,0.285927,0.321187,0.196315,1,184,184
3.90524,68.3133,1.08433,0.315541,0.274276,0.303561,0.198424,1,185,185
4.07968,67.4591,0.935512,0.308687,0.272033,0.350663,0.19983,1,186,186
4.10522,68.6544,0.923546,0.305149,0.260179,0.393636,0.201529,1,187,187
3.99743,69.2542,0.975278,0.308119,0.258563,0.287039,0.200075,1,188,188
3.9655300000000002,67.0639,1.00692,0.304451,0.28294,0.365018,0.196998,1,189,189
3.92998,70.4553,0.958845,0.285265,0.274772,0.329415,0.200026,1,190,190
3.92597,67.6019,1.04237,0.286936,0.276127,0.363919,0.199871,1,191,191
3.94277,68.0138,1.01991,0.290779,0.282012,0.348122,0.20044,1,192,192
3.94371,67.292,0.979396,0.301384,0.290663,0.355507,0.200756,1,193,193
3.95284,67.6044,1.01812,0.277455,0.280432,0.359631,0.203618,1,194,194
3.93015,66.1125,0.975611,0.274481,0.31837,0.305299,0.200167,1,195,195
3.92461,65.2422,1.01103,0.293745,0.305661,0.278594,0.202454,1,196,196
3.8681,67.2653,0.970247,0.317594,0.285312,0.314126,0.196154,1,197,197
3.79413,67.0462,1.00084,0.289649,0.294719,0.317087,0.19847,1,198,198
3.84908,69.6446,0.985733,0.266638,0.28331,0.343069,0.198011,1,199,199
3.77598,69.755,1.05767,0.29459,0.311315,0.346687,0.201887,1,200,200
3.759,70.3909,1.04002,0.290203,0.322246,0.330732,0.201178,1,201,201
3.83912,68.4151,1.00507,0.303275,0.276998,0.350169,0.19732,1,202,202
3.91299,68.6698,0.953035,0.271331,0.292037,0.263962,0.200633,1,203,203
3.9122,71.1175,0.953103,0.287312,0.311514,0.33515,0.199609,1,204,204
3.98309,70.2892,1.01173,0.295973,0.278297,0.265922,0.199921,1,205,205
4.00299,70.2044,1.03765,0.284815,0.289224,0.260368,0.202366,1,206,206
4.01544,69.6232,0.999642,0.287213,0.288523,0.272146,0.201031,1,207,207
3.9809,70.6921,0.968783,0.313176,0.309469,0.311778,0.19932,1,208,208
4.05769,67.4938,0.97279,0.250058,0.249956,0.371127,0.199616,1,209,209
3.96002,70.1486,0.993938,0.275101,0.276953,0.373756,0.198816,1,210,210
3.95591,69.6755,1.04237,0.278226,0.295578,0.399125,0.196869,1,211,211
3.99949,69.7682,0.981363,0.278643,0.303347,0.345706,0.200969,1,212,212
3.95799,70.411,0.986257,0.25931,0.273786,0.307381,0.199404,1,213,213
3.93975,70.214,0.972822,0.260319,0.278444,0.307037,0.199593,1,214,214
4.039,69.8471,0.95917,0.282452,0.33734,0.351608,0.19881,1,215,215
4.04525,68.8212,0.980078,0.289238,0.304375,0.316547,0.200511,1,216,216
4.04934,68.7465,0.969954,0.275088,0.280854,0.324101,0.203992,1,217,217
4.10402,67.7123,0.977415,0.273956,0.2909,0.324132,0.195916,1,218,218
4.10689,70.9318,0.979442,0.281252,0.301863,0.321515,0.202794,1,219,219
4.0758,70.0162,0.973797,0.277908,0.258897,0.29389,0.196176,1,220,220
4.11635,72.286,1.03685,0.279306,0.25031,0.343909,0.197081,1,221,221
4.11051,73.1454,1.02724,0.273033,0.267095,0.360066,0.202277,1,222,222
4.0261,72.8786,0.999563,0.24979,0.274403,0.308441,0.201596,1,223,223
3.99208,72.1301,0.997135,0.251443,0.267196,0.309523,0.196556,1,224,224
4.03392,72.9133,1.04097,0.276948,0.271144,0.303418,0.202224,1,225,225
3.99664,71.7206,1.02649,0.283529,0.277377,0.29022,0.202388,1,226,226
4.04001,72.2507,0.92132,0.273698,0.248867,0.326323,0.200582,1,227,227
4.00693,72.0876,0.927044,0.271781,0.250075,0.335398,0.197771,1,228,228
3.98547,72.6895,0.967809,0.28074,0.265462,0.324269,0.203229,1,229,229
3.88683,71.5986,1.04708,0.278445,0.251417,0.37083,0.196157,1,230,230
3.9307,69.3913,0.982157,0.262984,0.261705,0.346888,0.202038,1,231,231
3.92112,67.7173,0.951525,0.263797,0.265201,0.292011,0.194923,1,232,232
3.88789,67.3248,0.943742,0.269848,0.27131,0.338587,0.196129,1,233,233
3.84145,67.3106,0.986091,0.311269,0.272559,0.321818,0.200838,1,234,234
3.86866,67.2018,1.01205,0.301195,0.277291,0.375251,0.200018,1,235,235
3.86053,67.3588,1.01656,0.293674,0.239694,0.361377,0.200959,1,236,236
3.90812,65.8887,0.97971,0.300082,0.263278,0.305488,0.197597,1,237,237
3.87982,64.7612,0.941669,0.303876,0.247957,0.36140099999999997,0.200632,1,238,238
3.89257,65.6821,0.986308,0.296966,0.253461,0.341936,0.198382,1,239,239
3.96196,71.1945,1.01119,0.322465,0.340525,0.325796,0.203012,1,240,240
4.07623,70.4844,0.965049,0.316076,0.302269,0.315254,0.198169,1,241,241
4.05847,70.9585,0.9889,0.294834,0.318392,0.375297,0.201052,1,242,242
3.99233,73.1767,1.01243,0.304446,0.292956,0.331391,0.199204,1,243,243
3.91889,71.6423,1.06125,0.280752,0.302236,0.427659,0.19946,1,244,244
3.96875,70.1495,0.957915,0.258095,0.273862,0.319508,0.198749,1,245,245
3.86397,70.7848,1.02845,0.266433,0.283557,0.37233,0.199953,1,246,246
3.84422,70.1197,1.04491,0.257068,0.280995,0.323291,0.203776,1,247,247
3.86169,70.1764,1.02916,0.268518,0.282444,0.345247,0.195124,1,248,248
3.82676,69.2232,0.999794,0.262837,0.278441,0.335211,0.194178,1,249,249
3.97168,67.919,0.967227,0.26567,0.273459,0.34357,0.201169,1,250,250
3.97089,68.4125,0.955837,0.258518,0.27401,0.388776,0.198461,1,251,251
3.93522,67.9541,0.981921,0.261753,0.255657,0.363051,0.197137,1,252,252
3.83582,69.0416,0.93723,0.292932,0.337685,0.32529,0.200848,1,253,253
3.86268,69.4003,0.985794,0.28538,0.287377,0.345911,0.197038,1,254,254
3.93888,71.1334,1.01427,0.278503,0.283063,0.333099,0.196534,1,255,255
3.88146,69.5188,0.955558,0.277305,0.306652,0.31817,0.202265,1,256,256
3.84465,71.6734,0.986971,0.285999,0.313903,0.27807,0.196815,1,257,257
3.84708,70.0401,0.999244,0.285435,0.277934,0.378125,0.203831,1,258,258
3.82602,71.6129,1.02046,0.29759,0.28929,0.365928,0.195306,1,259,259
3.84949,71.8777,0.915157,0.285602,0.265306,0.340121,0.204256,1,260,260
3.89597,72.8037,1.05708,0.284566,0.280532,0.313456,0.1946,1,261,261
3.85736,72.1988,1.00596,0.310123,0.285637,0.309966,0.204698,1,262,262
3.84727,71.7346,1.00472,0.286435,0.280166,0.300118,0.199017,1,263,263
3.94838,70.2573,0.978222,0.252971,0.253886,0.3478,0.199836,1,264,264
3.90525,69.7252,1.02966,0.263211,0.284854,0.338627,0.20069,1,265,265
3.88159,69.2221,0.976298,0.253838,0.264278,0.330408,0.199786,1,266,266
3.88424,69.834,1.03627,0.282171,0.259542,0.356467,0.200799,1,267,267
3.87338,69.1475,1.00329,0.283531,0.270014,0.336839,0.200313,1,268,268
3.78404,69.2189,0.918526,0.295657,0.273911,0.283293,0.197878,1,269,269
3.74249,70.8264,1.01795,0.29198,0.316142,0.368447,0.197567,1,270,270
3.75145,69.2305,0.999415,0.313463,0.283731,0.292724,0.202716,1,271,271
3.74095,69.1679,0.999589,0.312585,0.283359,0.338852,0.198088,1,272,272
3.79088,69.123,0.952299,0.306365,0.278217,0.325876,0.200479,1,273,273
3.78751,69.5089,0.93287,0.290538,0.264814,0.309989,0.200307,1,274,274
3.80458,68.6849,1.03793,0.286836,0.275795,0.359921,0.197747,1,275,275
3.75224,70.4393,0.929382,0.289865,0.273499,0.330856,0.198424,1,276,276
3.7358,71.0712,0.951427,0.293333,0.256903,0.301899,0.201783,1,277,277
3.71855,69.8041,1.03574,0.285814,0.263234,0.282973,0.197092,1,278,278
3.67588,67.6344,1.0054,0.292987,0.277593,0.295975,0.200701,1,279,279
3.71428,68.0334,1.01661,0.304682,0.283626,0.286352,0.198319,1,280,280
3.72818,68.8711,0.999056,0.319219,0.278741,0.295845,0.201198,1,281,281
3.79583,69.7118,0.978168,0.29112,0.260098,0.327083,0.201022,1,282,282
3.83929,70.3873,0.990759,0.289639,0.230057,0.308929,0.201976,1,283,283
3.80064,71.1755,0.966895,0.290302,0.242023,0.283664,0.199113,1,284,284
3.82858,70.8625,0.983993,0.284391,0.235489,0.345095,0.199226,1,285,285
3.83185,71.6611,0.981936,0.308143,0.246557,0.343175,0.198817,1,286,286
3.8419,71.3078,0.963175,0.2764,0.285164,0.352222,0.198979,1,287,287
3.83842,70.1732,0.988203,0.287519,0.291108,0.381349,0.198863,1,288,288
3.84709,67.7307,0.969922,0.297138,0.321719,0.312859,0.197494,1,289,289
3.75046,68.8091,0.970176,0.313961,0.328433,0.32722,0.202822,1,290,290
3.73682,68.4613,0.957846,0.299084,0.315793,0.289136,0.200557,1,291,291
3.77338,67.7791,0.905628,0.289741,0.326484,0.312747,0.199474,1,292,292
3.77861,69.2415,0.959255,0.30567,0.31612,0.336059,0.198177,1,293,293
3.80207,71.3464,1.00718,0.309793,0.287973,0.307743,0.200297,1,294,294
3.84491,72.9145,0.965324,0.292921,0.292276,0.319747,0.1987,1,295,295
3.85971,73.0756,0.979969,0.30092,0.283862,0.323232,0.19835,1,296,296
3.81836,74.2362,0.981257,0.31124,0.284513,0.298664,0.200209,1,297,297
3.84708,73.2732,0.956688,0.320222,0.273797,0.32291,0.199033,1,298,298
3.81608,73.133,1.03775,0.306201,0.260124,0.325023,0.200636,1,299,299
3.82153,74.9927,0.978668,0.304869,0.288322,0.339406,0.199691,1,300,300
3.89862,75.1052,1.02704,0.296944,0.309124,0.307704,0.197311,1,301,301
3.86148,73.2309,1.05058,0.277579,0.290568,0.298075,0.199559,1,302,302
3.89119,71.9025,0.97498,0.280449,0.29778,0.338547,0.198375,1,303,303
3.88725,73.3818,1.06651,0.27454,0.26653,0.308487,0.198606,1,304,304
3.84145,71.7547,1.12761,0.285227,0.272672,0.372616,0.200974,1,305,305
3.85319,72.0051,0.950694,0.292157,0.249147,0.282828,0.198076,1,306,306
3.87094,71.3486,0.918216,0.277923,0.272991,0.344304,0.200304,1,307,307
3.85239,73.8659,1.01642,0.288191,0.276108,0.311338,0.197444,1,308,308
3.7949,73.8503,1.00865,0.286376,0.278166,0.376075,0.199748,1,309,309
3.81179,72.8323,1.03845,0.294069,0.269273,0.33904,0.197577,1,310,310
3.76138,71.5138,0.966362,0.299518,0.28638,0.312782,0.203632,1,311,311
3.9937,70.4241,1.00922,0.296404,0.275958,0.286535,0.200528,1,312,312
3.98313,71.2406,1.00297,0.305892,0.268062,0.315891,0.202249,1,313,313
4.00019,70.3148,1.069,0.301402,0.251311,0.334823,0.197606,1,314,314
3.98234,69.6375,0.943305,0.300912,0.256198,0.341112,0.199744,1,315,315
3.99682,70.0374,0.984511,0.302055,0.259296,0.346857,0.198796,1,316,316
3.95211,67.6748,0.996908,0.263728,0.286993,0.336175,0.199384,1,317,317
3.96457,67.4608,1.01466,0.270225,0.275983,0.300701,0.200759,1,318,318
3.97143,69.4324,0.99247,0.284809,0.308117,0.413651,0.196012,1,319,319
3.99226,70.8969,1.0077,0.287551,0.264935,0.366112,0.202976,1,320,320
3.96849,68.8934,1.0169,0.284147,0.257819,0.332358,0.202013,1,321,321
3.98801,73.3286,0.967827,0.309199,0.266025,0.327151,0.20213,1,322,322
3.98559,73.991,0.980572,0.309551,0.286109,0.347555,0.195744,1,323,323
3.97527,72.5169,0.958072,0.310177,0.264942,0.303771,0.20294,1,324,324
3.99211,73.575,0.994602,0.313658,0.277339,0.331887,0.200657,1,325,325
3.90419,72.5272,0.963689,0.312576,0.287085,0.35421,0.198086,1,326,326
3.87638,70.7204,0.97053,0.332395,0.242921,0.342607,0.199944,1,327,327
3.86011,69.7451,0.985108,0.3301,0.239904,0.366484,0.199445,1,328,328
3.92257,71.3204,0.953399,0.335355,0.276755,0.35956,0.199827,1,329,329
3.93426,70.6326,0.932802,0.311791,0.252254,0.33076,0.198555,1,330,330
3.97856,71.4782,1.02169,0.288775,0.269278,0.309818,0.201324,1,331,331
3.9877,70.8089,0.955757,0.288004,0.278466,0.319785,0.195057,1,332,332
3.9914,71.1504,1.00877,0.286982,0.288158,0.335861,0.201385,1,333,333
3.90655,71.1912,1.0103,0.282162,0.310816,0.347195,0.202471,1,334,334
3.86484,70.4512,0.997931,0.283177,0.31087,0.337754,0.201542,1,335,335
3.9373,70.3778,0.970824,0.295718,0.314893,0.348671,0.197881,1,336,336
3.92604,66.9828,1.02369,0.300603,0.265966,0.367862,0.199626,1,337,337
3.93291,66.4598,0.921769,0.30678,0.276387,0.314072,0.198967,1,338,338
3.93393,66.819,0.981816,0.301565,0.277113,0.331481,0.198716,1,339,339
